playerid,year,teamName,League,Level,orgName,lastName,firstName,G,AB,R,H,Dbl,Tpl,HR,RBI,SB,CS,BB,IBB,SO,SH,SF,HBP,GDP,Bavg,Slg,obp,OPS,Age,HT,WT,Bats,Throws,posit,borndate,cityName,regionID,Predicted_WAR,MakeIt_PredictedWAR,Likelihood
193560,2017,West Virginia,NYPL,A-,PIT,Busby,Dylan,41,160,20,30,8,0,1,14,7,4,11,1,48,2,0,6,4,0.187,0.256,0.266,522,21,6-3,190,R,R,OF,11/28/1995,Sarasota,FL,8.23456767904141,0.315624389867496,0.038329199803752
193561,2017,GCL Phillies,GCL,Rk,PHI,Nieporte,Quincy,41,154,19,46,13,1,5,35,0,0,12,1,17,0,3,3,4,0.299,0.494,0.355,849,22,6-1,228,R,R,1B-C,7/29/1994,Atlanta,GA,6.75983625673975,1.05259802128155,0.155713538213604
193583,2017,Azl Brewers,Ariz,Rk,MIL,Corey,Kenny,29,97,31,36,13,2,0,11,5,2,19,0,22,0,0,5,1,0.371,0.546,0.496,1042,22,6-1,185,L,R,OF,2/15/1995,San Jose,CA,11.0064488820349,0.715561141897532,0.0650128983077815
193586,2017,Vermont,NYPL,A-,OAK,Arruda,Aaron,45,157,17,30,8,0,4,15,0,1,11,0,66,1,1,2,4,0.191,0.318,0.251,569,22,6-3,204,R,R,OF,6/21/1995,Fresno,CA,3.41552397194463,0.0331622988800501,0.00970928594044358
193644,2017,West Virginia,SAL,A,PIT,King,Nick,13,42,1,7,2,0,0,3,0,0,2,0,14,2,0,2,1,0.167,0.214,0.239,453,23,6-0,191,R,R,SS-2B,11/12/1993,Palm Springs,CA,5.76455093789776,0.025143777259424,0.00436179288383451
193691,2017,Aberdeen,NYPL,A-,BAL,Craport,Trevor,52,179,31,54,15,3,3,30,4,1,21,0,36,0,3,6,2,0.302,0.469,0.388,857,20,5-11,200,R,R,C,8/12/1996,Norcross,GA,6.37277626834776,1.98263186632278,0.311109598523033
193714,2017,Great Falls,Pio,Rk,CHA,Frost,Tyler,32,142,24,37,7,5,4,26,2,0,13,0,33,2,0,3,1,0.261,0.465,0.335,800,21,5-10,170,R,R,OF,11/21/1995,Phoenix,AZ,6.31332431782301,1.12145980546033,0.1776338025744
193716,2017,Azl Rangers,Ariz,Rk,TEX,Jacobs,Justin,48,181,37,59,9,2,2,27,8,5,33,1,37,0,1,4,2,0.326,0.431,0.438,869,21,6-1,190,L,R,IF,10/25/1995,Auburn,WA,7.09776074585733,0.808616394185962,0.113925563729084
193755,2017,Florida,FSL,A+,ATL,Schwartz,Gary,3,9,1,1,0,0,0,0,1,0,1,0,5,0,0,0,0,0.111,0.111,0.2,311,21,6-1,205,L,R,OF,1/22/1996,Chandler,AZ,6.11257264328437,0.169056065954543,0.0276571054153896
193762,2017,Bristol,App,Rk,PIT,Bengtson,Ben,40,140,22,36,5,1,4,19,2,2,20,0,49,0,0,8,4,0.257,0.393,0.381,774,21,6-1,198,R,R,SS,7/28/1995,Concord,NH,7.36541785579487,0.256150386541245,0.0347774412200815
193766,2017,GCL Devil Rays,GCL,Rk,TBA,Ostberg,Erik,28,85,12,16,3,0,0,4,1,0,15,1,30,1,2,3,3,0.188,0.224,0.324,548,21,5-10,215,L,R,C,10/12/1995,Florence,MA,7.51230441379975,0.157653712543521,0.020986065507931
193845,2017,Great Lakes,Midw,A,LAN,Wong,Connor,27,97,19,27,6,0,5,18,1,1,7,0,26,0,1,2,5,0.278,0.495,0.336,831,21,5-10,170,R,R,IF,5/19/1996,Houston,TX,6.42111656945853,1.42577429184299e-15,2.22044604925031e-16
193849,2017,Tri City,NYPL,A-,HOU,Julks,Corey,32,102,7,18,3,0,1,7,9,2,18,0,19,0,0,2,4,0.176,0.235,0.311,546,21,5-10,180,R,R,IF,2/27/1996,Friendswood,TX,5.11692451011403,0.225695349892181,0.0441076176609749
193850,2017,Stockton,Calif,A+,OAK,Iriart,Chris,58,202,20,41,7,0,10,29,0,0,15,0,89,0,1,4,4,0.203,0.386,0.27,656,22,6-2,230,R,R,IF,10/7/1994,Chino Hills,CA,5.7698321956425,1.06559487210332,0.184683858381199
193877,2017,Azl White Sox,Ariz,Rk,CHA,Cronin,David,13,37,3,9,1,1,0,7,2,0,10,0,7,2,0,0,1,0.243,0.324,0.404,728,22,5-9,160,L,R,IF,12/19/1994,Orland Park,IL,6.4211228545966,0.200104603791741,0.0311634909225409
193883,2017,Salem-Keizer,Nwst,A-,SFN,Calabrese,Rob,32,94,19,26,5,1,1,7,1,0,12,0,31,0,2,3,0,0.277,0.383,0.369,752,21,6-1,205,R,R,C,10/3/1995,Staten Island,NY,4.06931411227819,0.167337735798724,0.0411218527696897
193949,2017,Winston-Salem,Caro,A+,CHA,Booker,Joel,52,189,23,44,6,0,2,15,9,3,10,0,41,4,1,4,4,0.233,0.296,0.284,580,23,6-2,180,R,R,OF,11/1/1993,Columbus,NC,5.62647435085318,0.182831810478642,0.0324949158349791
193982,2017,Bowie,East,AA,BAL,Hays,Austin,64,261,39,86,17,2,16,54,1,1,13,0,45,2,3,4,5,0.33,0.594,0.367,961,21,6-1,195,R,R,OF,7/5/1995,Port Orange,FL,5.34070591213121,5.06233459789054,0.947877430657928
194019,2017,Princeton,App,Rk,TBA,Brown,Bryce,51,184,21,44,3,1,0,21,14,5,17,0,53,2,2,10,2,0.239,0.266,0.333,599,20,6-0,180,R,R,OF,7/23/1996,Walker,LA,15.0128239418587,0.343136577611177,0.0228562313752608
194036,2017,Azl Giants,Ariz,Rk,SFN,McPherson,Kyle,29,55,9,13,3,2,0,7,2,0,3,0,10,2,1,1,0,0.236,0.364,0.283,647,21,6-0,180,R,R,IF,2/9/1996,Chesapeake,VA,5.7971263062166,0.0548765033369872,0.00946615623643388
194072,2017,Boise,Nwst,A-,COL,McLaughlin,Matt,51,200,36,61,13,0,1,20,7,4,31,0,43,3,5,5,5,0.305,0.385,0.402,787,21,6-1,180,R,R,SS,2/2/1996,San Jose,CA,6.88070496693878,1.21030678426726,0.175898660105714
194105,2017,Corpus Christi,Tex,AA,HOU,Wolfe,Tyler,12,33,5,5,1,0,2,6,0,0,1,0,12,0,0,1,1,0.152,0.364,0.2,564,23,5-11,185,R,R,IF,9/21/1993,St. Louis Park,MN,4.97374608739195,0.114770984719015,0.0230753606441531
194121,2017,West Michigan,Midw,A,DET,Burch,Luke,5,15,0,4,0,0,0,0,0,0,1,0,5,1,0,1,0,0.267,0.267,0.353,620,23,6-2,180,L,L,OF,4/18/1994,Berlin,OH,6.05336498415201,0.0329620433493871,0.00544524300710156
194131,2017,Connecticut,NYPL,A-,DET,Rosa,Dylan,43,141,17,30,6,0,4,18,8,2,17,0,56,1,3,0,0,0.213,0.34,0.292,632,21,6-2,200,R,R,OF,6/27/1996,Chicago,IL,7.32629255573796,0.07601070031981,0.0103750566526692
194149,2017,Everett,Nwst,A-,SEA,White,Evan,14,47,6,13,1,1,3,12,1,1,6,0,6,0,2,0,0,0.277,0.532,0.345,877,21,6-3,200,R,L,1B-OF,4/26/1996,Columbus,OH,8.6561659785245,0.664368954403779,0.0767509490982548
194171,2017,Buies Creek,Caro,A+,HOU,Van derMeer,Stijn,6,19,2,3,1,0,0,0,1,0,1,0,4,0,0,0,1,0.158,0.211,0.2,411,24,6-3,170,L,R,IF,5/1/1993,Rosmalen,NT,6.10135972983592,0.235810379302167,0.038648824154564
194203,2017,Everett,Nwst,A-,SEA,Stroosma,Aaron,30,75,11,16,2,1,1,9,2,0,11,0,26,0,0,1,0,0.213,0.307,0.322,629,23,6-3,215,R,R,OF,5/16/1994,Mount Vernon,WA,6.49986259809782,0.0397375904275477,0.00611360468437854
194208,2017,Lexington,SAL,A,KCA,Gigliotti,Michael,22,86,14,26,5,1,1,8,7,5,8,0,20,2,1,3,0,0.302,0.419,0.378,797,20,6-2,173,L,L,OF,12/14/1996,Fort Lauderdale,FL,6.44299231782849,1.44791425791794,0.224726988097036
194230,2017,Everett,Nwst,A-,SEA,Banuelos,David,36,127,24,30,8,0,4,26,1,1,16,0,40,1,0,2,2,0.236,0.394,0.331,725,20,5-10,210,R,R,C,10/1/1996,Ontario,CA,3.8588543403058,0.373466281550646,0.0967816477677804
194251,2017,Lowell,NYPL,A-,BOS,Osinski,Michael,41,153,19,40,8,1,2,14,3,0,12,0,43,0,2,2,5,0.261,0.366,0.32,686,21,6-2,185,R,R,SS,8/4/1995,Vestal,NY,4.44286924010061,0.25666515769797,0.0577701354299045
194265,2017,Peoria,Midw,A,SLN,Trosclair,Stefan,111,404,61,110,18,6,15,59,14,4,56,1,111,2,6,13,8,0.272,0.458,0.374,832,22,6-2,195,R,R,2B,7/23/1994,Sulphur,LA,6.09729209901328,0.823496942104373,0.135059454054635
194281,2017,Tri-City,Nwst,A-,SDN,Podorsky,Robbie,37,149,22,45,6,2,1,13,16,5,11,0,12,1,1,7,2,0.302,0.389,0.375,764,22,5-8,180,R,R,IF-OF,1/27/1995,Baton Rouge,LA,5.225008914026,1.17242554705084,0.224387281695076
194306,2017,Hillsboro,Nwst,A-,ARI,Ellis,Drew,48,181,35,41,8,0,8,23,3,1,24,0,45,0,0,3,4,0.227,0.403,0.327,730,21,6-2,192,R,R,3B,12/1/1995,Louisville,KY,4.26576064429889,0.397084600376316,0.0930864700313209
194311,2017,Wisconsin,Midw,A,MIL,Hairston,Devin,44,157,13,33,3,0,2,12,5,5,16,0,46,1,2,1,0,0.21,0.268,0.284,552,21,5-7,157,R,R,SS,4/7/1996,Lexington,KY,5.718782953826,0.48507511607875,0.0848213894451481
194316,2017,Lakewood,SAL,A,PHI,Fitch,Colby,22,69,12,15,2,0,2,5,0,0,16,0,17,0,0,2,2,0.217,0.333,0.379,712,21,5-11,204,L,R,C,7/27/1995,Sacramento,CA,6.49519862198871,0.563489034800903,0.0867547041430386
194332,2017,Vermont,NYPL,A-,OAK,Deichman,Greg,46,164,31,45,10,4,8,30,4,1,28,0,40,0,1,2,2,0.274,0.53,0.385,915,22,6-2,185,L,R,OF,5/31/1995,Metairie,LA,10.8475411851913,1.28261808977128,0.118240444343485
194395,2017,Spokane,Nwst,A-,TEX,Ratliff,Tyler,49,197,27,52,13,0,6,25,2,1,17,0,44,0,1,3,2,0.264,0.421,0.33,751,21,6-2,210,R,R,3B,11/2/1995,Alexandria,VA,5.73324095170004,1.75845838003122,0.306712799068701
194410,2017,Bluefield,App,Rk,TOR,Smith,Kevin,61,262,43,71,25,1,8,43,9,0,16,0,70,1,3,1,7,0.271,0.466,0.312,778,20,6-0,172,R,R,IF,7/4/1996,East Greenbush,NY,5.36449496688028,0.506415785965975,0.0944013908284977
194503,2017,Rancho Cucamonga,Calif,A+,LAN,Montgomery,Brandon,98,326,30,82,13,3,2,45,5,3,14,0,61,1,8,3,5,0.252,0.328,0.282,610,21,5-11,175,R,R,IF,2/12/1996,Collierville,TN,5.86724484906527,0.192008907795283,0.0327255658720076
194515,2017,Wisconsin,Midw,A,MIL,Lara,Gilbert,67,223,18,43,6,1,3,22,0,0,9,0,79,0,1,1,5,0.193,0.269,0.226,495,19,6-3,180,R,R,SS,10/30/1997,San Cristobal,DR,5.93055972703581,0.304505528890393,0.0513451584514418
194560,2017,GCL Tigers West,GCL,Rk,DET,Bivens,Jake,24,45,5,12,0,0,0,5,4,0,10,1,6,2,0,5,0,0.267,0.267,0.45,717,22,6-1,186,L,R,IF,5/25/1995,Battle Creek,MI,6.22325881698777,0.111167460547989,0.0178632230825002
194564,2017,Bowling Green,Midw,A,TBA,Rondon,Adrian,107,394,53,87,12,2,9,48,4,2,33,0,129,1,5,5,11,0.221,0.33,0.286,616,18,6-1,190,R,R,SS,7/7/1998,San Pedro de Macoris,DR,5.73510683114228,1.08378550912385,0.188973900754345
194581,2017,San Jose,Calif,A+,SFN,Jebavy,Ronnie,77,307,35,77,14,4,4,20,15,0,12,0,96,0,2,6,6,0.251,0.362,0.291,653,23,6-2,184,R,R,OF,5/17/1994,Murfreesboro,TN,5.71996923474651,0.602404492933571,0.105316037239188
194610,2017,Auburn,NYPL,A-,WAS,Perkins,Nic,32,117,10,24,6,0,0,9,0,0,4,0,25,0,0,1,3,0.205,0.256,0.238,494,21,6-4,210,R,R,C,2/19/1996,St. Charles,MO,2.91929600878917,0.0638408350604426,0.0218685720352564
194623,2017,Vermont,NYPL,A-,OAK,Gridley,Ryan,56,210,25,55,12,0,1,24,6,2,28,0,33,3,2,4,3,0.262,0.333,0.357,690,22,5-9,180,R,R,IF,5/4/1995,Pittsburgh,PA,5.30271558549757,0.368488606970526,0.0694905470657917
194625,2017,Azl Royals,Ariz,Rk,KCA,Lovelady,Josh,18,54,5,13,2,0,0,7,1,1,4,0,8,0,0,0,2,0.241,0.278,0.293,571,23,6-0,190,R,R,C,9/20/1993,Mobile,AL,5.66229188260242,0.146455599356204,0.0258650741418318
194626,2017,Fort Myers,FSL,A+,MIN,Rooker,Brent,40,143,23,40,6,0,11,35,0,0,16,2,47,0,0,3,2,0.28,0.552,0.364,916,22,6-3,210,R,R,OF,11/1/1994,Germantown,TN,9.23647269315317,3.19569757021705,0.345986793485132
194657,2017,AZL Padres 2,Ariz,Rk,SDN,Paulsen,Justin,44,148,27,43,10,1,2,25,1,0,27,0,38,0,2,4,2,0.291,0.412,0.409,821,22,6-0,200,L,R,IF,1/3/1995,St. Louis,MO,6.10728213098495,0.356062745139768,0.0583013421523961
194659,2017,Kannapolis,SAL,A,CHA,Burger,Jake,47,181,21,49,9,2,4,27,0,1,13,0,28,0,1,5,5,0.271,0.409,0.335,744,21,6-2,210,R,R,IF,4/10/1996,St. Louis,MO,5.90689209350454,1.10777634579777,0.187539627990823
194715,2017,GCL Phillies,GCL,Rk,PHI,Moore,Kipp,32,56,13,14,3,1,0,7,0,0,3,0,16,0,0,5,0,0.25,0.339,0.344,683,21,6-1,205,R,R,C,2/27/1996,Shelbyville,KY,5.49800093410473,0.0321054699180979,0.00583948062266486
194774,2017,Lakeland,FSL,A+,DET,Pearce,Jordan,2,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,21,6-2,200,L,R,3B,6/14/1996,Oceanside,CA,6.14410275738956,0.667665160408019,0.108667642253381
194793,2017,Kannapolis,SAL,A,CHA,Gonzalez,Luis,63,233,26,57,13,4,2,12,2,3,38,0,50,2,1,3,2,0.245,0.361,0.356,717,21,6-0,185,L,L,OF,9/10/1995,Hermosillo,MX,5.81255243213713,1.01652329902645,0.17488415130781
194806,2017,Potomac,Caro,A+,WAS,Johnson,Daniel,42,170,22,50,13,0,5,20,10,2,13,0,30,0,1,1,3,0.294,0.459,0.346,805,21,5-10,175,L,L,OF,7/11/1995,Vallejo,CA,6.03235746140872,2.84262922306428,0.471230234821072
194836,2017,Bluefield,App,Rk,TOR,Kirwer,Tanner,25,85,14,19,4,1,1,10,3,0,5,0,27,4,1,8,0,0.224,0.329,0.323,652,21,6-0,175,R,R,OF,3/15/1996,Sherwood Park,AB,9.51537510003617,0.167159250295081,0.0175672791180293
195037,2017,Salem-Keizer,Nwst,A-,SFN,Ziegler,Malique,64,254,46,61,9,5,5,24,26,9,28,1,66,4,3,7,1,0.24,0.374,0.329,703,20,6-1,175,R,R,OF,9/8/1996,Des Moines,IA,4.87002351881374,0.289575185083871,0.0594607364759517
195059,2017,Wilmington,Caro,A+,KCA,Heath,Nick,60,224,27,56,7,0,1,12,21,8,19,0,59,3,1,1,1,0.25,0.295,0.31,605,23,6-0,171,L,L,OF,11/27/1993,Junction City,KS,5.59761458006673,0.255340470747372,0.0456159435586449
195106,2017,AZL Indians,Ariz,Rk,CLE,Gantt,"Tre'",37,117,15,23,2,3,2,15,2,2,19,0,46,0,1,3,0,0.197,0.316,0.321,637,21,5-10,190,L,L,OF,5/10/1996,Fishers,IN,5.4935168902672,0.127891561981881,0.0232804530388292
195129,2017,Connecticut,NYPL,A-,DET,McCain,Garrett,53,193,26,50,6,1,3,22,5,2,20,0,41,0,1,4,1,0.259,0.347,0.339,686,21,6-0,185,R,L,P-OF,2/28/1996,Wylie,TX,3.96099004921072,0.313117729528265,0.0790503701443678
195131,2017,Azl Mariners,Ariz,Rk,SEA,Eldridge,Caleb,38,131,19,39,8,2,4,21,1,0,12,1,50,0,1,1,0,0.298,0.481,0.359,840,21,6-2,215,L,L,1B-OF,7/3/1995,Edmond,OK,5.55954760032075,0.0319038251075212,0.00573856496986922
195149,2017,Princeton,App,Rk,TBA,Rutherford,Zach,52,218,44,58,16,1,7,35,4,0,20,0,40,3,4,3,5,0.266,0.445,0.331,776,21,6-2,180,R,R,SS,3/13/1996,Chesapeake,VA,5.65591201051339,0.963348827785079,0.17032599269479
195159,2017,Spokane,Nwst,A-,TEX,Whatley,Matt,39,149,23,43,6,0,6,25,3,4,16,0,28,0,1,4,3,0.289,0.45,0.371,821,21,5-10,190,R,R,C,1/7/1996,Claremore,OK,5.58519755635828,1.04957364312534,0.187920594130191
195214,2017,Boise,Nwst,A-,COL,Bernard,Austin,34,121,17,28,8,0,3,16,0,0,14,0,39,0,2,1,0,0.231,0.372,0.312,684,21,5-9,188,R,R,C,3/14/1996,Valley Center,CA,3.86326660369413,0.225064984451846,0.0582576890335848
195425,2017,West Virginia,NYPL,A-,PIT,Stafford,Deon,45,182,22,51,11,1,4,28,3,1,15,1,53,1,4,1,2,0.28,0.418,0.332,750,21,6-0,202,R,R,C,3/17/1996,Marysville,PA,4.36785586863979,0.554941030589688,0.127051131557256
195462,2017,Salem-Keizer,Nwst,A-,SFN,Johnson,Bryce,57,222,41,73,5,2,0,16,25,10,17,0,52,0,1,10,4,0.329,0.369,0.4,769,21,6-2,180,R,R,OF,10/27/1995,Cypress,TX,6.35256141085801,0.612849996517652,0.0964728960305915
195488,2017,Grand Junction,Pio,Rk,COL,Trejo,Alan,46,173,30,60,13,2,7,32,7,4,9,0,28,2,2,4,1,0.347,0.566,0.388,954,21,6-1,170,R,R,IF-P,5/30/1996,Los Angeles,CA,7.21347679690159,0.951998963747244,0.131975050388483
195500,2017,GCL Devil Rays,GCL,Rk,TBA,Smoot,Allen,36,112,11,25,2,3,0,7,1,3,9,0,24,0,1,4,2,0.223,0.295,0.302,597,23,6-2,200,L,R,IF,4/6/1994,Moraga,CA,8.30613701362259,0.20903021670199,0.0251657559174821
195605,2017,Greensboro,SAL,A,MIA,Barnes,Jared,6,17,3,4,0,0,0,0,0,0,3,0,5,0,0,1,0,0.235,0.235,0.381,616,21,5-11,185,R,R,C,11/21/1995,Tallahassee,FL,5.84547316008372,0.212423298186999,0.0363397953201717
195620,2017,Azl White Sox,Ariz,Rk,CHA,Destino,Alex,49,183,28,53,13,2,3,23,1,2,38,0,40,2,2,0,4,0.29,0.432,0.408,840,21,6-2,215,L,L,P-OF,10/24/1995,Weaverville,NC,5.42108492175519,0.616337855992919,0.113692713707456
195628,2017,Mahoning Valley,NYPL,A-,CLE,Scolamiero,Clark,42,122,21,30,4,1,0,12,6,2,16,0,36,0,0,3,1,0.246,0.295,0.348,643,21,6-0,175,L,L,OF,1/24/1996,Simpsonville,SC,4.6926669363872,0.115355706420177,0.024582120995143
195658,2017,Aberdeen,NYPL,A-,BAL,Ringhofer,Luke,43,120,9,27,6,1,0,22,0,1,28,1,28,0,4,2,2,0.225,0.292,0.37,662,21,6-1,210,L,R,C,2/19/1996,Cottage Grove,MN,5.95190021474157,0.180294483591902,0.0302919197377253
195663,2017,Vermont,NYPL,A-,OAK,Merrell,Kevin,31,125,27,40,5,1,2,9,10,3,9,0,22,2,3,1,0,0.32,0.424,0.362,786,21,6-0,181,L,R,SS,12/14/1995,Odessa,FL,6.19351415601813,1.04010566128243,0.167934654718078
195680,2017,Elizabethton,App,Rk,MIN,Crites,Carson,38,150,29,45,11,0,4,30,4,3,10,0,28,0,3,3,3,0.3,0.453,0.349,802,22,6-0,192,R,R,IF,1/18/1995,Amarillo,TX,6.90628402771311,0.610292895664222,0.0883677666912158
195683,2017,Wisconsin,Midw,A,MIL,Clark,Zachary,27,91,10,16,4,1,3,10,4,2,12,0,43,1,3,1,2,0.176,0.341,0.271,612,21,6-1,194,R,R,CF,12/5/1995,Springfield,LA,5.5615519971712,0.223961411137278,0.040269588642018
195722,2017,Wilmington,Caro,A+,KCA,Hutchins,Nick,2,6,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0.167,0.167,0.167,334,21,6-0,215,R,R,C,11/17/1995,Franklin,TN,11.5785067180275,0.392731104732312,0.0339189771441629
195724,2017,Lake Elsinore,Calif,A+,SDN,Lambert,Greg,3,6,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0.167,0.167,0.286,453,21,6-0,190,R,R,OF,9/27/1995,Athens,AL,6.09131600873718,0.0946499763067481,0.015538510261327
195750,2017,Connecticut,NYPL,A-,DET,Peterson,Cole,55,183,28,45,5,0,0,16,6,3,11,0,24,1,5,1,1,0.246,0.273,0.285,558,21,5-9,150,R,R,SS,8/2/1995,Johnsonburg,PA,7.96021743323293,0.295911021817817,0.0371737360568098
195778,2017,State College,NYPL,A-,SLN,Kirtley,Zach,51,188,28,42,11,0,2,20,0,0,30,0,40,0,1,4,6,0.223,0.314,0.341,655,20,6-1,190,R,R,2B,10/1/1996,Highland,CA,5.48876666553805,0.83896303140529,0.152850919437481
195801,2017,Brooklyn,NYPL,A-,NYN,Winaker,Matt,21,71,10,19,1,0,0,3,2,0,15,0,11,0,0,1,1,0.268,0.282,0.402,684,21,6-1,195,L,L,OF,11/29/1995,Alamo,CA,7.81895733189448,0.822032940022859,0.105133319588494
195906,2017,Tri City,NYPL,A-,HOU,Mathis,Patrick,3,9,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0.111,0.111,0.111,222,21,6-1,215,L,L,OF,3/23/1996,Waco,TX,3.77981213929037,0.0769258958174024,0.0203517775441201
195941,2017,Greensboro,SAL,A,MIA,Miller,Brian,57,233,42,75,17,1,1,28,21,6,23,0,35,0,1,1,3,0.322,0.416,0.384,800,21,6-0,177,L,R,IF-OF,8/20/1995,Raleigh,NC,6.06495954025678,1.88607527338346,0.310979036358684
195944,2017,Vancouver,Nwst,A-,TOR,Warmoth,Logan,39,160,18,49,11,2,1,20,5,2,7,0,33,0,1,6,4,0.306,0.419,0.356,775,21,6-0,184,R,R,IF,9/6/1995,Orlando,FL,3.56796403192949,0.749929671965187,0.210184201761596
195946,2017,Boise,Nwst,A-,COL,Bouchard,Sean,39,155,31,45,11,0,6,27,6,2,25,0,41,1,1,1,5,0.29,0.477,0.39,867,21,6-3,180,R,R,1B,5/16/1996,San Diego,CA,5.65386225902104,0.757016575674827,0.133893706813774
195948,2017,Bristol,App,Rk,PIT,Valaika,Nick,34,126,9,19,3,0,1,11,1,2,10,1,42,1,2,0,2,0.151,0.198,0.21,408,21,5-11,180,R,R,IF,12/7/1995,Valencia,CA,12.5735513033396,0.192186817986868,0.0152850068648324
195960,2017,Salem,Caro,A+,BOS,McLean,Matt,3,6,1,1,1,0,0,0,0,0,1,0,2,0,0,1,0,0.167,0.333,0.375,708,23,5-11,190,L,R,OF,9/15/1993,Plano,TX,6.19059111669554,0.302538679964579,0.0488707256321057
195968,2017,Great Falls,Pio,Rk,CHA,Brown,Nolan,46,173,28,57,6,1,1,18,7,3,12,0,30,9,0,1,2,0.329,0.393,0.376,769,23,5-11,175,L,L,OF,1/13/1994,Colleyville,TX,10.2859680214072,0.677845015164077,0.0658999730266848
195970,2017,Mahoning Valley,NYPL,A-,CLE,Wade,Austen,36,137,21,35,5,2,1,10,3,2,14,0,30,0,1,0,1,0.255,0.343,0.322,665,21,6-1,185,L,L,OF,2/17/1996,Midland,TX,4.41294459436351,0.387873827818778,0.0878945609954394
196019,2017,Wisconsin,Midw,A,MIL,Aguilar,Ryan,105,350,42,72,8,4,2,23,7,2,49,0,96,6,2,2,4,0.206,0.269,0.305,574,22,6-2,170,L,L,OF,9/11/1994,Yorba Linda,CA,5.6340162383832,0.263431919736675,0.0467573944750063
196029,2017,Connecticut,NYPL,A-,DET,Hoffman,Teddy,37,122,18,19,2,0,3,10,5,0,16,0,52,0,0,2,2,0.156,0.246,0.264,510,20,6-0,195,R,R,OF,8/3/1996,Brenham,TX,3.48320960729993,0.10480150413516,0.0300876249065007
196044,2017,Salem-Keizer,Nwst,A-,SFN,Garcia,Orlando,54,190,33,51,10,0,6,33,1,4,26,0,46,3,5,6,2,0.268,0.416,0.366,782,21,6-2,190,R,R,IF,12/31/1995,El Paso,TX,5.85901431500333,0.485671239302415,0.0828929941438688
196048,2017,Vermont,NYPL,A-,OAK,Hargrove,Hunter,20,76,4,18,3,0,1,7,0,0,3,0,15,0,0,0,1,0.237,0.316,0.266,582,22,5-11,200,R,R,IF-OF,9/9/1994,Mansfield,TX,2.62906380258408,0.0527443075027625,0.0200620112189444
196056,2017,GCL Phillies,GCL,Rk,PHI,Markham,Kevin,41,140,32,35,8,2,1,17,7,2,22,2,9,0,1,5,0,0.25,0.357,0.369,726,23,6-0,195,L,R,C-OF,4/14/1994,Willis,TX,6.61274137414938,0.410609522147504,0.0620936913929017
196063,2017,Idaho Falls,Pio,Rk,KCA,Straub,Tyler,67,255,36,71,16,2,5,46,19,5,31,0,41,1,3,4,8,0.278,0.416,0.362,778,23,6-4,205,R,R,IF,7/8/1993,Albuquerque,NM,5.9086977506582,0.314230205891102,0.0531809578271452
196107,2017,Altoona,East,AA,PIT,Hill,Logan,22,79,12,22,5,0,2,9,0,0,14,0,21,0,2,1,1,0.278,0.418,0.385,803,24,6-3,230,R,R,OF,5/26/1993,Pensacola,FL,4.64587881641453,0.73683262693406,0.158599192112099
196143,2017,Wisconsin,Midw,A,MIL,Hiura,Keston,27,105,14,35,11,2,0,15,2,0,7,0,24,0,2,1,0,0.333,0.476,0.374,850,20,5-11,185,R,R,2B,8/2/1996,Valencia,CA,6.94301243679507,2.29355568176983,0.330340137317764
196167,2017,Rome,SAL,A,ATL,Bush,Austin,31,102,7,22,6,0,2,11,0,0,9,0,38,0,0,2,1,0.216,0.333,0.292,625,21,6-6,265,L,R,IF,12/22/1995,Modesto,CA,5.71095375739605,0.214062498876599,0.0374827932373597
196198,2017,Delmarva,SAL,A,BAL,Woody,Collin,115,420,47,95,23,5,8,47,2,0,20,0,129,3,4,35,9,0.226,0.362,0.313,675,22,6-1,205,R,R,3B,8/5/1994,Tampa,FL,5.64281998591103,0.1317305678594,0.0233448113156727
196202,2017,Azl Diamondbacks,Ariz,Rk,ARI,Almond,Zach,19,50,5,13,2,0,0,5,1,1,11,0,14,0,1,0,0,0.26,0.3,0.387,687,21,6-3,185,R,R,C,4/12/1996,Richfield,NC,6.21252375474255,0.188835135917917,0.0303958815085034
196206,2017,Williamsport,NYPL,A-,PHI,Mims,Brian,34,121,9,23,5,2,0,6,1,0,4,0,42,0,1,5,3,0.19,0.264,0.244,508,21,5-11,185,R,R,2B,3/14/1996,Montclar,VA,2.51988235096527,0.018700840457493,0.00742131490794777
196210,2017,Grand Junction,Pio,Rk,COL,McDowell,Kennard,25,89,18,28,7,1,3,12,3,4,11,0,29,0,1,0,1,0.315,0.517,0.386,903,23,6-2,194,R,R,IF,9/15/1993,Darlington,SC,11.1122818216388,1.02638339274742,0.0923647734301297
196217,2017,AZL Padres 2,Ariz,Rk,SDN,Feight,Nick,40,150,30,37,12,1,2,19,1,0,18,0,33,0,1,4,4,0.247,0.38,0.341,721,21,5-11,200,R,R,C,11/4/1995,Sacramento,CA,6.46629360317602,0.39730009564959,0.0614417037071205
196231,2017,GCL Nationals,GCL,Rk,WAS,Carrillo,Adalberto,11,22,0,2,0,0,0,0,0,0,3,0,9,0,0,1,3,0.091,0.091,0.231,322,22,5-11,185,R,R,IF,6/1/1995,Santa Ana,CA,5.83425427192676,0.0736194872793659,0.0126184913869126
