playerid,Overall,Sum_Count
165547,zone,2
180836,,1
180836,a,3
180836,all,1
180836,and,1
180836,approach,3
180836,arm,1
180836,at,3
180836,avg,2
180836,back,1
180836,balls,1
180836,baserunner,1
180836,bat,2
180836,before,1
180836,below,1
180836,better,1
180836,build,4
180836,burner,1
180836,but,5
180836,capable,1
180836,carry,1
180836,combined,1
180836,compact,2
180836,contact,2
180836,depth,1
180836,doesnt,1
180836,doubles,2
180836,drive,2
180836,drives,1
180836,early,1
180836,field,1
180836,filled,2
180836,fly,1
180836,focus,1
180836,for,1
180836,forearmswrists,1
180836,former,1
180836,forward,1
180836,front,1
180836,future,1
180836,gap,3
180836,generate,1
180836,generates,1
180836,glove,2
180836,good,1
180836,hair,1
180836,half,2
180836,hands,1
180836,hard,1
180836,him,2
180836,his,2
180836,hit,1
180836,home,1
180836,in,2
180836,infielder,1
180836,is,2
180836,last,1
180836,lead,1
180836,left,3
180836,likely,2
180836,line,3
180836,lots,1
180836,loud,1
180836,lower,2
180836,make,1
180836,makes,1
180836,maturing,2
180836,middle,2
180836,mostly,1
180836,move,1
180836,much,2
180836,necessary,1
180836,not,5
180836,of,2
180836,off,1
180836,org,1
180836,out,4
180836,over,2
180836,physical,2
180836,pitches,1
180836,play,1
180836,plus,2
180836,power,3
180836,projection,2
180836,pull,1
180836,putting,1
180836,quick,2
180836,quiet,1
180836,ranges,1
180836,rd,1
180836,right,1
180836,round,1
180836,runs,1
180836,sell,1
180836,slight,1
180836,solid,1
180836,some,1
180836,ss,2
180836,st,1
180836,stay,1
180836,still,2
180836,strength,1
180836,stroke,1
180836,strong,2
180836,sturdy,2
180836,swing,1
180836,than,1
180836,the,6
180836,throws,2
180836,tick,1
180836,times,1
180836,to,6
180836,tool,1
180836,up,2
180836,use,1
180836,weight,1
180836,whole,1
180836,will,2
180836,with,4
180836,would,1
180836,wrap,1
180836,yearold,1
175277,,2
175277,a,3
175277,ability,2
175277,aboveaverage,2
175277,aggressive,2
175277,all,2
175277,and,4
175277,approach,3
175277,arm,1
175277,as,2
175277,at,1
175277,athlete,1
175277,b,1
175277,ball,1
175277,balls,1
175277,basestealing,1
175277,bat,4
175277,belowaverage,1
175277,but,3
175277,can,1
175277,carry,1
175277,chance,1
175277,could,1
175277,crouched,1
175277,cutoff,1
175277,defensively,1
175277,down,1
175277,enough,1
175277,extension,2
175277,fairly,1
175277,fields,2
175277,for,5
175277,frame,2
175277,full,2
175277,game,1
175277,gets,3
175277,good,2
175277,great,1
175277,hands,1
175277,has,2
175277,he,1
175277,hit,1
175277,hits,1
175277,hitting,1
175277,improved,1
175277,improvement,1
175277,it,5
175277,lack,1
175277,lacks,3
175277,large,2
175277,leg,1
175277,length,1
175277,let,1
175277,lift,1
175277,limits,1
175277,lower,1
175277,make,1
175277,makes,1
175277,men,1
175277,more,2
175277,much,1
175277,muscular,2
175277,natural,1
175277,not,3
175277,of,1
175277,off,1
175277,on,3
175277,open,1
175277,out,1
175277,physical,2
175277,play,2
175277,plusin,1
175277,poor,1
175277,potential,1
175277,power,1
175277,primarily,1
175277,projection,2
175277,provide,1
175277,pullside,1
175277,quick,1
175277,quickly,1
175277,range,1
175277,raw,1
175277,reads,1
175277,regular,1
175277,remaining,2
175277,road,1
175277,room,1
175277,routes,1
175277,runner,1
175277,slightly,1
175277,some,2
175277,speed,3
175277,spray,1
175277,squat,2
175277,stance,1
175277,stewart,1
175277,strength,1
175277,struggles,1
175277,take,1
175277,takes,1
175277,than,1
175277,the,4
175277,this,1
175277,threat,1
175277,throws,1
175277,timing,1
175277,to,8
175277,up,2
175277,utility,2
175277,value,1
175277,velocity,1
175277,well,1
175277,while,1
175277,will,1
175277,with,4
175277,wont,1
175277,year,1
171215,,2
171215,a,5
171215,accurate,1
171215,an,2
171215,and,5
171215,arm,2
171215,at,1
171215,average,2
171215,b,1
171215,ball,1
171215,basestealing,1
171215,bat,1
171215,batth,1
171215,behind,1
171215,below,1
171215,belowaverage,2
171215,bench,1
171215,better,1
171215,body,2
171215,but,4
171215,carry,1
171215,cause,1
171215,challenged,1
171215,could,2
171215,count,1
171215,cutoff,1
171215,defense,1
171215,doesnt,1
171215,down,1
171215,due,1
171215,during,1
171215,early,1
171215,easily,1
171215,even,1
171215,everyday,1
171215,extra,2
171215,eye,1
171215,fair,1
171215,feel,2
171215,fence,1
171215,fielder,1
171215,for,3
171215,frame,2
171215,from,1
171215,get,2
171215,has,1
171215,have,2
171215,hit,3
171215,hits,2
171215,hitting,1
171215,homers,1
171215,hurts,1
171215,in,2
171215,inefficient,1
171215,ingame,1
171215,inside,1
171215,is,2
171215,it,1
171215,jumps,2
171215,knew,1
171215,lack,2
171215,lacks,2
171215,large,4
171215,leg,1
171215,lift,1
171215,likely,1
171215,line,1
171215,loft,1
171215,looking,1
171215,looks,1
171215,make,1
171215,men,1
171215,more,1
171215,muscular,2
171215,my,1
171215,necessary,2
171215,not,1
171215,of,3
171215,on,1
171215,over,1
171215,overall,1
171215,passive,1
171215,physical,2
171215,play,2
171215,plus,4
171215,poor,2
171215,power,2
171215,present,1
171215,profile,1
171215,projection,2
171215,prototypical,1
171215,range,1
171215,raw,1
171215,remaining,2
171215,rf,1
171215,role,1
171215,routes,1
171215,runner,1
171215,runners,1
171215,series,2
171215,slight,1
171215,solid,1
171215,speed,2
171215,stance,1
171215,strength,3
171215,stroke,1
171215,tall,1
171215,the,2
171215,this,2
171215,threat,1
171215,throws,2
171215,tied,1
171215,to,9
171215,underway,1
171215,up,2
171215,uppercut,1
171215,value,1
171215,was,1
171215,wasnt,1
171215,will,1
171215,with,3
171215,would,1
180926,a,6
180926,ability,5
180926,above,1
180926,advanced,1
180926,aggressive,4
180926,aggressively,1
180926,aggressiveness,1
180926,all,1
180926,an,2
180926,and,10
180926,andor,1
180926,approach,2
180926,arm,2
180926,armstrength,1
180926,at,2
180926,athletic,1
180926,athleticismacceleration,2
180926,avg,2
180926,back,1
180926,ball,4
180926,barrel,2
180926,barrelcontrol,1
180926,base,1
180926,bat,1
180926,batspeed,4
180926,before,1
180926,below,1
180926,better,1
180926,big,2
180926,body,2
180926,both,1
180926,br,1
180926,build,1
180926,built,4
180926,bunt,1
180926,but,4
180926,can,1
180926,capable,2
180926,capitalizing,1
180926,carry,2
180926,cf,2
180926,challenge,1
180926,channeling,1
180926,chiseled,2
180926,combination,1
180926,combine,1
180926,come,1
180926,compact,5
180926,consistently,2
180926,contact,2
180926,corner,3
180926,cost,2
180926,covers,1
180926,cut,1
180926,defender,1
180926,dependent,1
180926,deterrent,1
180926,doesnt,2
180926,down,1
180926,downward,1
180926,drive,1
180926,during,1
180926,effort,1
180926,elite,1
180926,enough,2
180926,even,1
180926,exit,1
180926,expense,1
180926,explosive,3
180926,extra,1
180926,extraloud,1
180926,field,3
180926,first,1
180926,fluid,1
180926,fo,1
180926,football,1
180926,footballlike,2
180926,for,4
180926,forces,1
180926,forearms,4
180926,former,1
180926,frame,4
180926,from,1
180926,full,1
180926,game,1
180926,games,1
180926,gaps,1
180926,get,2
180926,gliding,1
180926,glove,1
180926,going,2
180926,good,1
180926,ground,1
180926,halfstep,1
180926,handling,1
180926,hands,1
180926,hardhit,1
180926,has,1
180926,he,2
180926,hi,1
180926,highenergy,1
180926,him,2
180926,hit,1
180926,hitch,1
180926,hits,1
180926,hst,1
180926,huge,2
180926,in,4
180926,intense,1
180926,is,1
180926,keeps,1
180926,lack,1
180926,late,1
180926,lightning,1
180926,likely,2
180926,limit,3
180926,limited,2
180926,linedrives,1
180926,loading,1
180926,looking,1
180926,loses,1
180926,lowerhalf,2
180926,making,1
180926,massive,2
180926,maturity,1
180926,max,1
180926,mechanics,2
180926,mentality,1
180926,might,1
180926,mistakes,1
180926,more,1
180926,mostly,1
180926,moves,1
180926,muscularity,4
180926,natural,1
180926,not,2
180926,occasional,1
180926,of,9
180926,off,1
180926,offensive,1
180926,on,5
180926,one,1
180926,opposing,1
180926,opposite,1
180926,over,3
180926,overaggressiveness,1
180926,particularly,1
180926,pick,1
180926,pinch,1
180926,playing,1
180926,plays,1
180926,plus,4
180926,plusplus,2
180926,popeyeesque,2
180926,power,3
180926,powerful,1
180926,poweroriented,1
180926,presently,2
180926,prevents,1
180926,profile,1
180926,proneness,1
180926,pull,1
180926,push,1
180926,quick,2
180926,raw,1
180926,reads,1
180926,realizing,1
180926,reliant,1
180926,rf,2
180926,right,1
180926,ripped,1
180926,role,1
180926,round,1
180926,runner,3
180926,runners,1
180926,running,1
180926,sb,1
180926,series,1
180926,serious,1
180926,set,1
180926,short,1
180926,show,1
180926,showed,2
180926,sides,1
180926,sliding,1
180926,smaller,2
180926,solidavg,2
180926,some,3
180926,speed,4
180926,st,1
180926,step,1
180926,still,2
180926,stocky,2
180926,strength,3
180926,stride,1
180926,stridelength,1
180926,strikeouts,1
180926,stroke,2
180926,strong,3
180926,struggles,1
180926,subtle,1
180926,swing,5
180926,swingmiss,2
180926,take,1
180926,takes,1
180926,tend,1
180926,tendencies,1
180926,than,1
180926,that,1
180926,thats,2
180926,the,6
180926,thicker,2
180926,this,1
180926,threat,1
180926,through,1
180926,throw,1
180926,throws,1
180926,time,1
180926,timing,1
180926,to,17
180926,toning,1
180926,tool,2
180926,true,1
180926,truly,1
180926,type,3
180926,underway,1
180926,unreal,1
180926,uphurts,1
180926,velo,1
180926,w,3
180926,was,2
180926,well,1
180926,when,2
180926,who,3
180926,will,3
180926,with,6
180926,years,1
180926,younger,1
180827,,5
180827,a,1
180827,aboveaverage,2
180827,accuracy,1
180827,aggressive,1
180827,agility,1
180827,and,11
180827,angles,1
180827,another,2
180827,around,1
180827,at,4
180827,atbats,1
180827,athletic,1
180827,athleticism,2
180827,average,1
180827,averaging,1
180827,bad,1
180827,bag,1
180827,balls,1
180827,base,1
180827,baserunner,1
180827,bat,1
180827,behind,1
180827,body,1
180827,box,1
180827,breaks,1
180827,can,2
180827,center,2
180827,clocks,1
180827,closing,1
180827,coach,1
180827,comfortably,2
180827,compromising,2
180827,consistently,1
180827,controls,1
180827,corral,1
180827,deep,1
180827,demeanor,1
180827,develop,1
180827,digs,1
180827,dirt,1
180827,drifts,1
180827,engaged,1
180827,experience,1
180827,extra,1
180827,field,1
180827,fire,1
180827,firm,1
180827,first,3
180827,firststep,1
180827,firsttothird,1
180827,five,1
180827,fluid,1
180827,footwork,1
180827,forward,1
180827,frame,2
180827,gets,3
180827,half,1
180827,hand,1
180827,handle,2
180827,hands,1
180827,has,1
180827,he,2
180827,heartbeat,1
180827,him,1
180827,himself,1
180827,hips,1
180827,his,2
180827,hit,1
180827,hole,1
180827,hops,1
180827,if,2
180827,in,5
180827,increased,1
180827,ingame,1
180827,instincts,1
180827,into,2
180827,is,1
180827,lacks,1
180827,lean,2
180827,leans,1
180827,length,1
180827,leverage,1
180827,leveraged,1
180827,limbs,2
180827,limits,1
180827,load,1
180827,long,4
180827,looks,1
180827,loose,1
180827,low,2
180827,loweffort,1
180827,maintains,1
180827,markedly,1
180827,moderate,1
180827,more,2
180827,neck,2
180827,noise,1
180827,of,3
180827,off,1
180827,on,2
180827,opportunities,1
180827,out,1
180827,physical,2
180827,picks,1
180827,player,1
180827,plus,2
180827,point,1
180827,poor,1
180827,position,3
180827,pounds,2
180827,power,1
180827,pregame,1
180827,presents,1
180827,projection,2
180827,proper,1
180827,pullside,1
180827,quick,1
180827,quickly,1
180827,quickness,1
180827,range,1
180827,raw,2
180827,reads,1
180827,regardless,1
180827,remaining,2
180827,runner,1
180827,season,1
180827,second,1
180827,settles,2
180827,shoulders,2
180827,significant,2
180827,situation,1
180827,slightly,2
180827,sloped,2
180827,slow,1
180827,sound,1
180827,speed,3
180827,starting,1
180827,stride,1
180827,swing,1
180827,t,1
180827,take,2
180827,target,1
180827,teammates,1
180827,the,8
180827,this,1
180827,throwing,1
180827,throws,1
180827,to,5
180827,tool,1
180827,top,2
180827,torso,1
180827,towards,1
180827,up,1
180827,upright,1
180827,utility,1
180827,velocity,1
180827,will,1
180827,with,4
180827,without,2
180827,works,1
180827,zon,1
180827,zone,1
187782,,13
187782,a,4
187782,aboveaverage,2
187782,accuracy,2
187782,action,1
187782,actions,1
187782,added,1
187782,adept,1
187782,after,1
187782,aggressive,1
187782,all,2
187782,allow,1
187782,an,1
187782,and,8
187782,approach,2
187782,aptitude,1
187782,are,2
187782,arm,10
187782,as,4
187782,at,4
187782,athletcism,1
187782,aug,1
187782,average,2
187782,awkward,1
187782,b,1
187782,backspin,1
187782,bag,1
187782,balanced,1
187782,ball,3
187782,balls,1
187782,barrel,1
187782,base,1
187782,base glove,1
187782,baseball,2
187782,basepaths,1
187782,bases,1
187782,bat,3
187782,bend,1
187782,better,2
187782,body,1
187782,both,3
187782,bottom,1
187782,but,2
187782,can,3
187782,cause,1
187782,center,1
187782,change,2
187782,circle,1
187782,come raw,1
187782,competitor,1
187782,concerns,1
187782,conducive,1
187782,confident,1
187782,control,1
187782,cool,1
187782,currently,2
187782,defensive,1
187782,degrees,1
187782,development,2
187782,disp,1
187782,displays,2
187782,does,1
187782,down,3
187782,drive,1
187782,drives,3
187782,during,1
187782,easy,1
187782,error,1
187782,especially,1
187782,every,1
187782,extra,1
187782,extreme,2
187782,face,1
187782,feet,1
187782,field,2
187782,first,1
187782,fitted,1
187782,flatfooted,1
187782,footwork,1
187782,for,7
187782,frame,2
187782,framed,1
187782,from,6
187782,front,1
187782,full,1
187782,gain,2
187782,game,3
187782,gangly,2
187782,gap,1
187782,gaps,1
187782,gear,1
187782,generates,1
187782,get,1
187782,gets,2
187782,good,1
187782,gravity,1
187782,grounders,1
187782,half,1
187782,hands,4
187782,he,1
187782,head,1
187782,healthy,1
187782,help,1
187782,helps,1
187782,high,4
187782,him,1
187782,himself,1
187782,his,1
187782,hitter,1
187782,hustles,1
187782,in,3
187782,inconsist,1
187782,inconsistent,4
187782,ingame,1
187782,instincts,4
187782,is,7
187782,jailbreak,1
187782,keeps,1
187782,knee,2
187782,labrum,1
187782,lbs,2
187782,lead,2
187782,leader,1
187782,leads,2
187782,league,1
187782,leaks,1
187782,lean,2
187782,left,3
187782,left l,1
187782,leg,1
187782,legs,2
187782,lhh,2
187782,lift,1
187782,light,2
187782,limbs,2
187782,line,3
187782,linear,1
187782,long,5
187782,looks,1
187782,loose,1
187782,loves,1
187782,low,1
187782,mature,1
187782,minor,1
187782,mobile,1
187782,more,5
187782,motion,1
187782,move,1
187782,muscle,2
187782,muscular,2
187782,natural,1
187782,not,2
187782,of,7
187782,on,7
187782,or,1
187782,over,1
187782,plate,2
187782,play,9
187782,player,1
187782,plays,1
187782,plus,2
187782,position,2
187782,potential,2
187782,power,7
187782,professional,1
187782,projection,2
187782,prototypical,1
187782,quick,1
187782,quickly,1
187782,quickness,1
187782,quiet,1
187782,quirky,1
187782,range,3
187782,rangy,1
187782,raw,2
187782,reaction,1
187782,released,1
187782,report,1
187782,rhh,2
187782,right,2
187782,room,1
187782,routine,1
187782,second,1
187782,seems,1
187782,separated,1
187782,series,1
187782,set,1
187782,short,2
187782,shoulder,2
187782,shows,1
187782,side,1
187782,sides,2
187782,single,1
187782,slapdriven,1
187782,slight,3
187782,slot,1
187782,slow,1
187782,smile,1
187782,smooth,2
187782,solid,1
187782,some,1
187782,sometimes,1
187782,sound,1
187782,speed,6
187782,sprints,1
187782,ss,1
187782,steals,1
187782,step,1
187782,strength,3
187782,strides,1
187782,suggests,1
187782,surehanded,1
187782,surgery,1
187782,swing,4
187782,switch,1
187782,t,1
187782,tail,1
187782,take,1
187782,takes,1
187782,the,9
187782,there,1
187782,third,1
187782,this,1
187782,threequarters,1
187782,through,1
187782,throwing,1
187782,throws,1
187782,time,1
187782,times,1
187782,to,10
187782,tool,1
187782,torso,2
187782,up,4
187782,uphill,1
187782,upright,1
187782,very,1
187782,viewed,1
187782,vshaped,2
187782,waist,2
187782,weight,1
187782,when,1
187782,width,1
187782,wiggle,1
187782,wil,1
187782,will,4
187782,wiry,2
187782,with,4
187782,wrap,1
187782,writing,1
187782,xl,2
187782,zone,1
167848,,5
167848,a,6
167848,ability,3
167848,above,2
167848,accuracy,1
167848,add,2
167848,against,1
167848,al colin,1
167848,all,1
167848,amateur,1
167848,an,1
167848,and,5
167848,approach,1
167848,arizona,1
167848,arm,2
167848,as,1
167848,at,2
167848,athlete,2
167848,athletic,2
167848,athleticism,1
167848,average,9
167848,ball,5
167848,balls,1
167848,barrel,2
167848,bat,4
167848,bay,1
167848,be,1
167848,below,2
167848,better,1
167848,between,1
167848,big,1
167848,body,4
167848,brays,1
167848,busts,1
167848,but,2
167848,by,1
167848,can,4
167848,carries,1
167848,carry,1
167848,center,1
167848,choppy,1
167848,college,1
167848,conducive,1
167848,consistently,1
167848,contact,3
167848,control,1
167848,coverage,1
167848,covers,1
167848,cuts,1
167848,defense,1
167848,developing,1
167848,diamondbacks,1
167848,did,1
167848,displays,1
167848,dive,2
167848,double,1
167848,draft,1
167848,drafted,1
167848,earn,1
167848,efficient,1
167848,effort,1
167848,factor,1
167848,faulkner,1
167848,feel,1
167848,few,1
167848,fields,1
167848,first,2
167848,fluid,2
167848,flyballs,1
167848,for,3
167848,frame,4
167848,fringe,1
167848,from,3
167848,game,1
167848,gap,2
167848,gaporiented,1
167848,gear,1
167848,get,1
167848,gets,2
167848,glove,2
167848,going,1
167848,good,7
167848,ground,1
167848,handed,1
167848,hands,3
167848,has,3
167848,height,2
167848,high,5
167848,highwaisted,2
167848,him,1
167848,his,1
167848,hitch,1
167848,hitter,1
167848,home,1
167848,hustle,1
167848,i,1
167848,in,3
167848,ingame,1
167848,is,2
167848,isnt,1
167848,it,1
167848,june,1
167848,late,1
167848,league,1
167848,left,1
167848,limited,1
167848,line,1
167848,linear,2
167848,lines,1
167848,load,1
167848,looks,1
167848,loose,2
167848,lot,1
167848,major,1
167848,makes,1
167848,mechanics,1
167848,mild,1
167848,minette,1
167848,minimal,2
167848,mlb,1
167848,moderate,1
167848,natural,1
167848,noise,1
167848,of,5
167848,off,2
167848,offense,1
167848,offspeed,1
167848,on,4
167848,outfielder,1
167848,over,2
167848,overthefence,1
167848,path,1
167848,pitchers,1
167848,plate,3
167848,play,1
167848,player,2
167848,playing,1
167848,plus,1
167848,point,2
167848,power,5
167848,preswing,1
167848,progress,1
167848,projection,4
167848,proper,1
167848,quick,3
167848,range,1
167848,raw,2
167848,read,2
167848,reads,2
167848,right,2
167848,room,2
167848,round,1
167848,routes,1
167848,second,1
167848,see,1
167848,shown,1
167848,shows,1
167848,side,2
167848,skinnyathletic,2
167848,slight,1
167848,solid,3
167848,some,6
167848,speed,4
167848,stance,2
167848,state,1
167848,still,1
167848,stings,1
167848,strength,5
167848,swing,5
167848,takes,1
167848,th,2
167848,the,22
167848,throws,1
167848,time,1
167848,times,2
167848,to,10
167848,unbalanced,1
167848,use,1
167848,very,1
167848,view,1
167848,waist,2
167848,weight,2
167848,well,1
167848,were,2
167848,wide,2
167848,will,2
167848,with,5
203968,,3
203968,a,1
203968,ability,1
203968,aboveaverage,3
203968,accurate,1
203968,across,2
203968,agility,3
203968,allfields,1
203968,and,4
203968,anticipation,1
203968,approach,1
203968,at,1
203968,back,1
203968,ball,3
203968,balls,3
203968,barrel,3
203968,base,3
203968,bat,1
203968,better,1
203968,body,2
203968,can,1
203968,capacity,1
203968,carry,1
203968,chest,2
203968,clock,1
203968,clocks,1
203968,coaching,1
203968,coming,1
203968,compact,1
203968,control,1
203968,crossover,1
203968,deep,1
203968,demonstrated,1
203968,down,1
203968,effectively,1
203968,efficient,1
203968,exit,1
203968,explosion,1
203968,filledout,2
203968,first,1
203968,frame,2
203968,from,1
203968,game,1
203968,games,1
203968,gear,1
203968,generates,1
203968,get,2
203968,gets,1
203968,good,1
203968,ground,1
203968,half,4
203968,handeye,1
203968,hands,1
203968,hard,1
203968,hardworking,1
203968,has,1
203968,have,1
203968,high,1
203968,higheffort,1
203968,his,4
203968,hit,1
203968,hits,1
203968,hold,1
203968,improve,1
203968,improved,1
203968,improvement,1
203968,in,6
203968,inconsistent,1
203968,internal,1
203968,into,1
203968,it,1
203968,juice,1
203968,keep,1
203968,kick,1
203968,kid,1
203968,lacks,1
203968,large,2
203968,lateral,1
203968,leg,2
203968,lifting,1
203968,limited,1
203968,limits,1
203968,line,3
203968,load,1
203968,loads,1
203968,long,1
203968,lower,3
203968,maintenance,2
203968,make,1
203968,maturity,1
203968,maxed,2
203968,mechanics,1
203968,mostly,1
203968,motion,1
203968,move,1
203968,off,1
203968,on,5
203968,onfield,1
203968,over,1
203968,physically,2
203968,plane,1
203968,plays,1
203968,plus,3
203968,power,1
203968,present,2
203968,progress,1
203968,projects,1
203968,pullside,1
203968,pushes,1
203968,put,1
203968,quality,1
203968,raw,2
203968,release,1
203968,required,2
203968,retain,2
203968,roll,1
203968,running,1
203968,second,1
203968,seems,1
203968,should,1
203968,significant,1
203968,slow,1
203968,solid,1
203968,some,3
203968,speed,1
203968,startup,1
203968,steady,1
203968,steep,1
203968,stiff,1
203968,stride,1
203968,strong,1
203968,swing,1
203968,sync,1
203968,take,1
203968,the,13
203968,their,1
203968,thick,1
203968,third,1
203968,through,1
203968,throws,1
203968,time,1
203968,times,1
203968,to,12
203968,tracking,1
203968,tweaks,1
203968,up,2
203968,utility,1
203968,velo,1
203968,velos,1
203968,well,1
203968,wider,2
203968,will,2
203968,with,2
168558,,3
168558,a,4
168558,above,1
168558,aboveaverage,1
168558,all,1
168558,arm,1
168558,as,1
168558,at,1
168558,atbats,1
168558,athletic,2
168558,average,4
168558,b,2
168558,back,4
168558,basestealing,1
168558,bat,3
168558,be,1
168558,being,1
168558,belowaverage,1
168558,best,1
168558,but,1
168558,catcher,1
168558,could,1
168558,development,2
168558,elbow,1
168558,first,1
168558,flat,1
168558,foot,2
168558,for,1
168558,former,1
168558,game,1
168558,get,1
168558,good,1
168558,guy,1
168558,hard,1
168558,has,2
168558,hasnt,1
168558,he,2
168558,his,3
168558,in,2
168558,injury,2
168558,is,2
168558,kick,1
168558,lacks,2
168558,leg,1
168558,leverage,1
168558,lift,1
168558,linedrive,1
168558,little,1
168558,load,1
168558,looks,1
168558,mild,1
168558,minimal,1
168558,missed,2
168558,moderate,1
168558,move,1
168558,not,3
168558,now,1
168558,of,1
168558,off,1
168558,on,1
168558,organizational,1
168558,played,1
168558,playing,1
168558,position,2
168558,power,1
168558,present,1
168558,projection,2
168558,projects,1
168558,raw,1
168558,reads,1
168558,right,2
168558,runner,1
168558,says,1
168558,set,2
168558,should,1
168558,some,1
168558,speed,1
168558,stance,1
168558,stocky,2
168558,straight,1
168558,struggles,1
168558,swing,2
168558,that,2
168558,the,2
168558,things,1
168558,threat,1
168558,throws,1
168558,time,1
168558,to,2
168558,true,1
168558,up,1
168558,velocity,1
168558,w,1
168558,waggle,1
168558,what,1
168558,where,1
168558,with,6
168558,works,1
156383,,4
156383,a,4
156383,about,1
156383,aboveaverage,2
156383,actions,1
156383,additional,2
156383,again,1
156383,all,3
156383,and,2
156383,arm,1
156383,at,4
156383,athleticism,2
156383,awkward,2
156383,base,2
156383,based,1
156383,bases,1
156383,basis,1
156383,bat,1
156383,be,3
156383,belowaverage,2
156383,best,2
156383,better,1
156383,box,1
156383,build,2
156383,business,1
156383,can,2
156383,chance,1
156383,clear,1
156383,clocked,1
156383,clog,1
156383,come,1
156383,consistently,1
156383,could,1
156383,creates,1
156383,demeanor,1
156383,designated,2
156383,doubles,1
156383,down,1
156383,during,2
156383,even,1
156383,extension,1
156383,field,3
156383,first,3
156383,follow,1
156383,fooled,1
156383,for,3
156383,frame,2
156383,fringeaverage,1
156383,games,1
156383,get,1
156383,glove,1
156383,go,1
156383,hand,1
156383,have,1
156383,he,1
156383,heavier,2
156383,high,1
156383,highs,1
156383,him,1
156383,himself,1
156383,hips,1
156383,his,2
156383,hit,2
156383,hitter,3
156383,home,1
156383,hooks,1
156383,i,1
156383,if,1
156383,in,1
156383,is,3
156383,isnt,1
156383,keeps,1
156383,lacks,3
156383,left,1
156383,leg,1
156383,lift,1
156383,limited,2
156383,line,2
156383,listed,2
156383,little,1
156383,looks,3
156383,loopy,1
156383,looseness,2
156383,loves,1
156383,lows,1
156383,machinelike,1
156383,mature,2
156383,medium,2
156383,more,1
156383,most,1
156383,motion,1
156383,muscle,2
156383,muscular,2
156383,need,2
156383,no,5
156383,of,1
156383,offerings,1
156383,on,3
156383,or,3
156383,out,1
156383,parttime,1
156383,physically,2
156383,play,1
156383,plus,1
156383,potential,2
156383,pounds,2
156383,power,2
156383,present,1
156383,professional,1
156383,range,1
156383,rate,1
156383,raw,1
156383,reactions,1
156383,recent,1
156383,release,1
156383,right,2
156383,robotic,1
156383,room,2
156383,runner,1
156383,running,1
156383,runs,1
156383,see,1
156383,separation,1
156383,short,2
156383,slow,1
156383,solidaverage,1
156383,some,2
156383,speed,1
156383,steal,1
156383,stiff,3
156383,stiffness,1
156383,strength,4
156383,strides,1
156383,strong,2
156383,swing,1
156383,takes,1
156383,than,2
156383,the,4
156383,third,1
156383,threat,1
156383,through,1
156383,throwing,1
156383,throws,1
156383,time,2
156383,to,12
156383,top,1
156383,unnatural,1
156383,weight,2
156383,when,1
156383,will,2
156383,wont,1
156383,work,1
180958,,4
180958,a,7
180958,aboveaverage,4
180958,accuracy,1
180958,adventurous,1
180958,all,1
180958,an,1
180958,and,7
180958,approach,1
180958,are,1
180958,arm,3
180958,as,4
180958,asset,1
180958,at,3
180958,athlete,1
180958,athletic,5
180958,average,2
180958,awareness,2
180958,back,1
180958,balls,1
180958,base,1
180958,baseball,3
180958,basepath,1
180958,bat,3
180958,beaten,1
180958,become,1
180958,below,1
180958,big,1
180958,body,4
180958,both,1
180958,box,1
180958,but,1
180958,can,2
180958,carry,1
180958,charge,1
180958,chiseled,2
180958,connects,1
180958,consistent,1
180958,consistently,1
180958,corner,2
180958,does,1
180958,drops,1
180958,easily,1
180958,either,1
180958,errors,1
180958,even,1
180958,field,4
180958,fills,2
180958,first,3
180958,focus,1
180958,footwork,1
180958,for,4
180958,frame,6
180958,fringe,1
180958,from,2
180958,fully,1
180958,gear,1
180958,get,2
180958,gets,1
180958,given,2
180958,good,2
180958,groundballs,1
180958,growth,2
180958,half,2
180958,hand,1
180958,hands,1
180958,has,5
180958,have,1
180958,havent,1
180958,hb,1
180958,he,1
180958,hinder,1
180958,hips,1
180958,his,1
180958,hit,2
180958,hitch,2
180958,hits,1
180958,hitter,1
180958,home,1
180958,ideal,2
180958,impressive,1
180958,improve,2
180958,in,5
180958,inconsistent,1
180958,ingame,1
180958,into,1
180958,is,2
180958,issues,1
180958,it,1
180958,kick,2
180958,lack,2
180958,lacks,3
180958,large,2
180958,leak,1
180958,leaks,1
180958,leg,2
180958,level,1
180958,leveraged,1
180958,lf,1
180958,limits,1
180958,load,1
180958,make,1
180958,manifested,1
180958,manifesting,1
180958,mental,1
180958,might,1
180958,mild,2
180958,moderate,1
180958,more,2
180958,multiple,1
180958,muscular,1
180958,needs,2
180958,next,1
180958,noisy,1
180958,not,2
180958,of,8
180958,off,1
180958,offerings,1
180958,often,1
180958,on,3
180958,onto,1
180958,open,1
180958,or,1
180958,out,3
180958,over,1
180958,overall,1
180958,percent,1
180958,phillies,1
180958,pitch,1
180958,plate,1
180958,play,1
180958,player,2
180958,plays,2
180958,plus,1
180958,poor,1
180958,power,3
180958,primarily,1
180958,prior,1
180958,product,1
180958,profile,2
180958,pull,1
180958,pulled,1
180958,pullheavy,1
180958,put,1
180958,quality,1
180958,quick,1
180958,raw,2
180958,reads,2
180958,recognition,3
180958,regime,1
180958,repeat,1
180958,room,2
180958,routes,3
180958,runner,1
180958,sandberg,1
180958,season,1
180958,second,1
180958,secondary,1
180958,see,1
180958,seen,1
