"Name","Team","Age","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","wSB","wRC","wRAA","wOBA","wRC+","playerid"
"Josue Rodriguez","Yankees (R)","18","19","10.5 %","15.8 %","0.67",".500",".579",".813","1.391",".313","6.5",".615","-0.4","7","4.3",".644","277","sa3001783"
"Corey Hart","Brewers (AAA)","27","14","14.3 %","14.3 %","1.00",".500",".643",".900","1.543",".400","2.6",".571","0.0","5","3.6",".641","300","1945"
"Carlos Cuevas","Marlins (R)","17","10","10.0 %","0.0 %","1.00",".444",".500",".889","1.389",".444","2.6",".375","0.0","4","2.2",".635","271","sa506821"
"Tom Gorzelanny","Pirates (AAA)","26","6","16.7 %","0.0 %","1.00",".667",".750",".667","1.417",".000","0.1",".667","0.0","2","1.4",".633","311","6244"
"Justo Arias","Yankees (R)","20","8","25.0 %","12.5 %","2.00",".500",".625",".667","1.292",".167","4.3",".600","0.2","3","1.7",".616","260","sa508403"
"Yusmeiro Petit","Diamondbacks (AAA)","24","3","0.0 %","0.0 %","0.00",".667",".667",".667","1.333",".000","0.1",".667","0.0","1","0.7",".607","278","4020"
"Jon Ellis","Padres (AAA)","26","4","0.0 %","0.0 %","0.00",".667",".667",".667","1.333",".000","2.6",".667","0.0","1","0.9",".607","278","sa253250"
"Aramis Ramirez","Cubs (A)","31","9","33.3 %","0.0 %","3.00",".500",".667",".667","1.333",".167","1.6",".500","0.0","3","1.9",".599","274","1002"
"Jason Giambi","Rockies (AAA)","38","24","25.0 %","12.5 %","2.00",".444",".583",".833","1.417",".389","1.5",".462","-0.5","8","5.1",".592","268","818"
"Madison Bumgarner","Giants (AA)","19","9","11.1 %","44.4 %","0.25",".429",".500",".857","1.357",".429","1.6","1.000","0.0","3","1.8",".588","274","5524"
"Vladimir Guerrero","Angels (A+)","34","6","0.0 %","16.7 %","0.00",".500",".500",".833","1.333",".333","2.6",".600","0.0","2","1.2",".575","252","778"
"Geovany Soto","- - -","26","14","14.3 %","35.7 %","0.40",".333",".429",".917","1.345",".583","0.1",".400","0.0","4","2.6",".571","259","3707"
"Jake Fox","Cubs (AAA)","26","194","10.8 %","16.0 %","0.68",".409",".495",".841","1.336",".433","5.9",".427","-0.2","60","35.4",".556","244","6267"
"Kevin Fontanez","Indians (R)","19","18","16.7 %","5.6 %","3.00",".467",".556",".667","1.222",".200","3.8",".500","-0.5","6","3.2",".556","229","sa455476"
"Manuel Rivera","Nationals (R)","21","4","0.0 %","25.0 %","0.00",".250",".250","1.000","1.250",".750","0.1",".000","0.0","1","0.6",".552","223","sa507039"
"Frankie De La Cruz","Padres (AAA)","25","3","33.3 %","0.0 %","1.00",".500",".667",".500","1.167",".000","2.6",".500","0.0","1","0.5",".546","237","3920"
"Jose Ortiz","Mexican (AAA)","32","76","6.6 %","3.9 %","1.67",".412",".461",".809","1.269",".397","5.8",".356","0.5","22","11.2",".536","207","442"
"Jason Bartlett","Rays (A+)","29","13","15.4 %","15.4 %","1.00",".455",".538",".636","1.175",".182","5.1",".556","-0.4","3","2.0",".529","240","8219"
"Melvin Upton Jr.","Rays (A+)","24","14","28.6 %","14.3 %","2.00",".444",".643",".444","1.087",".000","3.5",".571","-0.4","4","2.1",".527","238","5015"
"Nolan Reimold","Orioles (AAA)","25","130","13.8 %","19.2 %","0.72",".394",".485",".743","1.228",".349","4.2",".447","0.7","35","20.2",".523","235","3441"
"Constancio Virgen","- - -","27","9","11.1 %","22.2 %","0.50",".250",".333","1.000","1.333",".750","0.1",".000","0.0","2","1.2",".518","196","sa3001328"
"Joey Votto","- - -","25","12","25.0 %","33.3 %","0.75",".333",".500",".667","1.167",".333","6.0",".500","0.2","3","1.8",".517","222","4314"
"Dexter Fowler","Rockies (AA)","23","13","23.1 %","23.1 %","1.00",".400",".538",".600","1.138",".200","6.2",".571","0.2","3","1.8",".515","214","4062"
"Chris Withrow","Dodgers (AA)","20","7","0.0 %","28.6 %","0.00",".333",".333",".833","1.167",".500","0.1",".333","0.0","2","1.0",".514","223","7161"
"Hector Acuna","White Sox (R)","20","118","26.3 %","16.1 %","1.63",".308",".534",".474","1.008",".167","4.6",".390","-0.3","30","14.7",".505","196","sa507089"
"Reynaldo Mateo","Athletics (R)","19","132","13.6 %","15.9 %","0.86",".364",".481",".561","1.042",".196","3.4",".434","0.3","33","16.3",".503","195","sa505985"
"Damian Taveras","Yankees (R)","19","127","9.4 %","12.6 %","0.75",".396",".476",".575","1.052",".179","2.3",".444","-1.0","32","15.6",".503","195","sa507142"
"Torii Hunter","Angels (A+)","33","12","25.0 %","16.7 %","1.50",".333",".500",".667","1.167",".333","6.0",".333","0.2","3","1.6",".501","204","731"
"Carlos Ramirez","Angels (R)","21","190","18.4 %","13.7 %","1.35",".376",".500",".638","1.138",".262","1.5",".415","0.1","51","25.3",".501","196","sa501605"
"Henry Contreras","- - -","23","78","11.5 %","12.8 %","0.90",".375",".487",".625","1.112",".250","3.9",".423","-0.4","21","10.5",".500","197","sa455238"
"Noah Perio","Marlins (R)","17","14","0.0 %","0.0 %","0.00",".429",".429",".643","1.071",".214","8.2",".429","0.2","3","1.8",".496","214","sa513056"
"Mike Zuanich","- - -","22","233","12.0 %","19.7 %","0.61",".357",".457",".665","1.122",".308","3.6",".394","-0.3","57","29.2",".489","204","sa454907"
"Alison Perez","Rangers (R)","19","55","5.5 %","14.5 %","0.38",".333",".382",".667","1.048",".333","0.7",".333","0.0","13","6.1",".488","186","sa505940"
"Jacob Cruz","Mexican (AAA)","36","372","17.7 %","12.6 %","1.40",".359",".473",".661","1.134",".302","3.6",".361","1.5","90","39.1",".488","176","463"
"Rudney Balentien","Phillies (R)","19","103","7.8 %","23.3 %","0.33",".352",".422",".681","1.103",".330","5.5",".407","0.9","26","12.0",".487","188","sa504861"
"Ruben Rivera","Mexican (AAA)","35","477","16.1 %","10.7 %","1.51",".344",".461",".669","1.130",".326","5.8",".329","1.8","115","49.8",".487","176","1550"
"Chris Young","Diamondbacks (AAA)","25","63","14.3 %","20.6 %","0.69",".370",".460",".667","1.127",".296","7.0",".447","-0.6","16","7.7",".485","197","3882"
"Pedro Valdes","Mexican (AAA)","36","438","21.0 %","7.5 %","2.79",".354",".498",".571","1.068",".216","0.9",".351","1.0","103","42.5",".479","170","sa7761"
"Edgar Quintero","Mexican (AAA)","31","454","11.9 %","18.1 %","0.66",".378",".454",".640","1.093",".261","3.5",".435","0.7","105","42.6",".475","168","sa203952"
"Saul Soto","Mexican (AAA)","30","459","12.9 %","13.9 %","0.92",".370",".454",".641","1.095",".271","1.7",".388","0.1","106","43.0",".475","168","sa211076"
"Wil Myers","- - -","18","96","9.4 %","18.8 %","0.50",".369",".427",".679","1.106",".310","7.3",".413","0.4","24","10.8",".472","181","10047"
"Francisco Aponte","Pirates (R)","18","72","9.7 %","13.9 %","0.70",".410",".500",".492",".992",".082","6.7",".490","-1.6","17","7.5",".472","178","sa504935"
"Cody Decker","- - -","22","252","9.9 %","18.7 %","0.53",".333",".413",".671","1.084",".338","4.3",".361","-0.2","62","27.9",".472","180","9665"
"Enrique Trujillo","Mexican (AAA)","22","40","12.5 %","12.5 %","1.00",".400",".475",".571","1.046",".171","5.9",".467","-0.4","9","3.6",".472","166","sa502230"
"Tim Alderson","- - -","20","14","0.0 %","28.6 %","0.00",".308",".308",".769","1.077",".462","0.1",".286","0.0","3","1.4",".471","189","sa389899"
"Luis Perez","Cardinals (R)","17","90","24.4 %","8.9 %","2.75",".308",".494",".431",".925",".123","3.7",".351","-0.4","20","8.8",".469","175","sa506572"
"Travis Snider","Blue Jays (AAA)","21","204","13.7 %","23.0 %","0.60",".337",".431",".663","1.094",".326","3.3",".395","-1.1","48","22.2",".469","186","2830"
"Wester Ramos","Rays (R)","17","17","17.6 %","17.6 %","1.00",".429",".529",".429",".958",".000","2.6",".545","0.1","4","1.7",".468","176","sa508980"
"Matias Carrillo","Mexican (AAA)","46","2","0.0 %","0.0 %","0.00",".500",".500",".500","1.000",".000","2.6",".500","0.0","0","0.2",".468","164","sa3001070"
"Roan Salas","Rays (R)","19","254","9.8 %","12.2 %","0.81",".338",".409",".653","1.063",".315","5.2",".335","0.9","59","25.4",".467","176","sa504968"
"Brett Newsome","- - -","22","223","14.8 %","20.2 %","0.73",".333",".436",".579","1.016",".246","5.9",".410","-0.4","49","24.1",".467","196","sa455969"
"Steve Strausbaugh","Yankees (A+)","23","4","0.0 %","25.0 %","0.00",".500",".500",".500","1.000",".000","0.1",".667","0.0","1","0.4",".466","198","sa455675"
"Antonio Sepulveda","Diamondbacks (R)","17","2","0.0 %","0.0 %","0.00",".500",".500",".500","1.000",".000","0.1",".500","0.0","0","0.2",".465","174","sa503469"
"Chris Kelly","Reds (AA)","26","2","0.0 %","0.0 %","0.00",".500",".500",".500","1.000",".000","0.1",".500","0.0","0","0.2",".464","190","sa253295"
"Houston Summers","Diamondbacks (AA)","21","2","0.0 %","0.0 %","0.00",".500",".500",".500","1.000",".000","0.1",".500","0.0","0","0.2",".464","190","sa294688"
"James Robbins","Tigers (R)","18","39","5.1 %","23.1 %","0.22",".361",".410",".583",".994",".222","3.0",".440","0.0","9","4.1",".464","194","sa502680"
"Evan Sharpley","Mariners (R)","22","156","13.5 %","29.5 %","0.46",".333",".429",".614","1.043",".280","7.2",".463","-0.2","38","16.1",".464","174","sa502613"
"Brian McCann","- - -","25","11","18.2 %","18.2 %","1.00",".333",".455",".667","1.121",".333","0.8",".429","0.0","2","1.2",".463","188","4810"
"Manny Ramirez","- - -","37","13","23.1 %","38.5 %","0.60",".300",".462",".600","1.062",".300","0.8",".500","0.0","3","1.4",".462","178","210"
"Clint Everts","- - -","24","2","0.0 %","0.0 %","0.00",".500",".500",".500","1.000",".000","0.1",".500","0.0","0","0.2",".462","189","sa202809"
"Matt Avery","Nationals (AA)","25","3","0.0 %","0.0 %","0.00",".500",".500",".500","1.000",".000","0.1",".500","0.0","1","0.3",".462","189","sa294304"
"Brett Basham","Padres (R)","22","9","0.0 %","11.1 %","0.00",".444",".444",".556","1.000",".111","1.1",".500","0.0","2","0.9",".462","173","sa454915"
"Raul Ibanez","- - -","37","11","36.4 %","27.3 %","1.33",".286",".545",".429",".974",".143","1.6",".500","0.0","2","1.2",".460","192","607"
"Chris Iannetta","Rockies (AAA)","26","17","11.8 %","35.3 %","0.33",".333",".412",".667","1.078",".333","1.6",".500","0.0","4","1.7",".460","181","8267"
"Luis Terrero","Mexican (AAA)","29","461","11.3 %","17.1 %","0.66",".345",".440",".603","1.043",".258","6.5",".387","1.6","101","37.1",".460","158","1765"
"Jhonatan Javier","Orioles (R)","21","261","6.5 %","11.5 %","0.57",".344",".423",".548",".971",".204","8.2",".368","0.8","57","23.6",".460","170","sa507866"
"Wang-Wei Lin","Twins (R)","21","37","10.8 %","8.1 %","1.33",".364",".432",".545",".978",".182","5.4",".379","0.4","8","3.8",".459","191","sa393001"
"Ryan Wheeler","- - -","20","316","13.3 %","10.1 %","1.31",".361",".462",".540","1.002",".179","5.3",".392","-0.9","71","30.1",".459","175","9312"
"Carlos Quentin","- - -","26","50","14.0 %","4.0 %","3.50",".375",".480",".550","1.030",".175","2.2",".368","-0.1","11","5.2",".458","190","6274"
"Ivan Terrazas","Mexican (AAA)","25","242","9.9 %","11.6 %","0.86",".361",".423",".662","1.085",".301","6.9",".373","0.0","52","19.0",".457","157","sa254504"
"Denard Span","Twins (AAA)","25","8","12.5 %","12.5 %","1.00",".333",".500",".500","1.000",".167","4.4",".400","-0.2","2","0.8",".457","190","8347"
"Alvaro Ramirez","Cubs (R)","23","238","8.8 %","7.1 %","1.24",".372",".457",".477",".935",".106","8.1",".396","1.9","52","21.1",".457","168","sa456468"
"Scott Beerer","- - -","26","264","8.7 %","11.0 %","0.79",".385",".443",".594","1.037",".209","6.6",".410","0.0","60","25.5",".456","174","sa226486"
"Nevri Jimenez","Phillies (R)","18","139","10.1 %","14.4 %","0.70",".347",".428",".521",".948",".174","8.2",".404","-1.1","30","12.2",".456","168","sa3001867"
"Kyle Conley","- - -","22","175","9.1 %","21.1 %","0.43",".331",".400",".610","1.010",".279","2.6",".387","-0.9","37","17.2",".456","188","sa454999"
"Jeff Stevens","Cubs (AAA)","25","2","0.0 %","0.0 %","0.00",".500",".500",".500","1.000",".000","0.1",".500","0.0","0","0.2",".456","178","3367"
"Shane Costa","Royals (AAA)","27","2","0.0 %","0.0 %","0.00",".500",".500",".500","1.000",".000","2.6",".500","0.0","0","0.2",".456","178","6358"
"Buck Afenir","- - -","22","30","6.7 %","20.0 %","0.33",".296",".367",".630",".996",".333","0.9",".350","0.0","6","3.0",".455","188","sa506475"
"Kris Medlen","Braves (AAA)","23","4","0.0 %","0.0 %","0.00",".500",".500",".500","1.000",".000","0.1",".500","0.0","1","0.4",".455","189","9417"
"Mario Valenzuela","Mexican (AAA)","32","182","5.5 %","14.3 %","0.38",".382",".418",".618","1.035",".235","6.8",".412","1.9","39","13.8",".454","155","sa206418"
"Luis Matos","Mexican (AAA)","30","339","15.9 %","8.6 %","1.86",".349",".475",".515",".990",".165","5.7",".371","-0.3","72","25.5",".454","155","152"
"Ramon Flores","Braves (R)","22","124","4.0 %","9.7 %","0.42",".368",".403",".547",".950",".179","6.1",".404","-0.6","27","10.7",".454","167","sa508111"
"Willis Otanez","Mexican (AAA)","36","446","14.3 %","10.3 %","1.39",".349",".451",".581","1.032",".232","0.9",".356","0.8","95","33.4",".454","154","sa8218"
"Dillon Baird","Angels (R)","21","250","11.2 %","13.2 %","0.85",".372",".452",".567","1.019",".195","3.7",".412","-0.2","57","23.0",".452","167","sa328255"
"Carlos Rivera","Mexican (AAA)","31","408","11.0 %","9.8 %","1.13",".358",".434",".600","1.034",".242","3.6",".359","1.3","86","29.5",".451","153","1749"
"Paul Goldschmidt","Diamondbacks (R)","21","331","10.9 %","22.4 %","0.49",".334",".408",".638","1.045",".303","4.6",".390","-0.5","75","29.9",".451","165","9218"
"Francisco Esparragoza","Mexican (AAA)","26","29","10.3 %","17.2 %","0.60",".360",".414",".640","1.054",".280","1.4",".368","0.1","6","2.1",".451","153","sa508061"
"John Bowker","Giants (AAA)","25","450","16.4 %","14.2 %","1.16",".342",".451",".596","1.047",".254","5.3",".362","-1.1","99","42.3",".450","174","8276"
"Carlos Willoughby","Giants (R)","20","329","16.7 %","10.0 %","1.67",".327",".466",".438",".904",".112","9.3",".367","4.1","70","27.5",".450","164","sa506975"
"Jesus Brito","- - -","21","262","12.2 %","15.6 %","0.78",".353",".431",".567",".998",".214","5.9",".415","-0.8","58","24.9",".450","173","sa502605"
"Oscar Salazar","Orioles (AAA)","31","213","6.1 %","12.7 %","0.48",".372",".408",".618","1.027",".246","2.9",".393","-1.4","45","20.8",".450","185","495"
"Randy Schwartz","Blue Jays (A-)","23","37","8.1 %","13.5 %","0.60",".265",".324",".676","1.001",".412","4.4",".200","0.0","8","3.5",".449","185","sa491889"
"Tyler Howe","Mets (R)","23","80","17.5 %","21.3 %","0.82",".245",".519",".388",".907",".143","4.5",".344","-0.3","18","7.8",".449","176","sa455706"
"Angel Pagan","- - -","27","30","13.3 %","16.7 %","0.80",".346",".433",".577","1.010",".231","8.9",".429","0.4","6","2.8",".448","184","2918"
"Henry Pena","Yankees (R)","18","244","17.2 %","23.4 %","0.74",".315",".436",".492",".929",".178","6.6",".420","0.3","52","20.0",".448","163","sa505518"
"Daniel Nava","- - -","26","274","15.7 %","12.0 %","1.30",".352",".458",".533",".991",".181","3.4",".395","-0.8","58","25.5",".448","179","5450"
"Carlos Gonzalez","Rockies (AAA)","23","223","9.9 %","14.3 %","0.69",".339",".418",".630","1.048",".292","7.0",".364","-0.3","49","20.4",".448","172","7287"
"Eury Perez","Nationals (R)","19","205","7.3 %","9.8 %","0.75",".381",".443",".503",".946",".122","7.8",".418","-0.2","42","19.3",".448","183","10299"
"Michaelangel Trinidad","Pirates (R)","20","228","11.8 %","17.1 %","0.69",".318",".412",".604","1.016",".286","1.7",".331","0.2","49","19.2",".447","164","sa504938"
"Ryan Royster","- - -","23","209","12.0 %","22.5 %","0.53",".326",".413",".579",".991",".253","7.2",".398","-0.3","45","18.1",".447","168","sa455161"
"Cesar Guillen","Rays (R)","20","159","11.9 %","4.4 %","2.71",".375",".456",".463",".919",".088","6.1",".392","1.8","34","12.9",".447","163","sa508115"
"Alex Sanchez","Mets (R)","18","213","5.6 %","8.9 %","0.63",".372",".413",".524",".937",".152","4.3",".387","0.4","45","17.3",".447","163","sa506903"
"Donzell McDonald","Mexican (AAA)","34","452","14.6 %","14.8 %","0.99",".355",".453",".551","1.004",".196","7.8",".408","3.3","93","30.9",".446","150","615"
"Carlos Guillen","- - -","33","25","24.0 %","16.0 %","1.50",".368",".520",".421",".941",".053","1.9",".467","0.0","5","2.4",".446","184","1079"
"Edison Sanchez","Braves (R)","18","208","16.3 %","21.6 %","0.76",".283",".447",".453",".900",".170","7.8",".369","1.1","44","16.7",".446","162","sa506234"
"Francisco Felix","- - -","25","5","0.0 %","40.0 %","0.00",".400",".400",".600","1.000",".200","0.1",".667","0.0","1","0.5",".446","175","sa323427"
"Nick Johnson","Marlins (A+)","30","3","0.0 %","66.7 %","0.00",".333",".333",".667","1.000",".333","0.1","1.000","0.0","1","0.3",".446","184","828"
"Bo Davis","Padres (A-)","23","95","16.8 %","16.8 %","1.00",".329",".468",".479",".948",".151","9.4",".414","1.7","20","8.0",".446","165","sa502118"
"J.D. Martinez","- - -","21","291","6.9 %","15.1 %","0.45",".348",".399",".598",".997",".250","4.2",".379","0.0","61","27.6",".445","180","6184"
"Jerry Sands","- - -","21","308","12.0 %","19.5 %","0.62",".315",".401",".618","1.019",".303","5.1",".344","-0.2","68","27.4",".445","167","4016"
"Brandon Hynick","Rockies (AAA)","24","37","5.4 %","16.2 %","0.33",".344",".382",".656","1.039",".313","0.7",".375","0.0","8","3.3",".444","170","sa326872"
"Amaury Cazana","Mexican (AAA)","30","276","9.1 %","19.6 %","0.46",".356",".417",".599","1.016",".243","3.6",".412","-0.6","56","18.3",".444","148","sa509692"
"Kiel Roling","Rockies (A)","22","388","10.1 %","23.7 %","0.42",".331",".401",".593",".994",".262","2.7",".402","-1.0","81","35.7",".444","179","sa454751"
"Jared Clark","Rockies (R)","23","232","12.5 %","14.7 %","0.85",".348",".424",".591","1.015",".242","3.7",".369","-1.3","52","19.6",".444","161","sa389935"
"Vince Belnome","- - -","21","332","16.9 %","18.1 %","0.93",".321",".444",".519",".963",".198","3.9",".380","0.1","70","27.6",".444","165","8126"
"Ryan Strieby","Tigers (AA)","23","362","15.7 %","22.1 %","0.71",".303",".427",".565",".991",".262","3.9",".355","0.5","74","31.9",".443","176","sa326701"
"Koby Clemens","- - -","22","513","10.5 %","21.6 %","0.49",".341",".415",".620","1.036",".280","5.2",".404","0.7","112","44.7",".442","166","sa294917"
"Dionys Cesar","Mexican (AAA)","32","472","12.3 %","7.6 %","1.61",".380",".456",".523",".979",".144","7.2",".406","4.0","95","30.3",".442","147","sa208388"
"Hector Luna","- - -","29","361","8.3 %","14.4 %","0.58",".349",".416",".604","1.020",".255","5.9",".374","-0.4","77","31.2",".441","168","1874"
"Thomas Neal","Giants (A+)","21","560","11.6 %","17.5 %","0.66",".337",".431",".579","1.010",".242","4.9",".385","1.1","122","48.4",".441","165","9461"
"Javier Robles","Mexican (AAA)","38","349","12.3 %","6.9 %","1.79",".326",".414",".595","1.008",".269","2.8",".300","-1.3","70","22.3",".441","146","sa191431"
"Geancarlo Mendez","Phillies (R)","19","299","17.4 %","9.7 %","1.79",".328",".465",".419",".884",".092","5.8",".361","1.2","62","22.9",".441","159","sa507247"
"Chris Carter","- - -","22","651","13.1 %","20.4 %","0.64",".329",".422",".570",".992",".241","4.6",".383","-0.2","134","53.4",".441","166","9911"
"Fernando Alejos","Mexican (AAA)","30","392","16.1 %","14.8 %","1.09",".355",".456",".522",".978",".167","5.3",".412","0.6","79","24.8",".441","146","sa508110"
"Elih Villanueva","Marlins (AA)","22","3","0.0 %","0.0 %","0.00",".333",".333",".667","1.000",".333","0.1",".333","0.0","1","0.3",".440","174","8796"
"Ronny Puello","Orioles (R)","19","38","0.0 %","23.7 %","0.00",".343",".378",".543",".921",".200","2.6",".440","0.0","8","2.9",".440","158","sa507867"
"Alex Gordon","- - -","25","133","17.3 %","18.0 %","0.96",".327",".451",".558","1.009",".231","3.3",".372","-0.1","28","11.0",".439","165","5209"
"Adam Milligan","- - -","21","285","5.3 %","20.4 %","0.26",".344",".393",".592",".985",".248","4.4",".401","-1.3","59","25.4",".439","174","sa328331"
"Cristhian Presichi","Mexican (AAA)","28","316","10.1 %","8.5 %","1.19",".337",".410",".595","1.005",".258","6.4",".329","0.7","63","19.5",".439","145","sa184892"
"Jordan Parraz","- - -","24","339","9.7 %","12.7 %","0.77",".348",".432",".541",".973",".193","4.1",".384","-3.7","70","27.3",".439","164","sa253734"
"Sergio Contreras","Mexican (AAA)","29","307","11.4 %","14.7 %","0.78",".346",".435",".553",".987",".206","7.4",".395","1.5","61","18.9",".438","145","sa199023"
"Raul Lopez","Mexican (AAA)","30","446","13.2 %","8.3 %","1.59",".345",".428",".566",".994",".221","4.3",".342","1.0","89","27.3",".438","144","sa210983"
"Austin Stockfisch","Brewers (R)","23","3","0.0 %","0.0 %","0.00",".333",".333",".667","1.000",".333","2.6",".333","0.0","1","0.2",".438","159","sa507426"
"Arielkis Lapaix","Yankees (R)","20","92","14.1 %","23.9 %","0.59",".333",".435",".449",".884",".115","6.6",".455","0.1","19","6.8",".437","157","sa3001687"
"Craig Whitaker","Giants (AA)","24","3","0.0 %","0.0 %","0.00",".333",".333",".667","1.000",".333","2.6",".333","0.0","1","0.2",".437","172","sa231134"
"Travis Hafner","Indians (AAA)","32","48","18.8 %","6.3 %","3.00",".333",".458",".513",".971",".179","1.0",".343","-0.1","10","4.2",".437","176","1573"
"Jose Salazar","Mexican (AAA)","25","14","7.1 %","7.1 %","1.00",".385",".429",".538",".967",".154","6.8",".417","0.2","3","0.8",".437","144","sa328608"
"Joe Mauer","Twins (A+)","26","18","11.1 %","5.6 %","2.00",".400",".444",".533",".978",".133","1.1",".400","0.0","4","1.5",".436","178","1857"
"Rene Reyes","Mexican (AAA)","31","458","12.2 %","11.6 %","1.06",".355",".431",".551",".982",".196","5.9",".380","1.3","90","27.1",".436","143","1774"
"Jaff Decker","Padres (A)","19","455","18.7 %","20.2 %","0.92",".299",".442",".514",".956",".215","4.9",".360","-0.6","93","38.0",".436","169","7945"
"Gerardo Parra","Diamondbacks (AA)","22","130","16.9 %","10.0 %","1.69",".361",".469",".491",".960",".130","5.7",".391","-0.2","26","10.6",".435","171","8553"
