"Name","Team","Age","PA","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","Pull%","Cent%","Oppo%","SwStr%","Balls","Strikes","Pitches","playerid"
"Shane Lowe","Rockies (R)","20","128",".302","0.79","16.1 %","37.1 %","46.8 %","13.8 %","6.9 %","34.9 %","25.8 %","39.4 %","38.6 %","62","210","272","sa328417"
"Robbie Widlansky","- - -","23","209",".299","1.17","20.3 %","43.0 %","36.7 %","25.9 %","6.9 %","34.8 %","23.0 %","42.2 %","27.4 %","60","258","318","sa389390"
"Paul Vasquez","- - -","23","225",".329","1.47","17.3 %","49.1 %","33.5 %","13.8 %","6.9 %","44.1 %","24.3 %","31.6 %","24.2 %","45","269","314","sa392834"
"Ed Koncel","Rangers (A-)","19","152",".333","0.97","19.7 %","39.4 %","40.8 %","27.6 %","6.9 %","50.0 %","21.8 %","28.2 %","38.9 %","79","240","319","sa455262"
"Jairo Valdez","Rangers (R)","19","123",".259","1.38","14.8 %","49.4 %","35.8 %","31.0 %","6.9 %","50.6 %","20.5 %","28.9 %","34.3 %","26","184","210","sa456600"
"Edward Ovalle","Twins (A+)","23","510",".358","1.53","23.0 %","46.6 %","30.4 %","12.7 %","6.9 %","41.9 %","24.3 %","33.8 %","30.4 %","167","688","855","sa254662"
"Ryan Kalish","- - -","20","502",".339","2.86","14.0 %","63.7 %","22.3 %","12.3 %","6.8 %","38.2 %","21.9 %","39.9 %","22.3 %","277","647","924","6962"
"Jose Munoz","Mexican (AAA)","29","335",".357","1.33","28.9 %","40.6 %","30.5 %","28.8 %","6.8 %","52.3 %","23.1 %","24.7 %","9.1 %","477","664","1141","sa203194"
"Joe Thurston","Red Sox (AAA)","28","575",".347","1.22","17.9 %","45.1 %","37.0 %","32.3 %","6.8 %","52.0 %","28.4 %","19.6 %","8.0 %","632","1186","1818","673"
"Jason Bourgeois","White Sox (AAA)","26","559",".313","1.61","20.9 %","48.9 %","30.3 %","16.7 %","6.8 %","43.2 %","25.1 %","31.7 %","5.7 %","750","1317","2067","2225"
"Travis Buck","- - -","24","213",".396","1.70","17.4 %","52.1 %","30.6 %","29.5 %","6.8 %","45.2 %","21.9 %","32.9 %","7.4 %","287","455","742","4646"
"Alexander Candelario","Reds (R)","17","167",".340","1.00","12.0 %","44.0 %","44.0 %","22.7 %","6.8 %","40.6 %","34.9 %","24.5 %","24.0 %","112","200","312","sa3001765"
"Ivan Castro","Cardinals (R)","20","152",".268","1.25","10.8 %","49.5 %","39.6 %","15.9 %","6.8 %","42.7 %","19.7 %","37.6 %","23.2 %","53","193","246","sa396233"
"Jose Garcia","Brewers (R)","17","189",".239","1.18","11.1 %","48.1 %","40.7 %","18.2 %","6.8 %","44.4 %","30.4 %","25.2 %","45.0 %","39","310","349","sa502569"
"Luis Mauricio Suarez","Mexican (AAA)","29","328",".336","0.94","25.0 %","36.4 %","38.6 %","18.2 %","6.8 %","34.6 %","29.1 %","36.3 %","6.3 %","503","759","1262","sa508488"
"Francisco Plasencia","- - -","24","481",".346","1.66","15.4 %","52.8 %","31.8 %","15.5 %","6.8 %","47.5 %","22.4 %","30.2 %","26.3 %","208","686","894","sa200301"
"Luke Appert","Phillies (AA)","27","347",".294","1.01","14.1 %","43.2 %","42.7 %","23.3 %","6.8 %","48.0 %","26.2 %","25.8 %","19.0 %","175","431","606","sa225685"
"Sharlon Schoop","Giants (A+)","21","450",".294","1.53","13.3 %","52.5 %","34.2 %","19.4 %","6.8 %","48.5 %","19.6 %","32.0 %","25.5 %","155","597","752","sa293531"
"Carlos Rivero","Indians (A+)","20","455",".335","1.13","20.8 %","42.0 %","37.2 %","18.6 %","6.8 %","45.2 %","23.2 %","31.6 %","20.5 %","174","598","772","1136"
"Jolbert Cabrera","- - -","35","263",".340","1.42","25.5 %","43.8 %","30.7 %","20.3 %","6.8 %","49.0 %","16.7 %","34.3 %","11.7 %","251","563","814","373"
"Matt West","Rangers (A-)","19","287",".339","1.36","18.2 %","47.1 %","34.7 %","13.6 %","6.8 %","44.6 %","17.1 %","38.3 %","29.6 %","129","382","511","7980"
"Fernando Rodriguez","- - -","34","249",".286","1.69","18.5 %","51.3 %","30.3 %","16.9 %","6.8 %","46.3 %","15.4 %","38.3 %","7.4 %","320","663","983","sa185481"
"Jesus Valdez","- - -","23","212",".339","1.39","14.5 %","49.7 %","35.8 %","16.9 %","6.8 %","39.2 %","22.8 %","38.0 %","17.6 %","73","257","330","sa244229"
"Cody Ehlers","Yankees (AA)","26","423",".240","1.06","12.6 %","45.0 %","42.4 %","20.3 %","6.8 %","42.6 %","23.6 %","33.8 %","29.8 %","196","565","761","sa253957"
"Alberto Acosta","Yankees (R)","18","222",".299","1.00","12.6 %","43.7 %","43.7 %","15.3 %","6.8 %","39.9 %","29.7 %","30.4 %","30.2 %","109","289","398","sa3001588"
"Carlos Dominguez","Rangers (A)","22","210",".280","1.12","21.4 %","41.5 %","37.1 %","30.5 %","6.8 %","50.0 %","24.1 %","25.9 %","28.0 %","68","343","411","sa328844"
"Jay Brossman","Angels (A)","23","525",".280","0.69","15.3 %","34.6 %","50.1 %","16.4 %","6.8 %","40.2 %","26.0 %","33.9 %","28.0 %","191","695","886","sa390229"
"Brian Barden","Cardinals (AAA)","27","456",".324","1.10","17.5 %","43.2 %","39.3 %","17.3 %","6.8 %","46.4 %","21.0 %","32.7 %","9.3 %","649","1101","1750","4429"
"Kyler Burke","- - -","20","424",".306","0.66","18.1 %","32.6 %","49.3 %","23.3 %","6.8 %","39.4 %","30.0 %","30.7 %","32.5 %","168","591","759","sa326508"
"Scott Van Slyke","- - -","21","269",".263","1.22","14.1 %","47.1 %","38.7 %","20.3 %","6.8 %","40.9 %","22.2 %","36.9 %","21.0 %","101","338","439","4365"
"Octavio Sandoval","Mexican (AAA)","35","261",".313","1.27","19.2 %","45.2 %","35.6 %","28.4 %","6.8 %","45.4 %","25.2 %","29.4 %","5.0 %","302","610","912","sa185699"
"Paul Winterling","Orioles (A+)","24","306",".316","1.08","12.0 %","45.7 %","42.3 %","28.4 %","6.8 %","38.1 %","30.4 %","31.5 %","33.6 %","142","454","596","sa295641"
"Alex Presley","Pirates (A+)","22","325",".291","1.28","12.5 %","49.1 %","38.4 %","20.2 %","6.7 %","49.8 %","19.0 %","31.2 %","19.4 %","126","394","520","5305"
"Preston Mattingly","Dodgers (A)","20","358",".311","1.11","16.1 %","44.2 %","39.7 %","21.3 %","6.7 %","39.5 %","23.7 %","36.8 %","40.4 %","78","561","639","sa326504"
"David Williams","Yankees (A)","23","382",".304","1.29","21.5 %","44.2 %","34.2 %","16.9 %","6.7 %","39.3 %","21.4 %","39.3 %","25.2 %","156","510","666","sa389303"
"Ryan Roberts","Rangers (AAA)","27","529",".340","1.02","20.2 %","40.3 %","39.5 %","15.4 %","6.7 %","42.4 %","28.5 %","29.1 %","6.3 %","844","1135","1979","5653"
"Mike Bell","Brewers (AA)","23","486",".279","1.00","15.6 %","42.2 %","42.2 %","29.5 %","6.7 %","46.7 %","25.2 %","28.2 %","27.8 %","118","629","747","sa290370"
"Lendy Castillo","Phillies (R)","19","179",".252","1.47","12.6 %","52.0 %","35.4 %","17.8 %","6.7 %","49.3 %","20.6 %","30.2 %","27.8 %","33","248","281","11562"
"Tony Batista","Nationals (AAA)","34","66",".250","1.73","19.6 %","51.0 %","29.4 %","33.3 %","6.7 %","69.8 %","11.3 %","18.9 %","6.9 %","105","142","247","124"
"Robinzon Diaz","- - -","24","230",".289","1.83","15.0 %","55.0 %","30.0 %","20.0 %","6.7 %","42.5 %","24.6 %","32.9 %","4.7 %","147","364","511","3248"
"Ryan Langerhans","Nationals (AAA)","28","257",".406","1.60","24.0 %","46.8 %","29.2 %","11.1 %","6.7 %","40.8 %","21.7 %","37.6 %","7.8 %","454","573","1027","98"
"Raul Sanchez","Mexican (AAA)","35","172",".392","1.20","24.4 %","41.2 %","34.4 %","26.7 %","6.7 %","40.3 %","25.4 %","34.3 %","10.1 %","201","374","575","sa185680"
"Michael Spidale","- - -","26","395",".280","1.30","10.7 %","50.5 %","38.8 %","21.7 %","6.7 %","43.3 %","20.4 %","36.2 %","11.9 %","148","502","650","sa199288"
"Luis Alen","- - -","23","52",".100","1.40","12.2 %","51.2 %","36.6 %","6.7 %","6.7 %","36.6 %","26.8 %","36.6 %","8.3 %","38","58","96","sa244248"
"Jason Denham","Indians (A+)","22","250",".293","1.05","11.0 %","45.7 %","43.4 %","26.7 %","6.7 %","33.2 %","24.9 %","42.0 %","20.9 %","140","286","426","sa253725"
"Alexis Elie Lamour","Rays (R)","17","103",".302","0.77","14.5 %","37.1 %","48.4 %","23.3 %","6.7 %","37.9 %","33.3 %","28.8 %","41.2 %","24","153","177","sa3001766"
"Lenell McGee","Dodgers (R)","19","124",".272","1.50","8.5 %","54.9 %","36.6 %","23.3 %","6.7 %","54.8 %","21.4 %","23.8 %","21.1 %","51","162","213","sa328280"
"Cesar Quintero","Astros (A+)","25","431",".285","1.30","15.4 %","47.9 %","36.7 %","12.4 %","6.7 %","41.4 %","29.6 %","29.0 %","32.8 %","117","614","731","sa328448"
"Jesus Sanchez","Phillies (A)","20","110",".214","3.87","13.1 %","69.0 %","17.9 %","26.7 %","6.7 %","33.3 %","24.1 %","42.5 %","19.4 %","29","141","170","sa328511"
"Brett Bartles","- - -","21","219",".314","1.62","16.9 %","51.4 %","31.7 %","20.0 %","6.7 %","39.2 %","22.4 %","38.5 %","33.2 %","87","305","392","sa389254"
"Peter Clifford","Diamondbacks (A+)","24","564",".358","0.79","15.4 %","37.4 %","47.1 %","17.6 %","6.7 %","43.5 %","21.5 %","35.0 %","27.9 %","326","741","1067","sa390704"
"Daniel Elorriaga-Matra","Braves (R)","19","63",".370","1.87","18.9 %","52.8 %","28.3 %","13.3 %","6.7 %","52.7 %","18.2 %","29.1 %","8.8 %","7","73","80","sa392182"
"Jason Christian","- - -","21","282",".407","1.20","19.0 %","44.2 %","36.8 %","18.3 %","6.7 %","43.4 %","26.5 %","30.1 %","25.8 %","164","390","554","sa454572"
"Alden Carrithers","Tigers (R)","23","152",".354","1.33","25.5 %","42.6 %","31.9 %","6.7 %","6.7 %","32.0 %","21.0 %","47.0 %","10.2 %","126","159","285","sa454577"
"Christopher Smith","Yankees (R)","18","116",".187","3.27","9.9 %","69.0 %","21.1 %","33.3 %","6.7 %","38.2 %","26.3 %","35.5 %","33.9 %","26","169","195","sa454625"
"Rene Garcia","Astros (R)","18","47",".300","1.20","15.4 %","46.2 %","38.5 %","20.0 %","6.7 %","43.9 %","19.5 %","36.6 %","14.5 %","12","50","62","sa454693"
"Michael Moras","Mets (R)","22","78",".393","1.93","18.5 %","53.7 %","27.8 %","13.3 %","6.7 %","57.9 %","19.3 %","22.8 %","23.4 %","37","91","128","sa455152"
"Trent Kline","Giants (A-)","23","105",".239","1.07","11.4 %","45.7 %","42.9 %","23.3 %","6.7 %","36.0 %","21.3 %","42.7 %","23.7 %","55","131","186","sa455613"
"John Servidio","- - -","22","161",".297","0.91","14.9 %","40.6 %","44.6 %","24.4 %","6.7 %","44.9 %","32.7 %","22.4 %","32.3 %","45","231","276","sa455616"
"Deivy Batista","Royals (R)","20","178",".381","1.18","17.6 %","44.5 %","37.8 %","24.4 %","6.7 %","57.6 %","19.7 %","22.7 %","24.8 %","73","234","307","sa455940"
"Christian Rosa","Cardinals (A-)","21","122",".354","1.17","18.8 %","43.8 %","37.5 %","16.7 %","6.7 %","42.7 %","25.6 %","31.7 %","23.6 %","61","168","229","sa456469"
"Samir Rijo","Tigers (R)","18","269",".264","0.85","16.3 %","38.6 %","45.2 %","28.0 %","6.7 %","45.3 %","24.3 %","30.4 %","29.0 %","106","352","458","sa506702"
"Lorenzo Mercado","Mexican (AAA)","26","65",".311","1.47","15.9 %","50.0 %","34.1 %","13.3 %","6.7 %","38.3 %","23.4 %","38.3 %","14.7 %","57","154","211","sa508058"
"Leonardo Rodriguez","Mexican (AAA)","27","168",".289","2.03","20.2 %","53.5 %","26.3 %","40.0 %","6.7 %","40.5 %","23.1 %","36.4 %","6.4 %","237","384","621","sa508189"
"Rafi Reyes","- - -","16","277",".263","1.17","12.8 %","47.0 %","40.3 %","26.7 %","6.7 %","42.8 %","31.5 %","25.8 %","46.9 %","65","432","497","sa509564"
"Brad Emaus","Blue Jays (A+)","22","543",".320","0.87","17.9 %","38.3 %","43.8 %","17.7 %","6.6 %","45.7 %","23.5 %","30.8 %","15.0 %","253","598","851","2020"
"Peter Bourjos","Angels (A+)","21","545",".345","1.54","14.6 %","51.7 %","33.7 %","27.2 %","6.6 %","46.3 %","24.6 %","29.1 %","24.9 %","96","714","810","2578"
"Adam Calderone","- - -","24","382",".306","0.70","14.1 %","35.3 %","50.6 %","25.7 %","6.6 %","44.8 %","26.5 %","28.7 %","24.0 %","153","490","643","sa327816"
"Ty Wright","Cubs (A+)","23","481",".344","1.28","20.5 %","44.7 %","34.9 %","24.8 %","6.6 %","45.4 %","24.1 %","30.5 %","21.8 %","196","585","781","sa388992"
"Fernando Valenzuela","Mexican (AAA)","25","276",".321","0.88","23.0 %","36.0 %","41.0 %","19.8 %","6.6 %","46.0 %","25.7 %","28.3 %","4.2 %","363","612","975","sa225728"
"Colin Curtis","Yankees (AA)","23","562",".286","1.32","12.7 %","49.6 %","37.7 %","24.3 %","6.6 %","40.4 %","24.2 %","35.4 %","20.5 %","231","683","914","6288"
"Matthew Whitney","Indians (AA)","24","531",".314","1.01","15.9 %","42.3 %","41.8 %","20.4 %","6.6 %","47.5 %","21.7 %","30.8 %","20.9 %","262","665","927","sa201513"
"Adam Donachie","Royals (AA)","24","308",".270","0.97","20.2 %","39.4 %","40.4 %","25.0 %","6.6 %","47.2 %","19.1 %","33.7 %","11.2 %","467","707","1174","sa202394"
"Mario Martinez","Mariners (R)","18","270",".366","1.30","13.8 %","48.8 %","37.4 %","22.4 %","6.6 %","41.7 %","19.4 %","38.9 %","31.1 %","56","362","418","sa392881"
"Ben Guez","Tigers (A-)","21","305",".261","1.05","17.9 %","42.1 %","40.0 %","17.1 %","6.6 %","44.2 %","19.4 %","36.4 %","22.2 %","147","381","528","sa454544"
"Nate Tenbrink","Mariners (A-)","21","252",".233","0.67","12.4 %","35.2 %","52.4 %","21.1 %","6.6 %","42.6 %","25.2 %","32.3 %","25.7 %","172","311","483","sa454946"
"Omar De La Torre","- - -","28","374",".326","1.95","19.7 %","53.0 %","27.2 %","27.6 %","6.6 %","47.6 %","22.0 %","30.4 %","9.4 %","446","836","1282","sa508487"
"Bronson Sardinha","- - -","25","458",".321","1.15","19.6 %","42.9 %","37.4 %","25.4 %","6.6 %","39.8 %","24.3 %","35.9 %","18.7 %","253","633","886","3585"
"John Suomi","- - -","27","207",".253","1.26","16.9 %","46.4 %","36.7 %","18.0 %","6.6 %","47.0 %","26.8 %","26.2 %","11.1 %","142","336","478","sa199527"
"Jose Yepez","- - -","27","183",".304","0.82","18.4 %","36.8 %","44.9 %","23.0 %","6.6 %","39.3 %","26.4 %","34.3 %","15.0 %","67","207","274","sa209508"
"Cole Armstrong","- - -","24","379",".292","0.91","19.7 %","38.3 %","42.1 %","27.9 %","6.6 %","48.7 %","25.7 %","25.7 %","15.5 %","212","645","857","sa225831"
"Franklin Hernandez","Athletics (R)","21","249",".414","1.18","16.4 %","45.3 %","38.4 %","8.2 %","6.6 %","52.1 %","29.9 %","18.0 %","29.8 %","91","356","447","sa392779"
"Jose Flores","Mariners (R)","20","196",".303","0.79","9.2 %","40.0 %","50.8 %","31.1 %","6.6 %","41.1 %","32.3 %","26.6 %","20.3 %","156","224","380","sa506142"
"Lucas Duda","Mets (A+)","22","559",".335","0.83","12.3 %","39.9 %","47.9 %","7.7 %","6.5 %","42.0 %","23.3 %","34.7 %","24.0 %","295","762","1057","2502"
"Kent Sakamoto","Pirates (A+)","24","545",".322","0.95","16.2 %","40.9 %","42.9 %","13.7 %","6.5 %","31.1 %","31.1 %","37.9 %","23.9 %","220","741","961","sa327121"
"Trevor Plouffe","- - -","22","521",".304","1.30","15.7 %","47.6 %","36.7 %","25.4 %","6.5 %","41.8 %","21.0 %","37.2 %","12.4 %","442","983","1425","7462"
"Aaron Mathews","Blue Jays (AA)","26","326",".331","1.23","18.0 %","45.2 %","36.8 %","16.3 %","6.5 %","47.0 %","21.7 %","31.2 %","20.1 %","107","395","502","sa253756"
"Richard Lucas","- - -","19","162",".261","0.67","16.3 %","33.7 %","50.0 %","15.2 %","6.5 %","41.1 %","19.0 %","40.0 %","33.0 %","61","251","312","sa389215"
"Nicholas Peoples","Cardinals (A)","23","206",".226","1.39","16.7 %","48.5 %","34.8 %","15.2 %","6.5 %","34.8 %","25.4 %","39.9 %","24.5 %","79","280","359","sa389688"
"Humberto Sosa","- - -","22","180",".360","1.15","20.8 %","42.4 %","36.8 %","21.7 %","6.5 %","43.4 %","23.3 %","33.3 %","18.2 %","69","239","308","sa454224"
"Jared Bolden","Rangers (A-)","21","281",".349","2.17","15.1 %","58.1 %","26.7 %","15.2 %","6.5 %","30.6 %","24.4 %","45.0 %","28.6 %","151","377","528","sa454964"
"Jake Hanson","Braves (R)","18","205",".333","1.15","17.5 %","44.2 %","38.3 %","26.1 %","6.5 %","46.3 %","27.3 %","26.5 %","26.9 %","122","276","398","sa455274"
"Renzo Tello","Astros (R)","21","170",".357","1.11","14.9 %","44.7 %","40.4 %","21.7 %","6.5 %","56.8 %","16.1 %","27.1 %","29.8 %","63","232","295","sa455595"
"Ramon Novas","Rays (R)","20","196",".276","1.46","13.1 %","51.5 %","35.4 %","28.3 %","6.5 %","42.0 %","24.6 %","33.3 %","27.5 %","63","268","331","sa455624"
"James Skelton","- - -","22","388",".385","1.31","19.8 %","45.5 %","34.7 %","5.2 %","6.5 %","39.7 %","28.8 %","31.4 %","19.7 %","349","450","799","sa253647"
"Wilmer Flores","- - -","16","302",".329","0.61","17.0 %","31.5 %","51.5 %","20.2 %","6.5 %","50.4 %","23.4 %","26.2 %","18.4 %","77","359","436","5827"
"Kevin Thompson","Pirates (AAA)","28","222",".329","0.98","20.6 %","39.4 %","40.0 %","32.3 %","6.5 %","45.7 %","24.7 %","29.6 %","7.9 %","345","521","866","7044"
"Steve Sollmann","Brewers (AAA)","26","95",".242","0.87","9.4 %","42.2 %","48.4 %","22.6 %","6.5 %","43.1 %","23.1 %","33.9 %","8.1 %","141","253","394","sa253763"
"Mark Wagner","Red Sox (AA)","24","393",".250","0.52","12.3 %","29.9 %","57.8 %","23.9 %","6.5 %","45.2 %","29.0 %","25.7 %","24.0 %","168","515","683","sa294138"
"Jefferies Tatford","- - -","23","153",".368","1.23","15.9 %","46.3 %","37.8 %","25.8 %","6.5 %","53.9 %","16.9 %","29.2 %","28.0 %","93","218","311","sa389308"
"Londell Taylor","Tigers (R)","19","126",".269","1.16","15.2 %","45.6 %","39.2 %","29.0 %","6.5 %","52.5 %","22.5 %","25.0 %","30.9 %","52","178","230","sa390665"
"William Musselman","- - -","23","148",".250","1.32","15.3 %","48.2 %","36.5 %","35.5 %","6.5 %","49.5 %","14.3 %","36.3 %","34.5 %","51","227","278","sa392229"
"Anthony Scelfo","Rays (A-)","21","251",".382","1.06","13.5 %","44.6 %","41.9 %","9.7 %","6.5 %","40.3 %","24.5 %","35.2 %","34.6 %","108","360","468","sa454967"
"Adan Severino","Twins (R)","21","123",".303","1.00","18.4 %","40.8 %","40.8 %","16.1 %","6.5 %","38.5 %","37.2 %","24.4 %","25.2 %","84","154","238","sa455499"
"Keyter Rodriguez","- - -","22","112",".316","1.23","9.2 %","50.0 %","40.8 %","38.7 %","6.5 %","45.8 %","20.5 %","33.7 %","34.3 %","22","150","172","sa456092"
"Andrew McCutchen","Pirates (AAA)","21","590",".325","1.43","18.3 %","48.1 %","33.7 %","35.0 %","6.4 %","54.1 %","21.6 %","24.4 %","7.1 %","946","1402","2348","9847"
"Adam Coe","Braves (A)","20","419",".321","1.17","18.9 %","43.6 %","37.5 %","29.4 %","6.4 %","57.2 %","21.4 %","21.4 %","33.7 %","108","697","805","sa326848"
"Matt Watson","Blue Jays (AAA)","29","304",".332","1.18","17.9 %","44.4 %","37.7 %","17.9 %","6.4 %","41.7 %","25.1 %","33.2 %","10.1 %","485","668","1153","1846"
"JD Closser","- - -","28","240",".268","0.77","13.8 %","37.5 %","48.8 %","16.7 %","6.4 %","53.4 %","23.3 %","23.3 %","7.7 %","380","584","964","2108"
"Jed Lowrie","Red Sox (AAA)","24","234",".310","0.56","21.3 %","28.4 %","50.3 %","17.9 %","6.4 %","46.5 %","25.2 %","28.3 %","7.1 %","373","562","935","4418"
"Christian Marrero","White Sox (A)","21","505",".316","0.87","15.7 %","39.1 %","45.2 %","26.3 %","6.4 %","54.3 %","23.0 %","22.7 %","22.2 %","237","632","869","sa326115"
"Josh Labandeira","- - -","29","201",".260","1.40","10.3 %","52.4 %","37.3 %","21.3 %","6.4 %","41.0 %","23.9 %","35.1 %","9.1 %","297","438","735","2191"
"Yohan Silva","- - -","23","188",".250","1.11","14.7 %","44.8 %","40.5 %","23.4 %","6.4 %","61.0 %","19.5 %","19.5 %","20.7 %","127","230","357","sa254502"
"Victor Estanislao","Pirates (R)","21","203",".267","1.49","5.6 %","56.5 %","37.9 %","23.4 %","6.4 %","40.7 %","31.1 %","28.2 %","34.0 %","86","267","353","sa3001517"
"KD Kang","Rays (A-)","20","285",".340","0.72","15.2 %","35.6 %","49.2 %","20.2 %","6.4 %","41.2 %","26.1 %","32.7 %","31.5 %","94","389","483","sa327822"
"David Paisano","- - -","20","373",".275","1.32","15.2 %","48.2 %","36.6 %","27.7 %","6.4 %","53.7 %","19.1 %","27.2 %","19.0 %","145","461","606","sa355427"
"Robert Lara","Padres (R)","21","203",".411","1.17","17.1 %","44.7 %","38.2 %","23.4 %","6.4 %","58.3 %","18.9 %","22.8 %","13.7 %","161","227","388","sa455283"
"Robert Brooks","Braves (R)","20","183",".381","1.17","17.1 %","44.7 %","38.2 %","10.6 %","6.4 %","39.2 %","28.5 %","32.3 %","20.0 %","78","212","290","sa455437"
"Jerry Gil","- - -","25","195",".218","0.65","17.5 %","32.5 %","50.0 %","28.6 %","6.3 %","43.8 %","25.0 %","31.3 %","26.9 %","142","434","576","2207"
"Javier Castillo","- - -","24","548",".348","1.44","20.5 %","46.9 %","32.6 %","16.7 %","6.3 %","41.5 %","20.8 %","37.7 %","18.7 %","314","815","1129","sa254672"
"Matt Kennelly","- - -","19","219",".340","0.92","23.4 %","36.7 %","39.9 %","27.0 %","6.3 %","54.9 %","25.3 %","19.8 %","30.8 %","46","301","347","sa390294"
"Yowill Espinal","Royals (R)","17","206",".285","1.16","12.8 %","46.8 %","40.4 %","31.7 %","6.3 %","51.2 %","23.5 %","25.3 %","32.6 %","19","294","313","sa455943"
"Danny Worth","- - -","22","338",".302","1.53","15.3 %","51.3 %","33.5 %","19.0 %","6.3 %","38.6 %","21.2 %","40.3 %","20.2 %","146","427","573","198"
"Brad Corley","Pirates (AA)","24","539",".311","0.90","14.7 %","40.5 %","44.8 %","32.2 %","6.3 %","43.3 %","25.4 %","31.2 %","28.8 %","122","724","846","sa294002"
"Niuman Romero","Indians (A+)","23","440",".327","1.81","21.2 %","50.7 %","28.0 %","18.9 %","6.3 %","46.7 %","20.2 %","33.1 %","19.0 %","144","518","662","5063"
"Tyler Moore","Nationals (A-)","21","280",".242","0.81","10.9 %","39.9 %","49.2 %","23.2 %","6.3 %","47.3 %","19.4 %","33.3 %","36.1 %","60","403","463","7244"
"Nate Sutton","Angels (AA)","25","491",".310","1.83","17.8 %","53.1 %","29.1 %","26.1 %","6.3 %","47.6 %","19.8 %","32.7 %","7.5 %","641","1139","1780","sa254157"
"Jordan Newton","Tigers (A)","22","397",".341","0.95","18.4 %","39.8 %","41.7 %","26.1 %","6.3 %","46.7 %","29.0 %","24.3 %","28.1 %","101","568","669","sa326765"
"Danny Sandoval","- - -","29","504",".310","1.55","18.6 %","49.5 %","31.9 %","24.4 %","6.3 %","48.9 %","23.5 %","27.6 %","7.6 %","568","1124","1692","2344"
"Jared Goedert","Indians (A+)","23","544",".280","1.11","14.3 %","45.0 %","40.7 %","18.9 %","6.3 %","44.5 %","27.1 %","28.4 %","18.5 %","259","650","909","sa327086"
"Robinson Cancel","- - -","32","74",".317","2.31","13.1 %","60.7 %","26.2 %","18.8 %","6.3 %","47.5 %","19.7 %","32.8 %","5.2 %","86","145","231","2011"
"Josh Paul","Astros (AAA)","33","70",".143","1.44","4.9 %","56.1 %","39.0 %","18.8 %","6.3 %","44.2 %","20.9 %","34.9 %","4.9 %","102","165","267","251"
"Jose Valentin","- - -","38","63",".295","1.00","22.0 %","39.0 %","39.0 %","25.0 %","6.3 %","53.5 %","23.3 %","23.3 %","12.4 %","59","118","177","256"
"Matt Pagnozzi","- - -","25","252",".283","1.75","22.4 %","49.4 %","28.2 %","29.2 %","6.3 %","42.0 %","28.7 %","29.3 %","8.8 %","368","578","946","6046"
"Kirk Nieuwenhuis","Mets (A-)","20","319",".355","2.75","14.7 %","62.6 %","22.7 %","10.4 %","6.3 %","43.8 %","23.5 %","32.7 %","27.0 %","132","435","567","6400"
"Gregory Porter","- - -","27","344",".321","3.15","17.1 %","62.9 %","20.0 %","4.2 %","6.3 %","40.0 %","21.6 %","38.4 %","11.5 %","447","863","1310","sa200139"
"Jake Blalock","- - -","24","260",".269","0.86","15.3 %","39.2 %","45.5 %","28.8 %","6.3 %","44.4 %","21.1 %","34.4 %","29.4 %","111","341","452","sa202744"
"Alejandro Ahumada","Mexican (AAA)","29","170",".359","2.41","14.2 %","60.6 %","25.2 %","25.0 %","6.3 %","51.5 %","21.6 %","26.9 %","9.1 %","180","339","519","sa205772"
"Welinson Baez","Phillies (A+)","23","182",".282","1.02","18.5 %","41.2 %","40.3 %","20.8 %","6.3 %","43.3 %","27.5 %","29.2 %","33.4 %","46","271","317","sa244326"
"Chip Cannon","Blue Jays (AAA)","26","297",".321","0.76","16.6 %","36.1 %","47.3 %","16.3 %","6.3 %","46.5 %","24.7 %","28.8 %","16.3 %","457","712","1169","sa253753"
"Christopher Jones","- - -","25","120",".313","1.19","15.7 %","45.8 %","38.6 %","15.6 %","6.3 %","45.2 %","23.8 %","31.0 %","31.3 %","36","165","201","sa291765"
"Doug Morales","- - -","22","83",".316","1.88","16.4 %","54.5 %","29.1 %","6.3 %","6.3 %","34.5 %","17.2 %","48.3 %","30.0 %","22","118","140","sa293982"
"Audy Ciriaco","Tigers (A)","21","444",".269","1.63","12.5 %","54.2 %","33.3 %","27.7 %","6.3 %","47.6 %","21.1 %","31.3 %","22.7 %","85","563","648","sa294300"
"Jesus Perez","Mexican (AAA)","23","71",".340","1.75","13.7 %","54.9 %","31.4 %","31.3 %","6.3 %","51.0 %","31.4 %","17.7 %","16.6 %","72","169","241","sa3001191"
"Jean Carlos Mercedes","Twins (R)","20","145",".291","1.31","9.8 %","51.2 %","39.0 %","34.4 %","6.3 %","57.8 %","26.7 %","15.6 %","26.0 %","84","189","273","sa3001710"
"Whitney Robbins","Twins (A+)","23","346",".307","0.97","19.2 %","39.7 %","41.0 %","22.9 %","6.3 %","50.9 %","22.7 %","26.5 %","19.8 %","221","407","628","sa326708"
"Michael Bertram","Tigers (A+)","24","409",".328","0.96","15.8 %","41.3 %","43.0 %","21.1 %","6.3 %","50.5 %","16.6 %","32.9 %","24.1 %","157","601","758","sa326953"
"Tim Torres","Astros (A+)","24","545",".323","1.20","15.5 %","46.1 %","38.4 %","16.7 %","6.3 %","41.9 %","24.6 %","33.5 %","24.0 %","263","677","940","sa328090"
