"Name","Team","Age","PA","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","Pull%","Cent%","Oppo%","SwStr%","Balls","Strikes","Pitches","playerid"
"Jeffry Antigua","- - -","23","9",".000","1.00","0.0 %","100.0 %","0.0 %","0.0 %","0.0 %","50.0 %","50.0 %","0.0 %","26.3 %","12","26","38","sa456113"
"Marcos Frias","Nationals (AA)","24","3",".000","1.00","0.0 %","50.0 %","50.0 %","0.0 %","0.0 %","0.0 %","33.3 %","66.7 %","0.0 %","3","5","8","sa456446"
"Luis Angel Sanz","Pirates (AA)","25","2",".000","0.00","0.0 %","0.0 %","0.0 %","0.0 %","0.0 %","","","","0.0 %","3","6","9","sa456447"
"Steve Smith","- - -","27","16",".143","5.00","28.6 %","71.4 %","0.0 %","0.0 %","0.0 %","25.0 %","37.5 %","37.5 %","11.4 %","6","38","44","sa456605"
"Tom Cochran","- - -","30","7",".000","0.50","0.0 %","33.3 %","66.7 %","0.0 %","0.0 %","20.0 %","40.0 %","40.0 %","9.1 %","8","14","22","sa499795"
"Donavan Tate","Padres (A-)","22","88",".348","2.00","6.7 %","62.2 %","31.1 %","14.3 %","0.0 %","32.6 %","32.6 %","34.8 %","32.0 %","48","133","181","sa500566"
"Eric Smith","Diamondbacks (AA)","24","1",".000","0.00","0.0 %","0.0 %","0.0 %","0.0 %","0.0 %","","","","25.0 %","1","3","4","sa500819"
"Garrett Gould","Dodgers (AA)","21","10",".250","1.00","0.0 %","50.0 %","50.0 %","100.0 %","0.0 %","20.0 %","40.0 %","40.0 %","12.5 %","11","29","40","sa500824"
"Max Walla","Brewers (A)","22","280",".349","1.98","22.6 %","51.4 %","26.0 %","21.7 %","0.0 %","42.9 %","22.5 %","34.6 %","19.5 %","229","560","789","sa500834"
"Kyle Heckathorn","Brewers (AAA)","25","1",".000","0.00","0.0 %","0.0 %","0.0 %","0.0 %","0.0 %","","","","25.0 %","1","3","4","sa501205"
"Zack Dodson","Pirates (AA)","22","1",".000","0.00","0.0 %","0.0 %","0.0 %","0.0 %","0.0 %","","","","0.0 %","1","3","4","sa501219"
"Joe Gardner","Rockies (AA)","25","3",".333","1.00","33.3 %","33.3 %","33.3 %","0.0 %","0.0 %","0.0 %","33.3 %","66.7 %","0.0 %","3","6","9","sa501227"
"Mark Fleury","Angels (AA)","25","37",".333","0.63","27.8 %","27.8 %","44.4 %","37.5 %","0.0 %","47.6 %","14.3 %","38.1 %","12.1 %","54","86","140","sa501230"
"Austin Kirk","Cubs (AA)","23","10",".200","3.00","25.0 %","75.0 %","0.0 %","0.0 %","0.0 %","50.0 %","16.7 %","33.3 %","3.0 %","6","27","33","sa501263"
"Brooks Hall","Brewers (AA)","23","12",".167","2.00","0.0 %","66.7 %","33.3 %","0.0 %","0.0 %","57.1 %","28.6 %","14.3 %","25.0 %","4","32","36","sa501327"
"Jason Hagerty","Padres (AAA)","25","31",".182","2.00","14.3 %","57.1 %","28.6 %","50.0 %","0.0 %","45.5 %","22.7 %","31.8 %","5.7 %","55","68","123","sa501451"
"Nate Baker","Pirates (AA)","25","7",".600","0.67","0.0 %","40.0 %","60.0 %","33.3 %","0.0 %","20.0 %","40.0 %","40.0 %","12.5 %","6","18","24","sa501452"
"Brandon Wikoff","Astros (R)","25","10",".167","2.00","0.0 %","66.7 %","33.3 %","0.0 %","0.0 %","50.0 %","0.0 %","50.0 %","5.0 %","10","10","20","sa501476"
"Ryan Woolley","Braves (AA)","25","1",".000","0.00","0.0 %","0.0 %","0.0 %","0.0 %","0.0 %","","","","20.0 %","1","4","5","sa501505"
"Mark Serrano","- - -","27","9",".250","3.00","0.0 %","75.0 %","25.0 %","0.0 %","0.0 %","0.0 %","50.0 %","50.0 %","14.3 %","7","21","28","sa501508"
"Darin Gorski","- - -","25","14",".000","5.00","0.0 %","100.0 %","0.0 %","0.0 %","0.0 %","0.0 %","0.0 %","100.0 %","14.8 %","14","40","54","sa501520"
"Brody Colvin","Phillies (AA)","22","6",".000","0.00","0.0 %","0.0 %","0.0 %","0.0 %","0.0 %","100.0 %","0.0 %","0.0 %","20.0 %","6","14","20","sa501521"
"Ruben Sierra","White Sox (A)","22","64",".256","2.08","11.9 %","59.5 %","28.6 %","0.0 %","0.0 %","41.9 %","20.9 %","37.2 %","24.0 %","49","126","175","sa501531"
"Brian Pearl","Reds (AA)","25","1","1.000","0.00","100.0 %","0.0 %","0.0 %","0.0 %","0.0 %","0.0 %","0.0 %","100.0 %","0.0 %","3","4","7","sa501550"
"Robert Gilliam","Nationals (AA)","25","13",".500","3.00","0.0 %","75.0 %","25.0 %","0.0 %","0.0 %","30.0 %","40.0 %","30.0 %","5.0 %","11","29","40","sa501570"
"Aaron Northcraft","Braves (AA)","23","34",".357","5.00","7.7 %","76.9 %","15.4 %","0.0 %","0.0 %","33.3 %","46.7 %","20.0 %","18.4 %","41","95","136","sa501597"
"Brett Nommensen","Rays (A+)","26","17",".538","3.50","30.8 %","53.8 %","15.4 %","50.0 %","0.0 %","46.2 %","23.1 %","30.8 %","11.1 %","8","19","27","sa501600"
"Pat Lehman","Nationals (AA)","26","1",".000","0.00","0.0 %","0.0 %","100.0 %","100.0 %","0.0 %","0.0 %","0.0 %","100.0 %","0.0 %","0","2","2","sa501681"
"Adam Nelubowich","Astros (A-)","22","92",".231","1.04","21.5 %","40.0 %","38.5 %","12.0 %","0.0 %","34.9 %","31.8 %","33.3 %","26.9 %","23","122","145","sa501689"
"Tim Crabbe","- - -","25","35",".286","2.67","15.4 %","61.5 %","23.1 %","0.0 %","0.0 %","40.0 %","6.7 %","53.3 %","11.7 %","40","88","128","sa501702"
"Matt Lollis","- - -","22","1","1.000","1.00","0.0 %","100.0 %","0.0 %","0.0 %","0.0 %","0.0 %","100.0 %","0.0 %","0.0 %","1","1","2","sa501704"
"Bennett Pickar","Tigers (A)","22","300",".320","1.36","20.9 %","45.5 %","33.5 %","17.2 %","0.0 %","37.1 %","26.3 %","36.6 %","21.2 %","280","561","841","sa501720"
"Jamie Walczak","Reds (AA)","26","2",".000","0.00","0.0 %","0.0 %","0.0 %","0.0 %","0.0 %","","","","16.7 %","0","6","6","sa501724"
"Mike Nesseth","Phillies (AA)","25","1","1.000","0.00","100.0 %","0.0 %","0.0 %","0.0 %","0.0 %","0.0 %","100.0 %","0.0 %","0.0 %","0","2","2","sa501774"
"Jorge Reyes","Padres (AAA)","25","13",".286","1.50","16.7 %","50.0 %","33.3 %","50.0 %","0.0 %","37.5 %","50.0 %","12.5 %","12.8 %","11","28","39","sa501947"
"Chris Gloor","Giants (AA)","26","21",".250","6.00","12.5 %","75.0 %","12.5 %","0.0 %","0.0 %","37.5 %","25.0 %","37.5 %","18.2 %","32","56","88","sa501949"
"Ryan Beckman","Pirates (AA)","23","1",".000","0.00","0.0 %","0.0 %","100.0 %","0.0 %","0.0 %","0.0 %","100.0 %","0.0 %","0.0 %","0","4","4","sa501977"
"Jonathan Walsh","Angels (A)","22","62",".184","0.79","10.5 %","39.5 %","50.0 %","36.8 %","0.0 %","52.6 %","21.1 %","26.3 %","41.4 %","29","104","133","sa501983"
"Michael Faulkner","Mariners (A-)","22","206",".301","1.40","16.9 %","48.5 %","34.6 %","34.0 %","0.0 %","34.5 %","22.3 %","43.2 %","21.2 %","132","255","387","sa502016"
"Thomas Keeling","- - -","25","2",".000","0.00","0.0 %","0.0 %","0.0 %","0.0 %","0.0 %","","","","33.3 %","0","6","6","sa502053"
"Luke Murton","Yankees (AAA)","27","87",".273","1.69","17.3 %","51.9 %","30.8 %","18.8 %","0.0 %","56.4 %","21.8 %","21.8 %","15.6 %","136","237","373","sa502058"
"Sergio Burruel","Mexican (AAA)","21","43",".321","1.83","37.0 %","40.7 %","22.2 %","50.0 %","0.0 %","53.6 %","25.0 %","21.4 %","9.6 %","66","100","166","sa502070"
"Hector Rabago","Yankees (A+)","24","3",".500","0.00","50.0 %","0.0 %","50.0 %","0.0 %","0.0 %","50.0 %","50.0 %","0.0 %","60.0 %","0","5","5","sa502071"
"Danny Rosenbaum","Nationals (AAA)","25","15",".111","6.00","14.3 %","85.7 %","0.0 %","0.0 %","0.0 %","36.4 %","27.3 %","36.4 %","6.3 %","17","31","48","sa502078"
"Brian Vigo-Suarez","- - -","21","63",".205","0.94","13.9 %","41.7 %","44.4 %","68.8 %","0.0 %","42.5 %","20.0 %","37.5 %","39.3 %","15","97","112","sa502089"
"Terrence Dayleg","Marlins (A+)","25","5",".333","1.00","66.7 %","33.3 %","0.0 %","0.0 %","0.0 %","33.3 %","0.0 %","66.7 %","30.0 %","4","6","10","sa502108"
"Taylor Rogers","Giants (AA)","26","12",".143","7.00","0.0 %","100.0 %","0.0 %","0.0 %","0.0 %","57.1 %","14.3 %","28.6 %","14.3 %","11","31","42","sa502144"
"John Church","- - -","26","1",".000","1.00","0.0 %","100.0 %","0.0 %","0.0 %","0.0 %","0.0 %","100.0 %","0.0 %","0.0 %","1","2","3","sa502177"
"Dan Kemp","Mariners (R)","21","60",".324","1.75","10.8 %","56.8 %","32.4 %","16.7 %","0.0 %","48.7 %","18.9 %","32.4 %","26.3 %","35","79","114","sa502202"
"Mike Planeta","Orioles (A+)","23","40",".250","1.00","11.1 %","44.4 %","44.4 %","37.5 %","0.0 %","40.0 %","20.0 %","40.0 %","38.8 %","33","83","116","sa502319"
"Jeff Farnham","- - -","25","193",".273","2.24","12.0 %","60.8 %","27.2 %","23.5 %","0.0 %","44.2 %","14.0 %","41.9 %","10.5 %","236","355","591","sa502337"
"Matt Swynenberg","Nationals (AA)","24","7","1.000","1.00","0.0 %","100.0 %","0.0 %","0.0 %","0.0 %","0.0 %","0.0 %","100.0 %","3.5 %","11","18","29","sa502344"
"Quinton Miller","Pirates (AA)","23","8",".167","1.00","0.0 %","50.0 %","50.0 %","0.0 %","0.0 %","33.3 %","0.0 %","66.7 %","10.3 %","9","20","29","sa502562"
"Jean Almanzar","White Sox (A)","24","142",".261","1.63","17.9 %","50.9 %","31.3 %","34.3 %","0.0 %","41.9 %","15.4 %","42.7 %","20.2 %","54","198","252","sa502565"
"Steve Cilladi","Dodgers (AAA)","26","7",".000","2.00","25.0 %","50.0 %","25.0 %","0.0 %","0.0 %","50.0 %","0.0 %","50.0 %","29.2 %","6","18","24","sa502596"
"Ydwin Villegas","- - -","22","170",".361","2.46","22.4 %","55.1 %","22.4 %","4.2 %","0.0 %","36.1 %","20.4 %","43.5 %","17.0 %","197","392","589","sa502602"
"Matt Jackson","Padres (AAA)","25","2",".000","2.00","0.0 %","100.0 %","0.0 %","0.0 %","0.0 %","50.0 %","50.0 %","0.0 %","12.5 %","2","6","8","sa502709"
"Nick DeSantiago","Braves (A)","22","48",".250","0.64","18.2 %","31.8 %","50.0 %","27.3 %","0.0 %","52.0 %","20.0 %","28.0 %","26.1 %","41","70","111","sa502770"
"Coty Woods","Rockies (AAA)","25","2",".000","0.00","0.0 %","0.0 %","0.0 %","0.0 %","0.0 %","0.0 %","100.0 %","0.0 %","40.0 %","1","4","5","sa502777"
"Stephen Bruno","Cubs (A+)","22","78",".472","1.53","18.9 %","49.1 %","32.1 %","23.5 %","0.0 %","56.6 %","24.5 %","18.9 %","28.9 %","27","101","128","sa502917"
"Garrett Cannizaro","- - -","22","215",".238","1.16","12.0 %","47.2 %","40.8 %","34.5 %","0.0 %","44.2 %","27.9 %","27.9 %","20.2 %","134","287","421","sa502926"
"Arby Fields","White Sox (R)","22","18",".222","8.00","0.0 %","88.9 %","11.1 %","0.0 %","0.0 %","33.3 %","22.2 %","44.4 %","18.6 %","25","18","43","sa502948"
"Angel Cuan","- - -","24","2",".000","1.00","0.0 %","100.0 %","0.0 %","0.0 %","0.0 %","100.0 %","0.0 %","0.0 %","9.1 %","4","7","11","sa502992"
"Eduardo Figueroa","Cubs (AA)","24","8",".200","2.00","25.0 %","50.0 %","25.0 %","100.0 %","0.0 %","40.0 %","0.0 %","60.0 %","6.7 %","8","22","30","sa502994"
"Eliecer Navarro","Pirates (AA)","25","8",".000","2.00","25.0 %","50.0 %","25.0 %","0.0 %","0.0 %","50.0 %","25.0 %","25.0 %","24.1 %","6","23","29","sa503034"
"Cam Maron","Mets (A+)","22","325",".284","1.79","13.0 %","55.8 %","31.2 %","15.3 %","0.0 %","38.6 %","22.9 %","38.6 %","17.5 %","196","411","607","sa503041"
"Mike Ojala","Marlins (AA)","25","3",".500","2.00","0.0 %","100.0 %","0.0 %","0.0 %","0.0 %","100.0 %","0.0 %","0.0 %","12.5 %","1","7","8","sa503043"
"Rett Varner","- - -","25","11",".667","1.00","33.3 %","33.3 %","33.3 %","0.0 %","0.0 %","0.0 %","33.3 %","66.7 %","23.4 %","19","28","47","sa503048"
"Patrick Biondi","Mets (A-)","22","226",".312","3.13","12.6 %","66.2 %","21.2 %","21.9 %","0.0 %","39.7 %","24.4 %","35.9 %","17.2 %","122","279","401","sa503056"
"Jhonatan Arias","Twins (A)","24","75",".293","1.35","19.0 %","46.6 %","34.5 %","35.0 %","0.0 %","67.2 %","12.1 %","20.7 %","21.6 %","24","110","134","sa503157"
"Chris Manno","Reds (AA)","24","8",".000","1.00","20.0 %","40.0 %","40.0 %","0.0 %","0.0 %","20.0 %","60.0 %","20.0 %","13.3 %","11","19","30","sa503241"
"Fernando De Los Santos","Braves (A+)","23","52",".219","0.75","12.5 %","37.5 %","50.0 %","31.3 %","0.0 %","51.5 %","12.1 %","36.4 %","32.0 %","23","74","97","sa503248"
"Raywilly Gomez","- - -","23","353",".327","1.42","21.9 %","45.8 %","32.3 %","14.8 %","0.0 %","45.0 %","23.7 %","31.3 %","5.7 %","495","638","1133","sa503268"
"Nick Struck","- - -","23","32",".208","1.63","12.5 %","54.2 %","33.3 %","25.0 %","0.0 %","19.2 %","26.9 %","53.9 %","9.8 %","19","63","82","sa503356"
"Dane Opel","White Sox (R)","22","98",".350","1.04","16.1 %","42.9 %","41.1 %","21.7 %","0.0 %","36.1 %","31.2 %","32.8 %","28.1 %","64","128","192","sa503361"
"Gary Moran","Braves (AA)","28","6",".000","2.00","0.0 %","100.0 %","0.0 %","0.0 %","0.0 %","33.3 %","33.3 %","33.3 %","7.4 %","9","18","27","sa503366"
"Cade Kreuter","Padres (A-)","22","6",".000","2.00","0.0 %","100.0 %","0.0 %","0.0 %","0.0 %","0.0 %","100.0 %","0.0 %","35.7 %","0","14","14","sa503375"
"Ivory Thomas","Twins (R)","21","62",".342","1.82","16.2 %","54.1 %","29.7 %","9.1 %","0.0 %","46.2 %","20.5 %","33.3 %","29.9 %","36","81","117","sa503426"
"Andrew Allen","Tigers (R)","23","63",".333","1.62","15.0 %","52.5 %","32.5 %","53.8 %","0.0 %","47.6 %","26.2 %","26.2 %","35.4 %","22","91","113","sa503445"
"Charlie Markson","Brewers (R)","22","209",".352","2.09","22.3 %","52.5 %","25.2 %","11.4 %","0.0 %","36.1 %","26.5 %","37.4 %","21.4 %","107","257","364","sa503554"
"Branch Kloess","Padres (AAA)","28","13",".600","0.50","40.0 %","20.0 %","40.0 %","0.0 %","0.0 %","16.7 %","50.0 %","33.3 %","26.1 %","9","37","46","sa503601"
"Armando Rodriguez","- - -","25","4",".000","1.00","0.0 %","100.0 %","0.0 %","0.0 %","0.0 %","0.0 %","0.0 %","100.0 %","8.3 %","11","13","24","sa503637"
"Nick Ammirati","Mariners (R)","21","23",".125","2.00","0.0 %","66.7 %","33.3 %","20.0 %","0.0 %","50.0 %","31.3 %","18.8 %","8.1 %","8","29","37","sa503667"
"Kevin Kuntz","Royals (R)","23","112",".260","1.56","10.4 %","54.5 %","35.1 %","29.6 %","0.0 %","40.0 %","17.5 %","42.5 %","24.2 %","43","143","186","sa503726"
"Matt Branham","Padres (AA)","25","1",".000","0.00","0.0 %","0.0 %","0.0 %","0.0 %","0.0 %","","","","25.0 %","1","3","4","sa503734"
"Shane Brown","Yankees (AA)","25","83",".222","1.14","9.6 %","48.1 %","42.3 %","27.3 %","0.0 %","40.7 %","18.5 %","40.7 %","7.5 %","125","194","319","sa503750"
"Joe Jocketty","Reds (R)","22","38",".200","14.00","25.0 %","70.0 %","5.0 %","0.0 %","0.0 %","33.3 %","19.1 %","47.6 %","12.4 %","44","37","81","sa503769"
"Ronnie Melendez","- - -","23","78",".157","1.16","14.6 %","45.8 %","39.6 %","26.3 %","0.0 %","28.9 %","26.9 %","44.2 %","27.7 %","31","110","141","sa503787"
"Alan Williams","Brewers (AA)","23","6",".000","1.00","0.0 %","50.0 %","50.0 %","0.0 %","0.0 %","33.3 %","66.7 %","0.0 %","23.8 %","8","13","21","sa503827"
"Matt Smith","Marlins (A+)","25","53",".355","1.78","13.8 %","55.2 %","31.0 %","0.0 %","0.0 %","35.5 %","19.4 %","45.2 %","41.4 %","8","91","99","sa503830"
"Miguel Alvarez","Phillies (A+)","23","4",".333","1.00","50.0 %","50.0 %","0.0 %","0.0 %","0.0 %","66.7 %","33.3 %","0.0 %","0.0 %","0","6","6","sa503849"
"Jose Garcia","Red Sox (A+)","22","116",".221","0.86","5.9 %","43.5 %","50.6 %","16.3 %","0.0 %","41.4 %","23.0 %","35.6 %","32.1 %","26","164","190","sa503857"
"Eduardo Sosa","Yankees (A+)","22","160",".271","1.44","15.4 %","50.0 %","34.6 %","19.4 %","0.0 %","34.9 %","30.3 %","34.9 %","32.4 %","63","221","284","sa503877"
"Juan Sosa","Phillies (AA)","23","4",".000","1.00","0.0 %","100.0 %","0.0 %","0.0 %","0.0 %","50.0 %","50.0 %","0.0 %","38.9 %","6","12","18","sa503978"
"Diogenes Rosario","Diamondbacks (AAA)","24","2",".000","0.00","0.0 %","0.0 %","0.0 %","0.0 %","0.0 %","","","","44.4 %","3","6","9","sa504012"
"Wilfredo Gimenez","Marlins (A+)","22","297",".288","1.25","23.5 %","42.5 %","33.9 %","30.7 %","0.0 %","41.0 %","22.8 %","36.2 %","20.7 %","77","417","494","sa504051"
"Leonel Escobar","- - -","22","52",".257","5.75","18.2 %","69.7 %","12.1 %","0.0 %","0.0 %","46.0 %","16.2 %","37.8 %","21.7 %","31","98","129","sa504182"
"Juan Gonzalez","Rockies (AA)","23","1",".000","0.00","0.0 %","0.0 %","0.0 %","0.0 %","0.0 %","100.0 %","0.0 %","0.0 %","0.0 %","0","1","1","sa504209"
"Franklin Diaz","Mariners (R)","22","64",".356","1.54","23.3 %","46.5 %","30.2 %","15.4 %","0.0 %","48.9 %","15.6 %","35.6 %","37.1 %","12","93","105","sa504758"
"Jordan Conley","Marlins (AA)","26","1",".000","0.00","0.0 %","0.0 %","0.0 %","0.0 %","0.0 %","","","","0.0 %","0","3","3","sa504810"
"Albert Cordero","- - -","23","232",".271","1.51","17.9 %","49.4 %","32.7 %","20.0 %","0.0 %","38.4 %","16.4 %","45.2 %","23.5 %","95","305","400","sa504824"
"Ismael Tijerina","Mets (A-)","23","100",".269","2.25","18.8 %","56.3 %","25.0 %","25.0 %","0.0 %","46.4 %","24.6 %","29.0 %","26.3 %","51","124","175","sa504825"
"Dimas Ponce","- - -","22","140",".214","1.55","18.6 %","49.5 %","32.0 %","41.9 %","0.0 %","54.4 %","18.5 %","27.2 %","25.7 %","48","213","261","sa504835"
"Junior Sosa","- - -","22","347",".290","1.84","11.3 %","57.5 %","31.2 %","11.7 %","0.0 %","34.2 %","28.9 %","36.9 %","10.4 %","235","551","786","sa504939"
"Ashley Ponce","- - -","22","237",".279","1.72","10.9 %","56.3 %","32.8 %","36.8 %","0.0 %","43.4 %","26.5 %","30.2 %","13.0 %","117","344","461","sa504945"
"Ismel Antunez","Rays (A-)","22","12",".400","5.00","0.0 %","100.0 %","0.0 %","0.0 %","0.0 %","60.0 %","40.0 %","0.0 %","37.9 %","12","17","29","sa504983"
"Wilmer Dominguez","Rays (R)","22","60",".231","3.25","10.5 %","68.4 %","21.1 %","12.5 %","0.0 %","43.6 %","15.4 %","41.0 %","38.3 %","17","90","107","sa504988"
"Pedro Toribio","Angels (A)","22","301",".332","3.13","13.2 %","65.8 %","21.1 %","25.0 %","0.0 %","28.0 %","22.6 %","49.4 %","21.6 %","90","442","532","sa505249"
"Ismael Dionicio","Angels (R)","21","180",".426","1.94","19.1 %","53.4 %","27.5 %","38.9 %","0.0 %","36.4 %","20.7 %","42.9 %","23.6 %","45","230","275","sa505252"
"Glenn Beltran","Angels (R)","21","133",".376","1.60","19.8 %","49.4 %","30.9 %","28.0 %","0.0 %","41.7 %","29.8 %","28.6 %","26.1 %","58","183","241","sa505258"
"Cristian Moronta","Astros (R)","23","40",".308","1.00","20.0 %","40.0 %","40.0 %","10.0 %","0.0 %","39.3 %","21.4 %","39.3 %","27.3 %","11","55","66","sa505289"
"Jose Monzon","Rockies (A-)","21","45",".320","9.00","20.0 %","72.0 %","8.0 %","0.0 %","0.0 %","52.0 %","28.0 %","20.0 %","28.4 %","24","64","88","sa505293"
"Reynaldo Mateo","Athletics (A-)","23","19",".111","1.25","0.0 %","55.6 %","44.4 %","50.0 %","0.0 %","40.0 %","30.0 %","30.0 %","47.4 %","1","37","38","sa505985"
"Franklin Contreras","Athletics (R)","23","9",".000","5.00","0.0 %","100.0 %","0.0 %","0.0 %","0.0 %","40.0 %","0.0 %","60.0 %","33.3 %","4","14","18","sa506056"
"Adderly Rosa","- - -","21","73",".268","1.54","15.4 %","51.3 %","33.3 %","15.4 %","0.0 %","40.5 %","31.0 %","28.6 %","19.6 %","59","89","148","sa506119"
"Sony Javier","Marlins (R)","22","23",".250","2.33","0.0 %","70.0 %","30.0 %","0.0 %","0.0 %","45.0 %","10.0 %","45.0 %","9.7 %","8","23","31","sa506152"
"Miguel Sanchez","Mariners (R)","21","99",".342","1.80","20.0 %","51.4 %","28.6 %","15.0 %","0.0 %","42.5 %","24.7 %","32.9 %","19.4 %","20","140","160","sa506172"
"Lewis Urena","- - -","22","72",".163","4.14","7.7 %","74.4 %","17.9 %","42.9 %","0.0 %","52.3 %","15.9 %","31.8 %","27.3 %","48","91","139","sa506220"
"Wilson Rivera","Braves (A+)","23","1",".000","1.00","0.0 %","100.0 %","0.0 %","0.0 %","0.0 %","0.0 %","0.0 %","100.0 %","0.0 %","0","1","1","sa506238"
"Aris Alcantara","- - -","23","98",".162","1.26","7.6 %","51.5 %","40.9 %","29.6 %","0.0 %","37.7 %","23.2 %","39.1 %","19.1 %","57","132","189","sa506239"
"Bryan Brito","Mariners (A-)","21","213",".382","2.26","16.5 %","57.9 %","25.6 %","20.6 %","0.0 %","45.3 %","23.0 %","31.7 %","37.9 %","51","326","377","sa506254"
"Wilson Soriano","Rockies (A-)","21","197",".204","2.42","12.8 %","61.7 %","25.5 %","31.6 %","0.0 %","33.1 %","26.8 %","40.1 %","21.0 %","47","244","291","sa506304"
"Michael Ramirez","Rockies (A)","23","132",".269","1.05","12.4 %","44.9 %","42.7 %","26.3 %","0.0 %","43.1 %","31.4 %","25.5 %","19.4 %","45","213","258","sa506305"
"Ronald Luna","- - -","20","328",".273","2.00","13.6 %","57.6 %","28.8 %","18.4 %","0.0 %","47.1 %","17.5 %","35.4 %","20.4 %","78","422","500","sa506532"
"Hector Garcia","- - -","21","120",".333","2.29","11.5 %","61.5 %","26.9 %","23.8 %","0.0 %","54.9 %","11.0 %","34.2 %","22.1 %","46","162","208","sa506534"
"Frank Batista","Cubs (AA)","24","1",".000","1.00","0.0 %","100.0 %","0.0 %","0.0 %","0.0 %","0.0 %","0.0 %","100.0 %","0.0 %","0","1","1","sa506678"
"Luis Liria","Cubs (A+)","23","1",".000","0.00","0.0 %","0.0 %","0.0 %","0.0 %","0.0 %","","","","100.0 %","0","3","3","sa506679"
"Candido Pimentel","- - -","22","248",".345","3.14","9.5 %","68.6 %","21.9 %","24.3 %","0.0 %","27.9 %","22.4 %","49.7 %","29.4 %","100","349","449","sa506756"
"Yeison Hernandez","- - -","21","255",".275","1.89","15.4 %","55.4 %","29.2 %","31.6 %","0.0 %","42.1 %","18.2 %","39.7 %","15.8 %","71","297","368","sa506831"
"Joel Jimenez","Marlins (R)","21","42",".257","3.00","17.6 %","61.8 %","20.6 %","42.9 %","0.0 %","57.1 %","22.9 %","20.0 %","10.0 %","16","44","60","sa506839"
"Bladimir Franco","- - -","22","97",".276","2.36","13.0 %","61.1 %","25.9 %","28.6 %","0.0 %","59.3 %","15.3 %","25.4 %","26.7 %","46","164","210","sa506902"
"Yucary De La Cruz","- - -","22","246",".264","1.50","14.2 %","51.5 %","34.3 %","36.2 %","0.0 %","51.4 %","20.1 %","28.5 %","21.9 %","107","377","484","sa506910"
"Alexis Aguilar","Dodgers (A)","22","45",".297","1.73","14.3 %","54.3 %","31.4 %","27.3 %","0.0 %","40.5 %","27.0 %","32.4 %","19.7 %","8","58","66","sa506938"
"Joel Lima","Dodgers (AA)","23","2",".000","2.00","0.0 %","100.0 %","0.0 %","0.0 %","0.0 %","100.0 %","0.0 %","0.0 %","0.0 %","1","4","5","sa506962"
"Cesar Osuna","Mexican (AAA)","23","48",".289","1.42","21.6 %","45.9 %","32.4 %","25.0 %","0.0 %","40.0 %","32.5 %","27.5 %","4.4 %","60","123","183","sa506978"
"Andruth Ramirez","- - -","24","65",".196","1.71","6.1 %","59.2 %","34.7 %","29.4 %","0.0 %","44.2 %","11.5 %","44.2 %","19.8 %","10","86","96","sa507021"
"Justin Toole","- - -","26","357",".283","2.30","17.2 %","57.7 %","25.1 %","34.3 %","0.0 %","37.6 %","21.5 %","40.9 %","6.3 %","365","770","1135","sa507054"
"Pedro Perez","- - -","22","39",".121","1.78","16.7 %","53.3 %","30.0 %","66.7 %","0.0 %","42.4 %","27.3 %","30.3 %","24.5 %","4","49","53","sa507149"
"Jerison Lopez","- - -","21","27",".292","0.64","18.2 %","31.8 %","50.0 %","18.2 %","0.0 %","20.8 %","33.3 %","45.8 %","21.2 %","0","33","33","sa507154"
"Samuel Gonzalez","Pirates (R)","24","15",".091","1.50","9.1 %","54.5 %","36.4 %","0.0 %","0.0 %","54.6 %","18.2 %","27.3 %","28.6 %","6","22","28","sa507193"
"Jesus Vasquez","Pirates (A-)","21","27",".429","2.33","16.7 %","58.3 %","25.0 %","33.3 %","0.0 %","50.0 %","14.3 %","35.7 %","39.6 %","9","44","53","sa507197"
"Jodaneli Carvajal","Pirates (A-)","21","35",".300","0.77","17.9 %","35.7 %","46.4 %","38.5 %","0.0 %","29.0 %","32.3 %","38.7 %","8.3 %","11","37","48","sa507198"
"Hans Wilson","Mexican (AAA)","22","52",".343","2.00","15.6 %","56.3 %","28.1 %","0.0 %","0.0 %","37.8 %","27.0 %","35.1 %","13.0 %","72","121","193","sa507241"
"Yair Lopez","Padres (A-)","21","26",".095","1.50","0.0 %","60.0 %","40.0 %","12.5 %","0.0 %","66.7 %","19.1 %","14.3 %","34.2 %","2","36","38","sa507244"
"Felix Cabrera","- - -","23","38",".200","1.38","13.6 %","50.0 %","36.4 %","50.0 %","0.0 %","64.0 %","12.0 %","24.0 %","24.1 %","37","71","108","sa507260"
"Aaron Sillas","Mexican (AAA)","22","11",".286","6.00","14.3 %","85.7 %","0.0 %","0.0 %","0.0 %","42.9 %","14.3 %","42.9 %","8.3 %","27","33","60","sa507263"
"Yan Olmo","Phillies (A)","22","29",".316","2.00","5.3 %","63.2 %","31.6 %","50.0 %","0.0 %","52.6 %","15.8 %","31.6 %","27.1 %","2","46","48","sa507267"
"Ruben Mejia","Padres (AA)","21","1","1.000","1.00","0.0 %","100.0 %","0.0 %","0.0 %","0.0 %","100.0 %","0.0 %","0.0 %","0.0 %","0","1","1","sa507282"
"Rosario Irazoqui","Mexican (AAA)","26","58",".297","2.33","16.7 %","58.3 %","25.0 %","22.2 %","0.0 %","46.0 %","16.2 %","37.8 %","14.6 %","57","128","185","sa508068"
