"Name","Team","Age","PA","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","Pull%","Cent%","Oppo%","SwStr%","Balls","Strikes","Pitches","playerid"
"Matt Downs","Marlins (AAA)","29","301",".236","0.75","18.3 %","35.2 %","46.6 %","25.5 %","7.8 %","55.6 %","23.3 %","21.1 %","12.2 %","450","666","1116","957"
"Bryson Myles","Indians (A+)","23","390",".346","1.14","13.8 %","45.8 %","40.3 %","12.7 %","7.8 %","47.4 %","26.9 %","25.8 %","17.3 %","370","751","1121","sa597971"
"Yeral Sanchez","- - -","27","243",".271","1.53","16.8 %","50.3 %","32.9 %","29.4 %","7.8 %","50.9 %","18.9 %","30.2 %","19.0 %","187","472","659","sa633208"
"Colin Bray","Diamondbacks (R)","20","303",".341","2.12","21.3 %","53.5 %","25.2 %","27.5 %","7.8 %","37.3 %","23.6 %","39.2 %","26.6 %","122","408","530","sa737832"
"J.D. Williams","- - -","22","486",".332","1.32","11.0 %","50.7 %","38.3 %","18.3 %","7.8 %","44.5 %","23.4 %","32.1 %","23.6 %","351","693","1044","sa548483"
"Ryan Strausborger","Rangers (AA)","25","518",".257","1.38","14.6 %","49.6 %","35.9 %","29.7 %","7.8 %","48.5 %","24.3 %","27.2 %","9.0 %","679","1233","1912","10937"
"Juan Perez","Giants (AAA)","26","409",".337","0.88","19.4 %","37.8 %","42.8 %","20.3 %","7.8 %","48.7 %","25.0 %","26.3 %","10.2 %","461","943","1404","5371"
"Greg Golson","- - -","27","264",".331","1.14","16.5 %","44.5 %","39.0 %","17.2 %","7.8 %","44.2 %","27.3 %","28.5 %","17.3 %","346","613","959","8074"
"Ben McMahan","Brewers (A+)","23","251",".302","1.13","20.0 %","42.4 %","37.6 %","21.9 %","7.8 %","48.9 %","22.4 %","28.7 %","31.3 %","74","351","425","sa455566"
"Ryan Cordell","Rangers (A-)","21","262",".291","1.33","14.4 %","48.9 %","36.8 %","28.1 %","7.8 %","39.2 %","24.9 %","35.9 %","29.7 %","115","350","465","sa737938"
"James Roche","Mets (A-)","24","265",".319","1.03","19.3 %","41.0 %","39.8 %","23.4 %","7.8 %","45.2 %","26.2 %","28.6 %","32.1 %","118","378","496","sa739324"
"Zach Voight","White Sox (R)","22","267",".367","0.87","21.3 %","36.6 %","42.1 %","29.9 %","7.8 %","48.1 %","26.7 %","25.1 %","22.4 %","161","321","482","sa658512"
"Brandon Trinkwon","- - -","21","253",".294","1.08","20.8 %","41.1 %","38.1 %","23.4 %","7.8 %","51.7 %","18.5 %","29.9 %","17.3 %","74","297","371","sa709596"
"Buck Britton","- - -","27","513",".293","0.97","17.8 %","40.5 %","41.8 %","19.8 %","7.8 %","47.9 %","25.4 %","26.7 %","8.5 %","689","1196","1885","sa455619"
"J.C. Linares","- - -","28","390",".328","1.14","16.0 %","44.7 %","39.3 %","18.4 %","7.8 %","55.7 %","23.5 %","20.8 %","9.9 %","537","932","1469","sa560967"
"Tom Belza","- - -","23","542",".355","1.52","15.4 %","51.0 %","33.6 %","19.4 %","7.8 %","44.9 %","23.4 %","31.7 %","16.9 %","290","755","1045","sa526826"
"Raffy Lopez","Cubs (AA)","25","367",".290","0.88","20.3 %","37.4 %","42.3 %","9.6 %","7.7 %","44.6 %","27.9 %","27.5 %","9.4 %","569","837","1406","12606"
"Matt Pagnozzi","Braves (AAA)","30","321",".249","1.29","20.4 %","44.9 %","34.7 %","23.1 %","7.7 %","55.4 %","22.9 %","21.7 %","10.8 %","424","771","1195","6046"
"Rene Tosoni","Brewers (AA)","26","497",".268","1.09","16.5 %","43.6 %","39.9 %","16.8 %","7.7 %","48.0 %","24.9 %","27.1 %","9.8 %","652","1111","1763","7099"
"Tyler LaTorre","- - -","30","103",".196","2.85","10.7 %","66.1 %","23.2 %","15.4 %","7.7 %","43.1 %","15.5 %","41.4 %","11.1 %","169","255","424","sa326461"
"Danny Lehmann","- - -","27","49",".345","1.23","12.1 %","48.5 %","39.4 %","46.2 %","7.7 %","54.6 %","18.2 %","27.3 %","11.2 %","61","117","178","sa389905"
"Michael Crouse","Blue Jays (A+)","22","347",".330","0.75","12.1 %","37.7 %","50.2 %","16.3 %","7.7 %","45.0 %","30.3 %","24.6 %","30.7 %","207","507","714","sa454895"
"Kevin Torres","- - -","23","417",".287","1.71","17.9 %","51.8 %","30.2 %","17.6 %","7.7 %","44.0 %","22.7 %","33.3 %","21.9 %","163","572","735","sa454965"
"Hak-Ju Lee","Rays (AAA)","22","57",".514","1.08","20.6 %","41.2 %","38.2 %","15.4 %","7.7 %","35.1 %","29.7 %","35.1 %","7.0 %","101","127","228","sa502536"
"Zach Kirksey","- - -","24","234",".285","0.65","15.1 %","33.3 %","51.6 %","30.8 %","7.7 %","43.4 %","25.6 %","31.0 %","33.5 %","181","464","645","sa503389"
"Serafin Rodriguez","Mexican (AAA)","38","172",".331","2.00","14.6 %","56.9 %","28.5 %","25.6 %","7.7 %","44.8 %","20.7 %","34.5 %","5.0 %","205","380","585","sa508486"
"Ricardo Serrano","Mexican (AAA)","27","232",".347","1.06","23.4 %","39.4 %","37.1 %","24.6 %","7.7 %","52.8 %","19.2 %","28.0 %","12.7 %","246","504","750","sa508489"
"Horacio Vasquez","Mexican (AAA)","27","67",".298","1.85","22.9 %","50.0 %","27.1 %","23.1 %","7.7 %","52.0 %","20.0 %","28.0 %","11.1 %","84","159","243","sa509736"
"Alan Sanchez","Mexican (AAA)","24","371",".395","2.52","17.0 %","59.4 %","23.6 %","33.8 %","7.7 %","39.6 %","30.9 %","29.5 %","7.1 %","412","792","1204","sa545731"
"Wagner Gomez","Reds (A)","21","56",".226","0.85","22.6 %","35.5 %","41.9 %","15.4 %","7.7 %","60.6 %","18.2 %","21.2 %","44.6 %","6","104","110","sa547905"
"Tyler Ogle","Dodgers (A)","22","548",".281","0.91","15.8 %","40.1 %","44.1 %","23.1 %","7.7 %","50.3 %","23.8 %","26.0 %","13.8 %","499","651","1150","sa578021"
"Emilio Guerrero","- - -","20","398",".309","1.40","11.7 %","51.6 %","36.7 %","15.4 %","7.7 %","40.7 %","26.4 %","32.9 %","20.9 %","207","512","719","sa597507"
"Roybell Herrera","- - -","22","48",".241","1.08","6.9 %","48.3 %","44.8 %","7.7 %","7.7 %","53.3 %","33.3 %","13.3 %","31.4 %","17","69","86","sa597928"
"Jose Behar","- - -","24","142",".232","2.19","14.4 %","58.8 %","26.8 %","19.2 %","7.7 %","45.0 %","25.0 %","30.0 %","26.2 %","62","205","267","sa598557"
"Drew Stiner","Giants (R)","20","42",".345","0.62","25.0 %","28.6 %","46.4 %","7.7 %","7.7 %","53.3 %","30.0 %","16.7 %","31.5 %","10","63","73","sa602681"
"Trent Garrison","Yankees (A-)","23","108",".276","0.87","17.0 %","38.6 %","44.3 %","17.9 %","7.7 %","36.7 %","26.7 %","36.7 %","27.3 %","9","134","143","sa603124"
"Jesus Arredondo","Mexican (AAA)","22","424",".335","2.26","19.4 %","55.9 %","24.8 %","15.4 %","7.7 %","34.4 %","23.6 %","42.0 %","4.7 %","593","996","1589","sa635035"
"Angel Jimenez","Mariners (R)","18","230",".284","0.91","13.9 %","41.0 %","45.1 %","16.9 %","7.7 %","51.0 %","22.6 %","26.5 %","25.2 %","140","272","412","sa657515"
"Wester Suarez","Nationals (R)","18","82",".260","2.54","8.0 %","66.0 %","26.0 %","7.7 %","7.7 %","31.4 %","19.6 %","49.0 %","34.2 %","40","118","158","sa657794"
"Trey Williams","Phillies (R)","19","144",".240","1.00","17.0 %","41.5 %","41.5 %","38.5 %","7.7 %","60.0 %","13.0 %","27.0 %","32.8 %","70","186","256","sa658173"
"Zack Larson","- - -","19","223",".364","0.86","20.4 %","36.8 %","42.8 %","23.1 %","7.7 %","44.0 %","29.9 %","26.1 %","21.0 %","105","280","385","sa658498"
"Damion Smith","Diamondbacks (R)","19","101",".250","2.54","11.5 %","63.5 %","25.0 %","30.8 %","7.7 %","34.0 %","20.8 %","45.3 %","36.3 %","48","164","212","sa658646"
"Logan Wade","Twins (R)","21","106",".431","1.19","12.3 %","47.7 %","40.0 %","3.8 %","7.7 %","42.7 %","29.4 %","27.9 %","37.0 %","23","169","192","sa659188"
"Sam Dove","- - -","22","109",".186","1.65","15.9 %","52.4 %","31.7 %","30.8 %","7.7 %","43.2 %","15.9 %","40.9 %","24.9 %","19","146","165","sa708481"
"Yeridolfo Lizardo","Orioles (R)","20","44",".261","0.69","8.3 %","37.5 %","54.2 %","46.2 %","7.7 %","33.3 %","25.0 %","41.7 %","30.0 %","30","60","90","sa736913"
"Neivy Pilier","Nationals (R)","16","60",".212","1.23","9.4 %","50.0 %","40.6 %","30.8 %","7.7 %","61.8 %","11.8 %","26.5 %","32.4 %","29","79","108","sa737246"
"Jason Kanzler","Twins (R)","22","176",".299","1.46","9.4 %","53.8 %","36.8 %","10.3 %","7.7 %","51.8 %","27.7 %","20.5 %","34.9 %","64","266","330","sa738209"
"Austin Green","- - -","23","123",".333","1.23","23.7 %","42.1 %","34.2 %","15.4 %","7.7 %","50.0 %","17.5 %","32.5 %","26.8 %","55","195","250","sa738290"
"Joe Bennie","Athletics (R)","22","79",".357","1.77","16.3 %","53.5 %","30.2 %","23.1 %","7.7 %","30.2 %","20.9 %","48.8 %","22.4 %","59","111","170","sa738417"
"Victor Gomez","Cubs (R)","18","76",".383","2.00","18.8 %","54.2 %","27.1 %","15.4 %","7.7 %","38.8 %","20.4 %","40.8 %","35.9 %","36","109","145","sa739675"
"Sean Jamieson","Diamondbacks (A+)","24","505",".358","0.83","16.5 %","38.0 %","45.6 %","20.1 %","7.6 %","43.9 %","28.1 %","28.1 %","24.1 %","281","753","1034","sa598483"
"Matt Duffy","- - -","22","454",".335","1.19","21.1 %","42.8 %","36.1 %","20.3 %","7.6 %","34.8 %","24.3 %","40.9 %","11.1 %","377","672","1049","13836"
"Jorge Martinez","Indians (A)","20","406",".258","1.02","15.2 %","42.8 %","42.0 %","27.6 %","7.6 %","44.4 %","24.7 %","30.9 %","38.1 %","156","662","818","sa549648"
"David Adams","Yankees (AAA)","26","255",".314","1.15","17.9 %","43.9 %","38.2 %","19.7 %","7.6 %","52.5 %","26.3 %","21.2 %","6.4 %","399","607","1006","7389"
"Hainley Statia","Brewers (AAA)","27","343",".271","2.00","17.5 %","55.0 %","27.5 %","16.7 %","7.6 %","52.2 %","21.5 %","26.3 %","5.5 %","534","763","1297","sa254151"
"Sam Eberle","Giants (A-)","23","247",".261","1.09","17.4 %","43.1 %","39.5 %","22.7 %","7.6 %","31.8 %","19.4 %","48.8 %","17.2 %","162","291","453","sa579775"
"Denis Phipps","Reds (AAA)","27","482",".302","1.10","21.1 %","41.3 %","37.5 %","20.2 %","7.6 %","44.2 %","22.4 %","33.3 %","13.1 %","702","1162","1864","6968"
"Jose Castaneda","Mexican (AAA)","28","407",".271","1.15","12.9 %","46.6 %","40.5 %","23.5 %","7.6 %","44.7 %","24.2 %","31.1 %","9.6 %","527","1009","1536","sa509252"
"Wilmer Difo","- - -","21","235",".243","1.72","13.8 %","54.5 %","31.7 %","26.4 %","7.5 %","51.4 %","21.7 %","26.9 %","22.5 %","94","292","386","14320"
"Luke Carlin","Angels (AAA)","32","292",".277","1.91","17.6 %","54.0 %","28.3 %","15.1 %","7.5 %","45.9 %","24.0 %","30.1 %","6.9 %","480","646","1126","4666"
"Leury Garcia","- - -","22","240",".348","1.55","15.1 %","51.6 %","33.3 %","9.4 %","7.5 %","43.6 %","25.8 %","30.7 %","12.8 %","307","591","898","5913"
"Braeden Schlehuber","Braves (AA)","25","192",".221","1.30","14.7 %","48.3 %","37.1 %","26.4 %","7.5 %","46.9 %","27.2 %","25.9 %","9.1 %","245","458","703","sa454529"
"Chih-Hsien Chiang","Rangers (AA)","25","507",".300","1.27","12.9 %","48.8 %","38.3 %","17.8 %","7.5 %","42.3 %","22.5 %","35.2 %","10.7 %","579","1155","1734","sa328920"
"Myrio Richard","Athletics (A+)","24","507",".295","1.25","10.1 %","50.0 %","39.9 %","15.8 %","7.5 %","55.4 %","21.8 %","22.8 %","21.2 %","215","727","942","sa501560"
"Carlos Correa","Astros (A)","18","519",".375","1.48","17.0 %","49.4 %","33.5 %","12.5 %","7.5 %","37.0 %","29.7 %","33.2 %","18.1 %","346","699","1045","14162"
"Franchy Cordero","Padres (R)","18","157",".411","1.23","16.8 %","45.8 %","37.4 %","20.0 %","7.5 %","36.6 %","24.1 %","39.3 %","24.7 %","58","217","275","14567"
"Walter Ibarra","- - -","25","212",".385","1.55","25.5 %","45.3 %","29.2 %","20.0 %","7.5 %","37.4 %","26.6 %","36.0 %","13.3 %","243","554","797","sa314143"
"Antonio Lamas","Athletics (A+)","23","558",".290","1.21","14.5 %","46.9 %","38.6 %","20.0 %","7.5 %","51.4 %","20.9 %","27.7 %","19.9 %","228","811","1039","sa502224"
"Raul Linares","Angels (R)","22","181",".362","1.63","19.2 %","50.0 %","30.8 %","22.5 %","7.5 %","38.8 %","28.4 %","32.8 %","28.5 %","66","232","298","sa505256"
"James McDonald","- - -","21","171",".320","1.05","15.5 %","43.3 %","41.2 %","22.5 %","7.5 %","50.0 %","24.5 %","25.5 %","26.8 %","111","255","366","sa549071"
"Pedro Perez","Mets (R)","18","175",".364","1.10","20.0 %","41.9 %","38.1 %","20.0 %","7.5 %","42.7 %","20.0 %","37.3 %","36.5 %","52","271","323","sa597323"
"Tyler Grimes","Twins (A)","22","356",".342","1.25","11.8 %","49.0 %","39.2 %","22.5 %","7.5 %","53.1 %","23.7 %","23.2 %","24.1 %","229","502","731","sa597897"
"Daniel Paula","Reds (R)","20","150",".265","1.93","10.7 %","58.8 %","30.5 %","20.0 %","7.5 %","39.0 %","15.4 %","45.6 %","16.8 %","25","171","196","sa659601"
"Justin Seager","Mariners (A-)","21","263",".345","2.45","19.8 %","57.0 %","23.3 %","25.0 %","7.5 %","43.9 %","18.3 %","37.8 %","32.6 %","73","369","442","sa737926"
"Slade Heathcott","Yankees (AA)","22","444",".336","1.35","12.8 %","50.0 %","37.2 %","24.3 %","7.5 %","43.4 %","28.3 %","28.3 %","13.1 %","548","1025","1573","10336"
"Richard Lucas","Mets (AA)","24","375",".266","1.01","10.4 %","45.0 %","44.6 %","17.8 %","7.5 %","50.8 %","22.8 %","26.4 %","14.9 %","471","895","1366","sa389215"
"Ryan LaMarre","- - -","24","529",".285","1.28","16.2 %","47.1 %","36.7 %","22.4 %","7.5 %","49.9 %","22.3 %","27.9 %","11.1 %","684","1137","1821","10700"
"Barrett Barnes","Pirates (A)","21","206",".336","0.66","15.3 %","33.6 %","51.1 %","13.4 %","7.5 %","39.9 %","31.9 %","28.3 %","24.9 %","108","341","449","sa577859"
"Casey Kalenkosky","Braves (A)","23","331",".279","0.97","18.5 %","40.1 %","41.4 %","26.6 %","7.4 %","48.1 %","25.5 %","26.4 %","22.0 %","211","465","676","sa599036"
"Cameron Flynn","- - -","23","400",".356","1.43","21.9 %","45.9 %","32.2 %","9.6 %","7.4 %","34.7 %","25.1 %","40.3 %","21.3 %","179","512","691","sa658558"
"Chris Taylor","- - -","22","619",".388","1.81","24.2 %","48.9 %","26.9 %","7.4 %","7.4 %","44.1 %","26.2 %","29.8 %","13.2 %","703","1071","1774","13757"
"Andrew Knapp","Phillies (A-)","21","247",".325","1.43","16.6 %","49.0 %","34.4 %","11.1 %","7.4 %","48.5 %","17.4 %","34.2 %","31.5 %","118","336","454","14942"
"Logan Watkins","Cubs (AAA)","23","472",".300","1.39","16.8 %","48.4 %","34.8 %","21.3 %","7.4 %","43.5 %","28.7 %","27.8 %","9.3 %","718","1060","1778","4875"
"Jose Munoz","Mexican (AAA)","34","127",".215","1.30","22.5 %","43.8 %","33.8 %","29.6 %","7.4 %","46.3 %","19.5 %","34.2 %","6.9 %","217","317","534","sa203194"
"Sandy Brito","- - -","20","143",".265","1.22","11.8 %","48.5 %","39.7 %","22.2 %","7.4 %","26.4 %","23.6 %","50.0 %","37.9 %","82","237","319","sa548074"
"Hirotoshi Onaka","- - -","24","130",".271","1.63","15.5 %","52.4 %","32.1 %","18.5 %","7.4 %","45.6 %","18.9 %","35.6 %","16.9 %","97","181","278","sa582792"
"Rodolfo Amador","Mexican (AAA)","20","348",".315","1.14","15.7 %","44.9 %","39.4 %","21.3 %","7.4 %","46.1 %","26.6 %","27.3 %","12.6 %","337","801","1138","sa652484"
"Franklin Navarro","Tigers (R)","18","111",".319","1.07","21.1 %","40.8 %","38.0 %","11.1 %","7.4 %","46.7 %","18.7 %","34.7 %","28.8 %","38","153","191","sa655913"
"Kevin Garcia","- - -","20","245",".339","1.63","22.4 %","48.1 %","29.5 %","22.2 %","7.4 %","50.0 %","24.0 %","26.0 %","13.9 %","109","279","388","sa657502"
"Isaiah Yates","Mariners (R)","18","219",".378","0.93","18.8 %","39.1 %","42.2 %","13.0 %","7.4 %","42.0 %","27.5 %","30.5 %","33.1 %","122","331","453","sa658311"
"Luis Barrera","Athletics (R)","17","149",".196","0.67","11.8 %","35.3 %","52.9 %","35.2 %","7.4 %","47.2 %","16.0 %","36.8 %","24.0 %","82","176","258","sa736690"
"Jorge Baez","Cardinals (R)","19","115",".349","1.00","14.3 %","42.9 %","42.9 %","25.9 %","7.4 %","51.5 %","21.2 %","27.3 %","40.7 %","46","180","226","sa739156"
"Erik Gonzalez","- - -","21","546",".304","1.62","18.8 %","50.3 %","31.0 %","18.9 %","7.4 %","40.8 %","24.3 %","34.9 %","23.0 %","255","870","1125","13369"
"Jace Peterson","Padres (A+)","23","496",".332","2.23","15.7 %","58.2 %","26.1 %","10.5 %","7.4 %","54.3 %","19.7 %","26.1 %","8.2 %","505","863","1368","12325"
"Tuffy Gosewisch","Diamondbacks (AAA)","29","272",".309","0.85","16.2 %","38.6 %","45.2 %","23.2 %","7.4 %","46.7 %","25.7 %","27.6 %","7.5 %","356","663","1019","5277"
"Eliezer Ortiz","Mexican (AAA)","25","451",".383","1.92","17.1 %","54.5 %","28.4 %","11.6 %","7.4 %","44.0 %","22.2 %","33.8 %","13.1 %","473","1047","1520","sa508491"
"Jared Mitchell","- - -","24","356",".260","1.06","20.9 %","40.7 %","38.4 %","29.4 %","7.4 %","43.3 %","23.6 %","33.2 %","12.8 %","629","885","1514","sa327116"
"Carlos Alvarez","Mexican (AAA)","25","252",".296","1.06","14.6 %","43.9 %","41.5 %","29.4 %","7.4 %","52.9 %","21.8 %","25.3 %","7.2 %","388","572","960","sa509271"
"Smerling Lantigua","Rangers (R)","19","177",".273","0.44","12.5 %","26.8 %","60.7 %","25.0 %","7.4 %","44.0 %","21.6 %","34.5 %","33.5 %","45","274","319","sa597104"
"Harold Ramirez","Pirates (A-)","18","310",".332","1.60","19.5 %","49.5 %","30.9 %","22.1 %","7.4 %","49.1 %","18.4 %","32.5 %","24.9 %","124","398","522","sa660586"
"Chris Rahl","Nationals (AAA)","29","419",".363","1.34","15.8 %","48.2 %","36.0 %","19.3 %","7.3 %","44.5 %","25.5 %","30.0 %","16.6 %","418","984","1402","sa291400"
"Rey Fuentes","- - -","22","470",".400","2.17","17.7 %","56.3 %","25.9 %","14.6 %","7.3 %","43.4 %","27.7 %","28.9 %","8.3 %","662","1087","1749","10329"
"Jesse Gutierrez","Mexican (AAA)","35","333",".345","1.23","18.3 %","45.1 %","36.6 %","20.7 %","7.3 %","45.3 %","22.4 %","32.3 %","9.7 %","457","756","1213","sa200183"
"Jeremy Lucas","- - -","22","332",".317","1.21","17.7 %","45.0 %","37.3 %","22.0 %","7.3 %","46.2 %","22.7 %","31.1 %","17.6 %","251","431","682","sa503053"
"Barfil Munoz","Yankees (R)","19","170",".279","0.78","13.1 %","38.1 %","48.8 %","26.8 %","7.3 %","48.3 %","24.7 %","27.0 %","38.7 %","96","263","359","sa657321"
"Alex Hudak","- - -","23","197",".324","1.24","17.9 %","45.5 %","36.6 %","22.0 %","7.3 %","40.9 %","19.1 %","40.0 %","25.1 %","157","341","498","sa659452"
"Tyler Pastornicky","Braves (AAA)","23","320",".335","2.40","22.1 %","55.0 %","22.9 %","20.0 %","7.3 %","30.7 %","27.1 %","42.2 %","7.3 %","460","753","1213","6777"
"Mark Thomas","Rays (AA)","25","202",".188","1.02","14.0 %","43.4 %","42.6 %","25.5 %","7.3 %","55.6 %","21.8 %","22.6 %","16.2 %","235","458","693","sa328150"
"Theo Bowe","Reds (AA)","22","259",".247","1.82","15.3 %","54.6 %","30.1 %","18.2 %","7.3 %","42.8 %","21.4 %","35.8 %","9.9 %","341","569","910","sa455442"
"Francisco Arcia","- - -","23","219",".252","1.24","19.1 %","44.7 %","36.2 %","14.5 %","7.3 %","47.8 %","19.1 %","33.1 %","17.4 %","132","351","483","sa455908"
"Gabriel Lino","- - -","20","204",".349","0.85","18.4 %","37.6 %","44.0 %","34.5 %","7.3 %","47.3 %","25.2 %","27.5 %","41.4 %","56","318","374","sa548048"
"Frank Frias","Yankees (R)","19","249",".408","1.31","11.8 %","50.0 %","38.2 %","16.4 %","7.3 %","49.0 %","23.8 %","27.2 %","29.6 %","175","325","500","sa736660"
"Jake Smolinski","- - -","24","434",".290","0.97","18.7 %","40.0 %","41.3 %","21.8 %","7.3 %","46.5 %","23.9 %","29.7 %","7.2 %","664","1008","1672","5408"
"Carmen Angelini","- - -","24","394",".291","0.92","17.1 %","39.7 %","43.2 %","24.2 %","7.3 %","43.5 %","25.3 %","31.2 %","11.6 %","374","790","1164","sa390643"
"Wade Kirkland","Athletics (A+)","24","239",".281","0.64","13.9 %","33.5 %","52.5 %","19.3 %","7.2 %","40.9 %","22.6 %","36.5 %","37.2 %","79","389","468","sa549069"
"Ryan Delgado","- - -","25","266",".263","0.96","8.9 %","44.7 %","46.4 %","24.1 %","7.2 %","55.8 %","19.3 %","24.9 %","26.9 %","136","378","514","sa549953"
"Engel Beltre","Rangers (AAA)","23","439",".351","1.49","20.9 %","47.4 %","31.7 %","21.6 %","7.2 %","45.2 %","25.1 %","29.7 %","12.5 %","477","1027","1504","4918"
"Alfredo Marte","Diamondbacks (AAA)","24","343",".327","1.10","17.4 %","43.3 %","39.3 %","15.5 %","7.2 %","50.6 %","21.3 %","28.1 %","11.3 %","461","800","1261","5212"
"Brian Goodwin","Nationals (AA)","22","533",".321","1.09","11.8 %","46.1 %","42.1 %","17.3 %","7.2 %","43.7 %","23.0 %","33.3 %","8.9 %","894","1315","2209","12858"
"Tyler Massey","Rockies (A+)","23","496",".315","0.89","16.0 %","39.5 %","44.5 %","26.8 %","7.2 %","44.1 %","26.3 %","29.7 %","21.0 %","257","731","988","sa455277"
"Nick Franklin","Mariners (AAA)","22","177",".350","0.70","22.1 %","32.0 %","45.9 %","19.6 %","7.1 %","46.4 %","26.4 %","27.2 %","5.8 %","308","405","713","10166"
"James McCann","Tigers (AA)","23","486",".321","1.52","21.2 %","47.5 %","31.3 %","11.6 %","7.1 %","48.1 %","23.1 %","28.9 %","12.3 %","598","1084","1682","12859"
"Chad Pinder","Athletics (A-)","21","161",".253","0.93","15.6 %","40.6 %","43.8 %","23.8 %","7.1 %","37.3 %","20.6 %","42.2 %","33.2 %","59","227","286","15191"
"Luis Exposito","Orioles (AAA)","26","226",".271","1.30","17.8 %","46.5 %","35.7 %","30.4 %","7.1 %","42.1 %","27.7 %","30.2 %","13.1 %","300","535","835","4398"
"Elian Herrera","Dodgers (AAA)","28","476",".330","1.76","16.9 %","52.9 %","30.2 %","14.3 %","7.1 %","37.7 %","24.1 %","38.2 %","8.3 %","705","1058","1763","5432"
"Justin Maxwell","- - -","29","55",".139","0.93","25.0 %","36.1 %","38.9 %","21.4 %","7.1 %","40.5 %","21.6 %","37.8 %","14.0 %","63","137","200","6827"
"Ryan Goins","Blue Jays (AAA)","25","418",".316","1.76","18.9 %","51.7 %","29.4 %","20.2 %","7.1 %","41.7 %","21.9 %","36.4 %","7.9 %","575","992","1567","9807"
"Iker Franco","Mexican (AAA)","32","178",".272","1.19","19.3 %","43.9 %","36.8 %","31.0 %","7.1 %","49.6 %","23.5 %","26.9 %","7.9 %","303","396","699","sa203900"
"John Tolisano","- - -","24","273",".303","0.80","16.1 %","37.2 %","46.7 %","31.0 %","7.1 %","47.0 %","23.8 %","29.2 %","8.6 %","399","619","1018","sa389891"
"John Murrian","- - -","25","188",".218","0.61","10.3 %","34.1 %","55.6 %","24.3 %","7.1 %","41.1 %","33.3 %","25.6 %","23.1 %","92","259","351","sa501551"
"Juan Silva","Reds (A+)","22","404",".327","1.04","11.3 %","45.1 %","43.6 %","12.5 %","7.1 %","39.9 %","28.1 %","31.9 %","15.4 %","325","576","901","sa501563"
"Casey Stevenson","- - -","25","309",".261","1.18","14.5 %","46.3 %","39.3 %","21.4 %","7.1 %","51.4 %","19.7 %","28.9 %","6.5 %","399","677","1076","sa503298"
"Art Charles","Phillies (A)","22","513",".318","0.76","15.6 %","36.4 %","48.0 %","16.9 %","7.1 %","40.4 %","24.7 %","34.9 %","27.6 %","294","739","1033","sa503326"
"Luis Perez","- - -","21","153",".288","1.07","19.4 %","41.7 %","38.9 %","16.7 %","7.1 %","37.2 %","31.0 %","31.9 %","26.6 %","48","193","241","sa506572"
"Claudio Custodio","- - -","22","179",".280","1.45","8.8 %","54.0 %","37.2 %","9.5 %","7.1 %","50.8 %","20.6 %","28.6 %","15.8 %","161","344","505","sa547829"
"Oliver Zapata","Cubs (A)","20","445",".293","1.78","9.0 %","58.2 %","32.8 %","27.6 %","7.1 %","45.2 %","25.8 %","29.0 %","24.8 %","246","616","862","sa547897"
"Jacob Tanis","Athletics (A)","24","46",".219","1.07","9.4 %","46.9 %","43.8 %","14.3 %","7.1 %","42.4 %","27.3 %","30.3 %","38.0 %","11","68","79","sa579120"
"Francisco Herrera","Phillies (R)","19","152",".302","1.24","18.3 %","45.2 %","36.5 %","31.0 %","7.1 %","45.4 %","23.5 %","31.1 %","22.8 %","52","180","232","sa596036"
"Victor Cruzado","Mets (R)","21","164",".378","1.26","13.6 %","48.2 %","38.2 %","28.6 %","7.1 %","49.1 %","25.4 %","25.4 %","19.9 %","102","195","297","sa597033"
"Jose Rojas","Rays (R)","20","303",".287","0.63","13.3 %","33.3 %","53.3 %","28.6 %","7.1 %","61.3 %","19.6 %","19.1 %","16.8 %","188","319","507","sa597210"
"Danny Hayes","White Sox (R)","22","273",".315","1.06","20.4 %","40.9 %","38.7 %","15.7 %","7.1 %","43.6 %","21.8 %","34.6 %","22.2 %","157","347","504","sa621374"
"Eliezer Alvarez","Cardinals (R)","18","73",".250","1.79","20.4 %","51.0 %","28.6 %","7.1 %","7.1 %","40.7 %","13.0 %","46.3 %","29.0 %","18","96","114","sa657261"
"Allen Valerio","Yankees (R)","20","288",".307","0.42","11.2 %","26.3 %","62.6 %","21.4 %","7.1 %","53.2 %","22.6 %","24.2 %","21.5 %","216","332","548","sa657761"
"Jose Ariza","White Sox (R)","19","99",".222","0.89","14.5 %","40.3 %","45.2 %","25.0 %","7.1 %","41.8 %","20.9 %","37.3 %","17.9 %","75","109","184","sa658094"
"Adam Giacalone","- - -","21","461",".354","2.43","20.8 %","56.1 %","23.1 %","8.6 %","7.1 %","34.1 %","25.7 %","40.2 %","17.2 %","396","765","1161","sa658300"
"Edduin Aray","Rays (R)","19","87",".269","1.79","20.4 %","51.0 %","28.6 %","42.9 %","7.1 %","43.4 %","22.6 %","34.0 %","37.0 %","43","119","162","sa735826"
"Jesus Bermejo","Astros (R)","19","69",".279","1.86","9.1 %","59.1 %","31.8 %","21.4 %","7.1 %","46.7 %","33.3 %","20.0 %","39.7 %","22","99","121","sa737228"
"Blake Miller","- - -","23","161",".340","0.93","21.4 %","37.9 %","40.8 %","14.3 %","7.1 %","40.6 %","30.2 %","29.3 %","17.9 %","85","200","285","sa738430"
