"Name","Team","Age","PA","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","Pull%","Cent%","Oppo%","SwStr%","Balls","Strikes","Pitches","playerid"
"Luis Juarez","Mexican (AAA)","22","97",".343","1.36","25.7 %","42.9 %","31.4 %","40.9 %","9.1 %","54.2 %","15.3 %","30.6 %","12.7 %","121","193","314","sa509384"
"Robert Kral","- - -","23","122",".329","0.94","8.6 %","44.3 %","47.1 %","21.2 %","9.1 %","46.0 %","33.8 %","20.3 %","10.2 %","171","220","391","sa526396"
"Jose Solano","Astros (R)","20","68",".237","2.00","10.8 %","59.5 %","29.7 %","9.1 %","9.1 %","50.0 %","27.5 %","22.5 %","32.0 %","17","86","103","sa547835"
"Wagner Gomez","Reds (R)","20","160",".264","1.36","13.3 %","50.0 %","36.7 %","36.4 %","9.1 %","54.2 %","22.9 %","22.9 %","30.0 %","98","222","320","sa547905"
"Maximo Sosa","Diamondbacks (R)","20","247",".260","1.08","9.3 %","47.0 %","43.7 %","22.7 %","9.1 %","53.4 %","21.7 %","24.8 %","26.1 %","132","316","448","sa548058"
"Kelvin Mention","Twins (R)","20","75",".224","2.55","15.2 %","60.9 %","23.9 %","36.4 %","9.1 %","45.1 %","13.7 %","41.2 %","35.9 %","29","102","131","sa550016"
"Eduardo de Oleo","Yankees (R)","19","53",".276","1.09","23.3 %","40.0 %","36.7 %","45.5 %","9.1 %","53.3 %","26.7 %","20.0 %","32.7 %","23","81","104","sa597686"
"Cameron Edman","Orioles (A-)","24","164",".255","1.18","14.3 %","46.4 %","39.3 %","20.5 %","9.1 %","56.1 %","22.8 %","21.1 %","32.5 %","50","239","289","sa599478"
"Ty Washington","Reds (R)","18","76",".294","0.95","15.7 %","41.2 %","43.1 %","27.3 %","9.1 %","38.2 %","38.2 %","23.6 %","13.2 %","44","92","136","sa602679"
"Ricardo Lizcano","Cardinals (R)","21","50",".345","1.36","13.3 %","50.0 %","36.7 %","18.2 %","9.1 %","40.0 %","20.0 %","40.0 %","28.4 %","34","68","102","sa661015"
"Corban Joseph","- - -","23","488",".298","0.70","16.3 %","34.4 %","49.3 %","8.4 %","9.0 %","48.6 %","24.4 %","27.0 %","5.8 %","792","1108","1900","5503"
"Chad Oberacker","- - -","23","579",".308","1.16","12.0 %","47.3 %","40.7 %","18.7 %","9.0 %","48.2 %","25.2 %","26.6 %","22.1 %","284","804","1088","sa549447"
"Aaron Hicks","Twins (AA)","22","563",".348","1.06","18.7 %","41.8 %","39.6 %","18.1 %","9.0 %","50.3 %","23.1 %","26.6 %","8.5 %","893","1245","2138","5297"
"Luis Mauricio Suarez","Mexican (AAA)","33","453",".366","0.72","22.8 %","32.2 %","45.0 %","19.4 %","9.0 %","38.6 %","31.3 %","30.1 %","6.1 %","701","1115","1816","sa508488"
"Taylor Featherston","Rockies (A)","22","444",".357","0.73","19.3 %","34.0 %","46.7 %","20.3 %","9.0 %","46.0 %","25.5 %","28.5 %","23.1 %","316","613","929","12590"
"Charlie Culberson","- - -","23","508",".302","1.23","20.2 %","43.9 %","35.8 %","17.3 %","9.0 %","47.6 %","21.7 %","30.8 %","12.0 %","564","1187","1751","3298"
"Austin Hedges","Padres (A)","19","373",".312","1.05","15.6 %","43.3 %","41.1 %","30.6 %","9.0 %","56.0 %","20.2 %","23.8 %","24.4 %","130","480","610","12976"
"Willie Romero","- - -","37","376",".327","1.14","18.9 %","43.2 %","37.9 %","23.0 %","9.0 %","46.4 %","21.9 %","31.7 %","6.4 %","581","799","1380","sa195477"
"Blake Lalli","- - -","29","340",".282","1.39","17.4 %","48.1 %","34.5 %","15.7 %","9.0 %","44.6 %","21.4 %","34.1 %","9.2 %","448","817","1265","9246"
"Junior Arias","Reds (A)","20","388",".263","1.85","12.3 %","56.9 %","30.8 %","20.5 %","9.0 %","55.8 %","21.9 %","22.3 %","30.8 %","117","577","694","sa506265"
"Cole Gillespie","Diamondbacks (AAA)","28","510",".347","0.90","23.3 %","36.4 %","40.3 %","20.0 %","9.0 %","40.8 %","23.4 %","35.9 %","6.4 %","834","1233","2067","5888"
"Anderson De La Rosa","Brewers (AA)","27","244",".273","1.13","15.4 %","45.0 %","39.6 %","20.9 %","9.0 %","42.8 %","27.8 %","29.5 %","15.1 %","294","576","870","sa254509"
"John Tolisano","Blue Jays (AA)","23","497",".283","1.11","18.7 %","42.8 %","38.5 %","39.6 %","9.0 %","50.7 %","21.6 %","27.7 %","9.2 %","744","1113","1857","sa389891"
"Jesus Castillo","Mexican (AAA)","29","442",".375","2.58","25.5 %","53.7 %","20.8 %","10.4 %","9.0 %","40.8 %","21.5 %","37.8 %","6.3 %","661","973","1634","sa508184"
"Abel Martinez","- - -","35","408",".313","1.23","17.7 %","45.3 %","36.9 %","24.4 %","8.9 %","49.7 %","23.6 %","26.7 %","5.9 %","477","836","1313","sa203950"
"Kevan Smith","- - -","24","465",".319","1.40","19.0 %","47.3 %","33.7 %","11.6 %","8.9 %","37.0 %","26.0 %","37.0 %","22.2 %","174","619","793","12284"
"Domonic Brown","- - -","24","261",".361","1.70","20.9 %","49.7 %","29.3 %","23.2 %","8.9 %","51.5 %","17.4 %","31.1 %","11.1 %","356","593","949","3154"
"Michael Hollimon","Twins (AAA)","30","191",".281","0.77","15.4 %","36.8 %","47.9 %","23.2 %","8.9 %","49.6 %","24.0 %","26.5 %","11.9 %","283","455","738","3674"
"Matt Mangini","- - -","26","380",".360","2.41","24.2 %","53.6 %","22.2 %","12.5 %","8.9 %","40.2 %","25.2 %","34.7 %","10.8 %","600","897","1497","8051"
"Drew Hillman","- - -","23","196",".239","1.20","15.2 %","46.2 %","38.6 %","37.5 %","8.9 %","52.7 %","14.9 %","32.4 %","33.2 %","44","266","310","sa503329"
"Aris Alcantara","Braves (R)","22","202",".305","1.46","11.0 %","52.9 %","36.1 %","21.4 %","8.9 %","51.0 %","23.6 %","25.5 %","25.3 %","52","260","312","sa506239"
"Chris Wallace","- - -","24","269",".337","1.39","18.8 %","47.3 %","33.9 %","21.4 %","8.9 %","43.9 %","19.3 %","36.8 %","14.4 %","355","633","988","sa526346"
"B.A. Vollmuth","- - -","22","595",".331","1.02","16.4 %","42.2 %","41.4 %","28.7 %","8.9 %","41.9 %","27.8 %","30.3 %","28.6 %","305","879","1184","sa526567"
"Luis Perez","Cardinals (R)","20","166",".341","1.18","19.0 %","43.8 %","37.2 %","6.7 %","8.9 %","54.4 %","19.2 %","26.4 %","25.7 %","51","202","253","sa506572"
"Jose Pena","- - -","19","275",".354","0.80","16.1 %","37.3 %","46.6 %","23.3 %","8.9 %","46.0 %","28.0 %","26.0 %","28.1 %","87","376","463","sa547972"
"Matt Curry","- - -","23","456",".359","0.99","17.7 %","41.0 %","41.3 %","14.5 %","8.9 %","43.4 %","25.5 %","31.1 %","13.7 %","624","1016","1640","sa549213"
"Jake Stewart","Tigers (A-)","21","286",".260","0.86","21.8 %","36.2 %","42.0 %","21.5 %","8.9 %","47.8 %","29.9 %","22.4 %","31.0 %","92","411","503","sa501749"
"Tom Murphy","Rockies (A-)","21","236",".353","0.96","16.4 %","40.9 %","42.8 %","22.1 %","8.8 %","45.7 %","25.6 %","28.7 %","28.4 %","87","328","415","13499"
"Juan Miranda","- - -","29","265",".319","1.18","12.4 %","47.3 %","40.2 %","19.1 %","8.8 %","52.1 %","24.3 %","23.7 %","10.6 %","450","597","1047","7783"
"Shilo McCall","Giants (R)","18","164",".337","1.26","16.3 %","46.7 %","37.0 %","20.6 %","8.8 %","53.1 %","27.1 %","19.8 %","25.8 %","111","230","341","sa206496"
"Tyler Bream","Diamondbacks (R)","22","185",".331","1.79","26.9 %","46.9 %","26.2 %","17.6 %","8.8 %","45.1 %","21.8 %","33.1 %","24.8 %","66","245","311","sa577680"
"Rudy Flores","- - -","21","206",".408","1.76","24.2 %","48.4 %","27.4 %","2.9 %","8.8 %","43.8 %","19.5 %","36.7 %","29.9 %","106","289","395","sa621607"
"Dan Gulbransen","Astros (A-)","21","242",".241","1.03","13.8 %","43.8 %","42.5 %","26.5 %","8.8 %","45.6 %","24.3 %","30.2 %","21.3 %","133","299","432","sa621622"
"Jorge Saez","Blue Jays (R)","21","134",".213","1.32","12.2 %","50.0 %","37.8 %","26.5 %","8.8 %","54.4 %","16.3 %","29.4 %","15.4 %","103","157","260","sa658909"
"Andres De Aza","Blue Jays (R)","17","109",".271","0.85","10.0 %","41.4 %","48.6 %","23.5 %","8.8 %","42.5 %","28.8 %","28.8 %","28.0 %","38","151","189","sa659467"
"Clint Robinson","Royals (AAA)","27","570",".315","1.23","21.1 %","43.5 %","35.4 %","17.6 %","8.8 %","42.1 %","22.5 %","35.5 %","7.4 %","900","1229","2129","6908"
"Zack Cox","- - -","23","422",".305","1.31","12.3 %","49.7 %","38.0 %","9.6 %","8.8 %","41.3 %","21.6 %","37.1 %","10.3 %","488","954","1442","sa455436"
"Alex Burg","Giants (A+)","24","397",".295","0.94","16.3 %","40.5 %","43.2 %","28.1 %","8.8 %","45.8 %","22.5 %","31.7 %","18.0 %","386","758","1144","sa502124"
"Francisco Sanchez","Cubs (R)","18","211",".256","0.91","12.1 %","41.9 %","46.0 %","28.1 %","8.8 %","51.9 %","24.4 %","23.7 %","35.0 %","63","331","394","sa597087"
"Anthony Melchionda","- - -","22","228",".323","1.39","17.1 %","48.2 %","34.8 %","10.5 %","8.8 %","51.5 %","16.8 %","31.7 %","24.8 %","50","321","371","sa621662"
"Delino DeShields","- - -","19","637",".358","1.40","18.6 %","47.5 %","33.9 %","27.0 %","8.8 %","44.0 %","31.0 %","25.0 %","24.5 %","421","856","1277","11379"
"Chad Tracy","Rockies (AAA)","26","498",".329","0.97","18.7 %","40.1 %","41.3 %","19.7 %","8.8 %","54.6 %","21.0 %","24.4 %","11.4 %","648","1127","1775","sa326677"
"Chris Dickerson","Yankees (AAA)","30","321",".403","0.90","20.8 %","37.5 %","41.7 %","5.0 %","8.8 %","43.9 %","28.3 %","27.8 %","10.1 %","576","785","1361","7095"
"Brahiam Maldonado","- - -","26","262",".288","0.98","15.5 %","41.7 %","42.8 %","20.0 %","8.8 %","51.3 %","21.5 %","27.2 %","11.2 %","349","593","942","sa254474"
"Dustin Martin","- - -","28","359",".351","1.38","18.1 %","47.4 %","34.5 %","18.8 %","8.8 %","47.0 %","21.6 %","31.4 %","8.5 %","538","858","1396","sa328277"
"Omar De La Torre","- - -","32","282",".252","1.20","15.0 %","46.4 %","38.6 %","12.5 %","8.8 %","56.2 %","17.8 %","26.0 %","8.7 %","368","680","1048","sa508487"
"Randal Grichuk","Angels (A+)","20","575",".329","0.81","14.8 %","38.1 %","47.0 %","25.7 %","8.7 %","44.6 %","27.5 %","27.9 %","15.3 %","370","1026","1396","10243"
"Tommy Joseph","- - -","20","449",".307","1.02","17.7 %","41.6 %","40.6 %","16.7 %","8.7 %","44.3 %","20.3 %","35.4 %","13.2 %","563","1049","1612","10349"
"Shawn Bowman","- - -","27","460",".317","0.98","16.1 %","41.6 %","42.3 %","14.3 %","8.7 %","48.0 %","23.7 %","28.3 %","14.0 %","576","1085","1661","sa226157"
"Jeremy Barfield","Athletics (AA)","23","528",".299","1.33","12.8 %","49.7 %","37.4 %","19.5 %","8.7 %","52.1 %","22.9 %","25.1 %","8.9 %","676","1166","1842","sa327073"
"Tony Plagman","Tigers (AA)","24","438",".268","0.64","16.9 %","32.5 %","50.5 %","22.1 %","8.7 %","50.8 %","19.6 %","29.6 %","15.2 %","502","1042","1544","sa503690"
"Lance Ray","Twins (A+)","22","426",".263","0.65","15.2 %","33.4 %","51.4 %","22.8 %","8.7 %","44.0 %","23.2 %","32.8 %","26.0 %","239","562","801","sa546832"
"Luis Matos","- - -","33","188",".293","1.13","25.2 %","39.7 %","35.1 %","30.4 %","8.7 %","49.3 %","22.9 %","27.9 %","5.3 %","277","420","697","152"
"Clete Thomas","Twins (AAA)","28","426",".288","0.76","13.8 %","37.2 %","48.9 %","24.6 %","8.7 %","35.4 %","28.1 %","36.5 %","12.2 %","602","1072","1674","3373"
"Conor Gillaspie","Giants (AAA)","24","465",".291","0.80","19.9 %","35.5 %","44.6 %","19.9 %","8.7 %","45.6 %","26.2 %","28.1 %","6.1 %","609","945","1554","9009"
"Dionys Cesar","Mexican (AAA)","35","209",".353","1.70","18.4 %","51.3 %","30.3 %","10.9 %","8.7 %","53.6 %","16.8 %","29.7 %","6.4 %","331","466","797","sa208388"
"Pedro Guerrero","- - -","23","347",".281","0.66","11.2 %","35.3 %","53.5 %","27.0 %","8.7 %","57.0 %","23.7 %","19.3 %","39.1 %","99","550","649","sa455728"
"Wade Gaynor","- - -","24","475",".290","0.53","8.5 %","31.6 %","59.9 %","19.6 %","8.7 %","52.9 %","25.2 %","22.0 %","23.8 %","304","660","964","sa501211"
"Dallas Tarleton","- - -","24","286",".357","1.16","18.6 %","43.7 %","37.7 %","14.5 %","8.7 %","39.3 %","27.8 %","33.0 %","20.4 %","184","449","633","sa502006"
"Tim Roberson","Red Sox (A-)","22","76",".231","1.13","7.5 %","49.1 %","43.4 %","13.0 %","8.7 %","40.7 %","14.8 %","44.4 %","27.5 %","25","106","131","sa546786"
"Yosbel Gutierrez","Diamondbacks (R)","19","138",".393","2.26","15.7 %","58.4 %","25.8 %","21.7 %","8.7 %","55.0 %","14.3 %","30.8 %","26.7 %","71","169","240","sa550722"
"Eris Peguero","Mets (R)","22","142",".333","2.91","8.2 %","68.4 %","23.5 %","13.0 %","8.7 %","46.7 %","22.9 %","30.5 %","28.4 %","33","196","229","sa597031"
"Fabian Castillo","Padres (R)","18","104",".231","1.83","15.6 %","54.5 %","29.9 %","34.8 %","8.7 %","51.3 %","18.8 %","30.0 %","30.1 %","19","137","156","sa597422"
"Alexi Colon","- - -","22","105",".305","1.13","18.3 %","43.3 %","38.3 %","21.7 %","8.7 %","59.0 %","27.9 %","13.1 %","25.2 %","71","147","218","sa658899"
"Brandon Laird","Yankees (AAA)","24","550",".289","0.92","15.3 %","40.6 %","44.1 %","19.7 %","8.7 %","48.0 %","25.3 %","26.8 %","10.9 %","746","1396","2142","5476"
"Josh Rodriguez","- - -","27","532",".328","0.92","19.3 %","38.7 %","42.0 %","14.7 %","8.7 %","39.0 %","27.4 %","33.6 %","8.7 %","780","1294","2074","5716"
"Marcus Knecht","Blue Jays (A+)","22","516",".277","0.62","19.8 %","30.7 %","49.5 %","34.7 %","8.7 %","53.7 %","21.4 %","24.9 %","29.5 %","264","785","1049","sa455466"
"Michael Earley","White Sox (A+)","24","503",".322","0.98","19.5 %","39.8 %","40.7 %","27.3 %","8.7 %","58.8 %","18.1 %","23.1 %","21.8 %","208","653","861","sa549597"
"Blake Tekotte","Padres (AAA)","25","347",".312","0.66","23.8 %","30.4 %","45.8 %","31.7 %","8.7 %","57.3 %","21.8 %","20.9 %","14.6 %","434","787","1221","8810"
"Sean Ochinko","- - -","24","350",".312","1.06","19.5 %","41.4 %","39.1 %","32.7 %","8.7 %","50.4 %","26.7 %","23.0 %","13.9 %","300","622","922","sa501639"
"Mike Gilmartin","Athletics (A+)","24","486",".313","1.64","15.9 %","52.3 %","31.8 %","18.3 %","8.7 %","45.5 %","24.6 %","29.9 %","24.2 %","265","705","970","sa502326"
"Gio Urshela","Indians (A+)","20","475",".290","0.98","14.6 %","42.3 %","43.1 %","29.0 %","8.6 %","47.2 %","22.3 %","30.5 %","15.1 %","275","856","1131","10681"
"Luke Anders","- - -","25","333",".321","1.22","18.9 %","44.6 %","36.5 %","29.6 %","8.6 %","50.7 %","20.1 %","29.3 %","17.5 %","324","646","970","sa454737"
"Luke Bailey","Rays (A+)","21","256",".288","0.62","20.1 %","30.5 %","49.4 %","21.0 %","8.6 %","52.6 %","23.4 %","24.0 %","32.9 %","73","411","484","sa501447"
"Gregorio Petit","Indians (AAA)","27","422",".297","1.10","18.1 %","43.0 %","38.9 %","14.7 %","8.6 %","51.0 %","22.7 %","26.3 %","9.8 %","491","954","1445","3812"
"Junior Lake","Cubs (AA)","22","448",".353","1.09","17.1 %","43.2 %","39.7 %","24.1 %","8.6 %","47.7 %","25.7 %","26.6 %","16.8 %","588","1070","1658","4672"
"Brett Carroll","Nationals (AAA)","29","417",".310","0.89","17.0 %","39.0 %","43.9 %","39.7 %","8.6 %","53.3 %","21.9 %","24.8 %","10.7 %","659","1033","1692","8066"
"Stefan Sabol","Mets (A-)","20","254",".306","1.17","19.2 %","43.6 %","37.2 %","19.0 %","8.6 %","61.1 %","22.2 %","16.7 %","24.5 %","130","339","469","sa549280"
"Derrick Mitchell","- - -","25","281",".246","0.77","16.2 %","36.5 %","47.2 %","17.2 %","8.6 %","52.0 %","26.5 %","21.5 %","12.2 %","335","639","974","sa295726"
"Luis Marte","Rays (R)","21","108",".192","0.83","9.9 %","40.8 %","49.3 %","34.3 %","8.6 %","45.5 %","29.9 %","24.7 %","39.1 %","23","156","179","sa506112"
"Ibrahim McKenzie","Braves (R)","18","235",".313","0.93","11.2 %","42.8 %","46.1 %","25.7 %","8.6 %","48.1 %","29.8 %","22.2 %","27.0 %","89","308","397","sa596854"
"Ismael Alcantara","Mariners (R)","18","258",".313","1.11","11.4 %","46.7 %","41.9 %","15.7 %","8.6 %","55.3 %","22.4 %","22.4 %","24.7 %","132","322","454","sa597737"
"Jose Guadalupe Chavez","Mexican (AAA)","27","441",".357","1.11","18.2 %","43.0 %","38.7 %","17.9 %","8.5 %","48.3 %","29.3 %","22.4 %","7.1 %","663","991","1654","sa288775"
"Douglas Landaeta","Athletics (A)","23","399",".284","1.03","14.4 %","43.3 %","42.2 %","23.1 %","8.5 %","50.3 %","24.2 %","25.5 %","25.4 %","155","600","755","sa502960"
"Jurickson Profar","Rangers (AA)","19","562",".306","1.08","15.2 %","44.0 %","40.8 %","12.2 %","8.5 %","47.8 %","24.9 %","27.3 %","7.0 %","911","1360","2271","10815"
"Corky Miller","Reds (AAA)","36","313",".259","0.90","22.0 %","37.0 %","41.0 %","29.3 %","8.5 %","36.8 %","30.4 %","32.8 %","6.3 %","537","733","1270","342"
"Manny Machado","Orioles (AA)","19","459",".297","1.02","20.2 %","40.4 %","39.4 %","29.5 %","8.5 %","49.7 %","23.1 %","27.3 %","7.9 %","682","1058","1740","11493"
"Tim Federowicz","Dodgers (AAA)","24","475",".347","1.00","19.9 %","40.1 %","40.1 %","12.4 %","8.5 %","40.4 %","27.7 %","31.9 %","9.3 %","745","1114","1859","8609"
"Socrates Brito","Diamondbacks (R)","19","305",".403","2.47","20.5 %","56.6 %","22.9 %","27.7 %","8.5 %","30.8 %","26.1 %","43.1 %","30.5 %","97","437","534","12944"
"Xavier Avery","Orioles (AAA)","22","458",".301","1.26","24.3 %","42.1 %","33.6 %","18.1 %","8.5 %","44.8 %","27.6 %","27.6 %","10.7 %","728","1122","1850","8471"
"Juan Silva","Reds (A)","21","465",".351","1.30","19.7 %","45.4 %","34.9 %","12.8 %","8.5 %","37.7 %","30.3 %","32.0 %","23.3 %","332","657","989","sa501563"
"Micah Gibbs","Cubs (A+)","23","225",".289","1.19","12.7 %","47.5 %","39.8 %","23.4 %","8.5 %","37.3 %","27.1 %","35.6 %","24.3 %","162","340","502","sa526442"
"Aneury Tavarez","Red Sox (A-)","20","235",".358","1.81","13.7 %","55.6 %","30.7 %","23.4 %","8.5 %","42.5 %","26.3 %","31.3 %","38.2 %","64","339","403","sa598684"
"Paul Eshleman","Brewers (R)","21","166",".318","1.06","14.2 %","44.2 %","41.6 %","25.5 %","8.5 %","39.1 %","24.4 %","36.5 %","36.8 %","27","261","288","sa658569"
"Michael Turay","Brewers (R)","22","179",".317","1.09","16.9 %","43.2 %","39.8 %","27.7 %","8.5 %","49.6 %","29.6 %","20.8 %","29.2 %","50","258","308","sa658591"
"Josh Adams","Marlins (A)","23","546",".299","0.92","18.3 %","39.2 %","42.5 %","17.0 %","8.5 %","44.5 %","23.5 %","32.0 %","22.6 %","227","713","940","sa392238"
"Slade Heathcott","- - -","21","265",".411","1.12","21.9 %","41.3 %","36.9 %","11.9 %","8.5 %","49.1 %","24.9 %","26.1 %","32.5 %","129","385","514","10336"
"Jake Shaffer","Cardinals (AA)","24","285",".301","2.07","13.0 %","58.7 %","28.4 %","18.6 %","8.5 %","50.5 %","25.2 %","24.3 %","9.5 %","338","600","938","sa455231"
"Delvi Cid","Indians (A+)","22","308",".381","1.75","13.4 %","55.1 %","31.6 %","18.6 %","8.5 %","48.5 %","25.3 %","26.2 %","20.3 %","237","570","807","sa455960"
"Argenis Aldazoro","Reds (R)","19","167",".248","0.81","8.5 %","41.0 %","50.4 %","22.0 %","8.5 %","48.8 %","19.5 %","31.7 %","29.0 %","39","244","283","sa546506"
"Paul Hoenecke","- - -","21","183",".420","0.81","26.7 %","32.9 %","40.4 %","20.3 %","8.5 %","48.7 %","27.7 %","23.7 %","21.2 %","63","225","288","sa546964"
"Manny Rodriguez","Mexican (AAA)","29","365",".330","0.75","16.2 %","35.8 %","48.0 %","24.6 %","8.5 %","58.0 %","24.6 %","17.4 %","9.8 %","471","892","1363","sa509273"
"Tony Thompson","Athletics (A+)","23","390",".301","0.98","10.5 %","44.3 %","45.3 %","14.6 %","8.5 %","49.3 %","26.2 %","24.5 %","20.4 %","202","514","716","sa546717"
"Caleb Gindl","Brewers (AAA)","23","498",".306","1.08","15.7 %","43.9 %","40.5 %","19.7 %","8.5 %","46.0 %","26.0 %","28.0 %","10.2 %","696","1190","1886","5002"
"Tim Beckham","Rays (AAA)","22","323",".316","1.48","18.1 %","48.8 %","33.0 %","26.8 %","8.5 %","43.2 %","26.4 %","30.5 %","11.3 %","510","787","1297","7949"
"Brandon Dailey","- - -","20","277",".343","1.03","19.6 %","40.8 %","39.7 %","15.5 %","8.5 %","51.9 %","24.1 %","24.1 %","33.5 %","89","410","499","sa549949"
"Justin Miller","- - -","23","516",".361","1.08","15.9 %","43.8 %","40.3 %","14.8 %","8.5 %","37.5 %","29.8 %","32.8 %","23.3 %","310","738","1048","sa599327"
"Jeff Malm","Rays (A)","21","540",".330","0.77","19.8 %","34.8 %","45.4 %","21.4 %","8.4 %","52.8 %","24.5 %","22.7 %","30.0 %","302","762","1064","sa501489"
"Derek Dietrich","- - -","22","563",".332","0.93","17.7 %","39.7 %","42.6 %","23.5 %","8.4 %","45.9 %","23.2 %","30.9 %","21.4 %","284","862","1146","10542"
"Geoff Klein","Cardinals (A+)","24","385",".316","1.47","20.2 %","47.5 %","32.3 %","8.4 %","8.4 %","44.1 %","23.4 %","32.6 %","27.8 %","165","575","740","sa547202"
"Wilmer Oberto","Phillies (R)","19","268",".324","0.71","21.5 %","32.6 %","45.9 %","34.9 %","8.4 %","43.3 %","26.2 %","30.5 %","25.7 %","147","309","456","sa550501"
"Carlos Mesa","- - -","24","337",".303","1.00","17.8 %","41.1 %","41.1 %","20.5 %","8.4 %","43.7 %","23.8 %","32.5 %","35.7 %","147","676","823","sa598314"
"Joey DeMichele","- - -","21","308",".332","1.20","14.1 %","46.9 %","39.0 %","18.1 %","8.4 %","52.0 %","23.8 %","24.2 %","27.4 %","116","425","541","sa621612"
"Chase Lambin","Marlins (AAA)","32","283",".282","0.68","18.4 %","33.2 %","48.5 %","15.8 %","8.4 %","53.4 %","23.6 %","23.1 %","13.0 %","331","656","987","sa201847"
"Matt Koch","Twins (A)","23","359",".359","0.67","19.7 %","32.3 %","48.0 %","8.4 %","8.4 %","38.7 %","28.0 %","33.3 %","36.1 %","198","552","750","sa526326"
"Conor Jackson","White Sox (AAA)","30","366",".294","1.05","19.5 %","41.2 %","39.3 %","29.9 %","8.4 %","47.5 %","22.3 %","30.2 %","5.1 %","559","830","1389","5997"
"Engel Beltre","Rangers (AA)","22","614",".307","1.32","18.6 %","46.3 %","35.1 %","18.7 %","8.4 %","50.7 %","22.2 %","27.2 %","13.1 %","646","1472","2118","4918"
"Aaron Miles","Dodgers (AAA)","35","75",".254","2.67","22.8 %","56.1 %","21.1 %","16.7 %","8.3 %","43.3 %","23.3 %","33.3 %","6.2 %","101","172","273","1844"
"Chris Pettit","- - -","27","329",".371","1.05","15.3 %","43.3 %","41.4 %","25.0 %","8.3 %","53.1 %","30.1 %","16.9 %","15.5 %","398","754","1152","3870"
"Mike Fontenot","Phillies (AAA)","32","58",".375","1.58","24.4 %","46.3 %","29.3 %","25.0 %","8.3 %","38.1 %","23.8 %","38.1 %","8.4 %","83","144","227","3912"
"Jose Pirela","Yankees (AA)","22","358",".323","1.32","17.4 %","47.0 %","35.6 %","21.9 %","8.3 %","50.5 %","22.7 %","26.7 %","7.3 %","481","895","1376","5485"
"Logan Forsythe","Padres (AAA)","25","74",".359","1.08","34.2 %","34.2 %","31.6 %","0.0 %","8.3 %","60.0 %","25.0 %","15.0 %","7.4 %","136","187","323","7185"
"Craig Tatum","Yankees (AAA)","29","31",".190","0.67","9.1 %","36.4 %","54.5 %","33.3 %","8.3 %","22.7 %","27.3 %","50.0 %","7.3 %","38","71","109","7468"
"Brent Dlugach","- - -","29","106",".259","1.08","13.8 %","44.8 %","41.4 %","4.2 %","8.3 %","43.6 %","27.4 %","29.0 %","11.9 %","155","239","394","8273"
"Jose Munoz","Mexican (AAA)","33","356",".301","1.29","15.8 %","47.4 %","36.8 %","28.6 %","8.3 %","51.5 %","22.1 %","26.4 %","6.3 %","598","840","1438","sa203194"
"Sergio Pedroza","Marlins (AAA)","28","75",".106","0.79","12.2 %","38.8 %","49.0 %","29.2 %","8.3 %","49.0 %","20.4 %","30.6 %","10.5 %","108","188","296","sa294295"
"Justin Dalles","- - -","23","241",".305","0.90","19.4 %","38.2 %","42.4 %","18.1 %","8.3 %","54.3 %","23.1 %","22.5 %","16.1 %","197","395","592","sa327844"
"Virgil Hill","Cardinals (A)","22","176",".275","0.88","13.5 %","40.4 %","46.2 %","10.4 %","8.3 %","30.8 %","31.8 %","37.4 %","30.1 %","75","281","356","sa392208"
"J.R. Higley","- - -","24","210",".287","1.17","19.4 %","43.4 %","37.2 %","16.7 %","8.3 %","41.4 %","29.3 %","29.3 %","22.1 %","127","317","444","sa455010"
"Ollie Linton","- - -","26","39",".111","1.25","3.6 %","53.6 %","42.9 %","16.7 %","8.3 %","35.7 %","28.6 %","35.7 %","15.0 %","40","67","107","sa455265"
"Donell Linares","- - -","28","251",".317","1.47","14.0 %","51.2 %","34.8 %","25.0 %","8.3 %","50.2 %","24.9 %","24.9 %","6.2 %","283","526","809","sa496271"
"Casey Frawley","Rockies (A+)","24","42",".167","1.00","11.1 %","44.4 %","44.4 %","41.7 %","8.3 %","64.5 %","9.7 %","25.8 %","20.0 %","25","65","90","sa501956"
"Maxx Tissenbaum","- - -","20","210",".297","2.28","22.4 %","53.9 %","23.7 %","8.3 %","8.3 %","40.5 %","19.0 %","40.5 %","9.8 %","131","215","346","sa503525"
"Enrique Osorio","Mexican (AAA)","27","282",".272","1.54","15.3 %","51.4 %","33.3 %","29.2 %","8.3 %","47.5 %","22.4 %","30.0 %","7.9 %","368","632","1000","sa509128"
"Ramon R Ramirez","Mexican (AAA)","21","449",".379","1.20","11.0 %","48.6 %","40.4 %","24.2 %","8.3 %","46.1 %","29.5 %","24.5 %","10.7 %","518","1050","1568","sa509254"
"Carlos Alvarez","Mexican (AAA)","24","181",".357","0.98","18.8 %","40.2 %","41.0 %","29.2 %","8.3 %","39.2 %","30.4 %","30.4 %","8.5 %","279","435","714","sa509271"
"Devin Lohman","Reds (A+)","23","575",".301","0.88","15.1 %","39.6 %","45.3 %","15.5 %","8.3 %","50.4 %","22.0 %","27.6 %","22.7 %","383","829","1212","sa526331"
"Ronnierd Garcia","Cardinals (R)","19","111",".316","1.08","13.8 %","44.8 %","41.4 %","16.7 %","8.3 %","53.3 %","23.3 %","23.3 %","39.0 %","54","169","223","sa546566"
