"Name","Team","Age","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","wSB","wRC","wRAA","wOBA","wRC+","playerid"
"Kristian Trompiz","- - -","21","301","8.6 %","16.6 %","0.52",".275",".340",".322",".662",".048","5.6",".336","1.1","33","-2.0",".315","95","sa737029"
"Jeikol Contreras","Indians (R)","17","210","15.7 %","25.7 %","0.61",".175",".317",".287",".604",".111","4.1",".241","-1.5","23","-3.0",".315","88","sa3003333"
"Jose Palma","Braves (R)","18","75","12.0 %","16.0 %","0.75",".234",".329",".281",".610",".047","7.4",".288","0.3","8","-1.1",".315","88","sa3003411"
"Mac Williamson","- - -","26","389","6.7 %","26.5 %","0.25",".243",".301",".419",".720",".176","4.0",".302","0.2","43","-8.4",".315","84","14158"
"Chris Parmelee","- - -","29","200","14.5 %","26.5 %","0.55",".213",".325",".373",".698",".160","2.0",".268","-0.5","22","-4.4",".315","83","2554"
"Jesus Alberto Vega","Mexican (AAA)","35","164","7.3 %","22.0 %","0.33",".229",".304",".382",".686",".153","1.2",".269","0.1","17","-5.0",".315","77","sa199032"
"Billy Fleming","- - -","24","370","5.7 %","11.9 %","0.48",".254",".300",".411",".711",".157","5.0",".261","0.0","39","-3.4",".315","92","sa836204"
"Jose Bermudez","Braves (R)","19","169","8.3 %","24.3 %","0.34",".247",".323",".313",".637",".067","5.4",".333","-0.4","19","-2.2",".315","90","sa916720"
"B.J. Lopez","- - -","22","122","13.1 %","11.5 %","1.14",".252",".350",".311",".661",".058","2.1",".289","-0.2","13","-1.0",".315","95","sa694185"
"Louis Silverio","- - -","23","364","3.3 %","21.2 %","0.16",".271",".302",".394",".696",".122","3.3",".335","-1.8","40","-2.3",".315","94","sa829617"
"Trey Amburgey","Yankees (A+)","22","506","6.5 %","22.7 %","0.29",".236",".296",".382",".678",".145","6.0",".283","1.5","53","-1.4",".315","97","sa875629"
"Barrett Barnes","- - -","25","128","8.6 %","28.1 %","0.31",".236",".341",".340",".681",".104","3.7",".338","0.2","14","-0.8",".315","95","sa577859"
"Benji Cash","Royals (R)","22","93","17.2 %","39.8 %","0.43",".173",".323",".333",".656",".160","2.6",".297","0.1","11","-1.9",".314","85","sa3004144"
"Julio Rene","Mets (R)","19","233","5.2 %","33.5 %","0.15",".251",".315",".308",".623",".057","7.1",".396","-2.5","25","-3.4",".314","88","sa3003177"
"Dustin Geiger","- - -","25","393","8.9 %","26.0 %","0.34",".219",".300",".376",".676",".157","3.5",".273","0.0","41","-1.2",".314","97","sa549747"
"Abiezel Ramirez","Rays (R)","17","226","11.9 %","24.3 %","0.49",".217",".314",".303",".617",".086","6.4",".296","-1.1","25","-3.3",".314","88","sa3003282"
"Ro Coleman","Tigers (A-)","22","86","11.6 %","16.3 %","0.71",".227",".326",".320",".646",".093","8.0",".279","0.0","9","0.0",".314","100","sa739004"
"Luis Barrera","- - -","21","425","5.6 %","20.2 %","0.28",".263",".307",".390",".698",".128","7.3",".317","-0.2","47","-3.9",".314","93","sa736690"
"Carlos Valencia","Mexican (AAA)","37","177","6.8 %","18.1 %","0.38",".255",".313",".376",".688",".121","2.0",".282","-0.3","18","-5.4",".314","77","sa185137"
"Rafelin Lorenzo","Rays (A-)","20","213","4.2 %","20.2 %","0.21",".250",".291",".375",".666",".125","3.9",".303","-0.4","23","-0.1",".314","100","sa828432"
"Eddy Alvarez","- - -","27","516","13.4 %","20.3 %","0.66",".235",".347",".310",".657",".075","4.3",".298","-0.4","54","-2.2",".314","96","sa806877"
"Jon Del Campo","- - -","29","220","5.9 %","16.4 %","0.36",".284",".327",".368",".695",".083","6.4",".333","0.5","22","-6.8",".314","77","sa328104"
"Osmel Aguila","- - -","27","144","10.4 %","17.4 %","0.60",".240",".319",".376",".695",".136","2.4",".270","0.0","15","-1.4",".314","92","sa916860"
"Adam Walton","Diamondbacks (A)","23","266","6.4 %","22.6 %","0.28",".266",".321",".361",".681",".094","4.6",".344","0.4","30","-1.8",".314","94","sa875273"
"Jesus Severino","Yankees (R)","17","178","16.3 %","30.9 %","0.53",".140",".343",".213",".556",".074","6.8",".215","2.0","19","-2.7",".314","88","sa3003318"
"Carlos Baez","- - -","19","193","2.1 %","26.9 %","0.08",".270",".292",".378",".670",".108","4.0",".359","0.1","21","-2.5",".314","90","sa880736"
"Jeremy Fernandez","- - -","19","138","2.9 %","15.2 %","0.19",".258",".297",".367",".664",".109","5.5",".283","0.4","15","-2.6",".314","88","sa880735"
"Cristian Pache","Braves (A)","18","514","7.6 %","20.2 %","0.38",".281",".335",".343",".679",".062","7.1",".360","0.6","58","-0.9",".314","98","sa916722"
"J.J. Matijevic","- - -","21","248","7.7 %","27.8 %","0.28",".228",".290",".384",".674",".156","5.6",".291","0.6","27","-0.5",".314","99","sa829488"
"Joseph Monge","- - -","22","241","5.8 %","23.2 %","0.25",".247",".322",".353",".676",".107","5.9",".321","0.0","25","-2.7",".314","91","sa738151"
"Blake Drake","- - -","23","394","6.6 %","19.5 %","0.34",".242",".301",".375",".675",".132","4.2",".285","-0.2","41","-1.5",".314","97","sa829329"
"Ryan Hanigan","Rockies (AAA)","36","69","14.5 %","23.2 %","0.63",".264",".362",".321",".683",".057","1.9",".333","0.0","8","-1.5",".314","83","4952"
"Harold Castro","- - -","23","482","3.7 %","11.6 %","0.32",".295",".328",".365",".692",".069","6.2",".332","0.8","51","-5.2",".314","91","sa596288"
"Jack Reinheimer","Diamondbacks (AAA)","24","537","8.8 %","16.0 %","0.55",".278",".341",".351",".691",".073","5.1",".327","-1.5","59","-12.0",".314","83","14938"
"Allen Craig","Red Sox (AAA)","32","182","12.1 %","22.0 %","0.55",".253",".352",".316",".668",".063","1.8",".333","-0.9","19","-1.3",".314","94","3433"
"Bradley Strong","Twins (A+)","24","101","7.9 %","27.7 %","0.29",".250",".310",".359",".669",".109","4.9",".339","0.6","10","-0.3",".314","97","sa827365"
"Jonathan Arauz","- - -","18","284","11.3 %","16.5 %","0.68",".242",".336",".319",".654",".077","4.6",".295","-0.2","31","-1.4",".314","96","sa877498"
"Omar Obregon","- - -","23","155","8.4 %","17.4 %","0.48",".268",".329",".348",".677",".080","4.2",".330","-1.3","16","-0.5",".314","97","sa657232"
"Zach Vincej","Reds (AAA)","26","420","6.7 %","11.7 %","0.57",".270",".325",".370",".696",".101","4.0",".302","-0.5","45","-3.0",".314","94","13269"
"Chad McClanahan","Brewers (R)","19","277","14.1 %","28.2 %","0.50",".234",".339",".315",".654",".081","4.1",".331","-1.5","30","-14.8",".314","67","sa918209"
"Roberto Baldoquin","Angels (A)","23","196","6.1 %","21.4 %","0.29",".253",".307",".376",".684",".124","4.7",".311","-0.4","22","-1.4",".314","94","sa857538"
"Jesse Berardi","Indians (A-)","21","163","3.7 %","19.0 %","0.19",".284",".313",".348",".661",".065","2.6",".347","-0.8","18","-0.2",".314","99","sa829838"
"Ernie Clement","Indians (A-)","21","187","3.2 %","6.4 %","0.50",".280",".315",".343",".658",".063","6.4",".301","0.4","20","-0.2",".314","99","sa915732"
"Alexis Marquez","Mets (R)","18","85","12.9 %","9.4 %","1.38",".219",".321",".288",".609",".068","6.4",".246","0.3","9","-1.3",".314","88","sa3003389"
"Rafioby Urena","Athletics (R)","18","220","9.1 %","20.9 %","0.43",".244",".318",".315",".633",".071","1.0",".307","-0.5","24","-3.4",".313","88","sa916832"
"Jacob Heyward","Giants (A)","21","412","10.2 %","26.7 %","0.38",".223",".317",".351",".668",".128","2.4",".292","-1.9","46","-1.0",".313","98","sa738955"
"Tim Shibuya","- - -","27","10","0.0 %","20.0 %","0.00",".300",".300",".400",".700",".100","2.6",".375","0.0","1","-0.1",".313","92","sa580380"
"Trey Ganns","Red Sox (R)","21","38","10.5 %","31.6 %","0.33",".242",".342",".273",".615",".030","4.0",".381","-0.1","4","-0.5",".313","89","sa3004522"
"Mark Payton","- - -","25","355","7.3 %","18.9 %","0.39",".256",".313",".389",".702",".133","4.9",".303","-1.7","38","-2.9",".313","93","sa549855"
"Gio Urshela","Indians (AAA)","25","325","6.2 %","13.8 %","0.44",".266",".321",".374",".695",".108","2.1",".294","-0.1","35","-2.4",".313","93","10681"
"Hank Conger","Diamondbacks (AAA)","29","206","10.2 %","21.8 %","0.47",".239",".316",".394",".710",".156","2.0",".278","-0.1","22","-4.7",".313","83","2505"
"Josh Wilson","- - -","36","261","5.7 %","21.5 %","0.27",".246",".316",".382",".698",".136","3.2",".296","-0.7","28","-2.8",".313","89","2102"
"Joey Wong","- - -","29","515","14.0 %","16.5 %","0.85",".239",".358",".291",".649",".052","2.5",".290","-0.8","55","-5.4",".313","91","sa502131"
"Tanner English","- - -","24","430","11.6 %","32.3 %","0.36",".200",".314",".344",".658",".144","9.2",".296","5.1","44","-1.8",".313","96","sa599081"
"Jordan Cowan","Mariners (A+)","22","533","9.4 %","16.5 %","0.57",".271",".345",".335",".680",".064","5.4",".328","1.2","60","-7.7",".313","89","sa738703"
"Blake Rutherford","- - -","20","440","8.6 %","17.3 %","0.50",".260",".326",".348",".674",".088","5.1",".315","0.2","49","-1.2",".313","98","sa917932"
"Nelson Ward","Mariners (AA)","24","297","8.8 %","24.9 %","0.35",".265",".339",".330",".669",".064","4.8",".363","0.2","31","-2.8",".313","92","sa829034"
"Francisco Rivera","Mexican (AAA)","28","107","14.0 %","15.0 %","0.94",".250",".355",".304",".659",".054","1.3",".303","0.1","11","-3.4",".313","76","sa452248"
"Angelo Castellano","Royals (A)","22","496","10.3 %","16.3 %","0.63",".245",".327",".342",".668",".097","5.4",".282","-0.4","56","-1.3",".313","98","sa657521"
"Emmanuel Marrero","Phillies (A+)","24","404","6.4 %","20.5 %","0.31",".252",".310",".359",".669",".107","5.7",".313","0.7","41","-1.6",".313","96","sa829119"
"Fidel Castro","- - -","18","159","10.7 %","27.0 %","0.40",".216",".308",".309",".618",".094","5.0",".302","0.0","17","-2.5",".313","87","sa3003175"
"Michael Bourn","- - -","34","157","11.5 %","15.3 %","0.75",".248",".335",".350",".686",".102","7.2",".288","-1.0","17","-2.9",".313","86","6387"
"Cole Stobbe","Phillies (A-)","19","218","7.8 %","30.7 %","0.25",".203",".280",".376",".655",".173","4.5",".262","-0.8","23","-0.3",".313","99","sa917956"
"Lucas Herbert","Braves (A)","20","414","6.3 %","17.9 %","0.35",".243",".308",".368",".676",".125","3.6",".282","0.5","46","-1.1",".313","98","sa874793"
"Greg Golson","Mexican (AAA)","31","114","10.5 %","22.8 %","0.46",".260",".351",".300",".651",".040","3.9",".351","-0.3","11","-3.6",".313","76","8074"
"Tucker Tubbs","Red Sox (A)","24","417","9.6 %","22.3 %","0.43",".233",".317",".358",".674",".125","3.5",".294","-0.5","47","-1.2",".313","98","sa827145"
"Tim Arakawa","- - -","24","286","13.3 %","25.5 %","0.52",".246",".348",".321",".668",".075","4.2",".331","-1.1","29","-1.3",".313","96","sa875387"
"Adeiny Hechavarria","- - -","28","36","8.3 %","2.8 %","3.00",".281",".361",".281",".642",".000","3.4",".290","0.0","4","-0.2",".313","96","10459"
"Tanner Kirwer","Blue Jays (R)","21","103","4.9 %","26.2 %","0.19",".224",".323",".329",".653",".106","8.1",".310","0.7","12","-2.2",".313","84","sa3002831"
"Jantzen Witte","Red Sox (AAA)","27","283","12.4 %","18.4 %","0.67",".242",".342",".328",".670",".086","3.6",".296","-0.3","30","-2.3",".313","93","sa738324"
"Casey Turgeon","- - -","24","345","13.6 %","18.3 %","0.75",".221",".338",".315",".653",".093","4.4",".261","0.9","36","-1.9",".313","95","sa599227"
"Trey Martin","Cubs (AA)","24","337","3.6 %","26.4 %","0.13",".265",".304",".379",".682",".114","4.1",".353","-1.1","34","-1.5",".313","96","sa599037"
"Luis Avila","Indians/Brewers (R)","18","207","8.7 %","8.2 %","1.06",".253",".330",".275",".605",".022","6.1",".279","1.1","22","-3.3",".312","87","sa917198"
"Jheyser Azuaje","Tigers (R)","20","94","1.1 %","13.8 %","0.08",".303",".333",".315",".648",".011","4.1",".355","0.3","10","-1.4",".312","88","sa826670"
"Kyle Kubitza","Braves (AAA)","26","331","11.8 %","26.9 %","0.44",".241",".333",".346",".679",".105","5.9",".328","-1.1","35","-2.7",".312","93","12148"
"Dalton Blumenfeld","Angels (R)","20","127","13.4 %","40.9 %","0.33",".178",".307",".346",".653",".168","5.2",".308","-0.5","15","-2.7",".312","85","sa875601"
"Jose Cardona","- - -","23","484","5.0 %","10.5 %","0.47",".274",".314",".377",".691",".103","4.9",".292","-1.1","51","-5.2",".312","91","sa599888"
"Gustavo Figueroa","Tigers (R)","18","213","5.2 %","8.5 %","0.61",".264",".313",".310",".622",".046","4.4",".291","-1.6","23","-3.5",".312","87","sa917002"
"Yojhan Quevedo","Mariners (A)","23","417","2.9 %","12.2 %","0.24",".273",".300",".391",".691",".119","3.7",".295","0.6","46","-3.3",".312","93","sa596365"
"Isaias Lucena","Red Sox (A)","22","206","7.8 %","25.7 %","0.30",".251",".309",".369",".678",".118","2.2",".323","-0.3","23","-0.6",".312","97","sa736921"
"Jason Lopez","- - -","19","200","14.0 %","20.0 %","0.70",".224",".337",".294",".631",".071","4.2",".287","0.0","21","-0.7",".312","97","sa872552"
"Grant Heyman","Diamondbacks (A+)","23","464","3.4 %","34.7 %","0.10",".239",".282",".431",".714",".193","4.1",".333","-0.6","52","-7.0",".312","88","sa658171"
"Magneuris Sierra","- - -","21","442","6.1 %","16.7 %","0.36",".270",".318",".363",".681",".093","6.8",".325","-0.1","46","-4.1",".312","92","17023"
"Bryan De La Rosa","- - -","23","46","15.2 %","34.8 %","0.44",".184",".326",".316",".642",".132","5.3",".286","0.2","5","-0.2",".312","97","sa657964"
"Cole Bauml","Tigers (A)","24","542","8.5 %","18.1 %","0.47",".268",".335",".338",".673",".070","4.9",".332","0.1","59","-4.4",".312","93","sa875277"
"Anthony Pereira","Tigers (A)","20","518","7.7 %","16.2 %","0.48",".251",".315",".362",".676",".111","4.1",".292","1.0","57","-4.2",".312","93","sa826663"
"Derek Campbell","- - -","26","169","5.9 %","21.9 %","0.27",".250",".308",".359",".667",".109","2.2",".310","-0.8","17","-1.3",".312","93","sa709040"
"Marcos Rivera","Marlins (A-)","20","240","7.9 %","32.5 %","0.24",".225",".295",".362",".657",".136","6.1",".336","0.6","26","-0.5",".312","98","sa872509"
"Tre Carter","Padres (A-)","20","291","9.3 %","32.6 %","0.28",".230",".303",".372",".675",".142","7.4",".348","2.5","33","-3.2",".312","91","sa918212"
"Jason Morozowski","- - -","23","527","8.9 %","22.4 %","0.40",".255",".324",".366",".690",".111","4.8",".322","-0.3","59","-7.7",".312","88","sa875605"
"Chris O'Brien","- - -","27","97","15.5 %","21.6 %","0.71",".203",".340",".316",".657",".114","1.0",".246","0.0","10","-1.2",".312","90","sa526558"
"Joe Cronin","- - -","23","196","13.8 %","26.5 %","0.52",".198",".325",".333",".658",".136","4.4",".262","-0.6","21","-1.6",".312","93","sa857761"
"Brandon Hughes","Cubs (A-)","21","171","7.6 %","25.1 %","0.30",".248",".310",".359",".669",".111","5.9",".330","0.0","19","-1.9",".312","91","sa915618"
"Omar Renteria","Mexican (AAA)","27","147","7.5 %","22.4 %","0.33",".262",".329",".333",".662",".071","3.2",".337","-0.8","14","-4.8",".312","75","sa549398"
"Reyny Reyes","Reds (R)","18","233","6.9 %","9.9 %","0.70",".240",".307",".313",".620",".072","5.3",".259","1.3","25","-3.9",".312","87","sa3003178"
"Jacob Zanon","- - -","22","277","10.5 %","19.5 %","0.54",".241",".327",".336",".663",".095","8.2",".303","4.0","30","-1.0",".312","97","sa918370"
"Luis Vilorio","Nationals (A-)","23","28","3.6 %","39.3 %","0.09",".296",".321",".333",".655",".037","5.0",".500","0.2","3","-0.1",".312","98","sa754679"
"Omar Carrizales","Rockies (AA)","22","492","9.8 %","19.5 %","0.50",".248",".328",".352",".680",".104","4.9",".305","-2.4","51","-6.3",".312","89","sa736953"
"Danny Bethea","Red Sox (AA)","27","75","9.3 %","22.7 %","0.41",".239",".311",".373",".684",".134","1.6",".292","0.0","8","-1.0",".312","89","sa738923"
"Josh VanMeter","Reds (AA)","22","538","9.9 %","18.6 %","0.53",".255",".326",".352",".678",".097","4.3",".308","1.8","55","-2.8",".312","95","sa737821"
"Moises Perez","- - -","19","314","6.7 %","23.9 %","0.28",".266",".318",".363",".682",".097","7.1",".350","0.5","36","-8.7",".312","77","sa828179"
"Jesus Baptista","Rockies (R)","18","151","9.3 %","12.6 %","0.74",".234",".338",".250",".588",".016","4.7",".275","0.2","16","-2.5",".312","87","sa3003204"
"Borinquen Mendez","- - -","19","146","11.6 %","19.2 %","0.61",".230",".324",".310",".634",".079","9.3",".286","2.3","16","-2.2",".312","87","sa919019"
"Yan Sanchez","- - -","20","331","5.1 %","24.8 %","0.21",".246",".290",".398",".688",".152","7.0",".317","-1.0","37","-3.3",".312","91","sa828285"
"Drew Ward","Nationals (AA)","22","480","11.5 %","27.3 %","0.42",".235",".325",".356",".681",".121","1.1",".311","0.1","50","-6.2",".312","89","sa737690"
"Je'Von Ward","Brewers (R)","17","132","6.8 %","29.5 %","0.23",".276",".326",".325",".651",".049","3.3",".405","-3.0","15","-2.9",".312","84","sa3004969"
"Jordan Tarsovich","Athletics (AA)","26","399","12.0 %","19.8 %","0.61",".240",".336",".328",".664",".088","6.2",".300","0.3","42","-4.2",".312","91","sa857752"
"Kyle Holder","Yankees (A+)","23","442","5.9 %","14.0 %","0.42",".271",".317",".350",".666",".079","3.6",".310","-0.3","45","-2.2",".312","95","sa857840"
"JB Shuck","Twins (AAA)","30","475","8.6 %","9.1 %","0.95",".259",".325",".368",".693",".108","4.2",".277","0.3","50","-4.2",".312","92","6677"
"Sam Abbott","White Sox (R)","18","123","13.8 %","30.9 %","0.45",".225",".344",".275",".619",".049","1.7",".354","0.0","14","-2.7",".312","84","sa3004161"
"Luis Montero","Mets (R)","21","167","9.0 %","13.2 %","0.68",".233",".311",".327",".638",".093","5.2",".273","-0.1","18","-2.5",".312","88","sa740607"
"D.J. Burt","Royals (A+)","21","445","14.4 %","22.7 %","0.63",".227",".347",".307",".654",".079","7.4",".310","1.1","48","-3.6",".312","93","sa828876"
"Joseph Reyes","Blue Jays (R)","19","187","12.3 %","29.4 %","0.42",".241",".332",".297",".629",".057","5.5",".352","0.3","20","-2.8",".312","88","sa3004269"
"Taylor Featherston","- - -","27","291","9.6 %","31.6 %","0.30",".237",".316",".370",".686",".132","4.8",".335","1.5","31","-2.6",".312","92","12590"
"John Mora","- - -","24","589","7.3 %","18.2 %","0.40",".259",".320",".346",".666",".086","5.7",".317","-1.7","60","-3.8",".311","95","sa657676"
"Fermin Villasmil","Rays (R)","17","12","8.3 %","25.0 %","0.33",".273",".333",".273",".606",".000","1.8",".375","-0.4","1","-0.2",".311","86","sa3005297"
"Victor De Hoyos","Braves (R)","19","12","8.3 %","16.7 %","0.50",".273",".333",".273",".606",".000","2.6",".333","0.0","1","-0.2",".311","86","sa930082"
"Sergio Alcantara","- - -","20","521","9.2 %","15.4 %","0.60",".266",".334",".339",".673",".073","4.7",".315","-2.7","57","-6.4",".311","89","sa739641"
"Mike Aviles","Marlins (AAA)","36","196","5.1 %","12.2 %","0.42",".292",".326",".376",".703",".084","4.1",".325","-0.8","21","-4.8",".311","81","5986"
"Gordon Beckham","Mariners (AAA)","30","355","5.6 %","16.3 %","0.34",".262",".313",".393",".706",".131","2.7",".293","-0.4","38","-8.8",".311","81","9015"
"Andres Martin","Royals (R)","20","82","9.8 %","20.7 %","0.47",".274",".346",".301",".647",".027","4.6",".357","-1.5","10","-1.8",".311","84","sa872737"
"Joe Martarano","- - -","22","175","8.0 %","28.0 %","0.29",".250",".322",".340",".662",".090","4.2",".349","0.4","19","-1.8",".311","90","sa738276"
"Andres Cordero","Diamondbacks (R)","17","171","11.1 %","15.8 %","0.70",".238",".322",".285",".606",".046","1.5",".276","-0.4","18","-2.9",".311","86","sa3002706"
"Wiklerman Rasquin","Marlins (R)","18","217","6.5 %","10.6 %","0.61",".250",".302",".328",".630",".078","6.3",".277","-0.3","23","-3.7",".311","86","sa917122"
"Carson Blair","White Sox (AAA)","27","139","8.6 %","36.7 %","0.24",".211",".297",".390",".687",".179","2.0",".313","-0.4","15","-1.3",".311","92","5429"
"Yeikel Blandin","Rockies (R)","17","212","9.0 %","16.5 %","0.54",".245",".314",".310",".624",".065","7.6",".300","-1.0","23","-3.6",".311","86","sa3003351"
"Nick Allen","Athletics (R)","18","154","8.4 %","18.2 %","0.46",".254",".322",".326",".648",".072","7.5",".312","0.0","18","-3.4",".311","84","sa3004723"
"Elian Gonzalez","- - -","17","81","7.4 %","27.2 %","0.27",".243",".300",".324",".624",".081","5.4",".333","-1.2","9","-1.4",".311","86","sa3002871"
"Melvin Mercedes","- - -","25","243","13.2 %","14.8 %","0.89",".244",".358",".294",".652",".050","5.8",".293","0.0","26","-5.8",".311","82","sa658283"
"Ricardo Serrano","Mexican (AAA)","31","272","7.4 %","19.1 %","0.38",".263",".319",".352",".671",".089","3.0",".320","-2.3","27","-9.0",".311","75","sa508489"
"Frank Veliz","Tigers (R)","17","95","9.5 %","20.0 %","0.47",".220",".326",".268",".595",".049","6.4",".286","0.4","10","-1.6",".311","86","sa3003257"
"D.J. Davis","Blue Jays (A+)","22","396","8.8 %","23.2 %","0.38",".258",".331",".324",".655",".066","7.7",".342","2.2","40","-2.1",".311","95","sa657912"
"Danny Woodrow","Tigers (A)","22","541","9.4 %","17.2 %","0.55",".271",".341",".324",".665",".053","6.8",".332","1.7","59","-4.9",".311","92","sa918257"
"Jeff Kemp","Orioles (AA)","27","89","10.1 %","25.8 %","0.39",".256",".330",".359",".689",".103","3.0",".333","0.2","9","-1.2",".311","88","sa658834"
"Justin Jones","Athletics (R)","23","86","10.5 %","20.9 %","0.50",".216",".302",".365",".667",".149","3.7",".236","0.2","10","-1.9",".311","84","sa857760"
"Angeddy Almanzar","Giants (R)","19","84","10.7 %","31.0 %","0.35",".197",".321",".310",".631",".113","3.0",".279","-0.3","10","-1.9",".311","84","sa916843"
"Gift Ngoepe","- - -","27","307","9.1 %","30.3 %","0.30",".221",".301",".391",".692",".170","5.2",".305","-1.3","32","-3.0",".311","92","10340"
"Jonathan McCray","- - -","22","218","5.5 %","18.8 %","0.29",".248",".289",".426",".715",".178","5.5",".278","-1.4","25","-5.2",".311","77","sa875408"
"Albert Guaimaro","Marlins (R)","18","172","8.1 %","18.6 %","0.44",".234",".291",".370",".661",".136","8.0",".280","-0.2","18","-2.7",".311","87","sa917084"
"Gorge Munoz","- - -","21","149","4.0 %","26.2 %","0.15",".254",".308",".366",".674",".112","5.3",".333","0.0","16","-1.9",".311","89","sa872810"
"Manuel Melendez","Rockies (A)","20","516","1.9 %","16.3 %","0.12",".266",".291",".393",".685",".127","7.6",".301","1.8","57","-2.2",".311","96","sa828329"
"Juan Carlos Smith","Phillies (R)","19","69","4.3 %","26.1 %","0.17",".262",".294",".338",".633",".077","7.9",".362","0.4","7","-1.2",".311","86","sa919974"
"Offerman Collado","Royals (R)","21","183","12.0 %","13.1 %","0.92",".250",".343",".295",".638",".045","7.2",".295","0.3","19","-10.3",".311","65","sa745014"
"Matt Lipka","- - -","25","476","6.5 %","21.2 %","0.31",".241",".306",".376",".682",".135","7.7",".292","2.5","50","-4.4",".311","92","sa548175"
"Deivi Grullon","- - -","21","375","4.5 %","21.3 %","0.21",".249",".283",".398",".681",".150","1.7",".287","-0.4","38","-2.9",".311","93","sa739661"
"Jose Arocha","Diamondbacks (R)","17","110","10.0 %","18.2 %","0.55",".211",".336",".244",".581",".033","4.7",".264","0.2","12","-1.9",".311","86","sa3003332"
"Yeison Perez","Twins (R)","21","121","7.4 %","7.4 %","1.00",".224",".306",".318",".624",".093","6.0",".227","0.6","13","-2.1",".311","86","sa832883"
"Tre Gantt","Indians (R)","21","140","13.6 %","32.9 %","0.41",".197",".321",".316",".638",".120","5.5",".300","-0.6","16","-3.2",".311","84","sa3004070"
"Stuart Levy","- - -","24","268","9.7 %","23.9 %","0.41",".244",".328",".333",".662",".090","2.3",".325","-0.5","29","-1.7",".311","94","sa875870"
"Andrew Velazquez","Rays (AA)","22","414","7.2 %","27.1 %","0.27",".235",".297",".374",".672",".139","6.8",".312","0.2","42","-2.5",".311","94","sa658104"
"Blake Wiggins","Reds (R)","21","50","4.0 %","28.0 %","0.14",".267",".320",".333",".653",".067","1.7",".375","0.0","6","-1.1",".311","84","sa829718"
"Victor Figuereo","Blue Jays (R)","20","151","9.3 %","31.8 %","0.29",".215",".285",".348",".633",".133","5.4",".310","-1.2","16","-2.7",".311","86","sa872470"
"Chris Valencia","Mexican (AAA)","30","126","2.4 %","19.8 %","0.12",".289",".317",".364",".681",".074","4.9",".358","0.1","12","-4.2",".311","74","sa294215"
"Hosea Nelson","Indians (A-)","20","141","5.7 %","35.5 %","0.16",".240",".305",".341",".646",".101","8.2",".385","1.8","15","-0.4",".310","97","sa918155"
"Jean Eusebio","Pirates (R)","16","217","16.1 %","19.4 %","0.83",".191",".330",".253",".583",".062","7.3",".250","2.1","23","-3.8",".310","86","sa3003416"
"Jack Suwinski","Padres (A)","18","532","10.3 %","26.1 %","0.40",".227",".319",".348",".667",".121","4.7",".302","-0.9","58","-5.1",".310","92","sa918314"
"Ryan Metzler","- - -","24","233","7.7 %","22.7 %","0.34",".261",".319",".346",".665",".085","5.6",".331","-0.7","26","-2.5",".310","90","sa829159"
"Trae Arbet","Pirates (A)","22","349","3.7 %","26.6 %","0.14",".232",".287",".393",".680",".161","5.6",".297","-0.7","38","-1.6",".310","96","sa737823"
"Josue Guerrero","White Sox (R)","17","232","6.9 %","23.3 %","0.30",".222",".290",".348",".638",".126","7.5",".281","1.3","25","-4.1",".310","86","sa3003270"
"Jesus Navarro","Mexican (AAA)","29","49","6.1 %","34.7 %","0.18",".261",".306",".370",".676",".109","0.9",".393","0.0","5","-1.7",".310","74","sa456098"
"Leody Taveras","Rangers (A)","18","577","8.1 %","15.9 %","0.51",".249",".312",".360",".672",".111","6.8",".287","1.4","63","-2.8",".310","96","sa912520"
"Ryan Nagle","- - -","22","198","6.1 %","17.2 %","0.35",".269",".315",".363",".677",".093","1.9",".313","-0.1","22","-0.9",".310","96","sa875864"
"Jesus Montero","- - -","27","144","7.6 %","24.3 %","0.31",".273",".326",".341",".667",".068","2.3",".361","-0.3","15","-3.3",".310","78","5514"
"Eleardo Cabrera","Rays (A)","21","322","6.5 %","25.2 %","0.26",".247",".328",".333",".661",".086","5.2",".340","-2.1","35","-3.2",".310","92","sa826658"
"Garvis Lara","Marlins (A)","21","67","9.0 %","28.4 %","0.32",".233",".303",".383",".686",".150","6.6",".308","1.2","7","-0.3",".310","96","sa828305"
"Victor Grasso","Orioles (R)","20","103","9.7 %","28.2 %","0.34",".146",".301",".293",".594",".146","3.9",".173","0.5","11","-1.9",".310","85","sa828499"
"Samar Leyva","Mexican (AAA)","22","406","3.4 %","12.3 %","0.28",".279",".319",".349",".668",".070","4.6",".316","-0.6","39","-13.9",".310","74","sa824634"
"Daniel Nunez","Mexican (AAA)","35","398","10.6 %","13.6 %","0.78",".254",".347",".287",".633",".032","3.8",".301","-1.6","38","-13.6",".310","74","sa509257"
"Randy Encarnacion","Nationals (A-)","22","85","11.8 %","20.0 %","0.59",".233",".329",".301",".631",".068","3.7",".286","0.2","9","-0.3",".310","97","sa598754"
"Tucupita Marcano","Padres (R)","17","209","16.3 %","7.2 %","2.27",".206",".337",".253",".589",".047","5.6",".222","1.1","22","-3.8",".310","85","sa3002857"
"Michael McKenry","Rays (AAA)","32","272","15.4 %","26.8 %","0.58",".209",".338",".324",".663",".116","1.6",".287","-0.5","28","-2.8",".310","91","9628"
