"Name","Team","Age","PA","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","Pull%","Cent%","Oppo%","SwStr%","Balls","Strikes","Pitches","playerid"
"Francisco Aponte","Pirates (R)","18","72",".490","2.91","14.0 %","64.0 %","22.0 %","9.1 %","0.0 %","39.2 %","29.4 %","31.4 %","21.1 %","35","88","123","sa504935"
"Junior Sosa","Pirates (R)","18","284",".350","2.51","20.6 %","56.8 %","22.6 %","24.4 %","0.0 %","34.6 %","29.3 %","36.1 %","17.7 %","156","320","476","sa504939"
"Norman Elenes","Pirates (R)","16","55",".250","1.78","7.4 %","59.3 %","33.3 %","22.2 %","0.0 %","60.7 %","14.3 %","25.0 %","45.3 %","26","91","117","sa504948"
"Ismel Antunez","Rays (R)","18","121",".386","2.50","34.0 %","47.2 %","18.9 %","0.0 %","0.0 %","30.5 %","33.9 %","35.6 %","29.8 %","94","171","265","sa504983"
"Federico Eder","- - -","18","170",".312","0.94","11.7 %","42.7 %","45.6 %","25.5 %","0.0 %","40.9 %","30.0 %","29.1 %","31.2 %","90","211","301","sa504985"
"Wilfredo Hoyer","Tigers (R)","18","84",".232","2.13","13.0 %","59.3 %","27.8 %","33.3 %","0.0 %","39.3 %","33.9 %","26.8 %","38.3 %","34","120","154","sa505043"
"Francisco Diaz","- - -","19","71",".265","2.42","8.9 %","64.4 %","26.7 %","25.0 %","0.0 %","46.9 %","24.5 %","28.6 %","19.4 %","47","82","129","sa505229"
"Alex Thieroff","Diamondbacks (A-)","22","1",".000","0.00","0.0 %","0.0 %","0.0 %","0.0 %","0.0 %","","","","100.0 %","0","3","3","sa505231"
"Alexander Suriel","Angels (R)","18","177",".268","0.50","9.7 %","30.1 %","60.2 %","33.9 %","0.0 %","45.5 %","23.2 %","31.3 %","26.9 %","153","230","383","sa505251"
"Ismael Dionicio","Angels (R)","17","126",".286","1.00","9.3 %","45.3 %","45.3 %","20.6 %","0.0 %","34.2 %","31.7 %","34.2 %","29.7 %","75","171","246","sa505252"
"Angel Rodriguez","Angels (R)","17","158",".297","0.93","3.6 %","46.4 %","50.0 %","21.4 %","0.0 %","38.2 %","36.6 %","25.2 %","21.6 %","59","196","255","sa505253"
"Raul Linares","Angels (R)","18","173",".298","0.82","4.6 %","43.1 %","52.3 %","15.8 %","0.0 %","37.9 %","33.6 %","28.5 %","28.4 %","72","234","306","sa505256"
"Glenn Beltran","Angels (R)","17","96",".309","1.37","11.8 %","51.0 %","37.3 %","21.1 %","0.0 %","57.1 %","25.0 %","17.9 %","46.2 %","19","154","173","sa505258"
"Moises Grance","Angels (R)","17","162",".278","0.72","5.8 %","39.4 %","54.8 %","26.3 %","0.0 %","45.5 %","34.6 %","20.0 %","27.0 %","78","211","289","sa505260"
"Jose Rodriguez","Angels (R)","19","80",".244","1.92","11.6 %","58.1 %","30.2 %","15.4 %","0.0 %","51.1 %","20.0 %","28.9 %","49.6 %","33","197","230","sa505264"
"Hamsen Batista","Angels (R)","18","34",".278","1.14","6.3 %","50.0 %","43.8 %","0.0 %","0.0 %","55.6 %","16.7 %","27.8 %","38.6 %","13","57","70","sa505267"
"Jonattan Hernandez","Angels (R)","18","10",".000","1.50","0.0 %","60.0 %","40.0 %","0.0 %","0.0 %","50.0 %","0.0 %","50.0 %","42.1 %","4","15","19","sa505269"
"Hector Rodriguez","Astros (R)","19","220",".317","0.96","13.3 %","42.4 %","44.2 %","31.5 %","0.0 %","51.5 %","25.4 %","23.1 %","24.2 %","88","259","347","sa505287"
"Mario Gonzalez","Astros (R)","17","168",".281","1.02","12.6 %","44.1 %","43.3 %","29.1 %","0.0 %","41.1 %","27.1 %","31.8 %","23.0 %","56","209","265","sa505290"
"Fredwin Campusano","Astros (R)","17","157",".294","1.13","13.3 %","45.9 %","40.8 %","25.0 %","0.0 %","48.1 %","29.8 %","22.1 %","25.4 %","74","209","283","sa505295"
"Raymer Lopez","Astros (R)","18","157",".324","0.96","14.3 %","41.9 %","43.8 %","19.6 %","0.0 %","42.3 %","29.7 %","27.9 %","25.1 %","57","198","255","sa505298"
"Max Ayarza","Astros (R)","17","110",".188","0.92","6.6 %","44.7 %","48.7 %","29.7 %","0.0 %","47.5 %","15.0 %","37.5 %","20.8 %","45","147","192","sa505303"
"Andru Sierra","Astros (R)","17","29",".077","3.33","0.0 %","76.9 %","23.1 %","100.0 %","0.0 %","53.9 %","15.4 %","30.8 %","31.3 %","21","46","67","sa505304"
"Taiwan Perry","Dodgers (R)","21","45",".087","1.86","13.0 %","56.5 %","30.4 %","28.6 %","0.0 %","34.8 %","17.4 %","47.8 %","44.7 %","20","74","94","sa505441"
"Eddie Rush","Tigers (R)","22","114",".356","3.56","14.1 %","67.1 %","18.8 %","12.5 %","0.0 %","39.1 %","25.3 %","35.6 %","33.7 %","15","157","172","sa505444"
"Gian Arias","Yankees (R)","17","288",".280","1.42","8.8 %","53.5 %","37.6 %","25.0 %","0.0 %","34.4 %","30.1 %","35.5 %","18.3 %","231","336","567","sa505514"
"Luis Parache","Yankees (R)","19","116",".289","0.61","15.1 %","32.3 %","52.7 %","32.7 %","0.0 %","47.4 %","33.0 %","19.6 %","10.5 %","42","120","162","sa505527"
"Daniel Coury","Braves (R)","22","27",".167","1.43","5.6 %","55.6 %","38.9 %","42.9 %","0.0 %","61.1 %","16.7 %","22.2 %","24.5 %","13","36","49","sa505578"
"Mike Payne","Braves (R)","23","41",".344","1.15","9.7 %","48.4 %","41.9 %","15.4 %","0.0 %","46.9 %","25.0 %","28.1 %","31.2 %","5","56","61","sa505579"
"Taylor Krick","- - -","21","50",".216","1.67","11.1 %","55.6 %","33.3 %","25.0 %","0.0 %","40.5 %","8.1 %","51.4 %","4.7 %","36","50","86","sa505580"
"Marshal Davis","Mets (R)","23","30",".273","1.75","0.0 %","63.6 %","36.4 %","50.0 %","0.0 %","66.7 %","8.3 %","25.0 %","24.6 %","26","39","65","sa505581"
"David Hernandez","Rockies (R)","21","79",".259","3.80","11.1 %","70.4 %","18.5 %","20.0 %","0.0 %","54.4 %","21.1 %","24.6 %","32.8 %","14","108","122","sa505582"
"Jovan Pickett","- - -","21","226",".309","3.57","10.5 %","69.9 %","19.6 %","36.7 %","0.0 %","37.3 %","24.9 %","37.9 %","26.7 %","62","290","352","sa505583"
"Max Fearnow","Astros (A-)","22","1",".000","0.00","0.0 %","0.0 %","0.0 %","0.0 %","0.0 %","","","","100.0 %","0","3","3","sa505882"
"Teodoro Martinez","Rangers (R)","17","237",".304","1.37","11.5 %","51.1 %","37.4 %","27.9 %","0.0 %","50.3 %","25.4 %","24.4 %","13.2 %","90","252","342","sa505946"
"Santiago Chirino","Rangers (R)","18","247",".282","1.30","12.0 %","49.7 %","38.2 %","24.7 %","0.0 %","39.9 %","28.6 %","31.5 %","9.5 %","114","253","367","sa505974"
"Alex Monsalve","Indians (R)","17","252",".358","1.04","17.3 %","42.2 %","40.5 %","27.1 %","0.0 %","38.4 %","31.6 %","29.9 %","29.1 %","84","342","426","sa505988"
"Francisco Lugo","Rangers (R)","17","175",".257","1.40","13.1 %","50.8 %","36.2 %","34.0 %","0.0 %","41.1 %","29.1 %","29.8 %","7.8 %","92","165","257","sa505990"
"Johan Santa","- - -","17","172",".268","0.87","7.6 %","42.9 %","49.5 %","28.8 %","0.0 %","36.6 %","34.8 %","28.6 %","33.6 %","63","244","307","sa505996"
"Oswaldo Pirela","- - -","17","84",".233","1.41","7.0 %","54.4 %","38.6 %","50.0 %","0.0 %","48.3 %","33.3 %","18.3 %","27.1 %","32","108","140","sa506005"
"Miguel Marte","Athletics (R)","19","123",".408","0.60","9.2 %","34.2 %","56.6 %","25.6 %","0.0 %","39.5 %","32.9 %","27.6 %","32.2 %","82","160","242","sa506011"
"Luis Osorio","Athletics (R)","18","112",".243","1.67","4.5 %","59.7 %","35.8 %","29.2 %","0.0 %","34.3 %","27.1 %","38.6 %","26.7 %","62","148","210","sa506023"
"Victor Trinidad","Athletics (R)","18","60",".323","0.91","19.2 %","38.5 %","42.3 %","27.3 %","0.0 %","53.1 %","25.0 %","21.9 %","23.6 %","52","75","127","sa506025"
"Aderlin Tejeda","Indians (R)","17","184",".220","1.02","13.9 %","43.6 %","42.6 %","32.6 %","0.0 %","42.2 %","21.1 %","36.7 %","34.9 %","74","270","344","sa506030"
"Charli Blanco","Athletics (R)","18","149",".330","2.19","7.8 %","63.3 %","28.9 %","38.5 %","0.0 %","44.8 %","29.2 %","26.0 %","34.5 %","58","200","258","sa506032"
"Jack Avila","Indians (R)","17","63",".229","1.38","8.8 %","52.9 %","38.2 %","30.8 %","0.0 %","33.3 %","27.8 %","38.9 %","33.9 %","28","87","115","sa506033"
"Jose Rosario","Athletics (R)","18","107",".238","1.48","14.8 %","50.8 %","34.4 %","33.3 %","0.0 %","60.6 %","19.7 %","19.7 %","29.1 %","62","148","210","sa506039"
"Eduardo Almonte","Athletics (R)","19","32",".273","2.60","5.3 %","68.4 %","26.3 %","40.0 %","0.0 %","31.8 %","27.3 %","40.9 %","38.9 %","8","46","54","sa506047"
"Diego Ledezma","Athletics (R)","18","76",".296","0.55","9.4 %","32.1 %","58.5 %","29.0 %","0.0 %","35.2 %","37.0 %","27.8 %","39.8 %","18","110","128","sa506049"
"Jose Sayegh","Athletics (R)","17","97",".310","1.19","16.7 %","45.2 %","38.1 %","31.3 %","0.0 %","28.6 %","31.0 %","40.5 %","55.6 %","22","192","214","sa506050"
"Anderson De La Rosa","Athletics (R)","17","157",".206","0.98","11.0 %","44.0 %","45.1 %","24.4 %","0.0 %","50.5 %","29.7 %","19.8 %","31.5 %","79","207","286","sa506053"
"Gabriel Santana","Athletics (R)","16","153",".273","2.21","15.5 %","58.2 %","26.4 %","31.0 %","0.0 %","55.7 %","17.2 %","27.1 %","16.6 %","40","183","223","sa506054"
"Franklin Contreras","Athletics (R)","19","56",".222","1.00","11.8 %","44.1 %","44.1 %","33.3 %","0.0 %","50.0 %","25.0 %","25.0 %","44.2 %","20","84","104","sa506056"
"Jefry Robles","Indians (R)","18","5",".333","2.00","0.0 %","100.0 %","0.0 %","0.0 %","0.0 %","0.0 %","33.3 %","66.7 %","30.0 %","4","6","10","sa506090"
"Ariel Soriano","Rays (R)","17","2","1.000","1.00","0.0 %","100.0 %","0.0 %","0.0 %","0.0 %","100.0 %","0.0 %","0.0 %","0.0 %","1","1","2","sa506091"
"Juan Martin","Rays (R)","19","136",".359","1.47","14.9 %","50.6 %","34.5 %","26.7 %","0.0 %","46.3 %","23.2 %","30.5 %","35.0 %","39","181","220","sa506101"
"Waldo Rosario","Rays (R)","19","178",".377","1.05","15.2 %","43.4 %","41.4 %","34.1 %","0.0 %","58.3 %","21.3 %","20.4 %","37.7 %","87","258","345","sa506107"
"Luis Marte","Rays (R)","18","102",".327","1.24","7.8 %","51.0 %","41.2 %","33.3 %","0.0 %","43.1 %","36.2 %","20.7 %","46.6 %","38","166","204","sa506112"
"Manuel Falcon","Blue Jays (R)","19","239",".364","0.88","13.5 %","40.4 %","46.2 %","19.4 %","0.0 %","46.8 %","29.6 %","23.7 %","20.0 %","151","270","421","sa506117"
"Adderly Rosa","Rays (R)","17","151",".297","0.88","12.5 %","40.9 %","46.6 %","17.1 %","0.0 %","46.2 %","30.1 %","23.7 %","16.8 %","137","155","292","sa506119"
"Julian Morillo","Rays (R)","17","230",".325","1.20","9.4 %","49.4 %","41.3 %","25.8 %","0.0 %","39.4 %","37.1 %","23.5 %","13.8 %","148","236","384","sa506133"
"Joel Caminero","Rays (R)","19","202",".301","0.64","12.5 %","34.0 %","53.5 %","36.4 %","0.0 %","44.3 %","29.1 %","26.6 %","25.6 %","68","253","321","sa506134"
"Fausto Natera","Blue Jays (R)","20","283",".344","0.72","12.7 %","36.5 %","50.8 %","30.0 %","0.0 %","41.3 %","33.8 %","24.9 %","16.6 %","148","315","463","sa506136"
"Jhonatan Gomez","Rays (R)","20","182",".230","0.82","7.4 %","41.8 %","50.8 %","37.1 %","0.0 %","36.2 %","29.1 %","34.7 %","15.3 %","132","202","334","sa506139"
"Raynil De Castro","Rays (R)","19","9",".200","0.33","20.0 %","20.0 %","60.0 %","0.0 %","0.0 %","20.0 %","60.0 %","20.0 %","10.0 %","12","8","20","sa506141"
"Marbin Beltre","Mariners (R)","19","82",".354","0.90","19.1 %","38.3 %","42.6 %","55.0 %","0.0 %","49.0 %","28.6 %","22.5 %","20.6 %","79","101","180","sa506145"
"Ivan Brea","Mariners (R)","20","65",".196","1.30","6.1 %","53.1 %","40.8 %","30.0 %","0.0 %","37.3 %","27.5 %","35.3 %","15.2 %","29","70","99","sa506156"
"Leonardo Ferrini","Blue Jays (R)","20","244",".308","1.05","14.6 %","43.7 %","41.7 %","19.0 %","0.0 %","35.0 %","31.3 %","33.8 %","17.9 %","174","283","457","sa506157"
"Manuel Monges","Blue Jays (R)","19","118",".302","0.75","14.0 %","36.8 %","49.1 %","17.9 %","0.0 %","44.6 %","24.6 %","30.8 %","46.8 %","43","190","233","sa506160"
"Alvaro Blanco","Blue Jays (R)","17","94",".222","0.83","9.8 %","41.0 %","49.2 %","33.3 %","0.0 %","45.3 %","25.0 %","29.7 %","19.4 %","57","113","170","sa506162"
"George Drullard","Mariners (R)","17","165",".345","1.57","15.1 %","51.9 %","33.0 %","28.6 %","0.0 %","41.1 %","30.4 %","28.6 %","19.1 %","109","200","309","sa506167"
"Gonzalo Gonzalez","Blue Jays (R)","19","121",".329","0.88","13.5 %","40.5 %","45.9 %","8.8 %","0.0 %","35.9 %","23.1 %","41.0 %","25.2 %","68","146","214","sa506168"
"Axel Wel","Mariners (R)","18","135",".208","1.51","11.1 %","53.5 %","35.4 %","37.1 %","0.0 %","45.1 %","22.6 %","32.4 %","20.3 %","65","157","222","sa506171"
"Pedro Silvestre","Rays (R)","19","1",".000","0.00","0.0 %","0.0 %","0.0 %","0.0 %","0.0 %","","","","66.7 %","0","3","3","sa506181"
"Bertin Sanon","Mariners (R)","19","49",".276","0.56","10.7 %","32.1 %","57.1 %","18.8 %","0.0 %","37.9 %","31.0 %","31.0 %","31.7 %","33","68","101","sa506193"
"Derward Ruiz","Red Sox (R)","17","59",".350","0.94","13.2 %","42.1 %","44.7 %","35.3 %","0.0 %","45.0 %","25.0 %","30.0 %","20.9 %","42","68","110","sa506221"
"Dreily Guerrero","Red Sox (R)","18","209",".321","1.28","14.9 %","47.8 %","37.3 %","26.0 %","0.0 %","51.5 %","25.4 %","23.2 %","24.4 %","140","257","397","sa506225"
"Aly Gonzalez","Red Sox (R)","18","145",".267","1.73","6.3 %","59.4 %","34.4 %","30.3 %","0.0 %","42.6 %","22.8 %","34.7 %","16.4 %","101","162","263","sa506226"
"Carlos Gimenez","Braves (R)","19","80",".361","1.08","13.3 %","45.0 %","41.7 %","12.0 %","0.0 %","41.3 %","31.8 %","27.0 %","13.2 %","31","90","121","sa506232"
"Erick Epifano","Braves (R)","19","165",".328","1.54","14.8 %","51.6 %","33.6 %","9.8 %","0.0 %","30.2 %","30.2 %","39.7 %","9.8 %","77","168","245","sa506242"
"Ponciano Flores","Reds (R)","19","21",".294","1.00","12.5 %","43.8 %","43.8 %","42.9 %","0.0 %","41.2 %","29.4 %","29.4 %","22.6 %","4","27","31","sa506257"
"Sammy Diaz","Reds (R)","18","253",".289","1.28","12.2 %","49.2 %","38.6 %","22.4 %","0.0 %","35.4 %","31.1 %","33.5 %","12.1 %","102","271","373","sa506259"
"Ricardo Quintero","Reds (R)","18","109",".297","0.47","13.1 %","27.9 %","59.0 %","44.4 %","0.0 %","55.7 %","15.7 %","28.6 %","22.0 %","77","132","209","sa506260"
"Ronald Galindez","Reds (R)","18","160",".349","1.05","13.7 %","44.1 %","42.2 %","27.9 %","0.0 %","45.5 %","29.5 %","25.0 %","23.0 %","81","193","274","sa506262"
"Frederman Lopez","Reds (R)","19","70",".308","0.84","10.3 %","41.0 %","48.7 %","15.8 %","0.0 %","43.6 %","25.6 %","30.8 %","34.3 %","46","94","140","sa506267"
"Jhimmy Lopez","Reds (R)","16","115",".306","1.43","16.4 %","49.3 %","34.3 %","39.1 %","0.0 %","40.5 %","23.0 %","36.5 %","29.6 %","61","145","206","sa506268"
"Jose Ortuno","Reds (R)","18","172",".284","0.98","12.5 %","43.3 %","44.2 %","21.7 %","0.0 %","42.3 %","29.7 %","27.9 %","37.3 %","67","241","308","sa506269"
"Lorgi Pineda","Reds (R)","17","156",".309","0.75","15.2 %","36.4 %","48.5 %","46.9 %","0.0 %","40.0 %","31.4 %","28.6 %","41.2 %","86","268","354","sa506271"
"Brayan Arias","Reds (R)","17","49",".194","2.63","0.0 %","72.4 %","27.6 %","12.5 %","0.0 %","64.5 %","19.4 %","16.1 %","32.6 %","13","73","86","sa506272"
"Jose Victor","Reds (R)","19","110",".208","0.49","7.2 %","30.4 %","62.3 %","32.6 %","0.0 %","47.2 %","26.4 %","26.4 %","30.7 %","40","149","189","sa506273"
"Elmer Reyes","Braves (R)","18","129",".316","0.85","8.6 %","41.9 %","49.5 %","15.2 %","0.0 %","51.0 %","31.3 %","17.7 %","16.6 %","55","144","199","sa506274"
"Andres Santoni","Reds (R)","18","37",".111","1.33","6.7 %","53.3 %","40.0 %","50.0 %","0.0 %","55.6 %","16.7 %","27.8 %","47.1 %","9","61","70","sa506275"
"Ramon De Los Santos","Braves (R)","19","113",".305","0.50","11.5 %","29.5 %","59.0 %","13.0 %","0.0 %","39.8 %","34.9 %","25.3 %","28.9 %","25","141","166","sa506278"
"Oliver Garcia","Mariners (R)","18","23",".214","0.86","7.1 %","42.9 %","50.0 %","28.6 %","0.0 %","64.3 %","14.3 %","21.4 %","40.9 %","5","39","44","sa506286"
"Yafistel Roja","Rockies (R)","17","279",".310","1.92","7.5 %","60.8 %","31.7 %","17.5 %","0.0 %","34.3 %","28.6 %","37.1 %","25.0 %","109","352","461","sa506295"
"Robert De La Cruz","Rockies (R)","19","132",".259","0.62","14.1 %","32.9 %","52.9 %","28.9 %","0.0 %","43.8 %","33.7 %","22.5 %","32.3 %","43","186","229","sa506303"
"Wilson Soriano","Rockies (R)","17","165",".213","1.33","8.9 %","52.0 %","39.0 %","35.4 %","0.0 %","42.1 %","33.1 %","24.8 %","12.8 %","73","170","243","sa506304"
"Michael Ramirez","Rockies (R)","19","153",".222","1.25","11.8 %","49.0 %","39.2 %","22.5 %","0.0 %","48.7 %","19.8 %","31.5 %","20.6 %","63","175","238","sa506305"
"Juan Ciriaco","Rockies (R)","18","119",".395","1.79","6.9 %","59.7 %","33.3 %","20.8 %","0.0 %","46.8 %","27.9 %","25.3 %","29.6 %","66","150","216","sa506307"
"Abraham Ramirez","Royals (R)","18","110",".397","0.48","5.8 %","30.4 %","63.8 %","29.5 %","0.0 %","42.7 %","33.3 %","24.0 %","36.0 %","35","154","189","sa506333"
"Luis Matias","Mariners (R)","18","90",".169","0.93","5.3 %","45.6 %","49.1 %","46.4 %","0.0 %","52.5 %","23.7 %","23.7 %","16.2 %","74","105","179","sa506335"
"Rainier Bello","Royals (R)","17","196",".346","1.18","12.1 %","47.7 %","40.3 %","15.0 %","0.0 %","34.8 %","30.3 %","34.8 %","22.1 %","67","241","308","sa506336"
"Jesus Cordova","Royals (R)","18","93",".354","0.95","8.5 %","44.7 %","46.8 %","27.3 %","0.0 %","29.2 %","43.8 %","27.1 %","31.0 %","76","121","197","sa506341"
"Vicni Pereira","Royals (R)","18","41",".273","0.80","10.0 %","40.0 %","50.0 %","20.0 %","0.0 %","47.8 %","21.7 %","30.4 %","36.3 %","18","62","80","sa506349"
"Moises Gomez","Royals (R)","17","121",".232","1.67","10.0 %","56.3 %","33.8 %","18.5 %","0.0 %","41.0 %","27.7 %","31.3 %","22.5 %","76","142","218","sa506350"
"Carlos Garcia","Royals (R)","17","150",".193","1.55","6.0 %","57.1 %","36.9 %","38.7 %","0.0 %","35.9 %","30.4 %","33.7 %","20.5 %","126","171","297","sa506356"
"Pedro Nivar","Royals (R)","17","109",".299","0.76","6.3 %","40.6 %","53.1 %","20.6 %","0.0 %","41.2 %","39.7 %","19.1 %","22.6 %","70","129","199","sa506357"
"Jeffrey Jones","Angels (A)","22","54",".294","1.90","12.1 %","57.6 %","30.3 %","30.0 %","0.0 %","65.7 %","14.3 %","20.0 %","34.0 %","15","82","97","sa506473"
"Gerardo Reyes","Braves (R)","18","110",".236","0.83","7.2 %","42.2 %","50.6 %","23.8 %","0.0 %","44.0 %","28.6 %","27.5 %","19.6 %","30","128","158","sa506524"
"Ronald Luna","Braves (R)","16","119",".253","0.81","7.3 %","41.5 %","51.2 %","31.0 %","0.0 %","40.5 %","30.3 %","29.2 %","29.0 %","34","156","190","sa506532"
"Hector Garcia","Braves (R)","17","95",".230","1.21","5.4 %","51.8 %","42.9 %","16.7 %","0.0 %","50.0 %","17.7 %","32.3 %","39.2 %","29","137","166","sa506534"
"Anthony Nunez","Braves (R)","19","101",".213","0.73","7.8 %","39.0 %","53.2 %","17.1 %","0.0 %","43.8 %","25.0 %","31.3 %","18.4 %","42","116","158","sa506536"
"Wader Perez","Cardinals (R)","19","218",".316","1.43","12.3 %","51.6 %","36.1 %","28.6 %","0.0 %","52.8 %","22.0 %","25.2 %","15.4 %","137","239","376","sa506570"
"Jesus Montero","- - -","18","176",".287","0.75","17.0 %","35.7 %","47.3 %","17.0 %","0.0 %","43.5 %","28.7 %","27.8 %","26.9 %","114","213","327","sa506571"
"Luis Perez","Cardinals (R)","17","90",".351","0.56","9.1 %","32.7 %","58.2 %","12.5 %","0.0 %","46.6 %","29.3 %","24.1 %","8.3 %","98","83","181","sa506572"
"Jorge Lopez","Cardinals (R)","18","174",".326","1.29","11.1 %","50.0 %","38.9 %","18.4 %","0.0 %","48.9 %","28.5 %","22.6 %","31.8 %","32","229","261","sa506575"
"Yorbel Alcala","Cardinals (R)","19","159",".298","0.63","14.2 %","33.3 %","52.5 %","30.2 %","0.0 %","44.4 %","31.5 %","24.2 %","22.2 %","52","196","248","sa506577"
"Victor Encarnacion","Cardinals (R)","19","176",".301","0.85","13.9 %","39.6 %","46.5 %","34.0 %","0.0 %","56.3 %","26.2 %","17.5 %","27.5 %","111","231","342","sa506582"
"Victor Ferreira","Cardinals (R)","18","31",".200","0.63","13.3 %","33.3 %","53.3 %","12.5 %","0.0 %","40.0 %","26.7 %","33.3 %","55.6 %","2","61","63","sa506587"
"Manuel Pestana","Cubs (R)","19","108",".278","1.00","4.0 %","48.0 %","48.0 %","33.3 %","0.0 %","44.3 %","29.1 %","26.6 %","18.8 %","54","122","176","sa506668"
"Ernesto Martes","Tigers (R)","19","1","1.000","1.00","0.0 %","100.0 %","0.0 %","0.0 %","0.0 %","0.0 %","100.0 %","0.0 %","0.0 %","0","1","1","sa506673"
"Jesus Rodriguez","Cubs (R)","17","197",".313","2.00","9.7 %","60.2 %","30.1 %","22.6 %","0.0 %","30.4 %","34.8 %","34.8 %","30.1 %","127","278","405","sa506674"
"Gregori Gonzalez","- - -","19","107",".241","1.41","5.4 %","55.4 %","39.2 %","27.6 %","0.0 %","53.2 %","21.5 %","25.3 %","30.5 %","28","146","174","sa506676"
"Carlos Romero","Cubs (R)","19","181",".211","0.82","12.8 %","39.2 %","48.0 %","41.7 %","0.0 %","43.9 %","19.7 %","36.4 %","20.8 %","82","212","294","sa506677"
"Luis Liria","Cubs (R)","19","9",".167","4.00","0.0 %","80.0 %","20.0 %","0.0 %","0.0 %","83.3 %","0.0 %","16.7 %","50.0 %","1","15","16","sa506679"
"Rafael Disla","Cubs (R)","18","182",".327","0.58","14.7 %","31.4 %","53.9 %","21.8 %","0.0 %","43.2 %","30.6 %","26.1 %","20.3 %","158","217","375","sa506700"
"Melido Perez","Cubs (R)","18","25",".438","1.17","18.8 %","43.8 %","37.5 %","66.7 %","0.0 %","68.8 %","18.8 %","12.5 %","37.5 %","14","34","48","sa506701"
"Robinson Figueroa","Tigers (R)","19","126",".247","0.88","8.6 %","42.9 %","48.6 %","14.7 %","0.0 %","49.3 %","29.3 %","21.3 %","27.9 %","63","174","237","sa506705"
"Jose Montecino","- - -","18","210",".322","1.48","14.4 %","51.1 %","34.5 %","29.2 %","0.0 %","40.1 %","31.3 %","28.6 %","16.1 %","150","235","385","sa506707"
"Hector Suarez","Cubs (R)","17","155",".287","1.31","14.4 %","48.5 %","37.1 %","30.6 %","0.0 %","44.1 %","31.4 %","24.5 %","28.5 %","76","198","274","sa506712"
"Darlyn Figueroa","Cubs (R)","19","183",".303","1.35","17.1 %","47.6 %","35.2 %","29.7 %","0.0 %","47.7 %","23.9 %","28.4 %","26.6 %","100","242","342","sa506714"
"Raul Leiva","Tigers (R)","19","171",".260","1.82","8.5 %","59.0 %","32.5 %","21.1 %","0.0 %","42.0 %","27.5 %","30.5 %","19.1 %","80","192","272","sa506716"
"Franklin Felida","Tigers (R)","20","46",".214","0.92","7.4 %","44.4 %","48.1 %","61.5 %","0.0 %","48.3 %","10.3 %","41.4 %","30.0 %","24","56","80","sa506718"
"Yorby Martinez","Twins (R)","20","213",".298","1.12","11.5 %","46.8 %","41.7 %","32.3 %","0.0 %","41.4 %","25.3 %","33.3 %","15.5 %","108","235","343","sa506753"
"Pedro Estaba","Twins (R)","16","105",".333","1.00","5.9 %","47.1 %","47.1 %","21.9 %","0.0 %","52.6 %","17.1 %","30.3 %","22.7 %","61","124","185","sa506759"
"Victor Arias","Twins (R)","18","116",".333","1.33","8.7 %","52.2 %","39.1 %","37.0 %","0.0 %","37.8 %","35.1 %","27.0 %","27.5 %","57","150","207","sa506761"
"Ernesto Ciprian","Twins (R)","18","142",".222","1.29","15.8 %","47.4 %","36.8 %","28.6 %","0.0 %","58.0 %","21.0 %","21.0 %","21.0 %","82","166","248","sa506762"
"Felix Martinez","Twins (R)","20","63",".344","1.67","20.0 %","50.0 %","30.0 %","0.0 %","0.0 %","50.0 %","28.1 %","21.9 %","30.9 %","53","86","139","sa506763"
"Roberto Ortiz","Diamondbacks (R)","20","287",".330","0.81","11.0 %","39.8 %","49.2 %","18.0 %","0.0 %","46.6 %","25.1 %","28.3 %","26.3 %","139","347","486","sa506764"
"Emilio Sepulveda","Twins (R)","17","127",".241","2.32","14.9 %","59.5 %","25.7 %","36.8 %","0.0 %","41.2 %","29.4 %","29.4 %","29.4 %","60","171","231","sa506767"
"Alexandre De Oliveira","Twins (R)","16","84",".226","1.00","9.4 %","45.3 %","45.3 %","37.5 %","0.0 %","52.8 %","24.5 %","22.6 %","28.4 %","53","109","162","sa506771"
"Jose Dicent","Diamondbacks (R)","18","130",".329","0.81","17.6 %","36.8 %","45.6 %","22.6 %","0.0 %","64.3 %","22.9 %","12.9 %","44.2 %","52","206","258","sa506774"
"Kelvin Javier","Diamondbacks (R)","18","214",".303","0.98","13.7 %","42.7 %","43.6 %","21.6 %","0.0 %","45.8 %","24.2 %","30.0 %","35.4 %","125","305","430","sa506779"
"Elvin Delgado","Diamondbacks (R)","18","108",".182","0.90","12.3 %","41.5 %","46.2 %","36.7 %","0.0 %","58.2 %","25.4 %","16.4 %","37.6 %","37","149","186","sa506781"
"Wilmer Santana","Diamondbacks (R)","17","15",".125","0.60","0.0 %","37.5 %","62.5 %","60.0 %","0.0 %","62.5 %","0.0 %","37.5 %","45.2 %","8","23","31","sa506782"
"Jose Murillo","Twins (R)","16","93",".234","1.07","8.2 %","47.5 %","44.3 %","25.9 %","0.0 %","48.5 %","25.8 %","25.8 %","28.9 %","39","120","159","sa506785"
"Felix Gallardo","Twins (R)","18","64",".306","0.83","5.7 %","42.9 %","51.4 %","16.7 %","0.0 %","66.7 %","25.0 %","8.3 %","29.1 %","47","80","127","sa506786"
