"Name","Team","Age","IP","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","Pull%","Cent%","Oppo%","SwStr%","Balls","Strikes","Pitches","playerid"
"Rafael Soriano","- - -","31","4.1",".250","2.00","7.7 %","61.5 %","30.8 %","25.0 %","50.0 %","57.1 %","7.1 %","35.7 %","10.4 %","12","36","48","1100"
"Leonel Campos","Padres (A-)","23","2.0",".667","1.50","28.6 %","42.9 %","28.6 %","0.0 %","50.0 %","28.6 %","42.9 %","28.6 %","52.4 %","1","20","21","12277"
"Frank Francisco","Blue Jays (A+)","31","5.0",".333","1.50","23.1 %","46.2 %","30.8 %","0.0 %","50.0 %","57.1 %","21.4 %","21.4 %","25.0 %","19","33","52","1933"
"Chia-Jen Lo","Astros (A)","25","2.0",".250","1.00","20.0 %","40.0 %","40.0 %","0.0 %","50.0 %","60.0 %","20.0 %","20.0 %","30.8 %","11","15","26","5440"
"Blake Lalli","Cubs (AA)","28","0.1",".000","0.00","0.0 %","0.0 %","100.0 %","50.0 %","50.0 %","50.0 %","50.0 %","0.0 %","0.0 %","3","4","7","9246"
"Vince Perkins","Blue Jays (AA)","29","2.2",".333","4.00","16.7 %","66.7 %","16.7 %","0.0 %","50.0 %","58.3 %","0.0 %","41.7 %","2.7 %","22","15","37","sa200999"
"Jason Christian","Athletics (AA)","24","1.0",".000","0.50","25.0 %","25.0 %","50.0 %","0.0 %","50.0 %","50.0 %","50.0 %","0.0 %","0.0 %","12","10","22","sa454572"
"Tim Kiely","Angels (AA)","25","3.0",".222","2.00","33.3 %","44.4 %","22.2 %","0.0 %","50.0 %","60.0 %","0.0 %","40.0 %","20.0 %","16","24","40","sa455346"
"Zach Gentile","Red Sox (A+)","24","1.0",".000","1.00","0.0 %","50.0 %","50.0 %","0.0 %","50.0 %","75.0 %","25.0 %","0.0 %","0.0 %","6","4","10","sa455401"
"Roberto Ramos","Red Sox (A-)","22","3.0",".000","3.50","0.0 %","77.8 %","22.2 %","50.0 %","50.0 %","66.7 %","11.1 %","22.2 %","18.2 %","8","14","22","sa456602"
"Tyler Higgins","Marlins (R)","20","1.1",".200","1.00","20.0 %","40.0 %","40.0 %","50.0 %","50.0 %","66.7 %","0.0 %","33.3 %","14.3 %","12","9","21","sa503722"
"Garrett Maines","Blue Jays (A-)","24","1.0",".333","0.50","25.0 %","25.0 %","50.0 %","0.0 %","50.0 %","25.0 %","0.0 %","75.0 %","22.2 %","2","7","9","sa540435"
"Brady Dragmire","Blue Jays (R)","18","1.0",".333","1.00","0.0 %","50.0 %","50.0 %","0.0 %","50.0 %","25.0 %","25.0 %","50.0 %","27.3 %","4","7","11","sa598911"
"Eduardo Rojo","Mexican (AAA)","19","2.0",".571","0.75","22.2 %","33.3 %","44.4 %","0.0 %","50.0 %","55.6 %","22.2 %","22.2 %","11.1 %","16","29","45","sa603796"
"Marek Minarik","Phillies (R)","18","3.0",".500","2.50","22.2 %","55.6 %","22.2 %","0.0 %","50.0 %","77.8 %","11.1 %","11.1 %","43.8 %","9","23","32","sa605675"
"Craig Albernaz","Rays (AAA)","28","4.0",".235","0.27","30.0 %","15.0 %","55.0 %","18.2 %","45.5 %","40.9 %","18.2 %","40.9 %","3.2 %","20","43","63","sa328612"
"Francis Beltran","Astros (AAA)","31","6.1",".519","3.00","31.0 %","51.7 %","17.2 %","20.0 %","40.0 %","62.1 %","17.2 %","20.7 %","6.4 %","65","92","157","1530"
"Jake Elmore","Diamondbacks (AA)","24","2.1",".000","0.20","0.0 %","16.7 %","83.3 %","0.0 %","40.0 %","50.0 %","33.3 %","16.7 %","6.3 %","13","19","32","7290"
"Hugo Aguilar","- - -","33","9.0",".400","1.70","30.8 %","43.6 %","25.6 %","0.0 %","40.0 %","46.2 %","25.6 %","28.2 %","5.3 %","66","103","169","sa211026"
"Jose Lozada","Nationals (A+)","25","1.0",".500","0.60","0.0 %","37.5 %","62.5 %","0.0 %","40.0 %","25.0 %","37.5 %","37.5 %","10.0 %","1","9","10","sa454600"
"Andy Otero","Braves (R)","19","11.0",".357","1.20","31.3 %","37.5 %","31.3 %","30.0 %","40.0 %","53.1 %","25.0 %","21.9 %","35.3 %","9","76","85","sa506550"
"Hugo Garcia","Rays (R)","18","6.2",".526","0.60","57.9 %","15.8 %","26.3 %","20.0 %","40.0 %","38.1 %","23.8 %","38.1 %","38.1 %","30","54","84","sa550733"
"Ian Snell","Dodgers (AAA)","29","22.0",".250","0.81","15.9 %","37.7 %","46.4 %","15.6 %","34.4 %","39.4 %","21.1 %","39.4 %","7.7 %","184","230","414","2227"
"Ken Giles","Phillies (R)","20","4.2",".500","1.67","27.3 %","45.5 %","27.3 %","0.0 %","33.3 %","36.4 %","27.3 %","36.4 %","33.3 %","13","32","45","12910"
"Michael Wuertz","- - -","32","6.0",".571","2.67","26.7 %","53.3 %","20.0 %","33.3 %","33.3 %","53.3 %","26.7 %","20.0 %","26.1 %","42","69","111","1856"
"Saul Rivera","Mexican (AAA)","33","13.1",".311","3.33","18.8 %","62.5 %","18.8 %","11.1 %","33.3 %","62.5 %","22.9 %","14.6 %","11.5 %","67","124","191","2027"
"Wandy Rodriguez","Astros (AA)","32","4.0",".385","3.33","7.1 %","71.4 %","21.4 %","66.7 %","33.3 %","42.9 %","14.3 %","42.9 %","3.6 %","18","38","56","2586"
"Brian Sanches","Marlins (A+)","32","2.2",".125","1.67","11.1 %","55.6 %","33.3 %","66.7 %","33.3 %","55.6 %","11.1 %","33.3 %","26.7 %","1","14","15","2739"
"Juan Graterol","Royals (A)","22","1.0",".500","0.00","0.0 %","0.0 %","100.0 %","33.3 %","33.3 %","66.7 %","0.0 %","33.3 %","21.4 %","5","9","14","5398"
"Roy Oswalt","- - -","33","15.0",".318","10.33","24.4 %","68.9 %","6.7 %","33.3 %","33.3 %","64.4 %","15.6 %","20.0 %","14.7 %","64","134","198","571"
"Carlos Carrasco","Indians (AA)","24","3.2",".273","2.33","16.7 %","58.3 %","25.0 %","33.3 %","33.3 %","41.7 %","0.0 %","58.3 %","23.7 %","15","23","38","6632"
"Anthony Ortega","- - -","25","41.0",".375","2.67","23.8 %","55.4 %","20.8 %","11.1 %","33.3 %","43.8 %","24.8 %","31.4 %","9.7 %","229","393","622","6745"
"Renee Cortez","Mexican (AAA)","28","4.0",".417","2.67","15.4 %","61.5 %","23.1 %","33.3 %","33.3 %","53.9 %","23.1 %","23.1 %","13.2 %","27","49","76","sa201036"
"Geivy Garcia","Mexican (AAA)","28","2.2",".000","1.00","0.0 %","50.0 %","50.0 %","0.0 %","33.3 %","50.0 %","33.3 %","16.7 %","6.4 %","18","29","47","sa201999"
"Jason Lowey","Braves (A+)","26","8.0",".235","1.67","11.1 %","55.6 %","33.3 %","16.7 %","33.3 %","47.4 %","21.1 %","31.6 %","25.3 %","22","53","75","sa3000970"
"Henry Mabee","White Sox (AA)","25","2.1",".546","2.33","23.1 %","53.8 %","23.1 %","0.0 %","33.3 %","41.7 %","41.7 %","16.7 %","4.4 %","33","35","68","sa390187"
"C.J. Retherford","Braves (AA)","25","1.0",".667","0.33","42.9 %","14.3 %","42.9 %","0.0 %","33.3 %","28.6 %","71.4 %","0.0 %","7.7 %","8","18","26","sa393409"
"Anthony Scelfo","Rays (A+)","24","1.0",".000","0.33","0.0 %","25.0 %","75.0 %","66.7 %","33.3 %","50.0 %","0.0 %","50.0 %","0.0 %","7","6","13","sa454967"
"Ben Theriot","Royals (AA)","23","1.0",".250","0.33","20.0 %","20.0 %","60.0 %","33.3 %","33.3 %","60.0 %","20.0 %","20.0 %","3.1 %","19","13","32","sa501557"
"Anthony Giansanti","Cubs (A)","22","3.1",".111","0.67","0.0 %","40.0 %","60.0 %","16.7 %","33.3 %","45.5 %","18.2 %","36.4 %","19.4 %","10","21","31","sa503822"
"Jonatan Santana","Athletics (R)","23","2.2",".455","0.33","27.3 %","18.2 %","54.5 %","0.0 %","33.3 %","53.9 %","46.2 %","0.0 %","20.0 %","11","19","30","sa506018"
"Emilio Sepulveda","Twins (R)","19","2.0",".400","1.00","0.0 %","50.0 %","50.0 %","33.3 %","33.3 %","50.0 %","0.0 %","50.0 %","31.6 %","3","16","19","sa506767"
"Vanny Valenzuela","Mexican (AAA)","23","2.0",".375","1.00","33.3 %","33.3 %","33.3 %","33.3 %","33.3 %","55.6 %","11.1 %","33.3 %","4.4 %","21","25","46","sa509795"
"Trevor Hairgrove","Angels (R)","21","1.0",".000","0.33","0.0 %","25.0 %","75.0 %","66.7 %","33.3 %","50.0 %","25.0 %","25.0 %","21.4 %","7","7","14","sa547088"
"Matthew Lewis","Braves (R)","22","3.0",".300","2.00","10.0 %","60.0 %","30.0 %","0.0 %","33.3 %","54.6 %","9.1 %","36.4 %","3.0 %","18","15","33","sa548482"
"Michael Liberto","Royals (R)","23","0.2",".333","0.00","25.0 %","0.0 %","75.0 %","33.3 %","33.3 %","25.0 %","50.0 %","25.0 %","28.6 %","1","6","7","sa549488"
"Jacob Borup","Phillies (A)","24","10.2",".342","2.00","25.0 %","50.0 %","25.0 %","11.1 %","33.3 %","65.9 %","22.0 %","12.2 %","38.3 %","14","80","94","sa549675"
"Ernesto Zaragoza","Mariners (R)","18","5.2",".400","2.67","31.3 %","50.0 %","18.8 %","0.0 %","33.3 %","62.5 %","12.5 %","25.0 %","11.1 %","30","42","72","sa549734"
"Ignacio Flores","- - -","35","25.0",".216","1.21","17.9 %","44.9 %","37.2 %","13.8 %","31.0 %","50.6 %","19.8 %","29.6 %","4.5 %","130","226","356","sa508204"
"J.D. Durbin","Mexican (AAA)","29","12.1",".333","1.69","14.6 %","53.7 %","31.7 %","7.7 %","30.8 %","59.5 %","19.1 %","21.4 %","10.5 %","116","150","266","7992"
"Luke Sommer","Cubs (AA)","26","10.0",".400","1.31","21.1 %","44.7 %","34.2 %","7.7 %","30.8 %","39.5 %","18.4 %","42.1 %","6.4 %","59","114","173","sa388967"
"Paul Bingham","Padres (A-)","23","6.1",".391","0.90","20.8 %","37.5 %","41.7 %","0.0 %","30.0 %","65.4 %","11.5 %","23.1 %","11.6 %","26","43","69","sa526932"
"Mario Mendoza","Mexican (AAA)","32","21.2",".400","9.00","17.6 %","74.1 %","8.2 %","14.3 %","28.6 %","50.6 %","24.1 %","25.3 %","8.7 %","183","233","416","sa198436"
"Kaimi Mead","Rockies (A+)","25","7.2",".318","1.43","29.2 %","41.7 %","29.2 %","14.3 %","28.6 %","54.2 %","20.8 %","25.0 %","20.5 %","36","47","83","sa455375"
"John Kukuruda","Rangers (A-)","19","17.2",".312","2.57","19.4 %","58.1 %","22.6 %","14.3 %","28.6 %","52.3 %","20.0 %","27.7 %","21.7 %","50","102","152","sa549815"
"Yonquelys Martinez","Astros (R)","18","8.1",".269","1.71","26.9 %","46.2 %","26.9 %","0.0 %","28.6 %","28.6 %","50.0 %","21.4 %","14.7 %","22","46","68","sa607538"
"Mike Leake","Reds (AAA)","23","7.1",".333","1.09","20.7 %","41.4 %","37.9 %","9.1 %","27.3 %","36.7 %","33.3 %","30.0 %","8.6 %","30","87","117","10130"
"R.J. Rodriguez","Mexican (AAA)","26","8.1",".429","1.18","17.2 %","44.8 %","37.9 %","18.2 %","27.3 %","29.0 %","32.3 %","38.7 %","13.5 %","70","108","178","sa329109"
"Andrew Durden","Royals (R)","22","6.1",".364","0.82","16.7 %","37.5 %","45.8 %","9.1 %","27.3 %","52.0 %","20.0 %","28.0 %","23.2 %","18","38","56","sa546874"
"Jake Cose","White Sox (R)","20","11.0",".342","1.73","25.0 %","47.5 %","27.5 %","18.2 %","27.3 %","34.2 %","34.2 %","31.7 %","24.7 %","23","70","93","sa599358"
"Jake Muyco","Cubs (AAA)","26","5.0",".364","0.67","0.0 %","40.0 %","60.0 %","0.0 %","26.7 %","53.9 %","15.4 %","30.8 %","7.8 %","22","55","77","sa294302"
"Armando Galarraga","Diamondbacks (AAA)","29","23.1",".280","0.94","19.5 %","39.0 %","41.5 %","23.5 %","26.5 %","40.5 %","23.8 %","35.7 %","7.2 %","172","245","417","4222"
"Scott Barlow","Dodgers (R)","18","1.2",".500","1.00","11.1 %","44.4 %","44.4 %","0.0 %","25.0 %","33.3 %","44.4 %","22.2 %","15.0 %","8","12","20","14993"
"Zack Greinke","- - -","27","10.2",".370","4.25","25.0 %","60.7 %","14.3 %","25.0 %","25.0 %","42.9 %","25.0 %","32.1 %","14.3 %","47","100","147","1943"
"Jon Huber","Dodgers (AAA)","29","9.2",".441","2.13","26.5 %","50.0 %","23.5 %","12.5 %","25.0 %","41.7 %","27.8 %","30.6 %","5.5 %","89","112","201","3109"
"Arturo Lopez","Mexican (AAA)","28","15.1",".375","1.08","18.0 %","42.6 %","39.3 %","4.2 %","25.0 %","37.1 %","37.1 %","25.8 %","5.7 %","143","171","314","3319"
"Cesar Ramos","Rays (AAA)","27","4.0",".267","1.50","33.3 %","40.0 %","26.7 %","0.0 %","25.0 %","31.3 %","25.0 %","43.8 %","14.3 %","31","46","77","3357"
"Carlos Frias","Dodgers (A+)","21","16.0",".311","2.17","17.4 %","56.5 %","26.1 %","0.0 %","25.0 %","45.8 %","20.8 %","33.3 %","22.3 %","80","86","166","3547"
"Alex Burnett","Twins (AAA)","23","3.2",".364","1.25","25.0 %","41.7 %","33.3 %","25.0 %","25.0 %","66.7 %","33.3 %","0.0 %","10.4 %","15","33","48","4065"
"Matt Lindstrom","Rockies (AAA)","31","2.0",".600","0.50","0.0 %","33.3 %","66.7 %","0.0 %","25.0 %","50.0 %","50.0 %","0.0 %","13.5 %","14","23","37","4604"
"Warner Madrigal","Yankees (AA)","27","1.1",".333","0.00","0.0 %","0.0 %","100.0 %","0.0 %","25.0 %","25.0 %","0.0 %","75.0 %","7.1 %","13","15","28","6419"
"Matt Macri","Rockies (AAA)","29","2.0",".200","0.50","0.0 %","33.3 %","66.7 %","25.0 %","25.0 %","33.3 %","16.7 %","50.0 %","6.9 %","10","19","29","7548"
"Shelby Ford","Pirates (AAA)","26","0.2",".333","0.00","0.0 %","0.0 %","100.0 %","0.0 %","25.0 %","75.0 %","25.0 %","0.0 %","11.8 %","7","10","17","sa326554"
"Ryan Curry","Marlins (AA)","26","1.1",".000","0.00","0.0 %","0.0 %","100.0 %","25.0 %","25.0 %","25.0 %","0.0 %","75.0 %","9.5 %","8","13","21","sa389866"
"Warren Schaeffer","- - -","26","2.0",".615","0.25","28.6 %","14.3 %","57.1 %","25.0 %","25.0 %","53.3 %","26.7 %","20.0 %","4.6 %","26","39","65","sa390281"
"Jake Opitz","Cubs (A+)","24","1.1",".400","0.50","0.0 %","33.3 %","66.7 %","50.0 %","25.0 %","66.7 %","0.0 %","33.3 %","0.0 %","3","9","12","sa455006"
"Ryan O'Sullivan","Dodgers (R)","20","8.1",".261","4.00","13.0 %","69.6 %","17.4 %","0.0 %","25.0 %","66.7 %","8.3 %","25.0 %","24.2 %","26","40","66","sa455098"
"David Cales","Cubs (AA)","23","7.0",".143","3.50","14.3 %","66.7 %","19.0 %","0.0 %","25.0 %","63.6 %","9.1 %","27.3 %","8.9 %","35","55","90","sa455474"
"Gabriel Alvarado","Pirates (A+)","24","6.2",".350","2.75","21.1 %","57.9 %","21.1 %","50.0 %","25.0 %","75.0 %","10.0 %","15.0 %","25.7 %","30","40","70","sa455790"
"Jonathan Rodriguez","Royals (R)","22","3.2",".455","1.50","16.7 %","50.0 %","33.3 %","25.0 %","25.0 %","58.3 %","16.7 %","25.0 %","22.2 %","8","19","27","sa506366"
"Austin Wood","Angels (R)","20","1.1",".500","0.50","14.3 %","28.6 %","57.1 %","25.0 %","25.0 %","42.9 %","14.3 %","42.9 %","25.0 %","4","12","16","sa548294"
"Tyler Jones","Twins (R)","21","7.0",".519","1.63","25.0 %","46.4 %","28.6 %","50.0 %","25.0 %","44.8 %","20.7 %","34.5 %","35.8 %","13","54","67","sa549495"
"Bryan Leigh","Mariners (A-)","23","26.1",".229","1.36","9.6 %","52.1 %","38.4 %","7.1 %","25.0 %","46.8 %","29.9 %","23.4 %","29.4 %","67","154","221","sa551041"
"Pedro Beltran","Mexican (AAA)","21","10.1",".353","1.08","30.6 %","36.1 %","33.3 %","25.0 %","25.0 %","51.4 %","18.9 %","29.7 %","9.7 %","67","108","175","sa593767"
"Bryan Mejia","Nationals (R)","17","2.2",".222","1.50","0.0 %","60.0 %","40.0 %","0.0 %","25.0 %","44.4 %","55.6 %","0.0 %","26.3 %","4","15","19","sa597100"
"Aldo Flores","Mexican (AAA)","23","6.0",".482","2.00","14.3 %","57.1 %","28.6 %","0.0 %","25.0 %","55.2 %","17.2 %","27.6 %","8.0 %","47","66","113","sa597931"
"Cruz Cedeno","Tigers (R)","17","50.0",".301","2.85","22.1 %","57.7 %","20.2 %","33.3 %","24.2 %","60.4 %","18.3 %","21.3 %","22.5 %","86","248","334","sa596314"
"Robby Rowland","Diamondbacks (R)","19","68.0",".360","1.94","21.2 %","51.9 %","26.8 %","17.7 %","24.2 %","49.4 %","22.4 %","28.3 %","25.7 %","111","410","521","sa548199"
"Jose Perdomo","Astros (R)","19","18.0",".468","1.76","25.4 %","47.6 %","27.0 %","0.0 %","23.5 %","43.9 %","22.7 %","33.3 %","32.2 %","45","135","180","sa505308"
"Nick Singleton","Mexican (AAA)","28","12.2",".269","0.59","6.9 %","34.5 %","58.6 %","23.5 %","23.5 %","36.7 %","20.0 %","43.3 %","10.9 %","93","136","229","sa532361"
"Axel Rios","Mexican (AAA)","18","7.0",".429","0.76","3.2 %","41.9 %","54.8 %","11.8 %","23.5 %","34.4 %","31.3 %","34.4 %","5.7 %","65","92","157","sa595954"
"Alexis Lara","Padres (AA)","24","12.2",".323","1.08","20.6 %","41.2 %","38.2 %","23.1 %","23.1 %","44.1 %","23.5 %","32.4 %","11.7 %","92","139","231","sa393401"
"Jose Mendoza","Tigers (R)","18","12.0",".386","1.54","28.3 %","43.5 %","28.3 %","23.1 %","23.1 %","38.3 %","21.3 %","40.4 %","22.9 %","26","70","96","sa546481"
"Zak Adams","Blue Jays (R)","19","21.0",".302","2.46","16.7 %","59.3 %","24.1 %","7.7 %","23.1 %","44.6 %","25.0 %","30.4 %","16.1 %","87","143","230","sa549152"
"Rafael Servin","Mexican (AAA)","22","30.1",".295","1.07","16.5 %","43.1 %","40.4 %","20.5 %","22.7 %","47.4 %","24.1 %","28.5 %","7.0 %","264","324","588","sa542112"
"Jose Lopez Cruz","Mexican (AAA)","21","25.1",".341","1.42","19.4 %","47.3 %","33.3 %","19.4 %","22.6 %","52.6 %","23.2 %","24.2 %","6.0 %","159","261","420","sa509287"
"Amauri Sanit","Yankees (AAA)","31","19.0",".392","1.28","22.6 %","43.4 %","34.0 %","0.0 %","22.2 %","40.0 %","30.9 %","29.1 %","11.6 %","136","236","372","5436"
"John Danks","White Sox (AAA)","26","9.0",".269","1.22","28.6 %","39.3 %","32.1 %","22.2 %","22.2 %","53.6 %","21.4 %","25.0 %","9.5 %","36","90","126","6329"
"Justin Parker","Twins (R)","21","18.1",".343","1.04","19.1 %","41.2 %","39.7 %","14.8 %","22.2 %","45.2 %","28.8 %","26.0 %","18.1 %","24","109","133","sa455492"
"Jose Castillo","Athletics (R)","20","5.0",".286","0.56","0.0 %","35.7 %","64.3 %","22.2 %","22.2 %","56.3 %","37.5 %","6.3 %","17.5 %","32","31","63","sa506099"
"Noe Romo","Mexican (AAA)","31","9.0",".389","2.33","16.7 %","58.3 %","25.0 %","44.4 %","22.2 %","68.4 %","15.8 %","15.8 %","5.1 %","74","103","177","sa509132"
"Ricardo Andres","White Sox (R)","20","15.2",".271","1.33","16.0 %","48.0 %","36.0 %","16.7 %","22.2 %","63.5 %","19.2 %","17.3 %","16.3 %","55","80","135","sa599896"
"Adrian Grullon","Pirates (R)","18","5.0",".286","0.78","0.0 %","43.8 %","56.3 %","33.3 %","22.2 %","43.8 %","37.5 %","18.8 %","17.8 %","17","28","45","sa608056"
"Casey Barnes","- - -","23","19.1",".288","2.28","11.9 %","61.2 %","26.9 %","27.8 %","22.2 %","40.0 %","27.1 %","32.9 %","21.2 %","18","100","118","sa609994"
"Robert Purpura","- - -","24","22.1",".267","1.39","15.4 %","49.2 %","35.4 %","8.7 %","21.7 %","38.5 %","24.6 %","36.9 %","33.5 %","30","140","170","sa601336"
"Lance Cormier","Rays (AAA)","30","47.1",".331","2.54","20.6 %","57.0 %","22.4 %","10.8 %","21.6 %","48.0 %","26.3 %","25.7 %","7.9 %","295","487","782","4346"
"Hector Gonzalez","Mexican (AAA)","23","17.2",".323","0.57","13.4 %","31.3 %","55.2 %","18.9 %","21.6 %","47.8 %","30.4 %","21.7 %","6.7 %","180","210","390","sa509067"
"Ivan Nova","Yankees (AAA)","24","16.0",".310","1.50","22.2 %","46.7 %","31.1 %","28.6 %","21.4 %","44.4 %","22.2 %","33.3 %","11.8 %","84","161","245","1994"
"Robinson Yambati","Royals (R)","20","17.2",".463","1.21","24.4 %","41.5 %","34.1 %","3.6 %","21.4 %","43.2 %","28.4 %","28.4 %","11.8 %","66","120","186","sa504430"
"Mauricio Tequida","Mexican (AAA)","29","55.2",".325","1.81","17.5 %","53.1 %","29.4 %","8.5 %","21.3 %","48.5 %","25.7 %","25.7 %","10.3 %","313","497","810","sa226470"
"Sam Phippen","White Sox (R)","23","59.1",".364","1.91","18.5 %","53.6 %","28.0 %","10.6 %","21.3 %","35.4 %","26.9 %","37.7 %","23.1 %","113","381","494","sa550145"
"Justin Berg","Cubs (AAA)","27","29.2",".281","3.11","13.3 %","65.6 %","21.1 %","15.8 %","21.1 %","50.0 %","16.3 %","33.7 %","8.1 %","191","265","456","1973"
"Arturo Barradas","Mexican (AAA)","23","25.1",".344","2.21","33.0 %","46.2 %","20.9 %","15.8 %","21.1 %","44.1 %","22.6 %","33.3 %","5.1 %","135","259","394","sa328589"
"Joe Holtmeyer","Red Sox (A-)","21","10.0",".321","0.58","6.3 %","34.4 %","59.4 %","26.3 %","21.1 %","46.9 %","25.0 %","28.1 %","36.6 %","29","72","101","sa577963"
"Joel Lima","- - -","21","37.2",".304","1.23","15.0 %","46.9 %","38.1 %","2.3 %","20.9 %","51.7 %","25.8 %","22.5 %","25.9 %","73","255","328","sa506962"
"Adam Dedeaux","- - -","24","27.2",".418","0.98","19.0 %","40.0 %","41.0 %","25.6 %","20.9 %","50.5 %","23.4 %","26.2 %","9.6 %","162","257","419","sa554653"
"Brook Hart","Rockies (R)","22","39.2",".316","2.93","14.3 %","63.9 %","21.8 %","10.3 %","20.7 %","42.1 %","24.3 %","33.6 %","24.7 %","65","231","296","sa599257"
"Casey Fien","- - -","27","26.1",".306","0.65","27.3 %","28.6 %","44.2 %","26.5 %","20.6 %","40.5 %","24.1 %","35.4 %","8.5 %","136","275","411","3926"
"Wilson Eusebio","Nationals (A)","22","68.0",".318","1.38","20.6 %","46.1 %","33.3 %","14.7 %","20.6 %","43.3 %","25.0 %","31.7 %","30.0 %","127","409","536","sa503974"
"Kevin Cazorla","Rays (R)","17","27.2",".317","1.32","24.8 %","42.9 %","32.4 %","5.9 %","20.6 %","49.6 %","21.6 %","28.8 %","17.1 %","94","158","252","sa596222"
"Esteban Yan","Mexican (AAA)","36","36.2",".369","1.26","17.8 %","45.8 %","36.4 %","20.5 %","20.5 %","51.8 %","21.8 %","26.4 %","11.9 %","192","381","573","1236"
"Malcom Culver","Royals (R)","21","37.0",".359","1.33","18.0 %","46.8 %","35.1 %","12.8 %","20.5 %","50.0 %","20.2 %","29.8 %","29.6 %","116","232","348","sa454968"
"Blaine Boyer","- - -","29","34.2",".372","1.30","19.8 %","45.2 %","34.9 %","13.6 %","20.5 %","39.7 %","26.0 %","34.4 %","9.3 %","242","371","613","2237"
"Johan Belisario","Tigers (R)","17","42.0",".345","1.27","25.5 %","41.6 %","32.9 %","32.7 %","20.4 %","41.0 %","27.6 %","31.4 %","25.0 %","59","241","300","sa546553"
"Al Reyes","Mexican (AAA)","41","0.2",".600","0.20","0.0 %","16.7 %","83.3 %","40.0 %","20.0 %","16.7 %","66.7 %","16.7 %","0.0 %","6","15","21","1005"
"Robby Scott","- - -","21","13.0",".148","1.60","7.1 %","57.1 %","35.7 %","10.0 %","20.0 %","58.6 %","13.8 %","27.6 %","45.1 %","12","79","91","13042"
"John Lackey","Red Sox (AAA)","32","5.2",".133","1.60","13.3 %","53.3 %","33.3 %","20.0 %","20.0 %","46.7 %","20.0 %","33.3 %","12.7 %","17","46","63","1507"
"Brian Tallet","- - -","33","6.0",".273","1.20","8.3 %","50.0 %","41.7 %","40.0 %","20.0 %","50.0 %","16.7 %","33.3 %","62.2 %","1","44","45","1646"
"David Aardsma","Mariners (AAA)","29","4.0",".539","0.60","38.5 %","23.1 %","38.5 %","0.0 %","20.0 %","42.9 %","21.4 %","35.7 %","7.6 %","46","60","106","1902"
"Sendy Rleal","Mexican (AAA)","31","4.1",".444","2.20","15.8 %","57.9 %","26.3 %","20.0 %","20.0 %","73.7 %","15.8 %","10.5 %","4.0 %","43","58","101","2737"
"Jose Valdez","- - -","28","24.2",".324","1.55","21.5 %","47.7 %","30.8 %","20.0 %","20.0 %","42.3 %","35.2 %","22.5 %","15.0 %","156","258","414","3217"
