"Name","Team","Age","IP","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","Pull%","Cent%","Oppo%","SwStr%","Balls","Strikes","Pitches","playerid"
"Alejandro Granados","Mexican (AAA)","24","0.2",".600","2.00","0.0 %","66.7 %","33.3 %","0.0 %","50.0 %","83.3 %","0.0 %","16.7 %","0.0 %","14","12","26","sa508083"
"Leury Bonilla","Mariners (AA)","25","3.0",".556","0.40","36.4 %","18.2 %","45.5 %","0.0 %","40.0 %","72.7 %","27.3 %","0.0 %","9.2 %","28","37","65","sa293541"
"Nick Tyson","Brewers (A+)","22","6.2",".381","2.40","26.1 %","52.2 %","21.7 %","0.0 %","40.0 %","47.8 %","26.1 %","26.1 %","18.8 %","7","41","48","sa393058"
"Daniel Perez","Mexican (AAA)","19","6.1",".238","1.38","13.6 %","50.0 %","36.4 %","25.0 %","37.5 %","65.2 %","13.0 %","21.7 %","1.8 %","50","62","112","sa541873"
"Joaquin Benoit","Rays (AAA)","32","9.2",".333","1.50","25.0 %","45.0 %","30.0 %","50.0 %","33.3 %","50.0 %","20.0 %","30.0 %","23.3 %","48","98","146","1437"
"James Russell","Cubs (AAA)","24","11.0",".222","0.87","12.5 %","40.6 %","46.9 %","0.0 %","33.3 %","37.5 %","34.4 %","28.1 %","11.5 %","53","103","156","4089"
"Travis Denker","Dodgers (AAA)","24","0.0","1.000","0.00","25.0 %","0.0 %","75.0 %","0.0 %","33.3 %","0.0 %","50.0 %","50.0 %","0.0 %","11","9","20","6155"
"Matt Daley","- - -","28","8.1",".333","1.44","12.0 %","52.0 %","36.0 %","11.1 %","33.3 %","37.0 %","22.2 %","40.7 %","5.3 %","45","88","133","7952"
"Carlos Silva","Cubs (A)","31","7.1",".304","6.00","8.7 %","78.3 %","13.0 %","0.0 %","33.3 %","54.2 %","8.3 %","37.5 %","18.8 %","8","40","48","973"
"Orlando Rodriguez","Mexican (AAA)","29","5.1",".143","0.56","17.6 %","29.4 %","52.9 %","22.2 %","33.3 %","35.3 %","17.7 %","47.1 %","11.2 %","39","50","89","sa200044"
"Drew M. Anderson","Rays (AA)","27","1.0",".250","0.33","20.0 %","20.0 %","60.0 %","66.7 %","33.3 %","60.0 %","0.0 %","40.0 %","6.7 %","5","10","15","sa253942"
"Eduardo Perez","Dodgers (AA)","25","1.0",".500","0.00","40.0 %","0.0 %","60.0 %","0.0 %","33.3 %","40.0 %","20.0 %","40.0 %","9.5 %","6","15","21","sa295202"
"Michael Felix","Pirates (A+)","24","16.0",".286","3.56","16.3 %","65.3 %","18.4 %","11.1 %","33.3 %","46.2 %","25.0 %","28.9 %","18.2 %","65","89","154","sa326522"
"Tobias Streich","Twins (A)","22","1.0",".333","0.33","0.0 %","25.0 %","75.0 %","33.3 %","33.3 %","25.0 %","50.0 %","25.0 %","33.3 %","4","8","12","sa392187"
"Tim Clubb","Cubs (A)","23","3.2",".533","1.67","5.9 %","58.8 %","35.3 %","16.7 %","33.3 %","47.1 %","35.3 %","17.7 %","24.1 %","22","32","54","sa502439"
"Leonardo Rodriguez","Mariners (R)","22","5.0",".167","2.33","0.0 %","70.0 %","30.0 %","33.3 %","33.3 %","38.5 %","23.1 %","38.5 %","16.2 %","9","28","37","sa503007"
"Jose Nivar","Orioles (R)","21","5.0",".182","2.00","25.0 %","50.0 %","25.0 %","33.3 %","33.3 %","75.0 %","8.3 %","16.7 %","17.9 %","29","27","56","sa507118"
"Logan Duran","Mexican (AAA)","28","4.0",".556","2.67","38.9 %","44.4 %","16.7 %","0.0 %","33.3 %","50.0 %","27.8 %","22.2 %","10.1 %","40","49","89","sa529273"
"Carlos Romero","Mexican (AAA)","18","7.1",".391","4.00","37.5 %","50.0 %","12.5 %","33.3 %","33.3 %","54.2 %","16.7 %","29.2 %","5.6 %","59","66","125","sa543515"
"Oscar Calderin","Pirates (R)","19","7.1",".500","4.67","32.0 %","56.0 %","12.0 %","66.7 %","33.3 %","46.2 %","23.1 %","30.8 %","20.9 %","42","49","91","sa547896"
"Kyle Necke","Twins (R)","23","2.0",".500","0.67","28.6 %","28.6 %","42.9 %","0.0 %","33.3 %","42.9 %","28.6 %","28.6 %","41.7 %","6","18","24","sa549963"
"Ronarsy Ledesma","Orioles (R)","17","0.2",".000","0.00","0.0 %","0.0 %","100.0 %","0.0 %","33.3 %","33.3 %","66.7 %","0.0 %","0.0 %","9","3","12","sa550605"
"Ramon Troncoso","Dodgers (AAA)","27","22.0",".305","2.18","14.3 %","58.7 %","27.0 %","5.9 %","29.4 %","37.5 %","23.4 %","39.1 %","6.9 %","136","213","349","4685"
"Chris Sale","- - -","21","10.1",".250","1.14","11.8 %","47.1 %","41.2 %","14.3 %","28.6 %","50.0 %","22.2 %","27.8 %","22.4 %","56","96","152","10603"
"Joselo Diaz","Mexican (AAA)","30","13.0",".405","3.71","25.0 %","59.1 %","15.9 %","28.6 %","28.6 %","52.3 %","13.6 %","34.1 %","7.7 %","146","127","273","2057"
"John Kukuruda","Rangers (R)","18","3.0",".546","0.71","7.7 %","38.5 %","53.8 %","42.9 %","28.6 %","69.2 %","7.7 %","23.1 %","16.7 %","11","25","36","sa549815"
"Zachary Von Tersch","- - -","22","15.2",".280","0.85","11.1 %","40.7 %","48.1 %","38.5 %","26.9 %","38.6 %","24.6 %","36.8 %","19.3 %","49","101","150","sa502122"
"Greg Aquino","White Sox (AAA)","32","49.1",".264","1.88","12.6 %","57.0 %","30.4 %","17.1 %","26.8 %","51.5 %","22.5 %","26.1 %","11.7 %","306","503","809","1899"
"Jack Taschner","- - -","32","12.0",".139","1.27","10.5 %","50.0 %","39.5 %","20.0 %","26.7 %","36.6 %","14.6 %","48.8 %","13.9 %","50","101","151","2766"
"Ari Ronick","Giants (A+)","24","8.1",".357","0.60","22.6 %","29.0 %","48.4 %","6.7 %","26.7 %","34.4 %","25.0 %","40.6 %","18.8 %","34","51","85","sa454689"
"Tyler Trice","- - -","24","32.1",".369","1.21","20.4 %","43.5 %","36.1 %","23.1 %","25.6 %","51.8 %","23.7 %","24.6 %","23.3 %","96","221","317","sa454961"
"Hector Rondon","Indians (AAA)","22","31.2",".379","0.79","20.8 %","34.9 %","44.3 %","8.5 %","25.5 %","37.4 %","29.9 %","32.7 %","9.3 %","205","398","603","2391"
"Jason Isringhausen","Reds (AAA)","37","5.2",".133","0.75","12.5 %","37.5 %","50.0 %","25.0 %","25.0 %","41.2 %","41.2 %","17.7 %","7.6 %","45","73","118","1158"
"Kevin Mench","Nationals (AAA)","32","2.0",".143","0.75","12.5 %","37.5 %","50.0 %","25.0 %","25.0 %","50.0 %","25.0 %","25.0 %","2.9 %","14","20","34","1261"
"Dontrelle Willis","- - -","28","7.1",".211","1.63","0.0 %","61.9 %","38.1 %","25.0 %","25.0 %","33.3 %","19.1 %","47.6 %","10.6 %","52","71","123","1703"
"Billy Traber","Mariners (AAA)","30","7.0",".177","0.75","17.6 %","35.3 %","47.1 %","12.5 %","25.0 %","47.4 %","36.8 %","15.8 %","9.5 %","47","69","116","410"
"Elian Herrera","Dodgers (AAA)","25","1.0",".400","0.50","0.0 %","33.3 %","66.7 %","0.0 %","25.0 %","16.7 %","50.0 %","33.3 %","3.3 %","16","14","30","5432"
"Tyler Walker","- - -","34","4.1",".111","0.25","9.1 %","18.2 %","72.7 %","25.0 %","25.0 %","54.6 %","18.2 %","27.3 %","21.1 %","39","37","76","901"
"Paul Bush","Yankees (AA)","30","3.0",".286","0.75","12.5 %","37.5 %","50.0 %","25.0 %","25.0 %","25.0 %","37.5 %","37.5 %","21.4 %","20","22","42","sa202067"
"Brandon Pinckney","Athletics (A+)","28","2.1",".286","0.50","25.0 %","25.0 %","50.0 %","25.0 %","25.0 %","62.5 %","25.0 %","12.5 %","0.0 %","0","8","8","sa225759"
"Kyle Mura","- - -","25","7.2",".208","1.38","20.8 %","45.8 %","33.3 %","12.5 %","25.0 %","46.2 %","26.9 %","26.9 %","3.1 %","41","57","98","sa327081"
"Jeff Walters","Mets (R)","22","10.0",".355","2.25","18.8 %","56.3 %","25.0 %","12.5 %","25.0 %","42.4 %","18.2 %","39.4 %","29.4 %","29","63","92","sa328221"
"Ryan Falcon","Rangers (AA)","25","4.2",".250","0.75","12.5 %","37.5 %","50.0 %","25.0 %","25.0 %","44.4 %","16.7 %","38.9 %","7.5 %","53","67","120","sa389191"
"Skyler Stromsmoe","Giants (AA)","26","1.2",".167","0.25","28.6 %","14.3 %","57.1 %","0.0 %","25.0 %","28.6 %","57.1 %","14.3 %","0.0 %","6","7","13","sa389666"
"Pete Parise","Cardinals (AAA)","25","18.0",".324","1.85","24.0 %","49.3 %","26.7 %","25.0 %","25.0 %","63.2 %","19.7 %","17.1 %","7.4 %","107","206","313","sa393072"
"Steve Smith","Indians (A+)","24","7.2",".158","1.00","20.0 %","40.0 %","40.0 %","25.0 %","25.0 %","52.4 %","14.3 %","33.3 %","16.5 %","46","39","85","sa455491"
"Luis Ramirez","Orioles (R)","22","2.1",".333","0.75","0.0 %","42.9 %","57.1 %","25.0 %","25.0 %","71.4 %","14.3 %","14.3 %","33.3 %","4","17","21","sa455971"
"Trevor Gibson","Rockies (R)","23","4.0",".400","0.88","6.3 %","43.8 %","50.0 %","12.5 %","25.0 %","64.7 %","11.8 %","23.5 %","22.0 %","21","29","50","sa502156"
"Armando Huerta","Mexican (AAA)","24","3.2",".500","1.75","15.4 %","53.8 %","30.8 %","0.0 %","25.0 %","38.5 %","38.5 %","23.1 %","10.8 %","27","47","74","sa509269"
"Alan Carrillo","Mexican (AAA)","19","2.0",".429","0.50","25.0 %","25.0 %","50.0 %","0.0 %","25.0 %","37.5 %","25.0 %","37.5 %","6.0 %","23","27","50","sa544996"
"Jose Mendoza","Mariners (R)","17","8.1",".167","1.50","20.0 %","48.0 %","32.0 %","12.5 %","25.0 %","57.7 %","15.4 %","26.9 %","29.6 %","5","39","44","sa547252"
"Jesus Guzman","Mexican (AAA)","27","6.1",".273","1.25","21.7 %","43.5 %","34.8 %","12.5 %","25.0 %","60.0 %","4.0 %","36.0 %","4.7 %","44","63","107","sa548486"
"Jacob Dahlstrand","Red Sox (R)","18","3.0",".375","0.25","37.5 %","12.5 %","50.0 %","0.0 %","25.0 %","55.6 %","33.3 %","11.1 %","7.1 %","8","20","28","sa548492"
"Ben Versnik","Mariners (R)","21","8.0",".214","2.25","7.1 %","64.3 %","28.6 %","0.0 %","25.0 %","33.3 %","20.0 %","46.7 %","42.7 %","19","56","75","sa550074"
"John Marinez","Mets (R)","17","7.0",".278","3.50","5.3 %","73.7 %","21.1 %","75.0 %","25.0 %","31.6 %","21.1 %","47.4 %","36.7 %","11","38","49","sa551039"
"Randy Mower","Nationals (R)","22","10.0",".432","1.33","24.3 %","43.2 %","32.4 %","16.7 %","25.0 %","52.5 %","27.5 %","20.0 %","14.5 %","8","61","69","sa551979"
"Tommy Mendoza","- - -","22","45.2",".297","0.91","29.3 %","33.8 %","36.9 %","22.4 %","24.1 %","49.4 %","23.5 %","27.2 %","7.5 %","294","478","772","sa291459"
"B.J. Rosenberg","- - -","24","27.2",".266","0.91","9.7 %","43.1 %","47.2 %","2.9 %","23.5 %","43.8 %","19.2 %","37.0 %","28.2 %","57","184","241","7183"
"Maximo De La Rosa","Mexican (AAA)","38","15.2",".280","1.29","20.4 %","44.9 %","34.7 %","11.8 %","23.5 %","49.1 %","20.8 %","30.2 %","7.7 %","83","151","234","sa191366"
"Trevor Harden","Diamondbacks (A+)","22","9.0",".333","0.59","12.9 %","32.3 %","54.8 %","17.6 %","23.5 %","51.6 %","25.8 %","22.6 %","23.5 %","12","56","68","sa455278"
"Fu-Te Ni","Tigers (AAA)","27","12.0",".455","1.15","22.2 %","41.7 %","36.1 %","7.7 %","23.1 %","47.2 %","30.6 %","22.2 %","10.9 %","92","146","238","4199"
"Jose Reyes","Angels (R)","17","10.0",".207","1.23","3.3 %","53.3 %","43.3 %","30.8 %","23.1 %","41.9 %","32.3 %","25.8 %","25.3 %","35","56","91","sa550618"
"Bobby Cassevah","Angels (AAA)","24","59.0",".318","4.55","10.4 %","73.4 %","16.1 %","9.7 %","22.6 %","54.2 %","20.4 %","25.4 %","9.3 %","368","582","950","6950"
"Jason Marquis","- - -","31","21.0",".321","4.33","12.7 %","70.9 %","16.4 %","11.1 %","22.2 %","44.8 %","32.8 %","22.4 %","13.1 %","63","158","221","105"
"Tim Wood","Marlins (AAA)","27","14.0",".326","1.33","12.5 %","50.0 %","37.5 %","16.7 %","22.2 %","55.1 %","20.4 %","24.5 %","12.0 %","92","149","241","3775"
"Jair Jurrjens","Braves (AAA)","24","13.0",".391","3.00","23.4 %","57.4 %","19.1 %","22.2 %","22.2 %","47.9 %","25.0 %","27.1 %","6.2 %","81","145","226","5556"
"Armando Benitez","Marlins (AAA)","37","6.2",".222","0.78","20.0 %","35.0 %","45.0 %","11.1 %","22.2 %","38.1 %","42.9 %","19.1 %","9.8 %","51","71","122","865"
"Logan Bawcom","Dodgers (R)","21","27.1",".364","2.89","9.1 %","67.5 %","23.4 %","22.2 %","22.2 %","46.3 %","17.1 %","36.6 %","32.4 %","35","169","204","sa549287"
"Jeff Bennett","- - -","30","21.0",".364","2.43","28.4 %","50.7 %","20.9 %","7.1 %","21.4 %","47.8 %","29.0 %","23.2 %","6.9 %","183","207","390","1903"
"Freddy Dolsi","White Sox (AAA)","27","91.2",".286","2.34","15.8 %","59.0 %","25.2 %","11.4 %","21.4 %","42.2 %","22.8 %","35.0 %","8.2 %","655","971","1626","5424"
"Matt Kinney","Giants (AAA)","33","23.1",".342","0.57","25.0 %","27.3 %","47.7 %","19.0 %","21.4 %","44.0 %","24.2 %","31.9 %","7.3 %","182","254","436","737"
"Chris Malone","- - -","27","63.0",".279","2.60","20.1 %","57.7 %","22.2 %","19.0 %","21.4 %","55.3 %","22.3 %","22.3 %","12.9 %","374","573","947","sa287533"
"Hector Gonzalez","Mexican (AAA)","22","5.0",".389","0.36","9.5 %","23.8 %","66.7 %","28.6 %","21.4 %","61.9 %","23.8 %","14.3 %","5.7 %","54","69","123","sa509067"
"Javier Mendez","Mexican (AAA)","23","10.2",".270","1.21","20.5 %","43.6 %","35.9 %","21.4 %","21.4 %","57.5 %","22.5 %","20.0 %","3.5 %","76","96","172","sa529269"
"Matthew Lewis","Braves (R)","21","21.2",".390","2.86","28.0 %","53.3 %","18.7 %","28.6 %","21.4 %","58.2 %","13.9 %","27.9 %","15.5 %","115","130","245","sa548482"
"David Duncan","- - -","24","43.1",".284","1.05","16.8 %","42.7 %","40.6 %","24.1 %","20.7 %","56.2 %","21.9 %","21.9 %","25.7 %","60","247","307","sa388389"
"Abraham Valdez","- - -","24","24.1",".427","1.17","33.0 %","36.2 %","30.9 %","24.1 %","20.7 %","51.6 %","26.3 %","22.1 %","7.2 %","167","265","432","sa510008"
"Scott Elarton","White Sox (AAA)","34","19.2",".297","0.68","17.4 %","33.3 %","49.3 %","23.5 %","20.6 %","42.3 %","29.6 %","28.2 %","6.9 %","147","218","365","426"
"Angel Carreno","Tigers (R)","19","41.2",".380","1.68","32.1 %","42.5 %","25.4 %","29.4 %","20.6 %","55.2 %","23.5 %","21.3 %","29.4 %","69","234","303","sa546554"
"Jose Lugo","Twins (AAA)","26","85.2",".349","1.71","21.0 %","49.8 %","29.2 %","15.4 %","20.5 %","47.8 %","20.4 %","31.8 %","11.0 %","612","939","1551","sa294401"
"Josh Spence","- - -","22","24.0",".381","1.53","15.6 %","51.1 %","33.3 %","6.7 %","20.0 %","57.8 %","31.1 %","11.1 %","44.0 %","36","173","209","11260"
"Clay Buchholz","Red Sox (AAA)","25","3.2",".273","1.40","0.0 %","58.3 %","41.7 %","0.0 %","20.0 %","50.0 %","33.3 %","16.7 %","10.0 %","27","33","60","3543"
"Arnold Leon","Athletics (AA)","21","4.1",".294","1.40","25.0 %","43.8 %","31.3 %","40.0 %","20.0 %","50.0 %","11.1 %","38.9 %","6.0 %","33","51","84","5595"
"Josh Rupe","Royals (AAA)","27","52.1",".297","3.72","18.1 %","64.6 %","17.4 %","4.0 %","20.0 %","49.0 %","24.2 %","26.8 %","10.6 %","323","508","831","7206"
"J.C. Romero","- - -","34","6.1",".286","1.20","21.4 %","42.9 %","35.7 %","20.0 %","20.0 %","40.0 %","20.0 %","40.0 %","27.2 %","30","51","81","754"
"Hideki Okajima","Red Sox (AAA)","34","2.1",".455","1.00","16.7 %","41.7 %","41.7 %","20.0 %","20.0 %","58.3 %","25.0 %","16.7 %","14.7 %","7","27","34","7763"
"Vic Black","Pirates (A)","22","4.2",".250","0.60","11.1 %","33.3 %","55.6 %","0.0 %","20.0 %","44.4 %","44.4 %","11.1 %","32.8 %","24","34","58","9195"
"Corey Hamman","- - -","30","52.1",".283","1.35","19.4 %","46.3 %","34.4 %","16.4 %","20.0 %","44.7 %","29.2 %","26.1 %","11.4 %","310","469","779","sa201577"
"Phil Negus","White Sox (A)","22","3.2",".250","1.00","9.1 %","45.5 %","45.5 %","40.0 %","20.0 %","69.2 %","7.7 %","23.1 %","29.3 %","13","28","41","sa502063"
"Tae Kyung Ahn","Rangers (R)","20","4.1",".308","1.40","7.7 %","53.8 %","38.5 %","0.0 %","20.0 %","50.0 %","7.1 %","42.9 %","13.8 %","54","33","87","sa502998"
"Luis Paulino","Phillies (R)","21","4.0",".222","0.80","10.0 %","40.0 %","50.0 %","20.0 %","20.0 %","50.0 %","30.0 %","20.0 %","46.2 %","1","25","26","sa503316"
"Nolan Cain","Tigers (A)","24","10.2",".265","1.90","12.1 %","57.6 %","30.3 %","10.0 %","20.0 %","47.2 %","16.7 %","36.1 %","19.8 %","31","70","101","sa505592"
"Joel Pena","Mexican (AAA)","34","1.1",".625","0.60","11.1 %","33.3 %","55.6 %","0.0 %","20.0 %","22.2 %","22.2 %","55.6 %","2.4 %","18","23","41","sa508088"
"Pedro Mendoza","Mexican (AAA)","21","6.0",".313","2.00","11.8 %","58.8 %","29.4 %","60.0 %","20.0 %","47.1 %","23.5 %","29.4 %","6.9 %","52","50","102","sa543430"
"Ian Kendall","Rays (R)","18","4.1",".421","1.80","22.2 %","50.0 %","27.8 %","40.0 %","20.0 %","30.0 %","25.0 %","45.0 %","27.5 %","9","31","40","sa548354"
"Blake Cooper","Diamondbacks (R)","22","8.0",".304","3.20","8.7 %","69.6 %","21.7 %","20.0 %","20.0 %","33.3 %","20.8 %","45.8 %","26.6 %","15","49","64","sa549089"
"Peter Birdwell","- - -","23","33.0",".289","1.70","12.9 %","54.8 %","32.3 %","23.3 %","20.0 %","47.9 %","22.9 %","29.2 %","18.5 %","110","187","297","sa549711"
"Mauricio Tequida","Mexican (AAA)","28","59.1",".319","2.88","22.1 %","57.8 %","20.1 %","9.8 %","19.5 %","51.4 %","21.2 %","27.4 %","9.2 %","299","542","841","sa226470"
"Nelson Gonzalez","Rockies (R)","20","32.1",".301","2.00","14.3 %","57.1 %","28.6 %","26.9 %","19.2 %","54.1 %","22.5 %","23.5 %","27.0 %","52","207","259","sa506311"
"Edgmer Escalona","Rockies (AAA)","23","69.0",".274","0.75","17.9 %","35.3 %","46.8 %","20.2 %","19.1 %","44.6 %","23.1 %","32.3 %","12.9 %","462","760","1222","8574"
"Lou Pote","Mexican (AAA)","38","23.2",".302","1.33","19.7 %","45.9 %","34.4 %","19.0 %","19.0 %","50.0 %","21.2 %","28.8 %","10.0 %","211","249","460","30"
"Daniel Rodriguez","Mexican (AAA)","25","70.1",".332","1.83","18.4 %","52.7 %","28.9 %","19.0 %","19.0 %","46.9 %","19.0 %","34.1 %","10.2 %","485","698","1183","sa509281"
"Carlos Frias","Dodgers (R)","20","39.1",".339","1.43","19.6 %","47.3 %","33.0 %","13.5 %","18.9 %","45.4 %","25.2 %","29.4 %","24.8 %","110","253","363","3547"
"Van Pope","Braves (A+)","26","11.1",".147","1.25","2.7 %","54.1 %","43.2 %","0.0 %","18.8 %","51.4 %","27.0 %","21.6 %","11.2 %","71","54","125","sa254353"
"David Welch","Mexican (AAA)","27","12.2",".413","1.25","26.5 %","40.8 %","32.7 %","12.5 %","18.8 %","46.9 %","30.6 %","22.5 %","9.1 %","89","153","242","sa290474"
"Bob Revesz","Cardinals (R)","21","22.1",".304","2.38","18.2 %","57.6 %","24.2 %","25.0 %","18.8 %","49.3 %","25.4 %","25.4 %","25.5 %","25","128","153","sa392191"
"Rogelio Carmona","Cubs (A-)","20","15.0",".346","2.06","7.5 %","62.3 %","30.2 %","12.5 %","18.8 %","27.3 %","32.7 %","40.0 %","17.6 %","45","86","131","sa456114"
"Dana Eveland","Pirates (AAA)","26","26.0",".414","1.52","21.8 %","47.1 %","31.0 %","11.1 %","18.5 %","42.4 %","34.8 %","22.8 %","8.9 %","154","294","448","5508"
"Joan Belliard","Astros (A-)","21","36.1",".276","1.70","24.7 %","47.4 %","27.8 %","29.6 %","18.5 %","59.2 %","19.4 %","21.4 %","36.2 %","57","214","271","sa504068"
"Mitch Stetter","Brewers (AAA)","29","42.0",".333","1.02","13.2 %","43.9 %","43.0 %","20.4 %","18.4 %","38.1 %","33.1 %","28.8 %","13.3 %","264","444","708","5579"
"Carlos Contreras","Reds (R)","19","37.2",".305","1.30","15.8 %","47.5 %","36.7 %","18.2 %","18.2 %","44.9 %","19.7 %","35.4 %","22.3 %","77","223","300","10386"
"Joely Rodriguez","- - -","18","51.1",".244","1.73","9.1 %","57.6 %","33.3 %","18.2 %","18.2 %","48.9 %","21.8 %","29.3 %","16.8 %","46","264","310","11487"
"Joe Valentine","Mexican (AAA)","30","13.1",".342","1.45","32.5 %","40.0 %","27.5 %","9.1 %","18.2 %","41.9 %","27.9 %","30.2 %","5.5 %","87","133","220","1810"
"Nick Blackburn","Twins (AAA)","28","21.2",".250","4.00","17.9 %","65.7 %","16.4 %","27.3 %","18.2 %","62.9 %","21.4 %","15.7 %","6.4 %","124","189","313","4270"
"Miguel Saladin","Mexican (AAA)","35","36.1",".339","3.32","20.2 %","61.3 %","18.5 %","27.3 %","18.2 %","44.7 %","16.3 %","39.0 %","9.4 %","199","341","540","sa210553"
"Cole Rohrbough","- - -","23","22.2",".397","1.82","12.7 %","56.3 %","31.0 %","9.1 %","18.2 %","47.2 %","31.9 %","20.8 %","22.3 %","54","152","206","sa328166"
"Randy Rodriguez","Diamondbacks (A)","22","71.1",".341","1.64","15.1 %","52.7 %","32.2 %","7.8 %","18.2 %","58.8 %","20.0 %","21.2 %","20.8 %","131","399","530","sa455680"
"Ryan Palsha","Orioles (A)","20","9.0",".250","0.91","16.0 %","40.0 %","44.0 %","27.3 %","18.2 %","57.7 %","19.2 %","23.1 %","16.0 %","22","53","75","sa501904"
"Evan DeLuca","Yankees (R)","19","26.0",".418","1.32","34.6 %","37.2 %","28.2 %","13.6 %","18.2 %","36.1 %","28.9 %","34.9 %","22.3 %","117","179","296","sa503572"
"Juri Perez","Astros (R)","19","8.1",".231","1.18","11.1 %","48.1 %","40.7 %","18.2 %","18.2 %","50.0 %","32.1 %","17.9 %","10.8 %","22","43","65","sa504070"
"Edwin Carl","Royals (R)","21","16.2",".361","0.59","7.9 %","34.2 %","57.9 %","13.6 %","18.2 %","35.0 %","37.5 %","27.5 %","45.6 %","32","128","160","sa556669"
"Chris Smith","Brewers (AAA)","29","48.0",".342","1.38","21.8 %","45.4 %","32.8 %","25.6 %","17.9 %","51.6 %","22.1 %","26.2 %","13.8 %","277","511","788","4544"
"Marc Rzepczynski","Blue Jays (AAA)","24","67.0",".352","1.91","18.9 %","53.2 %","27.9 %","12.5 %","17.9 %","47.6 %","22.2 %","30.2 %","12.6 %","439","675","1114","6612"
"Kenshin Kawakami","Braves (AAA)","35","21.0",".356","0.71","22.6 %","32.3 %","45.2 %","28.6 %","17.9 %","43.8 %","26.6 %","29.7 %","14.0 %","128","229","357","9225"
"Kam Mickolio","- - -","26","40.1",".370","1.68","29.2 %","44.3 %","26.4 %","21.4 %","17.9 %","41.8 %","21.8 %","36.4 %","12.5 %","254","468","722","9513"
"Carlos Gutierrez","Mexican (AAA)","23","35.2",".328","2.57","17.4 %","59.5 %","23.1 %","21.4 %","17.9 %","45.7 %","20.5 %","33.9 %","8.4 %","214","370","584","sa509261"
"Michael Gonzalez","- - -","32","12.2",".323","0.76","11.8 %","38.2 %","50.0 %","29.4 %","17.6 %","47.1 %","23.5 %","29.4 %","31.9 %","24","95","119","1794"
