"Name","Team","Age","IP","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","Pull%","Cent%","Oppo%","SwStr%","Balls","Strikes","Pitches","playerid"
"Xavier Cedeno","Rockies (AA)","21","102.2",".313","2.00","22.4 %","51.7 %","25.9 %","18.9 %","11.1 %","51.9 %","22.8 %","25.4 %","6.8 %","643","1031","1674","36"
"Brandon League","Blue Jays (AAA)","25","34.1",".321","3.89","14.6 %","68.0 %","17.5 %","16.7 %","11.1 %","47.2 %","17.9 %","34.9 %","11.3 %","203","348","551","3731"
"Dana Eveland","Athletics (AAA)","24","21.0",".328","2.00","14.3 %","57.1 %","28.6 %","0.0 %","11.1 %","40.3 %","22.4 %","37.3 %","13.0 %","112","196","308","5508"
"Kurt Birkins","Rays (AAA)","27","40.2",".368","2.17","19.7 %","54.9 %","25.4 %","13.9 %","11.1 %","47.3 %","25.7 %","27.0 %","8.0 %","318","444","762","7266"
"Matt Langwell","Indians (A-)","22","31.1",".400","0.80","19.2 %","35.8 %","45.0 %","16.7 %","11.1 %","35.5 %","23.1 %","41.3 %","25.4 %","50","182","232","8130"
"Paolo Espino","- - -","21","66.2",".339","1.11","12.8 %","45.9 %","41.3 %","18.5 %","11.1 %","50.0 %","23.0 %","27.0 %","27.8 %","103","407","510","8246"
"Ryan Verdugo","- - -","21","15.0",".310","1.67","17.2 %","51.7 %","31.0 %","22.2 %","11.1 %","33.3 %","23.3 %","43.3 %","49.2 %","30","96","126","9154"
"Preston Larrison","- - -","27","60.1",".304","3.42","12.6 %","67.6 %","19.8 %","22.2 %","11.1 %","46.8 %","24.7 %","28.5 %","9.4 %","337","571","908","sa201262"
"Larry Broadway","Nationals (AAA)","27","6.2",".191","1.11","9.5 %","47.6 %","42.9 %","11.1 %","11.1 %","50.0 %","18.2 %","31.8 %","9.8 %","27","55","82","sa201812"
"Rob Zimmermann","- - -","26","58.2",".343","1.24","22.1 %","43.1 %","34.8 %","23.8 %","11.1 %","41.4 %","23.1 %","35.5 %","16.1 %","204","468","672","sa226332"
"Scott Shoemaker","Mariners (AAA)","26","90.0",".335","0.56","22.7 %","27.6 %","49.7 %","23.5 %","11.1 %","43.0 %","27.6 %","29.5 %","8.3 %","587","963","1550","sa254284"
"Jeff Gogal","Marlins (AA)","26","58.1",".304","1.37","17.4 %","47.7 %","34.8 %","16.7 %","11.1 %","42.3 %","23.8 %","33.9 %","29.6 %","100","359","459","sa254433"
"Israel Chirino","White Sox (A+)","24","18.2",".450","1.39","27.1 %","42.4 %","30.5 %","22.2 %","11.1 %","37.7 %","34.4 %","27.9 %","19.7 %","91","112","203","sa291744"
"Nick Pereira","- - -","25","113.1",".326","1.44","23.5 %","45.2 %","31.3 %","22.2 %","11.1 %","41.0 %","28.8 %","30.2 %","9.3 %","664","1077","1741","sa291751"
"Randey Dorame","Mexican (AAA)","29","7.0",".438","1.33","32.3 %","38.7 %","29.0 %","22.2 %","11.1 %","45.5 %","30.3 %","24.2 %","4.7 %","82","89","171","sa3000019"
"Jose Fierro","Mexican (AAA)","21","5.2",".417","0.89","26.1 %","34.8 %","39.1 %","33.3 %","11.1 %","64.0 %","16.0 %","20.0 %","10.1 %","60","88","148","sa3000428"
"Gabriel Herrera","Tigers (R)","22","40.0",".402","0.92","24.2 %","36.3 %","39.6 %","19.4 %","11.1 %","40.2 %","35.1 %","24.7 %","38.2 %","110","270","380","sa3000453"
"Carlos Vela","Mexican (AAA)","19","10.0",".148","1.44","12.0 %","52.0 %","36.0 %","11.1 %","11.1 %","42.9 %","35.7 %","21.4 %","11.9 %","56","87","143","sa3000689"
"Jhoan Paulino","Mets (R)","20","15.2",".273","1.17","11.4 %","47.7 %","40.9 %","22.2 %","11.1 %","28.3 %","34.8 %","37.0 %","23.0 %","67","94","161","sa3000731"
"Pedro Mendoza","Mexican (AAA)","19","7.0",".455","1.22","13.0 %","47.8 %","39.1 %","66.7 %","11.1 %","47.8 %","30.4 %","21.7 %","10.4 %","68","86","154","sa3000833"
"Matthew Small","Braves (R)","20","17.2",".324","2.78","10.5 %","65.8 %","23.7 %","0.0 %","11.1 %","26.3 %","18.4 %","55.3 %","40.9 %","26","116","142","sa327806"
"Jamie Bagley","- - -","20","33.0",".341","1.28","9.9 %","50.5 %","39.6 %","27.8 %","11.1 %","48.9 %","25.0 %","26.1 %","33.5 %","30","209","239","sa328249"
"Adam Arnold","Brewers (R)","22","25.1",".266","1.72","18.3 %","51.7 %","30.0 %","33.3 %","11.1 %","42.2 %","18.8 %","39.1 %","25.2 %","75","151","226","sa388961"
"Corey Frerichs","Brewers (A)","22","73.1",".281","1.35","14.5 %","49.1 %","36.4 %","25.4 %","11.1 %","43.8 %","28.1 %","28.1 %","27.2 %","178","462","640","sa389774"
"Nicholas Fellman","Braves (A+)","22","54.0",".305","0.82","16.6 %","37.6 %","45.9 %","20.8 %","11.1 %","39.5 %","30.9 %","29.6 %","23.5 %","114","333","447","sa389872"
"David Mixon","Giants (A)","23","29.0",".306","2.67","17.5 %","60.0 %","22.5 %","5.6 %","11.1 %","49.4 %","19.5 %","31.0 %","25.4 %","55","189","244","sa390259"
"Randall Taylor","Rockies (A)","23","50.2",".326","0.63","22.0 %","30.3 %","47.7 %","28.6 %","11.1 %","42.5 %","29.1 %","28.4 %","30.8 %","75","292","367","sa390261"
"Jay Voss","Marlins (A)","21","69.0",".402","1.64","21.5 %","48.8 %","29.8 %","11.1 %","11.1 %","47.6 %","20.0 %","32.4 %","20.9 %","108","422","530","sa390455"
"Pete Parise","- - -","23","64.1",".268","1.21","21.0 %","43.2 %","35.8 %","36.5 %","11.1 %","38.0 %","27.7 %","34.2 %","27.4 %","74","368","442","sa393072"
"Dallas Cawiezell","Indians (A)","22","55.0",".299","1.28","19.6 %","45.1 %","35.3 %","27.8 %","11.1 %","43.8 %","24.4 %","31.9 %","26.1 %","79","327","406","sa399077"
"Geury Ramirez","- - -","20","60.2",".322","1.56","18.3 %","49.7 %","32.0 %","20.6 %","11.1 %","43.1 %","19.9 %","37.0 %","19.5 %","109","332","441","sa452249"
"Jacob Thompson","- - -","21","9.2",".207","2.00","3.6 %","64.3 %","32.1 %","0.0 %","11.1 %","46.7 %","13.3 %","40.0 %","17.7 %","8","54","62","sa454553"
"Chris Hicks","Astros (A-)","21","8.0",".154","0.56","0.0 %","35.7 %","64.3 %","22.2 %","11.1 %","35.7 %","7.1 %","57.1 %","49.2 %","12","53","65","sa454569"
"Kyle Carr","- - -","21","18.0",".352","1.44","17.0 %","49.1 %","34.0 %","11.1 %","11.1 %","44.6 %","8.9 %","46.4 %","26.0 %","45","113","158","sa455198"
"Mike Perconte","Cubs (A-)","22","52.0",".310","1.08","12.1 %","45.6 %","42.3 %","20.6 %","11.1 %","51.3 %","24.3 %","24.3 %","33.7 %","73","304","377","sa455643"
"Junior Martinez","Reds (R)","22","29.2",".330","1.08","19.4 %","41.9 %","38.7 %","13.9 %","11.1 %","40.4 %","30.9 %","28.7 %","20.2 %","108","169","277","sa455659"
"Jeiler Castillo","Astros (R)","20","20.2",".323","1.78","20.6 %","50.8 %","28.6 %","11.1 %","11.1 %","45.6 %","16.2 %","38.2 %","25.2 %","88","122","210","sa455677"
"Jordi Amargos","Rays (R)","22","26.2",".271","1.19","7.1 %","50.6 %","42.4 %","33.3 %","11.1 %","48.3 %","23.6 %","28.1 %","25.7 %","66","152","218","sa455791"
"Bryan Gardner","- - -","21","22.2",".385","1.94","15.9 %","55.6 %","28.6 %","27.8 %","11.1 %","35.8 %","28.4 %","35.8 %","27.0 %","59","145","204","sa455912"
"Israel Batista","Yankees (R)","20","18.0",".267","1.83","13.6 %","55.9 %","30.5 %","11.1 %","11.1 %","54.1 %","26.2 %","19.7 %","19.5 %","26","92","118","sa456378"
"Heriberto Rodriguez","Mexican (AAA)","23","55.1",".381","1.68","16.3 %","52.5 %","31.2 %","9.5 %","11.1 %","50.7 %","28.7 %","20.6 %","9.2 %","383","555","938","sa509747"
"Alejandro Soto","Mexican (AAA)","22","80.2",".343","1.72","21.4 %","49.6 %","28.9 %","18.5 %","11.1 %","45.4 %","24.1 %","30.5 %","6.9 %","484","824","1308","sa509749"
"Brandon Erbe","Orioles (A+)","20","150.2",".256","0.83","12.6 %","39.5 %","47.9 %","22.6 %","11.1 %","47.4 %","24.9 %","27.7 %","29.6 %","247","890","1137","sa294339"
"Roque Mercedes","Brewers (A)","21","113.0",".301","1.21","14.1 %","47.1 %","38.8 %","23.6 %","11.0 %","46.2 %","22.1 %","31.8 %","31.0 %","136","679","815","sa295235"
"Glenn Gibson","- - -","20","100.1",".350","1.28","16.4 %","47.0 %","36.6 %","18.9 %","11.0 %","49.6 %","20.6 %","29.8 %","18.3 %","244","586","830","sa326710"
"Alejandro Armenta","Mexican (AAA)","29","93.2",".316","1.40","18.9 %","47.3 %","33.8 %","29.0 %","11.0 %","41.4 %","25.6 %","33.0 %","8.5 %","656","988","1644","sa185722"
"Jose Perez","- - -","20","91.1",".320","1.09","16.4 %","43.6 %","40.0 %","22.0 %","11.0 %","46.9 %","25.2 %","27.9 %","33.1 %","85","556","641","sa393029"
"Matt Maloney","- - -","24","146.0",".304","1.01","21.1 %","39.7 %","39.2 %","27.4 %","11.0 %","45.0 %","24.5 %","30.5 %","10.3 %","891","1689","2534","9920"
"Kyle Kaminska","- - -","19","94.1",".376","0.99","16.4 %","41.6 %","42.0 %","15.6 %","10.9 %","45.5 %","24.8 %","29.8 %","25.6 %","86","606","692","sa392170"
"Frankie De La Cruz","Marlins (AAA)","24","147.1",".293","2.17","12.9 %","59.6 %","27.5 %","11.8 %","10.9 %","43.9 %","23.1 %","33.0 %","11.1 %","924","1430","2354","3920"
"Wes Roemer","Diamondbacks (A+)","21","162.2",".341","1.02","11.0 %","45.0 %","44.0 %","11.4 %","10.9 %","45.1 %","24.2 %","30.7 %","25.8 %","164","911","1075","sa389931"
"Eddie Gamboa","Orioles (R)","23","62.0",".294","2.02","14.9 %","56.9 %","28.2 %","25.5 %","10.9 %","48.3 %","20.2 %","31.5 %","26.8 %","68","332","400","6911"
"Andy Shipman","Athletics (AA)","26","54.1",".381","1.60","19.2 %","49.7 %","31.1 %","9.1 %","10.9 %","40.3 %","24.3 %","35.4 %","9.3 %","361","567","928","sa231138"
"Jay Sawatski","- - -","26","40.1",".394","0.87","20.2 %","37.2 %","42.6 %","21.8 %","10.9 %","40.6 %","27.8 %","31.6 %","22.5 %","92","254","346","sa254466"
"Ryan Thompson","Astros (AA)","25","36.2",".324","0.49","24.1 %","25.0 %","50.9 %","38.2 %","10.9 %","48.7 %","22.5 %","28.8 %","11.9 %","188","409","597","sa295811"
"Nick Hill","- - -","23","102.1",".310","1.65","10.7 %","55.7 %","33.6 %","11.8 %","10.9 %","41.3 %","25.1 %","33.6 %","24.8 %","209","693","887","sa390200"
"Miguel Pinango","Dodgers (AAA)","25","136.0",".327","0.95","20.4 %","38.8 %","40.8 %","16.8 %","10.9 %","42.6 %","30.8 %","26.7 %","8.8 %","759","1395","2154","sa200795"
"Stephen Procner","Orioles (A-)","23","36.0",".285","1.13","13.3 %","46.0 %","40.7 %","17.4 %","10.9 %","43.8 %","26.5 %","29.8 %","18.3 %","51","190","241","sa392205"
"Joseph Cruz","Rays (R)","19","54.0",".352","1.67","18.5 %","51.0 %","30.5 %","17.4 %","10.9 %","41.5 %","20.1 %","38.4 %","33.9 %","65","351","416","sa392228"
"Cliff Springston","Rangers (A-)","21","35.1",".323","1.22","17.1 %","45.5 %","37.4 %","10.9 %","10.9 %","40.6 %","22.7 %","36.7 %","16.7 %","37","185","222","sa455136"
"David Austen","- - -","27","70.0",".336","1.53","15.0 %","51.4 %","33.6 %","13.3 %","10.8 %","52.1 %","23.6 %","24.3 %","7.9 %","354","719","1073","sa225812"
"Nate Jones","- - -","22","66.0",".361","0.96","19.0 %","39.7 %","41.3 %","18.9 %","10.8 %","38.9 %","23.9 %","37.2 %","30.8 %","174","433","607","4696"
"Richard Bleier","Rangers (A-)","21","62.2",".281","3.24","16.9 %","63.5 %","19.6 %","16.2 %","10.8 %","42.7 %","24.8 %","32.5 %","24.9 %","74","340","414","7803"
"Andy Schindling","- - -","21","32.2",".253","1.30","11.5 %","50.0 %","38.5 %","24.3 %","10.8 %","39.8 %","16.3 %","43.9 %","24.7 %","67","168","235","sa254901"
"Nick Schumacher","- - -","22","40.1",".307","1.89","8.5 %","59.8 %","31.6 %","24.3 %","10.8 %","53.4 %","22.9 %","23.7 %","31.0 %","46","235","281","sa455289"
"Luis Munoz","- - -","26","129.1",".319","0.95","21.5 %","38.2 %","40.3 %","24.4 %","10.8 %","44.2 %","24.2 %","31.6 %","10.6 %","489","1000","1489","sa201423"
"Leandro Cespedes","Astros (A)","21","130.0",".326","0.75","16.8 %","35.7 %","47.6 %","26.7 %","10.8 %","46.9 %","28.4 %","24.7 %","35.8 %","202","805","1007","sa393033"
"Antonio Bastardo","- - -","22","97.2",".256","0.52","14.2 %","29.3 %","56.5 %","20.9 %","10.8 %","43.9 %","25.7 %","30.4 %","29.3 %","212","586","798","8844"
"Eric Brown","Mets (AA)","24","123.0",".312","1.39","19.0 %","47.1 %","33.9 %","18.7 %","10.8 %","55.2 %","18.4 %","26.4 %","24.0 %","135","672","807","sa293091"
"Lenny DiNardo","Athletics (AAA)","28","71.1",".398","2.15","18.3 %","55.8 %","25.9 %","9.2 %","10.8 %","53.9 %","21.3 %","24.8 %","9.0 %","408","810","1218","1894"
"Eric Barrett","- - -","21","85.2",".309","1.98","17.1 %","55.1 %","27.8 %","20.0 %","10.8 %","44.9 %","22.2 %","32.9 %","19.6 %","362","540","902","sa393051"
"Doug Brandt","Angels (AA)","23","60.0",".332","0.63","18.3 %","31.7 %","50.0 %","17.2 %","10.8 %","48.7 %","24.6 %","26.7 %","7.9 %","424","666","1090","sa328198"
"Runelvys Hernandez","Astros (AAA)","30","124.2",".277","0.85","17.1 %","38.1 %","44.8 %","20.8 %","10.7 %","42.2 %","26.7 %","31.1 %","9.2 %","720","1277","1997","1528"
"Brian Falkenborg","Dodgers (AAA)","30","35.0",".326","1.71","18.3 %","51.6 %","30.1 %","10.7 %","10.7 %","40.4 %","27.7 %","31.9 %","9.8 %","189","371","560","1859"
"Fernando Abad","Astros (A)","22","76.1",".337","0.85","23.3 %","35.1 %","41.6 %","29.8 %","10.7 %","40.4 %","27.7 %","31.9 %","37.9 %","63","496","559","4994"
"Nestor Corredor","Brewers (R)","24","20.1",".394","1.04","16.2 %","42.6 %","41.2 %","14.3 %","10.7 %","49.3 %","18.8 %","31.9 %","24.9 %","40","129","169","sa253193"
"Andrew Kown","- - -","25","122.0",".314","1.10","18.1 %","42.9 %","39.0 %","18.5 %","10.7 %","51.8 %","20.5 %","27.7 %","11.3 %","274","711","985","sa254314"
"Pedro Lambertus","Brewers (A)","20","38.2",".297","2.61","12.2 %","63.5 %","24.3 %","17.9 %","10.7 %","46.3 %","21.5 %","32.2 %","23.1 %","107","209","316","sa393061"
"Steven Hensley","Mariners (A-)","21","29.1",".313","1.32","17.7 %","46.8 %","35.4 %","14.3 %","10.7 %","39.0 %","22.0 %","39.0 %","26.9 %","45","178","223","sa454531"
"Brett Graffy","White Sox (R)","21","27.1",".293","1.46","9.2 %","53.9 %","36.8 %","25.0 %","10.7 %","50.0 %","25.6 %","24.4 %","34.9 %","36","162","198","sa455027"
"Derrick Saito","Royals (R)","20","33.0",".356","1.64","14.0 %","53.5 %","32.6 %","10.7 %","10.7 %","46.7 %","20.0 %","33.3 %","30.3 %","87","203","290","sa455070"
"Chad Reineke","- - -","26","129.2",".289","0.78","14.0 %","37.6 %","48.4 %","15.0 %","10.7 %","37.2 %","28.1 %","34.7 %","8.5 %","758","1374","2132","7641"
"Kevin Dixon","Indians (AA)","24","157.0",".293","1.62","14.0 %","53.1 %","32.9 %","18.2 %","10.7 %","47.1 %","24.2 %","28.7 %","23.1 %","229","879","1108","sa291437"
"Drew Miller","Padres (A+)","22","134.1",".344","1.21","12.2 %","48.1 %","39.6 %","14.6 %","10.7 %","39.5 %","27.2 %","33.3 %","23.7 %","227","771","998","sa326090"
"John Wasdin","Cardinals (AAA)","35","110.1",".275","0.76","18.5 %","35.2 %","46.3 %","30.0 %","10.7 %","44.4 %","26.1 %","29.5 %","11.1 %","552","1157","1709","1768"
"Steve Cishek","Marlins (A)","22","75.1",".302","1.21","17.8 %","45.0 %","37.1 %","21.3 %","10.7 %","45.7 %","25.5 %","28.9 %","25.8 %","180","445","625","6483"
"Chris Blazek","Astros (AA)","24","69.2",".332","0.96","17.4 %","40.4 %","42.1 %","28.0 %","10.7 %","40.8 %","25.0 %","34.2 %","13.6 %","435","755","1190","sa293552"
"Juan Chavez","Padres (R)","18","60.2",".218","1.03","12.1 %","44.5 %","43.4 %","29.3 %","10.7 %","49.2 %","26.2 %","24.6 %","28.0 %","79","339","418","sa502991"
"Sean White","- - -","27","127.0",".358","1.84","25.4 %","48.3 %","26.3 %","21.3 %","10.7 %","44.1 %","26.8 %","29.1 %","6.3 %","783","1248","2031","5564"
"Steve Hammond","- - -","26","155.1",".313","1.24","17.8 %","45.6 %","36.7 %","21.3 %","10.7 %","44.1 %","26.3 %","29.7 %","16.2 %","554","1197","1751","sa290199"
"Javier Garcia","Red Sox (A)","24","42.2",".381","1.17","19.7 %","43.3 %","37.0 %","36.2 %","10.6 %","37.7 %","30.8 %","31.5 %","28.8 %","57","266","323","sa244188"
"Tommy Johannesen-Ellis","Mariners (R)","20","20.1",".423","0.40","16.5 %","24.1 %","59.5 %","25.5 %","10.6 %","45.2 %","23.8 %","31.0 %","25.3 %","45","141","186","sa383705"
"Rafael Rodriguez","Pirates (R)","17","29.2",".241","0.55","9.9 %","32.1 %","58.0 %","23.4 %","10.6 %","40.9 %","29.6 %","29.6 %","29.8 %","67","175","242","sa504953"
"Ty Taubenheim","Pirates (AAA)","25","98.0",".292","1.23","17.1 %","45.7 %","37.2 %","22.1 %","10.6 %","51.4 %","22.4 %","26.2 %","8.3 %","614","960","1574","5561"
"Jeff Marquez","- - -","23","102.2",".299","1.50","17.0 %","49.9 %","33.1 %","21.2 %","10.6 %","45.6 %","27.0 %","27.3 %","9.2 %","452","868","1320","7456"
"Greg Burke","Padres (AA)","25","84.1",".307","1.67","19.3 %","50.5 %","30.3 %","25.8 %","10.6 %","39.0 %","22.5 %","38.5 %","11.9 %","440","910","1350","6282"
"J.A. Happ","Phillies (AAA)","25","135.0",".302","1.09","19.3 %","42.1 %","38.6 %","22.7 %","10.6 %","38.4 %","22.7 %","38.9 %","11.1 %","829","1494","2323","7410"
"Glenn Swanson","- - -","25","53.0",".350","1.15","12.9 %","46.6 %","40.5 %","13.6 %","10.6 %","47.9 %","23.7 %","28.4 %","22.7 %","40","304","344","sa326426"
"Antonio Noguera","Astros (A-)","20","53.1",".335","1.58","15.8 %","51.5 %","32.7 %","21.2 %","10.6 %","47.5 %","24.9 %","27.7 %","12.9 %","89","292","381","sa393038"
"Grant Johnson","- - -","25","79.0",".312","1.38","20.5 %","46.1 %","33.5 %","17.6 %","10.6 %","39.4 %","27.5 %","33.1 %","18.3 %","142","410","552","sa267843"
"Julio Polanco","- - -","21","92.1",".301","0.97","13.9 %","42.3 %","43.8 %","22.0 %","10.6 %","41.9 %","25.8 %","32.3 %","25.0 %","139","541","680","sa329010"
"Robert Leonhardt","Astros (A)","23","123.0",".343","1.79","19.7 %","51.5 %","28.8 %","15.4 %","10.6 %","44.5 %","25.3 %","30.2 %","16.5 %","167","668","835","sa388997"
"Dustin Nippert","Rangers (AAA)","27","63.1",".295","1.11","18.8 %","42.6 %","38.6 %","17.1 %","10.5 %","43.3 %","21.9 %","34.8 %","8.7 %","351","637","988","4426"
"Jesse Chavez","Pirates (AAA)","24","68.2",".272","1.05","17.5 %","42.3 %","40.2 %","18.4 %","10.5 %","44.3 %","29.2 %","26.6 %","13.7 %","334","709","1043","5448"
"David Patton","Rockies (A+)","24","73.2",".342","1.16","16.3 %","44.9 %","38.8 %","17.1 %","10.5 %","43.5 %","26.0 %","30.5 %","33.8 %","119","461","580","7503"
"David Herndon","Angels (A+)","22","100.2",".336","1.87","14.2 %","56.0 %","29.9 %","17.9 %","10.5 %","43.3 %","18.5 %","38.2 %","21.0 %","75","540","615","9264"
"Matt Peterson","- - -","26","30.2",".309","0.95","23.7 %","37.1 %","39.2 %","23.7 %","10.5 %","41.6 %","26.7 %","31.7 %","14.9 %","110","259","369","sa200095"
"Craig Whitaker","Giants (A+)","23","59.0",".256","1.40","11.0 %","51.9 %","37.0 %","28.1 %","10.5 %","42.4 %","22.8 %","34.8 %","24.4 %","208","338","546","sa231134"
"Luis Castro","- - -","24","24.2",".363","2.84","18.0 %","60.7 %","21.3 %","10.5 %","10.5 %","34.4 %","25.8 %","39.8 %","7.1 %","205","259","464","sa3000313"
"Brent Gaphardt","- - -","24","25.1",".296","2.16","15.5 %","57.7 %","26.8 %","26.3 %","10.5 %","42.5 %","17.8 %","39.7 %","26.9 %","44","142","186","sa328067"
"Bobby Paschal","Rockies (A-)","24","17.0",".404","1.05","17.0 %","42.6 %","40.4 %","15.8 %","10.5 %","44.9 %","28.6 %","26.5 %","22.1 %","72","100","172","sa389246"
"Brett Zawacki","Cardinals (R)","19","34.1",".385","1.42","13.2 %","50.9 %","35.8 %","10.5 %","10.5 %","45.4 %","23.2 %","31.5 %","28.7 %","69","217","286","sa390655"
"Daniel Richardson","Cardinals (A-)","23","18.1",".250","1.68","12.1 %","55.2 %","32.8 %","21.1 %","10.5 %","45.2 %","19.4 %","35.5 %","13.4 %","74","90","164","sa455030"
"Matthew Richardson","Yankees (R)","18","14.0",".286","0.79","2.9 %","42.9 %","54.3 %","31.6 %","10.5 %","59.5 %","13.5 %","27.0 %","36.4 %","28","90","118","sa455315"
"David Cales","- - -","20","22.1",".305","1.74","11.9 %","55.9 %","32.2 %","15.8 %","10.5 %","49.2 %","29.5 %","21.3 %","30.4 %","68","225","293","sa455474"
"Jose Calero","Cardinals (R)","18","33.2",".342","0.77","8.2 %","40.0 %","51.8 %","14.0 %","10.5 %","37.9 %","31.9 %","30.2 %","18.0 %","58","186","244","sa456112"
"Luis Solano","Indians (R)","21","11.0",".421","0.89","7.7 %","43.6 %","48.7 %","21.1 %","10.5 %","47.5 %","30.0 %","22.5 %","19.8 %","23","68","91","sa456366"
"Ben Dollar","Diamondbacks (A-)","21","13.1",".244","0.42","27.0 %","21.6 %","51.4 %","21.1 %","10.5 %","48.8 %","23.3 %","27.9 %","21.4 %","40","72","112","sa463886"
"Efrain Nieves","Brewers (R)","18","76.1",".311","1.17","17.3 %","44.7 %","38.1 %","22.1 %","10.5 %","37.1 %","24.6 %","38.4 %","28.3 %","50","434","484","sa389754"
"Brett Cammons","Braves (A+)","22","75.2",".251","1.19","10.0 %","48.8 %","41.1 %","18.6 %","10.5 %","51.2 %","24.9 %","24.0 %","27.1 %","119","420","539","sa389800"
"Stolmy Pimentel","Red Sox (A-)","18","63.0",".267","1.13","14.4 %","45.5 %","40.1 %","9.0 %","10.4 %","49.4 %","20.4 %","30.2 %","29.4 %","75","357","432","6415"
"Eric Stults","Dodgers (AAA)","28","117.2",".301","1.10","19.7 %","42.2 %","38.2 %","17.9 %","10.4 %","50.6 %","25.1 %","24.3 %","9.9 %","710","1223","1933","8011"
"Matt Davis","White Sox (A+)","26","63.0",".287","1.51","14.3 %","51.5 %","34.2 %","10.4 %","10.4 %","49.0 %","24.8 %","26.2 %","21.6 %","108","345","453","sa225885"
"Randy Matias","- - -","21","50.1",".401","1.09","16.7 %","43.5 %","39.9 %","23.9 %","10.4 %","37.4 %","24.7 %","37.9 %","24.3 %","102","305","407","sa329239"
"Adam Bowling","White Sox (A)","24","56.1",".319","0.94","20.2 %","38.7 %","41.1 %","25.4 %","10.4 %","47.9 %","21.0 %","31.1 %","36.9 %","39","335","374","sa393579"
"Tyson Brummett","- - -","23","170.0",".310","1.45","16.9 %","49.2 %","33.9 %","19.2 %","10.4 %","46.8 %","21.5 %","31.8 %","20.6 %","289","927","1216","509"
"Josh Tomlin","- - -","23","109.2",".275","1.03","17.0 %","42.2 %","40.8 %","21.7 %","10.4 %","48.1 %","28.7 %","23.2 %","25.6 %","116","664","780","9388"
"Corey Kluber","- - -","22","141.1",".319","1.01","17.4 %","41.6 %","41.1 %","23.9 %","10.4 %","44.0 %","23.8 %","32.2 %","30.0 %","216","865","1081","2429"
"Jordan Norberto","Diamondbacks (A)","21","101.2",".338","0.67","14.8 %","34.3 %","50.9 %","20.8 %","10.4 %","43.6 %","24.9 %","31.5 %","29.7 %","235","623","858","8432"
"Tanner Roark","- - -","21","42.1",".293","0.94","10.6 %","43.3 %","46.2 %","16.7 %","10.4 %","45.1 %","18.9 %","36.0 %","28.8 %","69","258","327","8753"
"Josh Perrault","- - -","26","70.2",".322","0.93","10.2 %","43.2 %","46.6 %","19.8 %","10.4 %","46.3 %","27.3 %","26.4 %","28.9 %","111","432","543","sa226189"
"Matthew Goodson","- - -","25","60.2",".315","0.70","18.5 %","33.5 %","48.0 %","19.8 %","10.4 %","39.6 %","32.4 %","28.0 %","19.4 %","150","341","491","sa262540"
"Wade Townsend","- - -","25","66.2",".292","0.72","16.2 %","35.0 %","48.7 %","25.0 %","10.4 %","38.8 %","27.9 %","33.3 %","22.5 %","171","377","548","sa290129"
"Ryan Miller","Indians (A)","21","125.2",".310","1.34","17.5 %","47.2 %","35.3 %","21.6 %","10.4 %","47.4 %","23.3 %","29.3 %","24.8 %","320","710","1030","sa386555"
"Alan Guerrero","Mexican (AAA)","20","65.1",".327","0.99","21.5 %","39.0 %","39.5 %","50.6 %","10.4 %","41.5 %","24.4 %","34.2 %","12.1 %","406","677","1083","sa508084"
"Chase Christianson","Diamondbacks (A+)","23","115.0",".335","1.48","16.5 %","49.9 %","33.7 %","10.4 %","10.4 %","50.0 %","22.3 %","27.7 %","19.2 %","141","616","757","sa327035"
"Emilis Guerrero","- - -","22","94.0",".354","1.01","18.6 %","41.0 %","40.4 %","14.8 %","10.4 %","49.0 %","22.9 %","28.2 %","17.3 %","94","541","635","sa329116"
"Travis Mortimore","- - -","23","92.1",".295","0.96","8.7 %","44.6 %","46.7 %","17.0 %","10.4 %","40.7 %","27.7 %","31.6 %","20.7 %","205","510","715","sa392125"
"Blaine Neal","Tigers (AAA)","30","37.1",".265","1.41","22.2 %","45.6 %","32.2 %","10.3 %","10.3 %","50.0 %","22.3 %","27.7 %","12.2 %","199","351","550","1468"
"Ryan Wagner","- - -","25","26.1",".329","1.48","15.3 %","50.6 %","34.1 %","6.9 %","10.3 %","49.4 %","32.2 %","18.4 %","12.8 %","168","246","414","1770"
"Ruddy Lugo","Mets (AAA)","28","134.1",".295","0.91","18.6 %","38.9 %","42.5 %","25.9 %","10.3 %","44.5 %","26.2 %","29.3 %","8.3 %","805","1351","2156","2710"
"Darren O'Day","Angels (AAA)","25","33.0",".292","1.24","27.8 %","40.0 %","32.2 %","24.1 %","10.3 %","41.3 %","26.1 %","32.6 %","13.3 %","145","314","459","3321"
"Cesar Jimenez","Mariners (AAA)","23","38.0",".324","1.52","27.0 %","44.0 %","29.0 %","34.5 %","10.3 %","48.6 %","27.1 %","24.3 %","12.1 %","221","417","638","3762"
"Luke Gregerson","Cardinals (AA)","24","75.1",".281","1.76","17.1 %","52.8 %","30.1 %","29.3 %","10.3 %","41.0 %","21.5 %","37.6 %","13.6 %","352","694","1046","4090"
"Nelson Figueroa","Mets (AAA)","34","113.2",".314","0.97","16.4 %","41.2 %","42.4 %","17.9 %","10.3 %","46.1 %","26.1 %","27.8 %","8.6 %","581","1193","1774","683"
