"Name","Team","Age","IP","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA","FIP","E-F","xFIP","playerid"
"Zach Putnam","White Sox (AAA)","26","7.0","15.43","1.29","12.00","0.00","46.2 %","3.9 %","42.3 %",".160","0.71",".308","100.0 %","0.00","0.36","-0.36","0.79","9080"
"Adam Ravenelle","- - -","21","4.0","13.50","0.00","6.00","0.00","50.0 %","0.0 %","50.0 %",".000","0.00",".000","100.0 %","0.00","0.49","-0.49","1.10","sa602703"
"Gary Majewski","Mexican (AAA)","34","1.1","13.50","0.00","2.00","0.00","22.2 %","0.0 %","22.2 %",".667","4.50",".857","50.0 %","20.25","0.57","19.68","0.57","2131"
"Jose Luis Garcia","Mexican (AAA)","40","0.2","13.50","0.00","1.00","0.00","33.3 %","0.0 %","33.3 %",".333","1.50",".500","100.0 %","0.00","0.57","-0.57","0.57","sa508081"
"Francisco Liriano","Pirates (AAA)","30","6.0","12.00","0.00","8.00","0.00","40.0 %","0.0 %","40.0 %",".150","0.50",".250","100.0 %","0.00","0.69","-0.69","1.36","3201"
"Frank Francisco","White Sox (AAA)","34","8.0","13.50","1.13","12.00","0.00","44.4 %","3.7 %","40.7 %",".154","0.63",".286","80.0 %","0.00","0.73","-0.73","0.99","1933"
"Arismendy Ozoria","Dodgers (A+)","23","2.2","13.50","0.00","4.00","0.00","36.4 %","0.0 %","36.4 %",".273","1.12",".429","100.0 %","0.00","0.74","-0.74","2.52","sa506958"
"Jonny Drozd","Yankees (R)","22","15.2","13.21","0.00","23.00","0.00","37.7 %","0.0 %","37.7 %",".217","0.83",".351","71.4 %","0.57","0.76","-0.19","1.04","sa833561"
"Jon Link","Marlins (AA)","30","12.0","12.00","0.75","16.00","0.00","33.3 %","2.1 %","31.3 %",".213","0.92",".323","72.7 %","2.25","0.77","1.48","1.67","3894"
"Feny Arias","White Sox (R)","23","7.0","11.57","0.00","9.00","0.00","32.1 %","0.0 %","32.1 %",".214","0.86",".316","66.7 %","1.29","0.83","0.45","1.17","sa597223"
"Eduar Quinonez","Rays (R)","24","3.0","12.00","0.00","4.00","0.00","36.4 %","0.0 %","36.4 %",".182","0.67",".286","50.0 %","3.00","0.84","2.16","1.13","sa504997"
"Michael Pineda","Yankees (AAA)","25","7.2","12.91","1.17","11.00","0.00","33.3 %","3.0 %","30.3 %",".281","1.30",".429","90.0 %","1.17","0.88","0.29","1.67","5372"
"Greg Brody","Giants (R)","22","14.1","16.95","1.88","9.00","0.00","44.3 %","4.9 %","39.3 %",".207","1.05",".387","60.0 %","0.63","0.89","-0.26","1.24","sa829011"
"Gabe Hemmer","Tigers (A-)","24","25.1","14.57","2.13","6.83","0.00","40.6 %","5.9 %","34.7 %",".200","0.99",".352","68.0 %","2.13","0.91","1.22","1.27","sa829537"
"Dillon Gee","- - -","28","10.2","15.19","1.69","9.00","0.00","40.9 %","4.6 %","36.4 %",".195","0.94",".348","81.8 %","1.69","0.92","0.77","1.14","7396"
"Daniel Mengden","- - -","21","11.0","13.91","0.82","17.00","0.00","38.6 %","2.3 %","36.4 %",".214","0.91",".360","63.6 %","3.27","0.93","2.34","1.23","16980"
"J.P. Feyereisen","Indians (A-)","21","17.0","12.71","0.53","24.00","0.00","38.7 %","1.6 %","37.1 %",".150","0.59",".250","100.0 %","0.00","0.97","-0.97","1.50","sa829227"
"Brad Brach","Orioles (AAA)","28","23.1","16.59","2.31","7.17","0.39","42.6 %","5.9 %","36.6 %",".274","1.37",".490","71.9 %","3.47","1.00","2.47","1.26","6627"
"Mason Radeke","Indians (R)","24","2.0","13.50","0.00","3.00","0.00","37.5 %","0.0 %","37.5 %",".250","1.00",".400","100.0 %","0.00","1.03","-1.03","1.67","sa599737"
"Willian Soto","Dodgers (R)","18","2.0","13.50","0.00","3.00","0.00","50.0 %","0.0 %","50.0 %",".000","0.00",".000","100.0 %","0.00","1.03","-1.03","1.03","sa739645"
"Charlie Morton","Pirates (AA)","30","4.0","13.50","2.25","6.00","0.00","35.3 %","5.9 %","29.4 %",".250","1.25",".400","60.0 %","4.50","1.10","3.40","1.58","4676"
"Cody Overbeck","Padres (AA)","28","1.0","9.00","0.00","1.00","0.00","25.0 %","0.0 %","25.0 %",".000","0.00",".000","100.0 %","0.00","1.12","-1.12","2.13","sa454914"
"Joey Wong","Rockies (AA)","26","1.0","9.00","0.00","1.00","0.00","33.3 %","0.0 %","33.3 %",".000","0.00",".000","100.0 %","0.00","1.12","-1.12","3.14","sa502131"
"Gerbinson Perez","Tigers (R)","19","31.0","11.32","1.16","9.75","0.00","32.5 %","3.3 %","29.2 %",".235","1.00",".355","71.9 %","2.32","1.12","1.20","1.28","sa739101"
"A.J. Ramos","Marlins (AA)","27","1.0","9.00","0.00","1.00","0.00","16.7 %","0.0 %","16.7 %",".333","2.00",".400","50.0 %","9.00","1.19","7.81","2.99","8350"
"Kevin Rivers","Mariners (AA)","25","2.0","9.00","0.00","2.00","0.00","22.2 %","0.0 %","22.2 %",".333","1.50",".429","100.0 %","0.00","1.19","-1.19","2.99","sa510347"
"Jacob Lindgren","- - -","21","25.0","17.28","4.68","3.69","0.00","46.2 %","12.5 %","33.7 %",".133","1.00",".286","69.2 %","2.16","1.26","0.90","1.37","16215"
"Dallas Gallant","Twins (A)","25","28.0","14.79","2.89","5.11","0.00","43.0 %","8.4 %","34.6 %",".124","0.75",".235","86.4 %","0.64","1.27","-0.63","1.85","sa549670"
"Shane McCain","Rangers (A-)","22","28.2","12.24","0.31","39.00","0.00","38.2 %","1.0 %","37.3 %",".170","0.63",".279","89.5 %","0.31","1.31","-1.00","2.25","sa829919"
"Ambiorix De Leon","- - -","22","7.2","11.74","1.17","10.00","0.00","34.5 %","3.5 %","31.0 %",".107","0.52",".167","100.0 %","0.00","1.32","-1.32","1.77","sa550623"
"Cam Bedrosian","- - -","22","45.0","16.40","3.60","4.56","0.20","48.5 %","10.7 %","37.9 %",".108","0.76",".231","73.0 %","2.00","1.33","0.67","1.43","13360"
"Nick Burdi","- - -","21","20.1","16.82","4.43","3.80","0.00","46.3 %","12.2 %","34.2 %",".183","1.13",".394","75.0 %","2.66","1.34","1.32","1.79","sa599297"
"Edgar Gonzalez","Reds (AAA)","31","2.0","22.50","9.00","2.50","0.00","50.0 %","20.0 %","30.0 %",".250","2.00",".667","75.0 %","4.50","1.36","3.14","1.86","1727"
"Kristopher Negron","Reds (AAA)","28","1.0","9.00","0.00","1.00","0.00","25.0 %","0.0 %","25.0 %",".250","1.00",".333","100.0 %","0.00","1.36","-1.36","2.37","5306"
"Angel Mejia","Padres (R)","19","18.2","10.61","0.96","11.00","0.00","28.2 %","2.6 %","25.6 %",".250","1.12",".352","57.1 %","2.89","1.37","1.53","1.65","sa739255"
"Jake Reed","- - -","21","31.0","11.32","0.87","13.00","0.00","35.8 %","2.8 %","33.0 %",".105","0.45",".167","86.7 %","0.29","1.37","-1.08","1.96","sa599532"
"Joel Peralta","Rays (A+)","38","1.0","9.00","0.00","1.00","0.00","25.0 %","0.0 %","25.0 %",".250","1.00",".333","100.0 %","0.00","1.39","-1.39","3.49","2332"
"Gerwuins Velazco","Cardinals (A+)","22","1.0","9.00","0.00","1.00","0.00","33.3 %","0.0 %","33.3 %",".000","0.00",".000","100.0 %","0.00","1.39","-1.39","1.39","sa504715"
"Matt Marsh","Yankees (R)","22","14.2","14.11","3.07","4.60","0.00","37.1 %","8.1 %","29.0 %",".263","1.36",".441","85.0 %","1.84","1.39","0.45","1.85","sa830228"
"Derwin Pomare","Padres (R)","19","2.0","9.00","0.00","2.00","0.00","25.0 %","0.0 %","25.0 %",".250","1.00",".333","100.0 %","0.00","1.40","-1.40","1.80","sa694161"
"Greidy Encarnacion","Yankees (R)","20","1.0","9.00","0.00","1.00","0.00","33.3 %","0.0 %","33.3 %",".000","0.00",".000","100.0 %","0.00","1.40","-1.40","1.94","sa736661"
"Jose Jimenez","Nationals (R)","17","1.0","9.00","0.00","1.00","0.00","25.0 %","0.0 %","25.0 %",".250","1.00",".333","100.0 %","0.00","1.40","-1.40","1.40","sa829079"
"Samuel Zazueta","Rangers (R)","17","66.1","12.35","1.63","7.58","0.00","35.0 %","4.6 %","30.4 %",".202","0.92",".322","71.2 %","1.63","1.43","0.20","1.71","sa828297"
"Cale Coshow","- - -","21","15.1","11.15","1.17","9.50","0.00","28.4 %","3.0 %","25.4 %",".277","1.30",".391","60.0 %","4.11","1.45","2.66","1.92","sa738313"
"Ray Black","- - -","24","35.1","18.08","4.08","4.44","0.25","50.7 %","11.4 %","39.3 %",".139","0.93",".320","56.6 %","3.57","1.48","2.08","1.62","14244"
"R.J. Alvarez","- - -","23","43.1","12.67","2.70","4.69","0.00","36.1 %","7.7 %","28.4 %",".191","0.97",".319","84.8 %","1.25","1.48","-0.24","2.23","13401"
"Rey Bruguera","Padres (A)","22","1.0","9.00","0.00","1.00","0.00","33.3 %","0.0 %","33.3 %",".000","0.00",".000","100.0 %","0.00","1.48","-1.48","2.30","sa550586"
"Brandon Peterson","- - -","22","57.2","13.11","2.97","4.42","0.00","37.0 %","8.4 %","28.6 %",".178","0.97",".298","80.4 %","1.56","1.49","0.07","2.16","sa737943"
"Dillon Overton","- - -","22","37.0","12.89","0.97","13.25","0.00","36.3 %","2.7 %","33.6 %",".216","0.92",".349","67.6 %","1.95","1.49","0.45","2.12","15627"
"Kevin Escorcia","White Sox (R)","19","56.1","11.66","1.92","6.08","0.00","33.0 %","5.4 %","27.6 %",".213","0.99",".328","69.0 %","1.92","1.56","0.36","1.81","sa737256"
"Shane Loux","Giants (R)","34","7.1","11.05","0.00","9.00","0.00","29.0 %","0.0 %","29.0 %",".226","0.95",".318","71.4 %","2.45","1.57","0.88","2.09","1613"
"Ryan Tuntland","Giants (A)","23","1.0","9.00","0.00","1.00","0.00","33.3 %","0.0 %","33.3 %",".000","0.00",".000","100.0 %","0.00","1.59","-1.59","1.59","sa738594"
"Brian Miller","- - -","21","21.0","10.29","0.86","12.00","0.00","27.9 %","2.3 %","25.6 %",".205","0.90",".288","65.0 %","2.57","1.60","0.97","2.19","sa827168"
"Dario Alvarez","- - -","25","73.1","13.99","2.09","6.71","0.25","40.1 %","6.0 %","34.2 %",".182","0.89",".311","85.9 %","1.10","1.62","-0.51","1.74","14239"
"Ranger Suarez","Phillies (R)","18","80.2","8.70","0.11","78.00","0.22","25.0 %","0.3 %","24.7 %",".216","0.84",".283","66.5 %","1.56","1.62","-0.06","1.56","sa659551"
"P.J. Cerreto","Reds (R)","23","1.2","10.80","0.00","2.00","0.00","28.6 %","0.0 %","28.6 %",".286","1.20",".400","100.0 %","0.00","1.63","-1.63","2.01","sa739017"
"Luis Jimenez","Rangers (R)","17","13.2","11.85","1.98","6.00","0.00","33.3 %","5.6 %","27.8 %",".180","0.88",".281","69.2 %","2.63","1.65","0.99","1.90","sa828508"
"Adam Liberatore","Rays (AAA)","27","65.0","11.91","2.08","5.73","0.14","34.8 %","6.1 %","28.7 %",".186","0.89",".292","78.1 %","1.66","1.65","0.01","2.26","10637"
"Julio Vivas","- - -","20","26.2","9.79","0.67","14.50","0.00","27.6 %","1.9 %","25.7 %",".206","0.86",".288","83.3 %","1.01","1.68","-0.67","2.17","sa596284"
"James Farris","Cubs (A-)","22","14.0","13.50","1.93","7.00","0.00","37.5 %","5.4 %","32.1 %",".231","1.07",".387","75.0 %","2.57","1.68","0.89","2.16","sa708443"
"Nick Wagner","Angels (R)","23","19.2","14.64","1.83","8.00","0.00","41.0 %","5.1 %","35.9 %",".194","0.92",".350","65.0 %","2.75","1.69","1.06","2.01","sa503566"
"Jeff Beliveau","Rays (AAA)","27","36.0","12.75","3.50","3.64","0.00","36.4 %","10.0 %","26.4 %",".151","0.92",".253","78.8 %","1.50","1.69","-0.19","2.45","8504"
"Michael Ramirez","Rockies (AAA)","24","1.0","9.00","0.00","1.00","0.00","33.3 %","0.0 %","33.3 %",".000","0.00",".000","100.0 %","0.00","1.70","-1.70","3.01","sa506305"
"Kyle Grana","Cardinals (A-)","23","40.2","13.72","3.10","4.43","0.00","38.3 %","8.6 %","29.6 %",".174","0.96",".305","83.7 %","0.89","1.72","-0.83","2.24","sa739757"
"Mike Adams","- - -","35","6.2","9.45","1.35","7.00","0.00","28.0 %","4.0 %","24.0 %",".250","1.05",".353","71.4 %","2.70","1.72","0.98","2.28","1937"
"Brad Wieck","Mets (A-)","22","25.2","13.68","2.10","6.50","0.35","38.6 %","5.9 %","32.7 %",".181","0.90",".296","79.7 %","1.40","1.73","-0.32","1.55","sa659424"
"Shae Simmons","- - -","23","24.0","11.63","3.00","3.88","0.00","32.3 %","8.3 %","24.0 %",".207","1.08",".321","77.8 %","2.25","1.74","0.51","2.23","14200"
"Brian Wilson","Dodgers (A+)","32","2.0","9.00","0.00","2.00","0.00","28.6 %","0.0 %","28.6 %",".143","0.50",".200","100.0 %","0.00","1.74","-1.74","2.34","6485"
"David Bergin","Rockies (A+)","24","1.0","9.00","0.00","1.00","0.00","25.0 %","0.0 %","25.0 %",".250","1.00",".333","100.0 %","0.00","1.74","-1.74","4.12","sa599324"
"Joe Jimenez","Tigers (A-)","19","26.2","13.84","2.02","6.83","0.34","37.3 %","5.5 %","31.8 %",".216","1.05",".350","69.9 %","2.70","1.75","0.95","1.82","15761"
"J.J. Hoover","Reds (AAA)","26","5.0","12.60","3.60","3.50","0.00","31.8 %","9.1 %","22.7 %",".150","1.00",".231","80.0 %","0.00","1.76","-1.76","2.97","9037"
"Kirby Yates","Rays (AAA)","27","25.0","12.60","3.24","3.89","0.00","36.1 %","9.3 %","26.8 %",".115","0.76",".192","95.0 %","0.36","1.76","-1.40","2.48","9073"
"Chase Whitley","Yankees (AAA)","25","31.1","10.63","2.30","4.63","0.00","30.3 %","6.6 %","23.8 %",".193","0.96",".286","76.7 %","2.01","1.76","0.25","2.34","10982"
"Carlos Rodriguez","Cubs (R)","18","58.1","8.64","0.77","11.20","0.15","24.2 %","2.2 %","22.1 %",".236","0.99",".310","69.4 %","1.23","1.77","-0.53","1.80","sa657725"
"Evan Reed","Tigers (AAA)","28","23.1","10.03","1.93","5.20","0.00","27.1 %","5.2 %","21.9 %",".286","1.33",".400","64.5 %","4.24","1.77","2.47","2.81","1349"
"Yeuris Guerrero","White Sox (R)","18","24.0","12.38","3.00","4.13","0.00","31.7 %","7.7 %","24.0 %",".221","1.21",".339","66.7 %","1.88","1.78","0.10","2.04","sa830244"
"Kyle Kinman","Braves (R)","23","29.2","13.04","1.82","7.17","0.30","36.4 %","5.1 %","31.4 %",".216","1.01",".343","71.0 %","2.43","1.81","0.61","1.86","sa829388"
"Jerry Vasto","Rockies (A-)","22","1.0","9.00","0.00","1.00","0.00","33.3 %","0.0 %","33.3 %",".000","0.00",".000","100.0 %","0.00","1.82","-1.82","3.51","17126"
"Danny Wissmann","Padres (A-)","22","1.0","9.00","0.00","1.00","0.00","20.0 %","0.0 %","20.0 %",".200","1.00",".250","100.0 %","0.00","1.82","-1.82","3.51","sa829467"
"Mike Burke","- - -","21","23.1","11.19","0.77","14.50","0.39","34.5 %","2.4 %","32.1 %",".159","0.64",".231","73.5 %","1.93","1.82","0.11","1.67","sa829509"
"Keith Butler","Cardinals (AAA)","25","10.2","10.97","1.69","6.50","0.00","34.2 %","5.3 %","29.0 %",".222","0.94",".348","90.0 %","0.84","1.83","-0.98","3.06","10080"
"Eric Peterson","Astros (R)","21","23.0","12.52","2.74","4.57","0.00","33.7 %","7.4 %","26.3 %",".207","1.09",".327","65.4 %","2.35","1.83","0.52","2.42","sa829747"
"Sam Tuivailala","- - -","21","60.0","14.55","4.05","3.59","0.15","37.9 %","10.6 %","27.3 %",".213","1.25",".370","70.9 %","3.15","1.84","1.31","2.24","13485"
"Silvino Bracho","Diamondbacks (A)","21","43.1","14.54","1.66","8.75","0.62","42.9 %","4.9 %","38.0 %",".163","0.76",".275","81.2 %","2.08","1.85","0.23","1.71","15051"
"John Fasola","Rangers (A-)","22","26.1","13.67","1.71","8.00","0.34","39.6 %","5.0 %","34.7 %",".219","0.99",".364","81.3 %","2.05","1.85","0.20","1.93","sa550022"
"C.K. Irby","Twins (R)","22","33.1","13.77","3.51","3.92","0.00","36.2 %","9.2 %","27.0 %",".206","1.17",".347","80.5 %","1.35","1.86","-0.51","2.57","sa708971"
"Jordan Lennerton","Tigers (AAA)","28","4.0","6.75","0.00","3.00","0.00","21.4 %","0.0 %","21.4 %",".143","0.50",".182","100.0 %","0.00","1.86","-1.86","3.12","sa455610"
"Hunter Strickland","- - -","25","38.2","12.80","0.93","13.75","0.70","37.7 %","2.7 %","34.9 %",".190","0.80",".286","74.6 %","2.09","1.86","0.24","1.82","7836"
"Yeiker Lovera","Cubs (R)","21","12.1","8.03","1.46","5.50","0.00","20.0 %","3.6 %","16.4 %",".359","1.70",".452","66.7 %","2.92","1.86","1.06","2.16","sa597251"
"Casey Janssen","- - -","32","4.0","6.75","0.00","3.00","0.00","18.8 %","0.0 %","18.8 %",".250","1.00",".308","100.0 %","0.00","1.86","-1.86","2.10","7355"
"Ryan Yarbrough","- - -","22","42.2","12.23","1.05","11.60","0.21","36.3 %","3.1 %","33.1 %",".170","0.73",".266","82.3 %","1.27","1.88","-0.61","2.06","16502"
"Orestes Melendez","Phillies (R)","19","17.1","8.83","2.08","4.25","0.00","22.4 %","5.3 %","17.1 %",".292","1.44",".382","72.0 %","3.12","1.89","1.23","2.15","sa827216"
"Shane Bay","Mets (A-)","22","22.2","8.74","1.19","7.33","0.00","25.6 %","3.5 %","22.1 %",".229","0.97",".312","81.8 %","1.59","1.90","-0.31","2.49","sa603420"
"Roenis Elias","Mariners (AAA)","25","5.0","10.80","1.80","6.00","0.00","37.5 %","6.3 %","31.3 %",".000","0.20",".000","100.0 %","0.00","1.90","-1.90","2.69","12673"
"Akeel Morris","Mets (A)","21","57.0","14.05","3.47","4.05","0.16","42.2 %","10.4 %","31.8 %",".101","0.72",".184","91.1 %","0.63","1.90","-1.27","2.34","12185"
"Sandy Lugo","Reds (R)","20","49.2","11.05","2.90","3.81","0.00","28.9 %","7.6 %","21.3 %",".221","1.19",".321","59.3 %","2.90","1.91","0.99","2.22","sa828416"
"Brendan McCurry","- - -","22","28.2","11.62","0.94","12.33","0.31","36.6 %","3.0 %","33.7 %",".146","0.59",".224","100.0 %","0.31","1.91","-1.60","1.92","sa829486"
"Chasen Shreve","- - -","23","64.0","12.23","1.69","7.25","0.56","35.5 %","4.9 %","30.6 %",".220","0.98",".333","75.3 %","2.67","1.92","0.76","1.90","10855"
"Aaron Poreda","Rangers (AAA)","27","16.1","15.43","3.86","4.00","0.00","35.0 %","8.8 %","26.3 %",".296","1.71",".488","63.3 %","6.06","1.92","4.14","2.81","4313"
"Whit Mayberry","- - -","24","25.0","9.36","1.80","5.20","0.00","27.7 %","5.3 %","22.3 %",".180","0.84",".254","81.0 %","1.44","1.93","-0.49","2.65","sa829299"
"Chris Mazza","Twins (A)","24","48.1","11.54","2.05","5.64","0.19","31.0 %","5.5 %","25.5 %",".250","1.20",".368","74.7 %","2.79","1.93","0.86","2.35","sa599371"
"Genesis Cabrera","Rays (R)","17","29.1","7.98","0.92","8.67","0.00","23.6 %","2.7 %","20.9 %",".187","0.78",".247","60.9 %","2.45","1.94","0.52","2.26","sa828534"
"Mike Morin","- - -","23","9.0","13.00","0.00","13.00","1.00","35.1 %","0.0 %","35.1 %",".297","1.22",".435","62.5 %","4.00","1.94","2.06","1.16","13442"
"Michael Sullivan","Reds (R)","20","18.2","13.02","2.41","5.40","0.00","36.5 %","6.8 %","29.7 %",".174","0.91",".286","47.1 %","1.93","1.94","-0.01","2.28","sa829643"
"Jake Joyce","Nationals (A-)","22","3.1","10.80","2.70","4.00","0.00","36.4 %","9.1 %","27.3 %",".000","0.30",".000","100.0 %","0.00","1.94","-1.94","2.52","sa708998"
"Brad Wallace","Rays (A-)","21","6.0","9.00","1.50","6.00","0.00","27.3 %","4.6 %","22.7 %",".238","1.00",".333","100.0 %","0.00","1.94","-1.94","2.48","sa829170"
"Ramon Laguerre","Mets (R)","18","13.0","7.62","0.69","11.00","0.00","20.8 %","1.9 %","18.9 %",".212","0.92",".268","33.3 %","1.38","1.94","-0.56","2.27","sa828723"
"Pedro Damian","- - -","21","51.2","13.41","3.48","3.85","0.17","37.2 %","9.7 %","27.5 %",".172","1.01",".287","73.6 %","2.09","1.95","0.14","2.01","sa597060"
"Phil Klein","- - -","25","51.2","12.19","3.48","3.50","0.00","35.7 %","10.2 %","25.5 %",".127","0.81",".214","93.3 %","0.52","1.95","-1.43","2.72","12675"
"Juan Rengifo","Cubs (R)","20","13.1","9.45","2.03","4.67","0.00","26.4 %","5.7 %","20.8 %",".265","1.20",".371","70.6 %","3.38","1.96","1.42","2.19","sa830691"
"Kyle Crockett","- - -","22","24.1","8.51","1.11","7.67","0.00","25.0 %","3.3 %","21.7 %",".171","0.74",".231","73.7 %","0.74","1.96","-1.22","2.64","15033"
"Trey Cochran-Gill","- - -","21","36.1","10.90","1.73","6.29","0.00","31.7 %","5.0 %","26.6 %",".169","0.80",".256","93.6 %","0.25","1.96","-1.71","2.32","sa827389"
"Nick Masset","Rockies (AAA)","32","8.2","9.35","1.04","9.00","0.00","30.0 %","3.3 %","26.7 %",".069","0.35",".100","100.0 %","0.00","1.97","-1.97","3.03","7267"
"Jason Leblebijian","Blue Jays (A)","23","1.1","6.75","0.00","1.00","0.00","14.3 %","0.0 %","14.3 %",".286","1.50",".333","0.0 %","0.00","1.98","-1.98","3.20","sa658622"
"Rafael Martin","- - -","30","58.1","10.18","1.85","5.50","0.15","30.1 %","5.5 %","24.7 %",".170","0.81",".245","79.4 %","1.39","2.00","-0.61","2.85","10258"
"Luis Silva","Mets (R)","17","5.0","14.40","1.80","8.00","0.00","38.1 %","4.8 %","33.3 %",".111","0.60",".200","80.0 %","1.80","2.00","-0.20","2.16","sa833636"
"Taylor Guerrieri","Rays (R)","21","9.1","9.64","1.93","5.00","0.00","26.3 %","5.3 %","21.1 %",".194","0.96",".269","66.7 %","0.00","2.01","-2.01","2.05","sa597787"
"Josh Taylor","Phillies (R)","21","9.1","12.54","3.86","3.25","0.00","36.1 %","11.1 %","25.0 %",".156","0.96",".263","100.0 %","0.00","2.01","-2.01","2.15","sa842224"
"Raynel Espinal","Yankees (R)","22","28.0","13.18","1.93","6.83","0.32","35.3 %","5.2 %","30.2 %",".208","1.00",".328","68.6 %","3.54","2.01","1.53","1.85","sa737238"
"Tanner Banks","- - -","22","24.1","12.21","2.22","5.50","0.00","35.9 %","6.5 %","29.4 %",".186","0.90",".302","81.8 %","1.48","2.01","-0.53","2.33","sa829193"
"Dustin Emmons","Braves (R)","22","9.2","8.38","0.00","9.00","0.00","23.7 %","0.0 %","23.7 %",".243","0.93",".321","40.0 %","1.86","2.01","-0.15","2.39","sa834405"
"Jacob Rhame","Dodgers (A)","21","67.1","12.03","1.87","6.43","0.40","34.4 %","5.3 %","29.0 %",".194","0.92",".290","79.6 %","2.00","2.01","-0.01","2.22","15267"
"Zach Davis","- - -","22","20.1","11.51","2.66","4.33","0.00","28.9 %","6.7 %","22.2 %",".265","1.38",".386","69.0 %","3.98","2.02","1.96","2.58","sa829350"
"Daniel Gossett","Athletics (A-)","21","24.0","9.38","0.38","25.00","0.38","28.4 %","1.1 %","27.3 %",".184","0.71",".246","70.5 %","2.25","2.02","0.23","1.86","16164"
"Arik Sikula","- - -","25","58.1","12.34","1.85","6.67","0.46","34.2 %","5.1 %","29.1 %",".227","1.06",".343","83.6 %","2.01","2.03","-0.02","2.16","sa579472"
"Santos Rodriguez","Diamondbacks (R)","26","2.0","9.00","0.00","2.00","0.00","25.0 %","0.0 %","25.0 %",".375","1.50",".500","100.0 %","0.00","2.03","-2.03","2.35","sa393054"
"Victor Salazar","Cubs (R)","21","3.0","9.00","0.00","3.00","0.00","30.0 %","0.0 %","30.0 %",".000","0.00",".000","100.0 %","0.00","2.03","-2.03","2.03","sa550531"
"Ryan Atwood","Padres (R)","22","1.0","9.00","0.00","1.00","0.00","20.0 %","0.0 %","20.0 %",".400","2.00",".500","50.0 %","9.00","2.03","6.97","2.67","sa709005"
"Randall Fant","- - -","23","49.2","10.33","1.63","6.33","0.18","27.1 %","4.3 %","22.9 %",".285","1.33",".394","64.0 %","3.62","2.03","1.60","2.29","sa502092"
"Eugenio Palma","Cubs (R)","17","21.1","7.59","1.27","6.00","0.00","21.4 %","3.6 %","17.9 %",".175","0.80",".226","77.8 %","1.69","2.03","-0.34","2.34","sa829746"
"Andres Torres","Mariners (R)","18","45.1","8.34","1.59","5.25","0.00","24.0 %","4.6 %","19.4 %",".183","0.84",".246","73.2 %","1.39","2.03","-0.64","2.28","sa828533"
"John Curtiss","Twins (R)","21","31.1","11.78","2.01","5.86","0.29","31.8 %","5.4 %","26.4 %",".271","1.28",".400","82.9 %","2.30","2.03","0.26","2.15","16128"
