"Name","Team","Age","IP","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","Pull%","Cent%","Oppo%","SwStr%","Balls","Strikes","Pitches","playerid"
"Jafet Canto","Mexican (AAA)","31","6.2",".375","1.43","29.2 %","41.7 %","29.2 %","14.3 %","28.6 %","34.6 %","23.1 %","42.3 %","5.3 %","39","74","113","sa592474"
"Roberto Hernandez","- - -","31","24.1",".282","2.28","21.3 %","54.7 %","24.0 %","16.7 %","27.8 %","51.3 %","26.3 %","22.4 %","21.2 %","80","198","278","3273"
"Osvaldo Flores","Mexican (AAA)","22","18.1",".345","1.61","23.0 %","47.5 %","29.5 %","16.7 %","27.8 %","44.4 %","31.8 %","23.8 %","8.4 %","123","150","273","sa592946"
"Marco Ramirez","Mexican (AAA)","18","9.1",".393","1.09","20.7 %","41.4 %","37.9 %","27.3 %","27.3 %","48.4 %","22.6 %","29.0 %","12.8 %","62","102","164","sa651343"
"Anthony Seise","Rockies (R)","19","9.1",".276","1.55","6.7 %","56.7 %","36.7 %","27.3 %","27.3 %","51.6 %","9.7 %","38.7 %","8.2 %","86","48","134","sa658508"
"MO Wiley","Reds (R)","22","18.1",".270","2.09","12.8 %","59.0 %","28.2 %","9.1 %","27.3 %","35.0 %","37.5 %","27.5 %","35.3 %","34","122","156","sa658660"
"Sam Demel","Diamondbacks (AAA)","26","66.1",".290","2.51","18.2 %","58.5 %","23.3 %","22.0 %","26.8 %","52.0 %","17.3 %","30.7 %","16.2 %","371","638","1009","868"
"Alejandro Rios","Mexican (AAA)","32","8.2",".314","0.87","22.2 %","36.1 %","41.7 %","20.0 %","26.7 %","44.7 %","29.0 %","26.3 %","8.3 %","48","85","133","sa508089"
"Brett Cammons","- - -","26","20.1",".356","1.58","18.3 %","50.0 %","31.7 %","10.5 %","26.3 %","63.5 %","19.1 %","17.5 %","18.8 %","107","180","287","sa389800"
"Francisco Esquivel","Mexican (AAA)","21","11.2",".375","0.74","21.4 %","33.3 %","45.2 %","15.8 %","26.3 %","50.0 %","25.0 %","25.0 %","8.0 %","93","131","224","sa551188"
"Bryan Corey","Mexican (AAA)","38","5.0",".222","1.13","5.6 %","50.0 %","44.4 %","12.5 %","25.0 %","57.9 %","15.8 %","26.3 %","9.2 %","26","39","65","1439"
"Brian Esposito","Cubs (AAA)","33","4.0",".286","0.50","25.0 %","25.0 %","50.0 %","25.0 %","25.0 %","50.0 %","31.3 %","18.8 %","3.9 %","10","41","51","3085"
"Guilder Rodriguez","Rangers (AA)","28","2.1",".286","1.00","0.0 %","50.0 %","50.0 %","0.0 %","25.0 %","37.5 %","25.0 %","37.5 %","3.8 %","24","29","53","3412"
"Logan Ondrusek","Reds (AAA)","27","4.0",".500","2.00","14.3 %","57.1 %","28.6 %","25.0 %","25.0 %","66.7 %","0.0 %","33.3 %","10.8 %","33","60","93","3677"
"Fernando Salas","Cardinals (AAA)","27","4.0",".400","0.25","16.7 %","16.7 %","66.7 %","12.5 %","25.0 %","41.7 %","25.0 %","33.3 %","20.4 %","12","42","54","4971"
"Brayan Villarreal","Tigers (AAA)","25","14.0",".200","3.00","11.1 %","66.7 %","22.2 %","25.0 %","25.0 %","57.1 %","9.5 %","33.3 %","17.3 %","89","148","237","5180"
"Drew Storen","- - -","24","6.2",".278","0.88","11.8 %","41.2 %","47.1 %","12.5 %","25.0 %","60.0 %","25.0 %","15.0 %","30.4 %","16","53","69","6983"
"LaTroy Hawkins","- - -","39","3.0",".250","1.00","11.1 %","44.4 %","44.4 %","50.0 %","25.0 %","55.6 %","0.0 %","44.4 %","11.6 %","14","29","43","729"
"Mark Lowe","- - -","29","6.0",".200","0.50","0.0 %","33.3 %","66.7 %","25.0 %","25.0 %","58.3 %","8.3 %","33.3 %","15.5 %","39","64","103","7416"
"Miguel Gonzalez","Mexican (AAA)","32","1.1",".333","0.75","0.0 %","42.9 %","57.1 %","0.0 %","25.0 %","42.9 %","0.0 %","57.1 %","9.5 %","5","16","21","sa203193"
"Jake Stevens","Mexican (AAA)","27","5.1",".474","3.00","20.0 %","60.0 %","20.0 %","25.0 %","25.0 %","45.0 %","30.0 %","25.0 %","8.5 %","59","70","129","sa244002"
"Kyle Cofield","Pirates (AA)","25","15.1",".227","2.00","14.3 %","57.1 %","28.6 %","16.7 %","25.0 %","46.8 %","31.9 %","21.3 %","9.1 %","94","148","242","sa290212"
"Taylor Harbin","Diamondbacks (AAA)","26","2.1",".125","0.75","22.2 %","33.3 %","44.4 %","0.0 %","25.0 %","44.4 %","33.3 %","22.2 %","4.8 %","8","13","21","sa388380"
"Ben Swaggerty","Braves (AAA)","29","8.1",".227","1.75","0.0 %","63.6 %","36.4 %","0.0 %","25.0 %","50.0 %","25.0 %","25.0 %","9.2 %","69","94","163","sa389431"
"Nick Hill","Mariners (R)","27","3.0",".167","0.75","0.0 %","42.9 %","57.1 %","0.0 %","25.0 %","57.1 %","0.0 %","42.9 %","27.6 %","14","15","29","sa390200"
"Nathan Moreau","Orioles (A+)","25","3.0",".455","1.25","18.2 %","45.5 %","36.4 %","0.0 %","25.0 %","33.3 %","33.3 %","33.3 %","19.6 %","29","22","51","sa455103"
"Rayan Gonzalez","Rockies (R)","21","24.0",".370","4.17","17.3 %","66.7 %","16.0 %","16.7 %","25.0 %","50.6 %","19.3 %","30.1 %","30.1 %","75","171","246","sa455370"
"E.J. Encinosa","Giants (R)","20","12.1",".242","2.75","9.1 %","66.7 %","24.2 %","25.0 %","25.0 %","51.4 %","17.1 %","31.4 %","33.3 %","29","82","111","sa502171"
"Jonathan Vargas","Rockies (R)","23","7.0",".364","3.00","23.8 %","57.1 %","19.0 %","0.0 %","25.0 %","65.2 %","30.4 %","4.4 %","22.9 %","25","45","70","sa503650"
"Miguel Pena","Diamondbacks (A-)","21","5.1",".250","2.50","12.5 %","62.5 %","25.0 %","25.0 %","25.0 %","35.3 %","35.3 %","29.4 %","13.8 %","32","26","58","sa504011"
"Ramon Garcia","Cubs (R)","20","1.1",".500","0.00","20.0 %","0.0 %","80.0 %","0.0 %","25.0 %","60.0 %","20.0 %","20.0 %","27.3 %","2","9","11","sa506695"
"Victor Jacome","Mexican (AAA)","29","22.1",".328","0.75","31.1 %","29.5 %","39.3 %","12.5 %","25.0 %","47.1 %","25.0 %","27.9 %","10.9 %","152","244","396","sa508502"
"Carlos Romero","Mexican (AAA)","20","32.0",".297","2.32","11.4 %","61.9 %","26.7 %","7.1 %","25.0 %","54.6 %","21.3 %","24.1 %","10.7 %","194","312","506","sa543515"
"Trevor Hairgrove","Angels (A)","22","1.0",".250","0.25","0.0 %","20.0 %","80.0 %","0.0 %","25.0 %","20.0 %","20.0 %","60.0 %","0.0 %","6","5","11","sa547088"
"Jesse Meaux","Rockies (R)","22","26.1",".329","1.14","24.1 %","40.5 %","35.4 %","17.9 %","25.0 %","53.8 %","17.5 %","28.8 %","36.9 %","32","174","206","sa550215"
"Ricardo Valenzuela","Padres (R)","21","3.0",".375","1.25","0.0 %","55.6 %","44.4 %","25.0 %","25.0 %","33.3 %","33.3 %","33.3 %","34.6 %","5","21","26","sa550659"
"Dean Espy","Royals (A)","22","1.0",".571","0.75","0.0 %","42.9 %","57.1 %","0.0 %","25.0 %","71.4 %","0.0 %","28.6 %","0.0 %","5","9","14","sa598807"
"Manuel Suarez","Mexican (AAA)","23","1.1",".250","0.25","0.0 %","20.0 %","80.0 %","0.0 %","25.0 %","0.0 %","40.0 %","60.0 %","4.9 %","19","22","41","sa656387"
"Zach Jemiola","Rockies (R)","18","7.2",".367","1.50","9.1 %","54.5 %","36.4 %","16.7 %","25.0 %","54.6 %","24.2 %","21.2 %","18.8 %","32","48","80","sa658131"
"Luis Popa","Mets (R)","17","9.1",".091","1.88","4.2 %","62.5 %","33.3 %","12.5 %","25.0 %","54.2 %","20.8 %","25.0 %","17.5 %","19","44","63","sa696495"
"Nate Robertson","- - -","34","29.0",".354","1.39","24.8 %","43.8 %","31.4 %","30.3 %","24.2 %","40.2 %","24.3 %","35.5 %","7.6 %","171","303","474","1620"
"Richard Leyba","Cubs (R)","20","7.2",".556","0.53","16.1 %","29.0 %","54.8 %","0.0 %","23.5 %","41.9 %","41.9 %","16.1 %","28.1 %","28","61","89","sa506744"
"Mario Gonzalez","Mexican (AAA)","25","113.0",".324","1.21","19.4 %","44.2 %","36.5 %","18.0 %","23.4 %","50.1 %","20.8 %","29.1 %","11.4 %","609","1179","1788","sa502234"
"Felipe Paulino","Royals (AA)","28","13.1",".257","1.38","18.4 %","47.4 %","34.2 %","23.1 %","23.1 %","47.4 %","15.8 %","36.8 %","13.3 %","75","143","218","3777"
"Cole Kimball","- - -","26","5.2",".300","0.38","14.3 %","23.8 %","61.9 %","7.7 %","23.1 %","69.6 %","13.0 %","17.4 %","25.7 %","17","53","70","9480"
"Ryan Feierabend","Reds (AAA)","26","34.2",".318","0.75","27.0 %","31.3 %","41.7 %","14.6 %","22.9 %","50.4 %","22.7 %","26.9 %","10.9 %","247","377","624","6336"
"Kyle Hallock","- - -","23","30.2",".406","1.71","23.6 %","48.2 %","28.2 %","9.7 %","22.6 %","42.1 %","28.1 %","29.8 %","22.4 %","81","183","264","sa550409"
"Tim Dillard","- - -","28","19.1",".433","2.17","18.6 %","55.7 %","25.7 %","5.6 %","22.2 %","46.5 %","28.2 %","25.4 %","9.0 %","126","218","344","5518"
"John Lamb","- - -","21","13.0",".342","2.00","30.8 %","46.2 %","23.1 %","11.1 %","22.2 %","45.0 %","22.5 %","32.5 %","29.8 %","20","84","104","8493"
"John Killen","Royals (R)","21","10.1",".387","1.89","16.1 %","54.8 %","29.0 %","0.0 %","22.2 %","42.4 %","42.4 %","15.2 %","22.2 %","66","69","135","sa558696"
"Fabian Cota","Mexican (AAA)","20","23.1",".293","1.67","21.3 %","49.2 %","29.5 %","16.7 %","22.2 %","33.9 %","17.7 %","48.4 %","12.8 %","161","246","407","sa598648"
"Tyler Mack","Royals (R)","21","13.0",".065","2.33","6.3 %","65.6 %","28.1 %","11.1 %","22.2 %","60.6 %","12.1 %","27.3 %","28.4 %","30","65","95","sa696363"
"Tim Peterson","Mets (A-)","21","23.0",".333","1.52","18.3 %","49.3 %","32.4 %","13.0 %","21.7 %","40.0 %","33.3 %","26.7 %","30.0 %","30","150","180","13946"
"Brian Tallet","Padres (AAA)","34","16.0",".354","0.78","19.6 %","35.3 %","45.1 %","21.7 %","21.7 %","53.9 %","26.9 %","19.2 %","8.8 %","117","156","273","1646"
"Jonathan Sanchez","Royals (AAA)","29","13.1",".257","0.52","12.5 %","30.0 %","57.5 %","4.3 %","21.7 %","50.0 %","22.5 %","27.5 %","8.9 %","92","133","225","7507"
"R.J. Swindle","Cardinals (AAA)","28","11.1",".290","0.79","21.9 %","34.4 %","43.8 %","14.3 %","21.4 %","44.1 %","14.7 %","41.2 %","12.5 %","67","125","192","539"
"Tim Redding","Blue Jays (AAA)","34","62.1",".376","1.49","21.6 %","46.8 %","31.5 %","14.3 %","21.4 %","37.3 %","28.9 %","33.8 %","6.6 %","407","676","1083","573"
"Philippe Valiquette","- - -","25","20.2",".347","2.16","15.5 %","57.7 %","26.8 %","15.8 %","21.1 %","53.3 %","18.7 %","28.0 %","9.3 %","103","166","269","sa272553"
"Anthony Capra","Athletics (A+)","25","11.1",".267","0.47","12.5 %","28.1 %","59.4 %","5.3 %","21.1 %","38.2 %","23.5 %","38.2 %","18.5 %","60","86","146","sa454524"
"Julio DePaula","- - -","29","34.1",".336","2.79","15.0 %","62.6 %","22.4 %","25.0 %","20.8 %","51.8 %","17.0 %","31.3 %","8.8 %","212","347","559","2786"
"Elliot Glynn","Brewers (R)","23","24.1",".333","1.46","13.2 %","51.5 %","35.3 %","4.2 %","20.8 %","63.0 %","11.0 %","26.0 %","23.3 %","98","147","245","sa526307"
"Luis Encarnacion","Indians (A-)","20","26.2",".263","0.96","19.0 %","39.7 %","41.4 %","29.2 %","20.8 %","45.2 %","27.4 %","27.4 %","32.3 %","113","175","288","sa549650"
"Ivan Zavala","Mexican (AAA)","25","53.2",".281","2.53","13.0 %","62.3 %","24.6 %","23.5 %","20.6 %","45.2 %","24.0 %","30.8 %","11.2 %","285","511","796","sa508208"
"Enrique Gomez","Mexican (AAA)","23","52.1",".254","1.31","18.7 %","46.0 %","35.3 %","34.7 %","20.4 %","61.4 %","16.4 %","22.1 %","14.7 %","306","499","805","sa509459"
"Chris Woodward","Blue Jays (AAA)","36","2.0",".286","0.20","25.0 %","12.5 %","62.5 %","20.0 %","20.0 %","50.0 %","25.0 %","25.0 %","0.0 %","13","19","32","1329"
"Joe Savery","Phillies (AAA)","26","23.1",".353","1.87","34.8 %","42.4 %","22.7 %","6.7 %","20.0 %","34.7 %","26.4 %","38.9 %","8.0 %","171","255","426","2835"
"Scott Olsen","- - -","28","5.0",".214","1.60","13.3 %","53.3 %","33.3 %","0.0 %","20.0 %","46.7 %","26.7 %","26.7 %","9.2 %","21","44","65","4529"
"Brandon McCarthy","Athletics (AAA)","28","9.2",".333","2.80","24.0 %","56.0 %","20.0 %","40.0 %","20.0 %","60.0 %","4.0 %","36.0 %","5.0 %","50","89","139","4662"
"Jaime Garcia","- - -","25","17.2",".296","1.87","8.5 %","59.6 %","31.9 %","26.7 %","20.0 %","61.7 %","17.0 %","21.3 %","15.1 %","75","170","245","8137"
"Kris Medlen","Braves (AAA)","26","13.1",".342","1.30","41.0 %","33.3 %","25.6 %","40.0 %","20.0 %","40.0 %","25.0 %","35.0 %","14.0 %","83","138","221","9417"
"Matt Yourkin","Giants (AAA)","30","48.2",".349","0.68","24.7 %","30.3 %","44.9 %","22.5 %","20.0 %","47.8 %","22.0 %","30.2 %","8.6 %","344","557","901","sa245874"
"Parker Bangs","Royals (R)","24","2.2",".333","0.60","20.0 %","30.0 %","50.0 %","0.0 %","20.0 %","50.0 %","40.0 %","10.0 %","13.2 %","23","15","38","sa503623"
"Hector Sanchez","Mexican (AAA)","23","3.2",".600","0.80","43.8 %","25.0 %","31.3 %","20.0 %","20.0 %","62.5 %","25.0 %","12.5 %","10.3 %","39","48","87","sa543432"
"Ryan Copeland","- - -","24","2.2",".444","0.60","20.0 %","30.0 %","50.0 %","20.0 %","20.0 %","20.0 %","40.0 %","40.0 %","32.0 %","6","19","25","sa549889"
"Chuck Ghysels","- - -","22","28.2",".364","1.80","5.1 %","61.0 %","33.9 %","10.0 %","20.0 %","35.6 %","20.3 %","44.1 %","37.7 %","45","210","255","sa550007"
"Ronald Barnes","- - -","21","19.0",".245","1.27","22.7 %","43.2 %","34.1 %","20.0 %","20.0 %","42.0 %","26.0 %","32.0 %","23.9 %","25","105","130","sa550338"
"Jose Medina","Tigers (R)","19","35.1",".305","1.43","19.8 %","47.1 %","33.1 %","27.5 %","20.0 %","43.2 %","31.2 %","25.6 %","24.8 %","51","195","246","sa550716"
"Moises Lendor","Padres (R)","19","2.0",".167","0.40","0.0 %","28.6 %","71.4 %","0.0 %","20.0 %","28.6 %","57.1 %","14.3 %","13.3 %","5","10","15","sa597227"
"Yoseibis Solano","Mets (R)","19","2.2",".400","0.80","18.2 %","36.4 %","45.5 %","20.0 %","20.0 %","54.6 %","27.3 %","18.2 %","10.7 %","11","17","28","sa597533"
"Tom Robson","Blue Jays (R)","19","11.0",".235","2.30","2.9 %","67.6 %","29.4 %","10.0 %","20.0 %","65.7 %","11.4 %","22.9 %","25.8 %","6","60","66","sa597959"
"Zachary Hardoin","Astros (R)","23","10.2",".250","1.10","27.6 %","37.9 %","34.5 %","30.0 %","20.0 %","48.3 %","34.5 %","17.2 %","26.4 %","26","65","91","sa598614"
"Steven Gallardo","Cardinals (R)","19","6.0",".278","2.60","5.3 %","68.4 %","26.3 %","20.0 %","20.0 %","57.9 %","21.1 %","21.1 %","10.3 %","7","32","39","sa658486"
