"Name","Team","Age","IP","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","Pull%","Cent%","Oppo%","SwStr%","Balls","Strikes","Pitches","playerid"
"Josh Martin","- - -","23","73.1",".291","0.70","16.3 %","34.4 %","49.3 %","14.6 %","9.7 %","45.8 %","25.0 %","29.2 %","20.8 %","171","526","697","sa599246"
"Mike Bolsinger","- - -","25","144.0",".325","1.81","17.9 %","52.8 %","29.2 %","16.9 %","9.7 %","47.7 %","22.7 %","29.6 %","11.1 %","752","1325","2077","11137"
"Dallas Beeler","Cubs (AA)","24","54.2",".241","3.65","11.1 %","69.8 %","19.1 %","9.7 %","9.7 %","46.2 %","20.7 %","33.1 %","8.9 %","291","484","775","11471"
"Brad Peacock","Astros (AAA)","25","79.0",".273","0.85","18.1 %","37.6 %","44.3 %","25.8 %","9.7 %","39.3 %","22.0 %","38.8 %","10.3 %","474","795","1269","5401"
"Azael Alvarez","Mexican (AAA)","31","21.2",".382","1.03","19.2 %","41.0 %","39.7 %","22.6 %","9.7 %","44.3 %","22.8 %","32.9 %","5.6 %","179","211","390","sa200944"
"Derek Hankins","- - -","29","103.2",".260","1.13","22.6 %","41.1 %","36.4 %","24.2 %","9.7 %","53.3 %","23.7 %","23.1 %","8.2 %","533","975","1508","sa254024"
"Mitch Lively","Giants (AAA)","27","124.0",".263","0.88","20.9 %","37.1 %","42.0 %","25.2 %","9.7 %","41.6 %","22.9 %","35.5 %","8.1 %","834","1317","2151","sa390254"
"Ethan Hollingsworth","- - -","26","93.2",".248","1.02","16.3 %","42.3 %","41.3 %","12.9 %","9.7 %","48.5 %","25.4 %","26.1 %","8.5 %","489","853","1342","sa454537"
"Jeff Ibarra","- - -","25","54.1",".355","1.18","22.0 %","42.2 %","35.8 %","19.4 %","9.7 %","41.8 %","22.5 %","35.7 %","7.3 %","315","626","941","sa502106"
"Charles Kaalekahi","- - -","21","78.0",".279","0.62","18.0 %","31.4 %","50.6 %","22.6 %","9.7 %","44.4 %","26.6 %","29.0 %","18.6 %","259","477","736","sa549185"
"Austin Chrismon","Astros (R)","20","32.1",".229","1.65","13.7 %","53.7 %","32.6 %","12.9 %","9.7 %","46.5 %","20.2 %","33.3 %","23.2 %","39","172","211","sa549934"
"Manny Martinez","- - -","21","25.0",".290","0.77","19.1 %","35.3 %","45.6 %","25.8 %","9.7 %","45.1 %","16.9 %","38.0 %","26.4 %","75","160","235","sa596321"
"Aderlis Reyes","Yankees (R)","21","30.2",".227","1.29","4.1 %","54.1 %","41.9 %","9.7 %","9.7 %","53.2 %","17.7 %","29.1 %","25.4 %","122","162","284","sa657326"
"Junior Flores","Brewers (R)","18","18.2",".373","0.71","11.7 %","36.7 %","51.7 %","16.1 %","9.7 %","41.9 %","38.7 %","19.4 %","19.5 %","140","117","257","sa657926"
"Kris Hall","Athletics (A)","22","53.0",".324","0.79","22.9 %","34.0 %","43.1 %","29.0 %","9.7 %","38.8 %","25.9 %","35.4 %","25.4 %","186","369","555","sa658114"
"Coby Cowgill","- - -","22","70.2",".271","1.52","14.3 %","51.6 %","34.1 %","19.4 %","9.7 %","47.9 %","17.0 %","35.1 %","28.6 %","166","438","604","sa658570"
"Crayton Bare","Dodgers (A)","22","33.0",".333","1.74","12.4 %","55.7 %","32.0 %","16.1 %","9.7 %","54.6 %","27.3 %","18.2 %","38.5 %","34","218","252","sa738410"
"Chris Hatcher","Marlins (AAA)","28","67.1",".314","1.06","13.2 %","44.7 %","42.1 %","24.1 %","9.6 %","37.8 %","23.9 %","38.3 %","10.5 %","423","735","1158","3299"
"Paolo Espino","- - -","26","141.0",".339","0.99","21.4 %","39.2 %","39.4 %","15.7 %","9.6 %","45.5 %","25.9 %","28.7 %","10.9 %","833","1450","2283","8246"
"Wilkins Arias","Mexican (AAA)","32","77.1",".311","1.18","17.4 %","44.7 %","37.9 %","20.5 %","9.6 %","32.0 %","28.9 %","39.1 %","10.1 %","414","791","1205","sa323426"
"Brad Watson","- - -","23","74.1",".322","1.47","12.4 %","52.1 %","35.5 %","13.3 %","9.6 %","52.7 %","22.0 %","25.3 %","16.8 %","225","569","794","sa579263"
"Oscar Rivera","Mexican (AAA)","32","105.0",".322","0.98","17.8 %","40.6 %","41.5 %","28.9 %","9.6 %","48.8 %","24.4 %","26.8 %","8.7 %","646","1060","1706","sa377670"
"Austin Wright","Phillies (AA)","23","94.1",".279","0.72","16.2 %","35.0 %","48.7 %","22.2 %","9.6 %","45.7 %","24.9 %","29.4 %","8.0 %","688","1011","1699","sa455460"
"Hideki Okajima","Athletics (AAA)","37","42.2",".299","0.94","14.4 %","41.5 %","44.1 %","26.9 %","9.6 %","56.6 %","20.5 %","23.0 %","14.7 %","219","434","653","7763"
"Adolfo Delfin","Mexican (AAA)","39","44.2",".313","1.10","12.8 %","45.6 %","41.6 %","34.6 %","9.6 %","43.9 %","28.8 %","27.3 %","13.1 %","183","482","665","sa185463"
"Tim Sexton","- - -","26","50.0",".289","1.56","18.9 %","49.4 %","31.7 %","15.4 %","9.6 %","46.2 %","24.6 %","29.2 %","7.1 %","240","480","720","sa392174"
"Ronald Dominguez","Mariners (R)","19","39.1",".316","0.94","12.2 %","42.6 %","45.2 %","21.2 %","9.6 %","47.5 %","24.6 %","28.0 %","34.7 %","32","216","248","sa600293"
"Zeb Sneed","- - -","22","39.2",".324","0.65","17.3 %","32.7 %","50.0 %","21.2 %","9.6 %","34.6 %","27.1 %","38.3 %","29.7 %","66","254","320","sa658165"
"Andrew Potter","Diamondbacks (R)","19","49.0",".369","1.33","22.9 %","43.9 %","33.1 %","23.1 %","9.6 %","48.8 %","27.2 %","24.1 %","20.5 %","130","289","419","sa658839"
"Jarlin Garcia","Marlins (A-)","20","69.2",".279","1.16","13.7 %","46.4 %","39.9 %","17.8 %","9.6 %","50.8 %","20.1 %","29.1 %","34.9 %","86","419","505","18282"
"Victor Araujo","Dodgers (R)","20","76.1",".359","1.56","18.7 %","49.6 %","31.7 %","12.3 %","9.6 %","51.3 %","23.3 %","25.4 %","35.3 %","102","473","575","sa548099"
"Joe Dvorsky","- - -","24","53.0",".282","0.79","13.2 %","38.4 %","48.3 %","19.2 %","9.6 %","41.0 %","29.8 %","29.2 %","27.1 %","87","353","440","sa599560"
"Chris Devenski","- - -","22","118.2",".385","0.96","17.0 %","40.8 %","42.3 %","19.2 %","9.6 %","47.2 %","27.9 %","24.9 %","20.6 %","286","809","1095","12763"
"Tim Alderson","- - -","24","88.2",".295","1.30","15.0 %","48.0 %","37.0 %","17.0 %","9.6 %","46.7 %","27.0 %","26.3 %","10.6 %","464","899","1363","sa389899"
"Cody Hall","- - -","25","60.0",".199","0.79","12.4 %","38.8 %","48.8 %","17.5 %","9.5 %","39.4 %","19.7 %","40.9 %","17.1 %","227","538","765","12232"
"Jackson Stephens","Reds (A)","19","64.2",".363","1.38","23.5 %","44.4 %","32.1 %","14.3 %","9.5 %","42.5 %","20.8 %","36.7 %","22.4 %","141","421","562","14420"
"Silvino Bracho","Diamondbacks (R)","20","26.1",".339","1.33","23.4 %","43.8 %","32.8 %","47.6 %","9.5 %","46.9 %","20.3 %","32.8 %","51.0 %","18","182","200","15051"
"Jose Alvarado","Rays (R)","18","45.2",".333","3.62","13.4 %","67.9 %","18.8 %","28.6 %","9.5 %","54.2 %","12.7 %","33.1 %","41.8 %","98","294","392","17780"
"Tim Redding","- - -","35","35.1",".361","1.26","18.1 %","45.7 %","36.2 %","16.7 %","9.5 %","30.9 %","24.4 %","44.7 %","8.0 %","217","410","627","573"
"Joel Vargas","- - -","39","75.2",".348","1.07","22.5 %","40.0 %","37.5 %","16.2 %","9.5 %","41.2 %","26.4 %","32.4 %","6.4 %","491","817","1308","sa185597"
"Carmine Giardina","- - -","25","33.0",".262","0.71","13.3 %","36.1 %","50.6 %","23.8 %","9.5 %","42.1 %","23.9 %","34.1 %","16.4 %","158","286","444","sa328332"
"Jay Voss","- - -","26","37.1",".339","0.68","13.8 %","35.0 %","51.2 %","22.2 %","9.5 %","40.9 %","35.4 %","23.6 %","18.6 %","152","247","399","sa390455"
"Carlos Alvarado","Giants (R)","23","28.2",".304","1.81","14.5 %","55.1 %","30.4 %","23.8 %","9.5 %","50.7 %","16.9 %","32.4 %","35.9 %","33","190","223","sa505053"
"Abel De Los Santos","- - -","21","24.1",".312","1.24","19.0 %","44.8 %","36.2 %","19.0 %","9.5 %","42.9 %","30.2 %","27.0 %","23.1 %","92","155","247","sa550600"
"Andy Otamendi","- - -","21","35.0",".286","0.69","15.5 %","34.5 %","50.0 %","19.0 %","9.5 %","35.2 %","26.1 %","38.6 %","31.5 %","56","217","273","sa596224"
"Luis Zamora","Mexican (AAA)","23","17.2",".322","1.19","22.0 %","42.4 %","35.6 %","19.0 %","9.5 %","47.5 %","26.2 %","26.2 %","3.7 %","106","164","270","sa655853"
"Oberdan Diaz","Phillies (R)","18","24.2",".343","1.29","28.4 %","40.3 %","31.3 %","28.6 %","9.5 %","50.7 %","18.8 %","30.4 %","29.5 %","65","145","210","sa656053"
"Hershelon Juliana","Yankees (R)","20","18.2",".259","1.24","9.6 %","50.0 %","40.4 %","28.6 %","9.5 %","43.9 %","22.8 %","33.3 %","21.7 %","31","107","138","sa657911"
"Carlos Martinez-Pumarino ","Cubs (A-)","22","27.2",".372","2.14","21.4 %","53.6 %","25.0 %","23.8 %","9.5 %","50.6 %","29.2 %","20.2 %","24.3 %","66","177","243","sa659600"
"Ryan Fasano","- - -","23","26.2",".280","0.69","20.2 %","32.6 %","47.2 %","35.7 %","9.5 %","41.2 %","28.9 %","29.9 %","20.6 %","43","166","209","sa659909"
"Trevor Graham","Cubs (R)","21","22.1",".250","1.57","15.6 %","51.6 %","32.8 %","9.5 %","9.5 %","54.6 %","15.2 %","30.3 %","25.2 %","22","117","139","sa737940"
"Rohimard Carrillo","Mariners (R)","18","13.2",".275","0.67","14.6 %","34.1 %","51.2 %","9.5 %","9.5 %","52.4 %","23.8 %","23.8 %","28.2 %","27","76","103","sa739793"
"Kevin Ferguson","- - -","21","20.1",".307","1.52","13.1 %","52.5 %","34.4 %","19.0 %","9.5 %","45.3 %","20.3 %","34.4 %","24.0 %","41","109","150","sa739944"
"Charles Brewer","Diamondbacks (AAA)","25","139.2",".334","1.58","18.5 %","49.9 %","31.6 %","19.0 %","9.5 %","39.9 %","26.2 %","33.9 %","7.5 %","856","1489","2345","9155"
"Cory Riordan","- - -","27","89.0",".373","0.92","15.4 %","40.5 %","44.1 %","15.3 %","9.5 %","40.0 %","26.9 %","33.1 %","7.1 %","538","1017","1555","sa390235"
"Caleb Hamrick","Indians (A-)","19","76.0",".263","1.16","15.6 %","45.3 %","39.1 %","23.2 %","9.5 %","45.1 %","24.9 %","30.0 %","22.9 %","114","405","519","sa658117"
"Heath Hembree","Giants (AAA)","24","55.1",".315","0.74","15.7 %","35.9 %","48.4 %","17.6 %","9.5 %","39.5 %","25.5 %","35.0 %","12.0 %","313","651","964","11632"
"Chance Ruffin","- - -","24","112.2",".278","0.87","19.7 %","37.4 %","42.9 %","23.6 %","9.5 %","45.3 %","22.1 %","32.7 %","12.1 %","614","1084","1698","11745"
"Jose Gonzalez","- - -","23","54.0",".325","0.72","19.6 %","33.5 %","46.8 %","20.3 %","9.5 %","42.0 %","24.9 %","33.1 %","12.2 %","316","579","895","sa504004"
"Jose Manuel Lopez","Mexican (AAA)","28","58.0",".285","0.77","18.1 %","35.6 %","46.3 %","37.8 %","9.5 %","50.0 %","18.7 %","31.3 %","11.1 %","363","624","987","sa593936"
"Jonathan Musser","- - -","21","84.2",".318","0.89","14.9 %","40.1 %","45.0 %","15.0 %","9.4 %","42.0 %","28.1 %","29.8 %","16.7 %","226","455","681","sa549565"
"Andrew Werner","Athletics (AAA)","26","165.0",".336","1.17","16.8 %","44.8 %","38.3 %","18.4 %","9.4 %","45.3 %","23.8 %","30.9 %","8.7 %","883","1619","2502","11783"
"Kyle Lloyd","- - -","22","50.0",".305","1.04","16.9 %","42.3 %","40.8 %","28.3 %","9.4 %","54.1 %","20.3 %","25.6 %","39.0 %","78","309","387","15378"
"Manny Corpas","Rockies (AAA)","30","41.0",".325","1.08","9.8 %","46.7 %","43.4 %","18.9 %","9.4 %","46.8 %","21.4 %","31.8 %","10.4 %","243","442","685","2807"
"Scott Diamond","- - -","26","46.0",".231","1.32","16.3 %","47.6 %","36.1 %","20.8 %","9.4 %","46.4 %","20.3 %","33.3 %","7.5 %","222","406","628","5089"
"Eswarlin Jimenez","- - -","21","85.2",".322","1.39","15.1 %","49.3 %","35.6 %","17.0 %","9.4 %","55.5 %","18.5 %","26.0 %","14.7 %","152","483","635","sa505273"
"Lauro Ramirez","Mexican (AAA)","22","77.1",".409","1.23","18.3 %","45.0 %","36.7 %","13.2 %","9.4 %","47.2 %","21.9 %","30.9 %","8.6 %","515","870","1385","sa508538"
"Brian Dupra","- - -","24","82.1",".309","1.08","17.0 %","43.0 %","40.0 %","20.8 %","9.4 %","39.6 %","22.9 %","37.5 %","18.9 %","226","521","747","sa526184"
"Matt Lujan","Giants (A)","24","78.1",".316","2.34","21.3 %","55.1 %","23.6 %","17.0 %","9.4 %","46.8 %","24.2 %","29.0 %","21.1 %","202","490","692","sa526820"
"Yadel Marti","- - -","33","125.1",".290","2.02","13.3 %","58.0 %","28.7 %","17.0 %","9.4 %","52.1 %","23.8 %","24.1 %","9.2 %","766","1205","1971","sa529941"
"Victor Delgado","Phillies (R)","18","58.2",".329","1.83","24.2 %","49.0 %","26.8 %","13.2 %","9.4 %","48.8 %","23.2 %","28.0 %","29.4 %","58","337","395","sa735870"
"Zach Neal","Athletics (AA)","24","165.2",".285","1.32","18.9 %","46.2 %","35.0 %","18.8 %","9.4 %","45.3 %","21.3 %","33.3 %","7.5 %","861","1636","2497","11294"
"Luis Angel Sanz","Pirates (AA)","25","62.0",".299","0.76","14.3 %","37.1 %","48.6 %","21.2 %","9.4 %","46.8 %","22.6 %","30.7 %","10.3 %","455","728","1183","sa456447"
"Josh Geer","- - -","30","104.1",".327","1.27","18.7 %","45.6 %","35.8 %","16.2 %","9.4 %","47.2 %","26.7 %","26.1 %","8.8 %","562","1090","1652","4781"
"Rob Rasmussen","- - -","24","135.2",".280","1.11","14.4 %","45.1 %","40.5 %","20.0 %","9.4 %","43.8 %","22.5 %","33.7 %","9.6 %","859","1325","2184","11250"
"Frank Garces","Padres (A+)","23","120.2",".336","0.81","16.4 %","37.5 %","46.1 %","18.8 %","9.4 %","41.8 %","26.6 %","31.6 %","15.6 %","575","1098","1673","13144"
"Deryk Hooker","- - -","24","67.2",".297","1.36","15.6 %","48.6 %","35.8 %","18.8 %","9.4 %","43.1 %","28.7 %","28.2 %","14.1 %","363","671","1034","sa389288"
"Bobby Lanigan","- - -","26","47.2",".329","1.23","13.9 %","47.6 %","38.6 %","14.1 %","9.4 %","40.5 %","27.2 %","32.4 %","8.8 %","302","503","805","sa454461"
"Chris Balcom-Miller","- - -","24","26.1",".288","1.25","12.2 %","48.8 %","39.0 %","15.6 %","9.4 %","51.8 %","22.9 %","25.3 %","13.7 %","137","228","365","sa501527"
"Jamaine Cotton","Astros (A)","22","71.2",".310","0.99","16.2 %","41.7 %","42.1 %","17.7 %","9.4 %","46.7 %","23.8 %","29.6 %","22.5 %","159","454","613","sa502349"
"Euclides Leyer","White Sox (A)","22","113.1",".308","1.30","19.2 %","45.6 %","35.2 %","17.2 %","9.4 %","42.0 %","23.0 %","35.1 %","13.5 %","302","681","983","sa551004"
"Brook Hart","Rockies (A)","24","55.0",".321","3.09","16.6 %","63.1 %","20.4 %","12.5 %","9.4 %","42.0 %","27.8 %","30.3 %","16.1 %","198","405","603","sa599257"
"Craig Missigman","Mets (R)","19","27.1",".291","1.03","18.8 %","41.3 %","40.0 %","18.8 %","9.4 %","41.5 %","29.3 %","29.3 %","28.2 %","38","150","188","sa601196"
"Kyle Kraus","- - -","23","88.1",".286","2.53","17.5 %","59.1 %","23.4 %","12.5 %","9.4 %","51.8 %","20.6 %","27.7 %","19.1 %","221","587","808","sa621633"
"Jose Martinez","Diamondbacks (A-)","19","38.0",".179","1.50","15.8 %","50.5 %","33.7 %","28.1 %","9.4 %","39.8 %","20.4 %","39.8 %","20.4 %","117","192","309","sa657500"
"Charlie Gillies","- - -","22","64.1",".326","4.25","18.0 %","66.3 %","15.6 %","9.4 %","9.4 %","60.2 %","19.0 %","20.8 %","13.5 %","299","511","810","sa658160"
"Jeff Rauh","Cardinals (A-)","23","26.2",".286","0.91","14.1 %","40.8 %","45.1 %","18.8 %","9.4 %","39.7 %","19.2 %","41.1 %","22.2 %","79","160","239","sa659505"
"Mauro Vides","Cubs (R)","17","29.0",".268","1.41","18.1 %","47.9 %","34.0 %","12.5 %","9.4 %","40.0 %","23.0 %","37.0 %","15.7 %","81","136","217","sa735867"
"Trevor Seidenberger","Brewers (R)","21","26.2",".326","1.09","23.0 %","40.2 %","36.8 %","25.0 %","9.4 %","36.3 %","26.4 %","37.4 %","23.9 %","54","155","209","sa738571"
"Brian Sweeney","Mariners (AAA)","39","97.2",".315","1.21","21.8 %","42.9 %","35.3 %","19.6 %","9.3 %","51.6 %","23.1 %","25.3 %","7.5 %","597","957","1554","1801"
"Boof Bonser","- - -","31","94.2",".330","1.26","23.2 %","42.9 %","34.0 %","27.1 %","9.3 %","46.5 %","28.8 %","24.8 %","6.9 %","613","920","1533","2159"
"Robbie Aviles","Indians (A)","21","69.0",".279","1.64","14.7 %","53.0 %","32.3 %","18.7 %","9.3 %","40.0 %","25.0 %","35.0 %","14.6 %","137","358","495","sa548357"
"Brad Allen","- - -","24","124.2",".259","0.93","16.9 %","40.1 %","43.0 %","23.3 %","9.3 %","41.5 %","24.3 %","34.2 %","25.8 %","240","757","997","sa580419"
"Brian Schlitter","- - -","27","63.1",".304","2.65","15.1 %","61.6 %","23.2 %","7.0 %","9.3 %","42.9 %","16.3 %","40.8 %","10.0 %","345","660","1005","3599"
"Jarret Martin","- - -","23","96.1",".336","1.38","20.5 %","46.1 %","33.3 %","15.1 %","9.3 %","41.9 %","23.7 %","34.4 %","18.6 %","369","696","1065","sa455420"
"Luis Meza","Dodgers (A)","22","72.2",".290","1.42","11.9 %","51.7 %","36.4 %","26.7 %","9.3 %","44.3 %","24.8 %","30.9 %","18.0 %","178","395","573","sa506964"
"Daniel Pilar","Rays (R)","18","26.0",".359","0.74","20.2 %","34.0 %","45.7 %","25.6 %","9.3 %","47.9 %","25.0 %","27.1 %","23.4 %","90","162","252","sa735828"
"Victor Garate","Mexican (AAA)","28","100.0",".354","1.24","18.7 %","44.9 %","36.3 %","27.8 %","9.3 %","43.7 %","19.7 %","36.6 %","11.2 %","655","1182","1837","4036"
"Clayton Mortensen","- - -","28","49.2",".267","1.02","17.4 %","41.7 %","40.9 %","27.8 %","9.3 %","53.3 %","27.4 %","19.3 %","12.7 %","301","450","751","3166"
"Ronaldo Heras","Mexican (AAA)","25","63.1",".324","2.07","20.2 %","53.8 %","26.0 %","22.2 %","9.3 %","48.8 %","23.3 %","27.9 %","9.1 %","355","611","966","sa508085"
"Ramire Cleto","Mariners (R)","20","56.2",".333","1.89","15.7 %","55.1 %","29.2 %","18.5 %","9.3 %","40.4 %","26.1 %","33.5 %","25.4 %","103","302","405","sa597229"
"Austin Platt","Diamondbacks (A-)","21","79.0",".266","2.96","9.3 %","67.8 %","22.9 %","11.1 %","9.3 %","51.0 %","19.8 %","29.3 %","22.6 %","191","415","606","sa599263"
"Thomas Lee","- - -","23","51.2",".278","1.22","14.3 %","47.1 %","38.6 %","20.4 %","9.3 %","51.7 %","28.9 %","19.5 %","17.5 %","134","403","537","sa659442"
"Jarrett Grube","- - -","31","149.0",".315","0.94","19.7 %","38.8 %","41.5 %","23.7 %","9.2 %","48.2 %","26.7 %","25.1 %","11.6 %","1043","1534","2577","7553"
"Manuel Soliman","- - -","23","80.0",".351","0.87","15.9 %","39.0 %","45.1 %","25.2 %","9.2 %","55.0 %","19.0 %","26.0 %","20.1 %","285","521","806","sa506790"
"Robbie Ray","- - -","21","142.0",".293","1.10","16.4 %","43.8 %","39.8 %","20.6 %","9.2 %","42.9 %","28.0 %","29.1 %","17.7 %","580","1183","1763","11486"
"Omar Javier","Giants (AA)","25","50.0",".322","0.58","20.0 %","29.3 %","50.7 %","19.7 %","9.2 %","45.8 %","23.9 %","30.3 %","9.2 %","343","518","861","sa393069"
"Murphy Smith","Athletics (AA)","25","150.0",".303","1.51","19.1 %","48.6 %","32.3 %","20.4 %","9.2 %","45.3 %","21.7 %","33.0 %","8.4 %","913","1506","2419","sa501722"
"Steve Geltz","Rays (AAA)","25","67.0",".189","0.53","10.1 %","31.1 %","58.8 %","32.2 %","9.2 %","45.0 %","17.5 %","37.6 %","13.5 %","359","712","1071","8402"
"Pedro Encarnacion","Nationals (A)","22","128.1",".281","1.78","17.9 %","52.6 %","29.5 %","21.1 %","9.2 %","52.6 %","24.2 %","23.2 %","30.3 %","216","760","976","sa507042"
"Jose Alvarez","Tigers (AAA)","24","128.2",".283","1.40","21.5 %","45.8 %","32.7 %","21.7 %","9.2 %","49.1 %","21.3 %","29.6 %","13.9 %","638","1257","1895","5358"
"Francois Lafreniere","Braves (A)","23","136.0",".341","1.97","17.6 %","54.6 %","27.8 %","13.3 %","9.2 %","47.5 %","23.0 %","29.5 %","19.3 %","288","822","1110","sa503534"
"A.J. Cole","- - -","21","142.2",".296","0.87","20.3 %","37.0 %","42.7 %","23.8 %","9.1 %","41.2 %","23.7 %","35.1 %","21.6 %","435","1109","1544","11467"
"Keith Butler","- - -","24","41.0",".255","0.91","14.3 %","40.8 %","44.9 %","31.8 %","9.1 %","52.9 %","22.6 %","24.5 %","14.4 %","237","435","672","10080"
"Drew Pomeranz","- - -","24","91.0",".344","1.23","19.7 %","44.3 %","36.1 %","18.2 %","9.1 %","40.6 %","28.9 %","30.5 %","11.3 %","574","1019","1593","11426"
"Colten Brewer","Pirates (A-)","20","13.2",".313","2.64","16.7 %","60.4 %","22.9 %","27.3 %","9.1 %","53.1 %","20.4 %","26.5 %","14.7 %","28","67","95","12997"
"Roy Halladay","- - -","36","12.0",".333","1.64","19.4 %","50.0 %","30.6 %","18.2 %","9.1 %","58.3 %","13.9 %","27.8 %","14.5 %","48","76","124","1303"
"Chi Chi Gonzalez","- - -","21","42.2",".333","3.68","18.9 %","63.8 %","17.3 %","22.7 %","9.1 %","32.8 %","28.2 %","38.9 %","26.1 %","93","263","356","14663"
"Reyes Moronta","Giants (A-)","20","21.2",".344","1.27","20.6 %","44.4 %","34.9 %","18.2 %","9.1 %","39.4 %","25.8 %","34.9 %","21.5 %","39","133","172","14966"
"Paul Fry","Mariners (R)","20","34.0",".376","1.42","18.4 %","48.0 %","33.7 %","21.2 %","9.1 %","35.6 %","28.9 %","35.6 %","26.8 %","42","208","250","15832"
"Jesen Therrien","Phillies (R)","20","38.0",".304","1.39","12.5 %","50.8 %","36.7 %","25.0 %","9.1 %","47.3 %","17.1 %","35.7 %","23.3 %","82","214","296","15853"
"Evan Meek","Rangers (AAA)","30","108.0",".316","1.92","14.5 %","56.2 %","29.3 %","17.2 %","9.1 %","43.2 %","23.8 %","33.0 %","8.2 %","738","1100","1838","5109"
"Michael Pineda","- - -","24","40.2",".246","1.11","13.1 %","45.8 %","41.1 %","27.3 %","9.1 %","52.6 %","16.7 %","30.7 %","15.8 %","183","380","563","5372"
"James McDonald","- - -","28","33.0",".327","1.02","19.1 %","40.9 %","40.0 %","22.7 %","9.1 %","41.1 %","22.3 %","36.6 %","8.9 %","204","277","481","5523"
"Winston Abreu","- - -","36","10.0",".258","1.18","20.0 %","43.3 %","36.7 %","18.2 %","9.1 %","56.3 %","21.9 %","21.9 %","8.7 %","34","93","127","582"
"Zach Stewart","White Sox (AAA)","26","167.1",".325","1.41","19.8 %","47.0 %","33.2 %","18.8 %","9.1 %","47.6 %","26.3 %","26.1 %","10.0 %","883","1661","2544","7397"
"Erik Davis","Nationals (AAA)","26","52.1",".333","1.84","15.0 %","55.1 %","29.9 %","18.2 %","9.1 %","49.7 %","22.3 %","28.0 %","12.8 %","313","542","855","8422"
"Brett Myers","- - -","32","11.2",".171","1.73","9.1 %","57.6 %","33.3 %","0.0 %","9.1 %","44.4 %","27.8 %","27.8 %","13.0 %","66","88","154","962"
"Gerardo Garcia","- - -","23","22.1",".319","0.91","12.5 %","41.7 %","45.8 %","18.2 %","9.1 %","40.0 %","28.0 %","32.0 %","8.5 %","110","174","284","sa205236"
"Nelson Hiraldo","Mexican (AAA)","29","67.0",".313","1.22","12.9 %","47.8 %","39.3 %","23.9 %","9.1 %","49.2 %","24.2 %","26.7 %","7.0 %","379","636","1015","sa244128"
"Will Inman","Rays (AAA)","26","32.0",".244","0.80","15.1 %","37.6 %","47.3 %","20.5 %","9.1 %","49.5 %","23.7 %","26.9 %","6.5 %","280","350","630","sa290185"
"Tom Vessella","- - -","27","48.1",".373","2.00","13.7 %","57.5 %","28.8 %","11.4 %","9.1 %","45.1 %","24.7 %","30.3 %","7.6 %","342","518","860","sa327168"
"Martin Viramontes","- - -","23","37.0",".322","1.06","20.9 %","40.7 %","38.4 %","21.2 %","9.1 %","46.7 %","25.6 %","27.8 %","20.6 %","218","312","530","sa390651"
"Cole McCurry","- - -","27","41.0",".331","0.64","20.6 %","30.9 %","48.5 %","27.3 %","9.1 %","50.7 %","26.8 %","22.5 %","8.2 %","307","453","760","sa396259"
"Brett Jacobson","Rockies (AAA)","26","17.0",".273","1.27","9.1 %","50.9 %","40.0 %","18.2 %","9.1 %","45.6 %","29.8 %","24.6 %","4.7 %","205","159","364","sa454532"
"Alex Sogard","- - -","25","48.0",".344","1.66","19.9 %","50.0 %","30.1 %","18.2 %","9.1 %","41.9 %","21.9 %","36.1 %","8.4 %","321","456","777","sa454563"
"Pedro Vidal","- - -","25","63.0",".278","0.68","14.0 %","34.9 %","51.2 %","30.7 %","9.1 %","40.0 %","26.9 %","33.1 %","19.6 %","178","482","660","sa456353"
"Brett Brach","- - -","25","142.0",".292","1.45","15.8 %","49.9 %","34.3 %","22.1 %","9.1 %","48.7 %","20.3 %","31.0 %","9.7 %","723","1292","2015","sa501623"
"John Stilson","- - -","22","49.2",".284","1.97","22.2 %","51.6 %","26.2 %","21.2 %","9.1 %","36.2 %","30.0 %","33.9 %","13.2 %","269","476","745","sa502049"
"Trey McNutt","- - -","23","33.1",".289","1.39","18.6 %","47.4 %","34.0 %","15.2 %","9.1 %","49.5 %","21.2 %","29.3 %","10.7 %","204","330","534","sa502768"
"Raul Rivera","- - -","22","32.2",".292","1.39","13.2 %","50.5 %","36.3 %","15.2 %","9.1 %","43.4 %","21.2 %","35.4 %","36.6 %","24","189","213","sa503222"
"Anthony Fernandez","Mariners (AA)","23","120.0",".278","1.01","22.8 %","38.9 %","38.3 %","18.2 %","9.1 %","55.3 %","24.0 %","20.7 %","8.4 %","679","1182","1861","sa503582"
"Manuel Baez","Mexican (AAA)","25","38.2",".290","2.24","15.1 %","58.7 %","26.2 %","9.1 %","9.1 %","48.5 %","24.6 %","26.9 %","10.7 %","213","330","543","sa509129"
"Cesar Carrillo","Mexican (AAA)","22","28.0",".226","0.94","20.0 %","38.8 %","41.3 %","24.2 %","9.1 %","40.7 %","29.1 %","30.2 %","7.8 %","169","244","413","sa543875"
"Oswaldo Mieres","- - -","21","29.1",".254","0.82","7.7 %","41.5 %","50.8 %","15.2 %","9.1 %","30.0 %","15.7 %","54.3 %","39.7 %","52","195","247","sa546500"
"Oderman Rocha","- - -","20","34.0",".244","2.45","13.6 %","61.4 %","25.0 %","18.2 %","9.1 %","64.8 %","15.4 %","19.8 %","21.1 %","100","213","313","sa547361"
