"Name","Team","Age","IP","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA","FIP","E-F","xFIP","playerid"
"Luis Wilches","Rays (R)","18","45.1","6.95","1.19","5.83","0.40","19.7 %","3.4 %","16.3 %",".216","0.95",".261","82.5 %","1.19","2.71","-1.52","2.63","sa505020"
"Amaury Paulino","- - -","18","61.0","8.26","2.80","2.95","0.30","22.6 %","7.7 %","14.9 %",".213","1.10",".275","71.9 %","2.51","2.71","-0.20","2.62","sa506739"
"Richard Rodriguez","Astros (R)","20","18.0","8.00","2.50","3.20","0.00","22.5 %","7.0 %","15.5 %",".226","1.06",".304","78.3 %","2.00","2.71","-0.71","2.98","13549"
"Ryan Webb","Padres (AAA)","24","20.2","10.02","2.18","4.60","0.44","29.9 %","6.5 %","23.4 %",".167","0.82",".229","96.2 %","0.87","2.71","-1.84","2.89","7474"
"Jonathan Ortiz","Yankees (A+)","24","54.2","10.21","1.81","5.64","0.66","28.8 %","5.1 %","23.7 %",".201","0.95",".268","75.4 %","2.47","2.71","-0.24","2.57","sa381976"
"Clayton Hamilton","Rangers (AA)","28","20.0","5.85","0.45","13.00","0.45","16.5 %","1.3 %","15.2 %",".269","1.10",".313","82.5 %","2.25","2.71","-0.46","3.21","sa253256"
"Chris Balcom-Miller","- - -","21","114.2","9.42","1.49","6.32","0.31","26.0 %","4.1 %","21.9 %",".212","0.96",".285","67.3 %","3.30","2.71","0.58","2.79","sa501527"
"Edwar Cabrera","Rockies (A-)","22","73.1","10.68","2.95","3.63","0.25","27.6 %","7.6 %","20.0 %",".250","1.30",".354","68.6 %","3.07","2.71","0.35","2.85","9211"
"Yoryi Nuez","Mets (R)","17","7.1","12.27","4.91","2.50","0.00","31.3 %","12.5 %","18.8 %",".231","1.36",".375","83.3 %","2.45","2.72","-0.26","3.03","sa551823"
"Sandy Rosario","- - -","24","92.0","12.23","1.66","7.35","0.88","32.6 %","4.4 %","28.2 %",".253","1.18",".362","65.4 %","3.52","2.72","0.80","2.13","1525"
"Sean Nolin","- - -","20","21.1","10.97","4.22","2.60","0.00","26.3 %","10.1 %","16.2 %",".299","1.69",".426","65.8 %","5.48","2.72","2.76","3.40","11341"
"Dan Runzler","- - -","25","10.0","9.90","3.60","2.75","0.00","27.5 %","10.0 %","17.5 %",".222","1.20",".320","66.7 %","2.70","2.72","-0.02","3.10","4080"
"Jonathan Nagel","- - -","23","20.2","9.58","3.48","2.75","0.00","24.7 %","9.0 %","15.7 %",".247","1.35",".339","60.7 %","3.92","2.73","1.19","3.34","sa455413"
"Forrest Snow","- - -","21","45.1","10.32","3.18","3.25","0.20","31.3 %","9.6 %","21.7 %",".115","0.73",".168","95.2 %","0.60","2.73","-2.13","3.17","sa549462"
"Austin Hyatt","- - -","24","146.1","11.13","2.71","4.11","0.55","30.4 %","7.4 %","23.0 %",".221","1.13",".313","69.1 %","3.32","2.73","0.59","2.76","sa501768"
"Ty'Relle Harris","- - -","23","61.1","9.98","3.67","2.72","0.15","26.3 %","9.7 %","16.6 %",".220","1.24",".307","70.5 %","3.37","2.73","0.65","3.40","sa501985"
"Raul Fernandez","Rockies (R)","20","65.0","6.37","2.91","2.19","0.00","17.4 %","8.0 %","9.5 %",".230","1.17",".285","81.3 %","1.52","2.73","-1.20","3.01","sa506313"
"Corey Davisson","Diamondbacks (A-)","22","35.1","10.44","2.55","4.10","0.51","28.3 %","6.9 %","21.4 %",".230","1.16",".315","73.3 %","3.06","2.73","0.33","2.81","sa550443"
"Alexander Mateo","Red Sox (R)","19","34.2","6.23","2.08","3.00","0.00","16.6 %","5.5 %","11.0 %",".205","1.01",".250","62.5 %","2.60","2.73","-0.13","3.09","sa506252"
"Luis Angeles","Giants (R)","20","77.2","6.49","1.85","3.50","0.23","18.4 %","5.3 %","13.1 %",".194","0.91",".236","70.1 %","1.85","2.73","-0.88","2.74","sa548639"
"Emmanuel De Leon","Pirates (R)","19","7.0","12.86","6.43","2.00","0.00","27.8 %","13.9 %","13.9 %",".355","2.29",".524","81.3 %","3.86","2.73","1.12","3.24","sa507213"
"Jeff Weaver","Dodgers (A+)","33","3.0","9.00","3.00","3.00","0.00","25.0 %","8.3 %","16.7 %",".182","1.00",".250","33.3 %","0.00","2.73","-2.73","4.19","503"
"Pedro Tirado","Rangers (R)","19","15.2","12.64","4.60","2.75","0.57","32.4 %","11.8 %","20.6 %",".220","1.34",".333","77.7 %","3.45","2.73","0.71","2.16","sa507738"
"Bryant Cotton","Yankees (A-)","22","20.1","10.18","2.66","3.83","0.44","26.1 %","6.8 %","19.3 %",".293","1.48",".397","52.5 %","6.20","2.73","3.46","3.05","sa550223"
"Stephen Hiscock","Rays (A-)","22","36.2","9.33","2.95","3.17","0.25","25.2 %","8.0 %","17.2 %",".230","1.20",".310","75.1 %","2.95","2.74","0.21","3.02","sa550216"
"Williams Louico","Orioles (R)","20","83.0","6.61","2.49","2.65","0.22","17.2 %","6.5 %","10.7 %",".246","1.25",".297","66.9 %","2.71","2.74","-0.03","2.78","sa507190"
"Cody Eppley","- - -","24","69.1","10.64","2.99","3.57","0.39","29.2 %","8.2 %","21.0 %",".206","1.10",".291","83.8 %","2.08","2.74","-0.66","2.72","9095"
"Mike Ojala","- - -","22","28.2","11.93","4.08","2.92","0.31","30.7 %","10.5 %","20.2 %",".227","1.33",".338","63.8 %","3.45","2.74","0.72","3.05","sa503043"
"Tommy Milone","Nationals (AA)","23","158.0","8.83","1.31","6.74","0.57","23.9 %","3.5 %","20.3 %",".258","1.16",".330","75.3 %","2.85","2.74","0.11","3.08","7608"
"Gabriel Zavala","Mets (A)","23","34.2","9.87","2.60","3.80","0.26","26.8 %","7.0 %","19.7 %",".169","0.92",".231","70.6 %","1.56","2.74","-1.18","3.42","sa392374"
"Beau Jones","Rangers (AA)","23","52.2","10.59","5.13","2.07","0.00","27.7 %","13.4 %","14.3 %",".194","1.27",".287","72.9 %","2.91","2.74","0.17","3.61","sa290173"
"Matison Smith","Astros (R)","22","34.0","5.56","1.59","3.50","0.00","14.8 %","4.2 %","10.6 %",".235","1.12",".278","73.7 %","1.59","2.74","-1.15","3.31","sa550419"
"Jenrry Mejia","- - -","20","42.1","9.57","3.40","2.81","0.21","27.3 %","9.7 %","17.6 %",".196","1.06",".275","87.4 %","1.28","2.74","-1.47","2.86","8476"
"Jhonathan Ramos","- - -","20","52.1","7.91","1.03","7.67","0.34","22.0 %","2.9 %","19.1 %",".255","1.09",".322","68.2 %","3.44","2.74","0.70","2.97","sa504204"
"Josh Spence","- - -","22","24.0","15.75","2.63","6.00","1.13","44.2 %","7.4 %","36.8 %",".218","1.08",".381","83.3 %","3.00","2.74","0.26","1.63","11260"
"Ramon Delgado","- - -","23","67.0","9.13","1.75","5.23","0.54","27.1 %","5.2 %","21.9 %",".198","0.90",".261","90.3 %","1.34","2.75","-1.40","2.76","sa390604"
"Amable Nin","Braves (R)","20","41.2","8.21","2.38","3.45","0.00","21.1 %","6.1 %","15.0 %",".241","1.18",".317","61.7 %","4.54","2.75","1.79","2.94","sa506557"
"David Newton","- - -","24","10.1","11.32","3.48","3.25","0.00","27.1 %","8.3 %","18.8 %",".302","1.65",".433","55.6 %","6.97","2.75","4.21","3.54","sa326416"
"Miles Mikolas","Padres (A)","21","81.2","8.60","1.65","5.20","0.33","23.3 %","4.5 %","18.8 %",".238","1.11",".305","73.7 %","2.20","2.76","-0.55","2.96","9803"
"Mike McGuire","Phillies (A)","24","30.1","10.38","2.08","5.00","0.59","28.0 %","5.6 %","22.4 %",".229","1.12",".309","76.9 %","2.67","2.76","-0.09","2.49","sa455071"
"Freddys Henrique","Padres (R)","20","26.0","9.35","4.15","2.25","0.00","22.9 %","10.2 %","12.7 %",".216","1.31",".293","68.4 %","2.77","2.76","0.01","3.06","sa507270"
"Eric Marzec","- - -","22","33.2","12.30","2.41","5.11","0.27","33.8 %","6.6 %","27.2 %",".210","1.04",".325","68.3 %","1.87","2.76","-0.89","3.03","sa546696"
"Evan Anundsen","Brewers (A+)","22","3.0","3.00","0.00","1.00","0.00","7.7 %","0.0 %","7.7 %",".308","1.33",".333","50.0 %","6.00","2.76","3.24","3.46","sa326711"
"Rafael Garcia","Orioles (R)","20","65.1","6.20","2.48","2.50","0.00","15.8 %","6.3 %","9.5 %",".242","1.24",".293","59.1 %","2.07","2.76","-0.69","3.09","sa507224"
"Jeff Gogal","- - -","28","41.0","8.34","2.41","3.45","0.22","23.0 %","6.7 %","16.4 %",".196","1.00",".254","78.8 %","2.20","2.76","-0.57","3.14","sa254433"
"Marquis Fleming","Rays (A+)","23","72.1","11.94","3.73","3.20","0.37","33.1 %","10.3 %","22.8 %",".177","1.04",".269","73.9 %","2.49","2.76","-0.27","2.83","sa454927"
"Brian Streilein","- - -","21","33.0","9.82","2.45","4.00","0.27","23.7 %","5.9 %","17.8 %",".277","1.45",".365","49.4 %","4.91","2.76","2.15","2.93","sa550039"
"Sean Gallagher","Padres (AAA)","24","11.0","9.82","3.27","3.00","0.00","23.1 %","7.7 %","15.4 %",".298","1.64",".400","68.4 %","4.91","2.76","2.14","3.35","8261"
"Shawn Kelley","Mariners (AAA)","26","3.2","14.73","7.36","2.00","0.00","40.0 %","20.0 %","20.0 %",".083","1.09",".167","50.0 %","4.91","2.76","2.14","3.81","7773"
"Dustin Hobbs","- - -","20","36.1","9.41","3.47","2.71","0.00","24.2 %","8.9 %","15.3 %",".243","1.32",".333","60.8 %","3.96","2.77","1.20","3.30","sa549569"
"David Phelps","- - -","23","158.2","8.00","2.04","3.92","0.34","22.1 %","5.6 %","16.4 %",".232","1.10",".294","74.3 %","2.50","2.77","-0.27","3.43","6316"
"Benino Pruneda","- - -","21","64.2","12.94","5.15","2.51","0.28","32.3 %","12.9 %","19.4 %",".222","1.42",".346","70.5 %","3.20","2.77","0.43","3.02","sa401631"
"Brad Lidge","- - -","33","9.2","8.38","3.72","2.25","0.00","23.7 %","10.5 %","13.2 %",".177","1.03",".240","50.0 %","4.66","2.77","1.89","3.65","563"
"Greg Wilborn","- - -","23","82.1","11.70","2.62","4.46","0.33","31.3 %","7.0 %","24.3 %",".233","1.18",".345","73.6 %","2.62","2.77","-0.15","3.04","sa502032"
"Denny Peralta","- - -","20","28.0","8.68","0.00","27.00","0.32","21.6 %","0.0 %","21.6 %",".315","1.39",".396","44.0 %","5.46","2.77","2.69","3.11","sa506022"
"Ely Izturriaga","Phillies (R)","20","40.1","10.71","5.36","2.00","0.00","27.4 %","13.7 %","13.7 %",".222","1.41",".327","76.3 %","2.68","2.77","-0.09","3.03","sa504882"
"Jose Montero","Astros (R)","17","55.2","7.76","3.88","2.00","0.00","20.3 %","10.2 %","10.2 %",".226","1.28",".294","70.7 %","2.59","2.77","-0.19","3.08","sa549221"
"Ryan Bean","Giants (R)","20","18.1","12.27","3.93","3.13","0.00","35.2 %","11.3 %","23.9 %",".175","1.04",".290","79.0 %","1.47","2.78","-1.31","3.02","sa549284"
"Maykel Ynfantes","Mariners (R)","19","52.1","5.68","1.55","3.67","0.17","14.7 %","4.0 %","10.7 %",".285","1.34",".333","63.2 %","3.44","2.78","0.66","2.81","sa504798"
"Victor Penalo","Royals (R)","18","33.1","7.83","4.05","1.93","0.00","18.6 %","9.6 %","9.0 %",".281","1.62",".355","60.7 %","3.51","2.78","0.73","3.02","sa506377"
"Jeremy Hellickson","- - -","23","119.1","9.58","2.79","3.43","0.38","25.7 %","7.5 %","18.2 %",".238","1.21",".321","77.8 %","2.72","2.78","-0.06","3.46","4371"
"Wander Beras","Dodgers (R)","21","71.2","8.92","4.14","2.15","0.13","24.2 %","11.2 %","12.9 %",".176","1.09",".239","71.1 %","2.26","2.78","-0.52","2.88","sa506966"
"Jose Dominguez","Dodgers (R)","19","24.0","7.88","2.25","3.50","0.38","21.0 %","6.0 %","15.0 %",".185","0.96",".229","89.0 %","1.13","2.78","-1.66","2.49","11571"
"Angel Tapia","Cardinals (R)","20","33.2","7.75","4.01","1.93","0.00","20.1 %","10.4 %","9.7 %",".244","1.37",".316","75.0 %","1.87","2.78","-0.91","3.08","sa506591"
"Wilton Lopez","Astros (AAA)","26","5.0","3.60","0.00","2.00","0.00","9.1 %","0.0 %","9.1 %",".364","1.60",".400","62.5 %","5.40","2.78","2.62","3.81","4227"
"George Isabel","- - -","20","15.0","11.40","4.20","2.71","0.60","27.9 %","10.3 %","17.7 %",".246","1.47",".342","58.3 %","3.60","2.78","0.82","2.36","sa552029"
"Scott Lewis","Indians (AAA)","26","17.0","9.53","2.12","4.50","0.53","26.5 %","5.9 %","20.6 %",".191","0.94",".250","70.5 %","2.12","2.78","-0.67","3.71","7322"
"Brandon Henderson","Rays (R)","18","22.2","11.12","1.19","9.33","0.79","33.7 %","3.6 %","30.1 %",".167","0.71",".229","92.1 %","1.59","2.79","-1.20","2.21","sa549182"
"Keith Cantwell","Diamondbacks (A-)","22","45.2","9.46","2.56","3.69","0.39","25.8 %","7.0 %","18.8 %",".214","1.09",".285","69.9 %","2.96","2.79","0.17","2.80","sa502725"
"Rainy Lara","Mets (R)","19","64.0","7.17","1.83","3.92","0.28","20.2 %","5.2 %","15.1 %",".208","0.95",".258","83.1 %","1.97","2.79","-0.82","2.66","sa550638"
"Orlando Santos","White Sox (A)","23","50.2","10.48","1.95","5.36","0.53","29.1 %","5.4 %","23.7 %",".212","1.01",".291","68.3 %","3.37","2.79","0.59","2.95","sa393012"
"Kramer Sneed","- - -","21","39.2","11.57","2.27","5.10","0.68","30.0 %","5.9 %","24.1 %",".241","1.21",".337","59.0 %","3.86","2.79","1.07","2.49","sa549965"
"Bryce Stowell","- - -","23","67.1","13.63","4.81","2.83","0.53","37.4 %","13.2 %","24.2 %",".179","1.16",".295","83.3 %","2.14","2.79","-0.65","2.86","sa455267"
"Jarred Cosart","Phillies (A)","20","71.1","9.71","2.02","4.81","0.38","26.3 %","5.5 %","20.8 %",".221","1.07",".297","61.2 %","3.79","2.79","1.00","2.88","10304"
"Jose Acosta","Pirates (R)","18","2.1","7.71","3.86","2.00","0.00","25.0 %","12.5 %","12.5 %",".286","1.29",".400","100.0 %","0.00","2.79","-2.79","2.79","sa547471"
"Marcos Gonzalez","Mets (R)","17","45.1","4.96","0.99","5.00","0.40","13.6 %","2.7 %","10.9 %",".279","1.21",".316","80.5 %","2.18","2.79","-0.61","2.64","sa549129"
"Evan Reed","- - -","24","42.2","7.80","2.95","2.64","0.21","21.4 %","8.1 %","13.3 %",".233","1.20",".298","86.7 %","1.69","2.79","-1.10","3.49","1349"
"Jeff Urlaub","Athletics (R)","23","26.1","8.89","1.03","8.67","0.00","25.0 %","2.9 %","22.1 %",".232","0.99",".315","64.3 %","2.39","2.79","-0.40","3.28","sa549814"
"Frankelis Diaz","Royals (R)","18","50.2","4.62","1.95","2.36","0.00","12.4 %","5.2 %","7.1 %",".255","1.20",".294","57.8 %","3.20","2.79","0.41","3.19","sa506369"
"Jorge De Leon","Astros (A-)","22","28.0","9.32","3.86","2.42","0.00","24.0 %","9.9 %","14.1 %",".241","1.36",".329","87.2 %","0.64","2.79","-2.15","3.37","5397"
"Garett Claypool","Phillies (A-)","21","34.0","11.91","4.24","2.81","0.26","31.3 %","11.1 %","20.1 %",".222","1.29",".338","74.0 %","3.18","2.80","0.38","3.26","sa502754"
"Hunter Carnevale","- - -","21","28.1","11.12","3.81","2.92","0.32","26.1 %","9.0 %","17.2 %",".303","1.73",".419","52.5 %","6.35","2.80","3.55","3.27","sa549348"
"Carlos Gomez","Mets (R)","18","73.1","5.65","2.58","2.19","0.00","15.1 %","6.9 %","8.2 %",".222","1.13",".266","76.1 %","1.47","2.80","-1.33","3.14","sa504859"
"Yancarlos Javier","Mets (R)","19","26.1","9.57","5.13","1.87","0.00","25.2 %","13.5 %","11.7 %",".170","1.18",".242","81.8 %","2.05","2.80","-0.75","3.04","sa506945"
"Daryl Thompson","- - -","24","62.0","10.02","1.89","5.31","0.58","28.9 %","5.4 %","23.4 %",".213","0.98",".290","60.3 %","3.48","2.80","0.68","3.05","6603"
"Jeff Jeffords","Reds (A+)","25","58.2","9.05","3.37","2.68","0.15","23.9 %","8.9 %","15.0 %",".232","1.26",".311","65.2 %","3.84","2.80","1.03","3.58","sa390619"
"Chasen Shreve","Braves (R)","19","16.0","11.25","1.69","6.67","0.56","30.8 %","4.6 %","26.2 %",".267","1.19",".385","81.6 %","2.25","2.80","-0.55","2.60","10855"
"Rob Wort","- - -","21","51.2","11.15","2.96","3.76","0.35","30.6 %","8.1 %","22.5 %",".171","0.95",".248","80.1 %","1.92","2.80","-0.89","3.08","sa502647"
"Bryan Martinez","- - -","19","73.1","10.55","3.56","2.97","0.12","28.5 %","9.6 %","18.9 %",".174","1.01",".256","71.6 %","2.45","2.81","-0.36","2.89","sa506634"
"Deryk Hooker","- - -","21","111.1","10.27","2.91","3.53","0.24","27.2 %","7.7 %","19.5 %",".229","1.19",".321","70.9 %","2.99","2.81","0.18","3.12","sa389288"
"John Lamb","- - -","19","147.2","9.69","2.74","3.53","0.30","26.4 %","7.5 %","18.9 %",".223","1.13",".305","72.2 %","2.38","2.82","-0.44","3.34","8493"
"Preston Claiborne","- - -","22","31.0","10.45","3.48","3.00","0.29","28.6 %","9.5 %","19.1 %",".239","1.26",".342","72.5 %","2.61","2.82","-0.20","3.14","10500"
"Josh Hungerman","- - -","23","81.0","9.78","3.56","2.75","0.00","26.4 %","9.6 %","16.8 %",".201","1.12",".288","70.0 %","2.89","2.82","0.07","3.65","sa501952"
"Jovany Lopez","Pirates (R)","19","27.2","6.83","1.63","4.20","0.33","18.3 %","4.4 %","13.9 %",".275","1.27",".333","66.5 %","3.90","2.82","1.08","3.03","sa504961"
"Juan Sosa","Phillies (A-)","20","47.2","7.74","3.21","2.41","0.00","20.9 %","8.7 %","12.2 %",".207","1.13",".268","72.2 %","2.08","2.82","-0.75","3.79","sa503978"
"Miguel De Los Santos","- - -","21","70.1","14.33","5.63","2.55","0.38","38.0 %","14.9 %","23.1 %",".161","1.19",".276","69.7 %","2.94","2.82","0.12","2.91","sa393252"
"Kevin Angelle","Phillies (A-)","22","46.1","8.35","1.94","4.30","0.39","24.9 %","5.8 %","19.1 %",".184","0.86",".237","80.7 %","1.36","2.83","-1.47","2.84","sa327738"
"Ryan Verdugo","- - -","23","62.2","13.50","4.74","2.85","0.43","37.2 %","13.0 %","24.1 %",".186","1.18",".309","87.4 %","1.87","2.83","-0.96","2.93","9154"
"Dylan Unsworth","Mariners (R)","17","50.1","7.87","0.18","44.00","0.18","20.6 %","0.5 %","20.1 %",".335","1.43",".419","64.3 %","3.93","2.83","1.11","3.33","sa550449"
"Adrian Alaniz","- - -","26","118.0","8.24","2.29","3.60","0.23","22.6 %","6.3 %","16.3 %",".224","1.09",".289","72.6 %","2.52","2.83","-0.31","3.48","sa389682"
"Jose Azor","Athletics (R)","21","19.0","5.68","2.37","2.40","0.00","14.8 %","6.2 %","8.6 %",".270","1.32",".323","77.8 %","0.95","2.83","-1.88","3.02","sa506087"
"T.J. Chism","- - -","21","25.2","10.17","3.16","3.22","0.35","27.9 %","8.7 %","19.2 %",".200","1.09",".277","94.0 %","0.70","2.83","-2.13","2.92","sa502763"
"Yunior Peroza","Yankees (R)","18","51.2","7.14","1.57","4.56","0.35","19.2 %","4.2 %","15.0 %",".232","1.06",".284","74.3 %","2.26","2.83","-0.57","2.76","sa548122"
"Drew Benes","Cardinals (R)","21","23.2","8.37","2.28","3.67","0.00","22.0 %","6.0 %","16.0 %",".220","1.10",".290","72.4 %","1.52","2.84","-1.31","3.66","sa550020"
"Smit Valera","Rockies (R)","19","13.0","11.08","6.92","1.60","0.00","25.0 %","15.6 %","9.4 %",".278","1.92",".395","56.0 %","6.23","2.84","3.40","3.13","sa506294"
"Berling Cruz","Diamondbacks (R)","19","45.2","6.70","1.77","3.78","0.20","16.3 %","4.3 %","12.0 %",".285","1.40",".342","53.2 %","4.34","2.84","1.50","2.93","sa506875"
"Drew Storen","- - -","22","16.2","8.10","1.62","5.00","0.54","24.6 %","4.9 %","19.7 %",".207","0.90",".262","95.6 %","1.08","2.84","-1.76","3.01","6983"
"Dane De La Rosa","- - -","27","76.0","9.47","3.08","3.08","0.36","25.5 %","8.3 %","17.2 %",".244","1.26",".328","81.9 %","2.01","2.84","-0.83","3.05","10095"
"Adam Reifer","- - -","24","55.0","8.51","2.62","3.25","0.33","22.4 %","6.9 %","15.5 %",".249","1.25",".321","78.0 %","2.95","2.84","0.11","3.39","sa389398"
"Diony Santana","Diamondbacks (R)","19","54.0","6.17","3.00","2.06","0.00","16.0 %","7.8 %","8.2 %",".244","1.28",".297","60.3 %","2.17","2.84","-0.67","3.16","sa506880"
"Manny Alvarez","- - -","24","78.2","9.61","1.37","7.00","0.69","28.2 %","4.0 %","24.2 %",".195","0.85",".255","76.7 %","2.17","2.84","-0.67","2.99","sa329011"
"Dexter Bobo","- - -","22","32.0","13.22","3.66","3.62","0.28","33.3 %","9.2 %","24.1 %",".250","1.41",".388","71.1 %","3.94","2.84","1.09","3.04","sa503546"
"Orlando Castro","Pirates (R)","18","54.0","5.67","2.33","2.43","0.00","16.8 %","6.9 %","9.9 %",".188","0.91",".230","84.3 %","1.17","2.85","-1.68","3.31","sa546531"
"Luis Gonzalez","Reds (R)","17","65.0","6.09","1.94","3.14","0.14","17.4 %","5.5 %","11.9 %",".208","0.97",".251","66.6 %","2.49","2.85","-0.36","3.36","sa546497"
"Evan Scribner","Padres (AA)","24","66.0","11.05","2.05","5.40","0.82","30.8 %","5.7 %","25.1 %",".210","1.00",".289","78.3 %","2.59","2.85","-0.26","2.66","7525"
"Mike McClendon","- - -","25","70.0","7.59","1.93","3.93","0.13","21.3 %","5.4 %","15.9 %",".233","1.07",".298","79.9 %","2.06","2.85","-0.79","3.53","9587"
"Leopoldo Sanchez","White Sox (R)","19","43.1","6.85","3.32","2.06","0.00","19.2 %","9.3 %","9.9 %",".217","1.13",".277","73.6 %","2.28","2.85","-0.57","3.18","sa507092"
"Eduard Santos","Angels (R)","20","21.2","7.48","4.15","1.80","0.00","19.2 %","10.6 %","8.5 %",".265","1.48",".339","81.8 %","2.08","2.85","-0.77","3.15","sa505276"
"Jon Huber","- - -","28","47.0","9.38","2.49","3.77","0.38","25.9 %","6.9 %","19.1 %",".214","1.06",".287","75.7 %","2.30","2.85","-0.55","3.06","3109"
"Jackson Mateo","Dodgers (R)","17","22.0","7.36","3.27","2.25","0.00","19.0 %","8.4 %","10.5 %",".167","1.00",".212","72.0 %","1.23","2.85","-1.63","3.29","sa549205"
"Adam Warren","- - -","22","135.1","8.38","2.19","3.82","0.27","22.3 %","5.8 %","16.5 %",".231","1.14",".298","72.4 %","2.59","2.85","-0.26","3.11","9029"
"Nate Pettus","- - -","21","9.2","8.38","2.79","3.00","0.00","21.4 %","7.1 %","14.3 %",".184","1.03",".241","63.6 %","2.79","2.86","-0.06","3.96","sa455510"
"Reynaldo Sabala","Mariners (R)","19","47.1","7.61","3.42","2.22","0.00","20.2 %","9.1 %","11.1 %",".232","1.25",".299","62.9 %","2.66","2.86","-0.20","3.29","sa504796"
"Beau Vaughan","- - -","29","40.0","8.10","2.70","3.00","0.23","20.5 %","6.8 %","13.6 %",".247","1.30",".312","68.4 %","2.93","2.86","0.07","3.62","sa226255"
"Mitch Clarke","Reds (R)","19","39.0","9.46","1.85","5.13","0.00","24.4 %","4.8 %","19.6 %",".241","1.18",".325","58.3 %","2.08","2.86","-0.79","3.31","sa501995"
"Shelby Miller","Cardinals (A)","19","104.1","12.08","2.85","4.24","0.60","31.9 %","7.5 %","24.4 %",".241","1.25",".352","66.6 %","3.62","2.86","0.76","2.85","10197"
"Wade Broyles","- - -","23","27.1","9.88","4.61","2.14","0.00","27.8 %","13.0 %","14.8 %",".170","1.10",".250","66.7 %","2.63","2.86","-0.23","3.54","sa545140"
"Jim Fuller","- - -","23","131.1","8.50","2.60","3.26","0.21","22.8 %","7.0 %","15.8 %",".235","1.19",".306","73.2 %","2.19","2.87","-0.68","3.57","sa455447"
"Alejandro Rivas","Indians (R)","18","41.1","8.71","4.57","1.90","0.00","22.0 %","11.5 %","10.4 %",".236","1.40",".316","67.7 %","2.83","2.87","-0.04","3.21","sa547859"
"Nefi Ogando","Red Sox (R)","21","34.0","8.21","3.97","2.07","0.26","20.8 %","10.1 %","10.7 %",".246","1.41",".314","70.8 %","2.91","2.87","0.04","2.87","12253"
"Derrick Loop","- - -","26","28.0","10.29","2.89","3.56","0.32","31.1 %","8.7 %","22.3 %",".165","0.86",".241","93.8 %","0.32","2.87","-2.55","2.98","sa328208"
"Jason Markovitz","- - -","21","39.2","9.08","2.04","4.44","0.45","25.2 %","5.7 %","19.5 %",".247","1.16",".324","64.8 %","3.86","2.87","0.98","3.07","sa549167"
"Trey McNutt","- - -","20","116.1","10.21","2.86","3.57","0.39","27.6 %","7.7 %","19.9 %",".213","1.12",".293","72.4 %","2.48","2.87","-0.40","3.09","sa502768"
"Kevin Thomas","Cardinals (A+)","23","107.0","7.91","3.20","2.47","0.00","21.3 %","8.6 %","12.7 %",".234","1.22",".306","74.3 %","2.27","2.87","-0.60","3.29","sa455028"
"Yohan Almonte","Mets (A-)","20","89.2","6.02","1.51","4.00","0.10","17.1 %","4.3 %","12.8 %",".204","0.93",".245","68.6 %","1.91","2.88","-0.97","3.43","sa503968"
"Josh Wilkie","Nationals (AAA)","25","69.2","8.01","2.84","2.82","0.26","22.2 %","7.9 %","14.3 %",".224","1.13",".288","75.5 %","2.45","2.88","-0.43","3.21","sa329014"
"Rochi Gutierrez","Astros (R)","18","18.2","7.71","4.82","1.60","0.00","20.0 %","12.5 %","7.5 %",".157","1.12",".204","66.7 %","2.41","2.88","-0.47","3.22","sa550721"
"Wilmer Almonte","Rays (A-)","20","78.0","8.42","1.73","4.87","0.46","23.5 %","4.8 %","18.7 %",".227","1.05",".289","65.9 %","2.77","2.88","-0.11","3.07","sa503982"
"Zachary Varce","Yankees (A-)","21","71.1","9.34","2.14","4.35","0.50","24.4 %","5.6 %","18.8 %",".263","1.29",".343","58.4 %","4.54","2.88","1.66","2.79","sa549084"
"Orlando Alfonso","Orioles (R)","20","51.2","5.92","1.92","3.09","0.00","16.0 %","5.2 %","10.9 %",".241","1.14",".291","78.7 %","1.57","2.89","-1.32","3.45","sa508401"
"Nathan Driessen","Reds (R)","19","23.2","10.65","1.52","7.00","0.38","25.7 %","3.7 %","22.0 %",".295","1.48",".395","56.6 %","3.42","2.89","0.54","2.91","sa503991"
"Luis Zerpa","Blue Jays (R)","17","50.0","7.38","1.80","4.10","0.36","19.5 %","4.8 %","14.8 %",".254","1.18",".313","68.0 %","3.60","2.89","0.71","2.70","sa547796"
"Josiel Martinez","Royals (R)","18","30.1","7.71","2.97","2.60","0.30","19.9 %","7.6 %","12.2 %",".261","1.35",".326","67.3 %","4.45","2.89","1.56","2.74","sa549204"
"Jake Petricka","- - -","22","44.1","9.74","3.05","3.20","0.20","25.1 %","7.9 %","17.3 %",".220","1.20",".298","60.4 %","3.05","2.89","0.15","3.15","10534"
"Ryan Demmin","Nationals (A-)","22","31.0","9.29","2.90","3.20","0.29","25.6 %","8.0 %","17.6 %",".219","1.13",".296","86.7 %","1.45","2.89","-1.44","3.10","sa551725"
"Ruben Reyes","Mets (R)","19","41.0","7.68","4.61","1.67","0.00","20.2 %","12.1 %","8.1 %",".172","1.15",".224","56.3 %","3.07","2.89","0.18","3.22","sa550639"
"Jose Monegro","Rangers (R)","20","23.0","11.35","1.96","5.80","0.39","30.2 %","5.2 %","25.0 %",".264","1.26",".377","54.4 %","4.70","2.89","1.80","2.81","sa503000"
